gene_name	entrez_id	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	is_neuronal_external	k119ub_decile	length_stratum	ctrl_top_quartile	ctrl_top_decile	mut_top_quartile	mut_top_decile
Hoxc11	109663	chr15	102954427	102957708	3282	8.873958	7.110985	-0.310892	9.505295	8.07548	-0.22941	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Avp	11998	chr2	130580620	130582554	1935	8.861889	9.001792	0.022054	6.091016	6.206539	0.026169	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Gm13275	545652	chr4	88799665	88801126	1462	8.827124	9.514158	0.105594	7.656623	9.043355	0.233951	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Vsig4	278180	chrX	96247203	96293438	46236	8.82603	8.052604	-0.12894	0.496896	0.333717	-0.372474	FALSE	FALSE	10	4	TRUE	TRUE	TRUE	TRUE
Gpr88	64378	chr3	116249654	116253503	3850	8.825596	10.784592	0.282811	5.970791	7.444745	0.308103	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
1700092K14Rik	73536	chr11	114198258	114199199	942	8.798251	7.556855	-0.213655	4.590617	4.060504	-0.168432	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Sp8	320145	chr12	118846329	118852576	6248	8.789587	6.56505	-0.409089	9.138185	7.38205	-0.299832	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Gm10710	100038599	chr3	83125276	83129246	3971	8.78797	8.97346	0.029405	8.041315	7.93185	-0.019243	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Zfp503	218820	chr14	21983959	21989601	5643	8.749588	10.558984	0.265101	9.525332	11.693944	0.289861	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Gfi1	14581	chr5	107716657	107726036	9380	8.723752	5.533902	-0.636318	9.990345	6.835003	-0.533298	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Cd14	12475	chr18	36725067	36726798	1732	8.721891	8.211403	-0.084805	5.891054	5.577031	-0.076104	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Adm	11535	chr7	110627661	110629820	2160	8.707801	9.743266	0.15831	9.199587	10.129241	0.135786	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Hoxa3	15400	chr6	52169062	52213336	44275	8.706544	6.32434	-0.44784	12.606487	11.625403	-0.114797	TRUE	TRUE	10	4	TRUE	TRUE	TRUE	TRUE
Hoxc8	15426	chr15	102990607	102993821	3215	8.702373	8.414693	-0.047281	9.070911	8.380449	-0.111405	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Slc32a1	22348	chr2	158610767	158615748	4982	8.692314	7.157094	-0.27274	8.030287	6.034396	-0.39956	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Pou4f2	18997	chr8	78433010	78436645	3636	8.659185	9.376694	0.112107	7.984747	8.79696	0.136179	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Foxd3	15221	chr4	99656299	99658622	2324	8.657631	6.834255	-0.331671	10.248366	8.396612	-0.280837	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Foxb2	14240	chr19	16872319	16873805	1487	8.613961	6.845061	-0.322349	11.365916	10.00331	-0.180506	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Col27a1	373864	chr4	63214004	63334991	120988	8.598373	8.436935	-0.026655	10.053054	8.392287	-0.25439	FALSE	FALSE	10	5	TRUE	TRUE	TRUE	TRUE
Dusp6	67603	chr10	99263231	99267489	4259	8.591095	12.025448	0.474841	9.100431	10.789328	0.240252	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
H1f5	56702	chr13	21779883	21780625	743	8.553365	11.819126	0.456518	4.765031	7.65443	0.659548	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gdf6	242316	chr4	9844372	9862345	17974	8.548493	7.506653	-0.18248	14.086889	14.536333	0.044624	TRUE	TRUE	10	3	TRUE	TRUE	TRUE	TRUE
Hoxc10	209448	chr15	102966796	102971893	5098	8.482383	7.560342	-0.161572	8.861662	8.258287	-0.099181	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Gp5	14729	chr16	30307685	30310779	3095	8.482322	6.876312	-0.294322	5.789961	4.707517	-0.286482	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Emx2	13797	chr19	59458372	59465357	6986	8.471781	7.635457	-0.145952	8.24715	7.371236	-0.157537	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Hoxc6	15425	chr15	102998257	103011881	13625	8.462243	7.981072	-0.082253	9.056673	7.048125	-0.352014	FALSE	FALSE	10	3	TRUE	TRUE	TRUE	TRUE
Skor1	207667	chr9	63138170	63148961	10792	8.448984	5.617151	-0.570579	8.981056	5.676733	-0.641862	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Egr2	13654	chr10	67535475	67542188	6714	8.44536	8.28517	-0.026919	8.103766	8.101966	-0.000312	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Nkx6-1	18096	chr5	101658139	101664996	6858	8.443891	6.733111	-0.317347	8.822856	6.814827	-0.362253	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Hoxd4	15436	chr2	74711929	74729160	17232	8.416374	6.128622	-0.443968	8.814404	7.739045	-0.182829	FALSE	FALSE	10	3	TRUE	TRUE	TRUE	TRUE
Misp3	70134	chr8	84010222	84012158	1937	8.410444	7.94623	-0.079762	6.708195	6.248278	-0.099094	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Cdkn2b	12579	chr4	89306299	89311039	4741	8.391831	7.89834	-0.085133	9.736549	9.452543	-0.041749	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Gm15217	100041724	chr14	46379414	46383608	4195	8.385021	12.02402	0.508815	6.281839	8.211941	0.375005	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gm13286	100041062	chr4	88757844	88758380	537	8.361411	11.345472	0.430527	6.432744	7.308053	0.178321	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Pou4f3	18998	chr18	42394539	42397249	2711	8.352835	9.462109	0.175544	6.593469	7.201013	0.123223	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Bsx	244813	chr9	40874127	40880057	5931	8.352732	6.259324	-0.403899	10.226178	8.30009	-0.294027	FALSE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Vax1	22326	chr19	59166187	59170056	3870	8.324455	9.42411	0.174655	8.848043	9.336701	0.07572	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Hoxa6	15403	chr6	52206288	52208722	2435	8.312185	6.146155	-0.422479	9.831845	7.911397	-0.305877	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Alx3	11694	chr3	107595031	107605776	10746	8.261025	6.994679	-0.233296	12.543663	10.234287	-0.287942	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Cxcr4	12767	chr1	128588199	128592293	4095	8.245899	8.406164	0.027055	9.261175	9.354616	0.014148	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Tril	66873	chr6	53815468	53820830	5363	8.21778	6.126979	-0.41078	10.068181	7.98028	-0.327234	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Mos	17451	chr4	3870657	3872105	1449	8.210949	9.670412	0.23033	6.137859	8.52615	0.460092	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Pou3f3	18993	chr1	42695768	42703176	7409	8.202599	8.828468	0.103405	9.587649	8.62851	-0.148469	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Fzd5	14367	chr1	64730558	64737751	7194	8.189526	8.292798	0.017609	11.057561	11.344575	0.036257	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Hoxd8	15437	chr2	74704615	74707933	3319	8.188607	7.056847	-0.208547	8.652393	7.855383	-0.135789	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Nog	18121	chr11	89300638	89302332	1695	8.175506	6.236572	-0.378837	5.392507	4.246738	-0.329408	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Gsx2	14843	chr5	75075601	75077893	2293	8.175264	8.842291	0.110297	9.50175	11.065269	0.215148	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Gm20554	328287	chr13	72626213	72628564	2352	8.159226	11.14527	0.439732	7.724246	10.30379	0.405662	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Socs2	216233	chr10	95411490	95417180	5691	8.157103	8.179119	0.003787	9.805603	9.625897	-0.026094	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Nkx2-1	21869	chr12	56531958	56536908	4951	8.15625	6.840517	-0.246523	8.585175	7.492196	-0.191205	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Edn2	13615	chr4	120161206	120167360	6155	8.117321	7.05125	-0.197375	7.85475	7.257143	-0.110927	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Arx	11878	chrX	93286496	93298357	11862	8.09377	8.995639	0.148577	9.113447	9.50479	0.059256	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Scarf2	224024	chr16	17797282	17808293	11012	8.08009	8.008118	-0.012564	7.437164	6.588157	-0.16954	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Hmx2	15372	chr7	131548773	131558014	9242	8.075695	6.223408	-0.364527	7.509885	5.350525	-0.472616	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Gm13272	545648	chr4	88779850	88780660	811	8.06791	9.558333	0.238574	5.134421	5.85372	0.181842	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Dmrt2	226049	chr19	25672411	25678991	6581	8.066934	8.129816	0.010906	11.5568	11.949898	0.047369	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Hdnr	75996	chr8	57332118	57354580	22463	8.059983	5.606791	-0.506909	10.769984	8.205019	-0.383428	FALSE	FALSE	10	3	TRUE	TRUE	TRUE	TRUE
Id2	15902	chr12	25093799	25097140	3342	8.032259	11.191479	0.467613	8.241556	10.912794	0.395811	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Cilp2	68709	chr8	69880369	69887687	7319	8.028539	7.514617	-0.092806	9.800623	8.87825	-0.139308	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Neurog3	11925	chr10	62133090	62134763	1674	8.02832	6.195757	-0.362469	6.702849	5.251289	-0.339472	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Gp1bb	14724	chr16	18620317	18622403	2087	8.00996	8.05936	0.008634	7.149325	7.51233	0.069368	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Egr3	13655	chr14	70077203	70082550	5348	8.004424	7.212141	-0.146132	7.801316	7.153558	-0.121474	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Dlx4	13394	chr11	95140447	95146263	5817	7.992324	6.193164	-0.356742	7.008108	5.472028	-0.344663	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
6430503K07Rik	78068	chr2	147187424	147188407	984	7.959611	6.827001	-0.215016	8.809288	7.989697	-0.137279	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Ltb4r2	57260	chr14	55761428	55763229	1802	7.953987	7.731474	-0.039816	5.328221	5.581857	0.064487	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Phox2a	11859	chr7	101818313	101822726	4414	7.933081	6.940542	-0.187271	5.433911	4.960321	-0.126202	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
H4c11	319159	chr13	21735064	21735837	774	7.914664	9.83666	0.305988	3.958469	5.233493	0.384187	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gm14424	102634401	chr2	74752684	74753744	1061	7.905971	5.50157	-0.506111	8.297463	5.822082	-0.495361	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gpr151	240239	chr18	42577881	42579652	1772	7.891143	9.587353	0.273951	5.68439	6.763102	0.242071	FALSE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Wnt1	22408	chr15	98789857	98793837	3981	7.883062	6.166234	-0.34349	6.589776	5.431297	-0.269015	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Nr2e1	21907	chr10	42561963	42583632	21670	7.875898	6.086793	-0.360273	13.047032	10.340582	-0.32915	TRUE	TRUE	10	3	TRUE	TRUE	TRUE	TRUE
Zfp36l1	12192	chr12	80107754	80113013	5260	7.829715	8.879179	0.176794	8.677949	9.580867	0.139433	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Gm12409	100040567	chr4	45762377	45764223	1847	7.793822	8.650049	0.146447	8.818409	8.464655	-0.057599	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Fzd8	14370	chr18	9212163	9218136	5974	7.769115	9.415636	0.270337	8.517126	10.528807	0.298938	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Gpr150	238725	chr13	76054851	76056996	2146	7.733982	11.279452	0.531803	6.539054	10.497313	0.665031	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
H3c2	319150	chr13	23752267	23752886	620	7.726863	12.333493	0.659616	5.109414	8.155833	0.652232	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Insm1	53626	chr2	146221921	146225020	3100	7.724314	8.208438	0.08534	8.842075	8.883025	0.006504	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Cdkn2a	12578	chr4	89274471	89294653	20183	7.713021	6.906811	-0.154609	7.214241	6.859734	-0.070488	FALSE	FALSE	10	3	TRUE	TRUE	TRUE	TRUE
Ddn	13199	chr15	98803777	98809490	5714	7.710183	6.728558	-0.190634	8.280188	6.997874	-0.235914	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Irx1	16371	chr13	71957921	71963723	5803	7.703367	8.973469	0.21449	8.463319	8.949409	0.07858	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Dux	664783	chr10	58230651	58232675	2025	7.695864	5.285535	-0.523845	5.578656	3.641994	-0.586343	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Irx5	54352	chr8	92357625	92376286	18662	7.679471	7.453691	-0.041834	12.21149	12.030918	-0.021109	TRUE	TRUE	10	3	TRUE	TRUE	TRUE	TRUE
Kcna2	16490	chr3	107101146	107115005	13860	7.65403	7.59052	-0.011683	9.382959	9.919276	0.078402	TRUE	TRUE	10	3	TRUE	TRUE	TRUE	TRUE
1600014C23Rik	72240	chr17	45732864	45733844	981	7.645816	6.839087	-0.15611	5.782364	6.843211	0.234785	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Adra2a	11551	chr19	54044151	54048982	4832	7.63325	7.261947	-0.069874	5.281063	5.348817	0.01766	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Edn1	13614	chr13	42301476	42307990	6515	7.597061	6.23506	-0.276186	10.121281	8.455068	-0.253462	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Irx2	16372	chr13	72628820	72634198	5379	7.586616	11.124366	0.539193	8.021819	10.723434	0.409021	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Dmrta2	242620	chr4	109978053	109983687	5635	7.565694	6.456758	-0.221671	7.426534	6.269203	-0.236757	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Hotairm1	105242658	chr6	52158432	52162119	3688	7.557892	5.329909	-0.486897	6.681101	4.19091	-0.645722	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Inhbb	16324	chr1	119415465	119422248	6784	7.530072	6.713592	-0.160602	8.920595	7.274312	-0.286484	FALSE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Gm15326	102636620	chr13	111867936	111871937	4002	7.509626	11.353335	0.582319	4.803556	7.302433	0.582468	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Six2	20472	chr17	85684277	85688274	3998	7.471662	5.689868	-0.380156	8.71717	6.733348	-0.362099	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Lratd1	105005	chr12	14146830	14152054	5225	7.465721	8.667919	0.209659	8.335596	9.682457	0.210913	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Hmx3	15373	chr7	131542867	131544925	2059	7.462415	5.351395	-0.463504	8.022756	5.661347	-0.486964	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
E230013L22Rik	102132	chr8	11477929	11480241	2313	7.457016	8.589389	0.198491	6.913194	8.029356	0.209727	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
H2ac8	319166	chr13	23570517	23571220	704	7.430625	8.028815	0.108606	8.360856	8.430597	0.011678	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Prlhr	226278	chr19	60466732	60468304	1573	7.406669	8.583939	0.20709	6.448775	7.304375	0.174144	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
A930018P22Rik	68243	chr2	104122769	104124749	1981	7.399173	8.452776	0.186854	5.773875	6.959432	0.260371	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Cryba2	12958	chr1	74889934	74893143	3210	7.376051	6.111988	-0.262582	7.73806	6.995509	-0.141311	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Ihh	16147	chr1	74945315	74951672	6358	7.359121	5.718054	-0.352028	6.93482	5.316407	-0.369951	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Gadd45g	23882	chr13	51846678	51848468	1791	7.353407	7.251603	-0.019524	5.787758	6.043427	0.060123	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gsc	14836	chr12	104471209	104473330	2122	7.351972	6.822374	-0.104604	8.504162	7.93926	-0.096576	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Id1	15901	chr2	152736251	152737410	1160	7.347198	8.822421	0.256942	6.84975	8.21266	0.254321	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Ch25h	12642	chr19	34473778	34475164	1387	7.33036	8.466246	0.202181	6.942492	8.017986	0.201824	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Oxt	18429	chr2	130576173	130577054	882	7.271145	7.196961	-0.014358	4.623899	5.270774	0.180832	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Ccn1	16007	chr3	145646976	145649981	3006	7.269306	10.301936	0.490483	10.073147	14.065711	0.472879	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Rasl10a	75668	chr11	5058128	5060385	2258	7.257959	6.10365	-0.241879	6.554504	6.062896	-0.108682	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gm13288	668208	chr4	88805531	88808380	2850	7.252728	8.277547	0.185406	6.244756	7.456598	0.247863	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Tubb2b	73710	chr13	34126748	34130466	3719	7.248842	10.385749	0.505876	9.861394	13.88536	0.484539	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Pou3f2	18992	chr4	22482780	22488366	5587	7.247358	8.146043	0.163943	10.270018	8.699728	-0.23394	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Prr7	432763	chr13	55464267	55473154	8888	7.24258	6.232912	-0.209717	4.958881	4.33847	-0.184082	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Lhx5	16873	chr5	120431699	120441223	9525	7.238506	5.496062	-0.383851	6.553244	5.252905	-0.307528	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Foxd4	14237	chr19	24899236	24901197	1962	7.23533	4.683443	-0.604453	5.756652	3.825697	-0.562922	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
H2bc3	319178	chr13	23746734	23747241	508	7.203834	9.880657	0.444201	4.609392	8.402368	0.836211	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Nkx2-5	18091	chr17	26838664	26845009	6346	7.203004	4.52533	-0.645469	7.413603	4.709093	-0.631017	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Qsox1	104009	chr1	155778158	155812889	34732	7.197477	8.56388	0.243923	6.670334	8.321535	0.309912	FALSE	FALSE	10	4	TRUE	TRUE	TRUE	TRUE
Hmx1	15371	chr5	35389108	35399730	10623	7.137492	5.883494	-0.269569	5.00416	3.628647	-0.440824	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
Gm5144	381002	chr15	11906519	11907390	872	7.137208	5.138309	-0.457363	5.56534	4.508504	-0.291005	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Foxf1	15227	chr8	121084386	121088144	3759	7.095984	4.127735	-0.750756	6.259753	3.834455	-0.676399	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Tbx1	21380	chr16	18580979	18590671	9693	7.095707	6.264229	-0.174056	6.636066	5.532555	-0.253168	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Hbq1b	544763	chr11	32286965	32287784	820	7.091091	6.796662	-0.0593	2.755309	2.797472	0.020299	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Sox14	20669	chr9	99874106	99876170	2065	7.088148	6.275118	-0.170144	6.240669	5.898158	-0.078583	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Foxc2	14234	chr8	121116171	121118895	2725	7.083784	4.907646	-0.510328	8.592862	6.009529	-0.500471	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Fam110d	72690	chr4	134251110	134254106	2997	7.02773	5.962774	-0.229267	5.726796	4.735456	-0.263083	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Hoxd1	15429	chr2	74762980	74765142	2163	7.016596	4.753714	-0.540966	7.464754	5.430786	-0.443531	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Hoxc4	15423	chr15	103018934	103036852	17919	7.004365	5.863493	-0.247962	6.185153	5.235663	-0.231469	FALSE	FALSE	10	3	TRUE	TRUE	TRUE	TRUE
Fgf8	14179	chr19	45736798	45742915	6118	6.986416	6.311194	-0.14193	7.207562	6.123781	-0.227538	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Dmrt3	240590	chr19	25610537	25623921	13385	6.909469	6.809898	-0.02029	11.654767	11.582138	-0.008851	TRUE	TRUE	10	3	TRUE	TRUE	TRUE	TRUE
Mir503hg	72575	chrX	53055046	53057190	2145	6.884575	5.562445	-0.297058	8.260813	7.563045	-0.123864	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Hand1	15110	chr11	57828705	57832818	4114	6.875938	5.729355	-0.254251	5.386279	4.45035	-0.263501	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Tlx1	21908	chr19	45150680	45156943	6264	6.87271	4.465974	-0.597963	6.734111	4.517608	-0.553684	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
Hotair	100503872	chr15	102944062	102947730	3669	6.870895	6.144476	-0.15592	7.386281	6.012629	-0.287341	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
AI463170	100504549	chr12	76546972	76547890	919	6.869932	7.409326	0.10578	4.013144	4.500483	0.157197	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
4930519K11Rik	78019	chr14	24003844	24008335	4492	6.865342	7.748621	0.169487	8.032663	8.258952	0.039025	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Alpk1	71481	chr3	127670310	127780527	110218	6.856429	6.289149	-0.120548	2.918962	2.473829	-0.220611	FALSE	FALSE	10	5	TRUE	TRUE	TRUE	TRUE
Foxi3	232077	chr6	70956531	70961066	4536	6.851694	5.324975	-0.350862	11.270694	9.073455	-0.306172	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Fabp5	16592	chr3	10012548	10016607	4060	6.850454	8.324142	0.273124	7.831647	10.802503	0.453084	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
A730013G03Rik	320952	chr1	192833118	192835214	2097	6.837917	8.040145	0.226917	5.457046	6.489224	0.240996	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
H3c7	260423	chr13	23544052	23545312	1261	6.828321	10.719001	0.634112	3.867321	8.671775	1.121271	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Efna3	13638	chr3	89313899	89322965	9067	6.819863	5.673993	-0.256292	6.771116	5.154034	-0.379503	TRUE	TRUE	10	2	TRUE	TRUE	TRUE	TRUE
H2bc22	319188	chr13	21787461	21789213	1753	6.813339	9.175318	0.41772	7.102338	9.688941	0.436414	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Cartpt	27220	chr13	99898489	99901091	2603	6.802448	5.190485	-0.376202	5.440863	4.186031	-0.361525	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Znrf4	20834	chr17	56511248	56512431	1184	6.785591	5.776984	-0.224261	6.791038	5.66959	-0.251451	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Nkx2-4	228731	chr2	147083316	147085445	2130	6.780927	5.401668	-0.316536	8.541863	7.558113	-0.171812	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gm15050	100504154	chr6	52172881	52174059	1179	6.766781	4.885949	-0.452431	7.786081	5.298989	-0.536673	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Ppp1r2-ps3	546723	chr19	30538928	30539545	618	6.742585	6.689238	-0.011096	4.056053	4.64038	0.18478	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Hspa2	15512	chr12	76404176	76406938	2763	6.741689	8.325825	0.295773	5.309484	6.608808	0.304477	TRUE	TRUE	10	1	TRUE	TRUE	TRUE	TRUE
Sec16b	89867	chr1	157506728	157568425	61698	6.73603	7.308909	0.114173	4.532471	4.942155	0.11929	FALSE	FALSE	10	5	TRUE	TRUE	TRUE	TRUE
Dok1	13448	chr6	83030934	83033471	2538	6.731959	5.872381	-0.190406	6.400629	6.876084	0.100051	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Socs3	12702	chr11	117966079	117969186	3108	6.729516	5.903215	-0.182617	5.527618	4.684508	-0.228845	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Gm13285	545654	chr4	88776922	88803802	26881	6.728857	7.548846	0.160919	5.076152	5.506377	0.112673	FALSE	FALSE	10	4	TRUE	TRUE	TRUE	TRUE
Hoxb6	15414	chr11	96292476	96301569	9094	6.717298	4.631025	-0.516063	5.955187	4.263016	-0.461992	FALSE	FALSE	10	2	TRUE	TRUE	TRUE	TRUE
E130215H24Rik	109344	chr2	150667494	150668935	1442	6.712918	7.761953	0.203273	4.740805	5.438047	0.189721	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Elovl3	12686	chr19	46131897	46135694	3798	6.698948	6.090042	-0.132898	4.966158	4.495069	-0.137381	FALSE	FALSE	10	1	TRUE	TRUE	TRUE	TRUE
Sim2	20465	chr16	94084931	94127032	42102	6.678559	5.685829	-0.224147	11.488894	9.280742	-0.301486	TRUE	TRUE	10	4	TRUE	TRUE	TRUE	TRUE
