gene_name	gene_id	chr	start	end	gene_length	is_neuronal	is_neuronal_derived	is_key_gene	k119ub_ctrl_signal	k119ub_signal_log2fc	k119ub_signal_decile	length_quintile	atac_fold	atac_fdr	atac_n_peaks	atac_predicted	atac_predicted_sig	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27ac_predicted	k27ac_predicted_sig	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k27me3_predicted	k27me3_predicted_sig	k119ub_fold	k119ub_fdr	k119ub_n_peaks	k119ub_predicted	k119ub_predicted_sig	n_marks_available	n_predicted	n_predicted_sig
1810062G17Rik	ENSMUSG00000027713.6	chr3	36475936	36482299	6363	FALSE	FALSE	FALSE	2.878513	0.74942	10	1	0.426607781002328	0.0702625891495747	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.790919798	1.95e-10	1	TRUE	TRUE	2	1	1
1810065E05Rik	ENSMUSG00000013653.2	chr11	58421110	58426024	4914	FALSE	FALSE	FALSE	0.601591	-0.484723	3	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2010003K11Rik	ENSMUSG00000042041.7	chr19	4496787	4498583	1796	FALSE	FALSE	FALSE	2.589713	0.191952	9	1	0.00195431027853469	0.993459682087656	1	FALSE	FALSE	-0.362171828108655	0.0717556451128312	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
2010109A12Rik	ENSMUSG00000029384.5	chr5	93206517	93213475	6958	FALSE	FALSE	FALSE	0.60457	0.764564	3	2	0.0568273948825885	0.77294893723164	3	FALSE	FALSE	0.00394248124217254	0.982298524338275	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1.0265493	2.23e-07	1	TRUE	TRUE	3	1	1
2200002D01Rik	ENSMUSG00000030587.5	chr7	29246560	29248466	1906	FALSE	FALSE	FALSE	1.779879	-0.263694	8	1	-0.048507740288421	0.830334497724669	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
2200002J24Rik	ENSMUSG00000013083.8	chr7	30698925	30700536	1611	FALSE	FALSE	FALSE	0.714946	-0.226188	4	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2210016L21Rik	ENSMUSG00000029559.15	chr5	114942157	114949783	7626	FALSE	FALSE	FALSE	1.250843	-0.068383	7	2	0.12375314653641	0.511943138000375	2	FALSE	FALSE	0.32787106742547	0.117673021281973	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.31470476	0.049844681	1	FALSE	FALSE	3	0	0
2210408I21Rik	ENSMUSG00000071252.6	chr13	77135539	77613784	478245	FALSE	FALSE	FALSE	0.419184	0.030383	1	5	0.300827462214555	0.189116384032103	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
2300002M23Rik	ENSMUSG00000039269.5	chr17	35567449	35568952	1503	FALSE	FALSE	FALSE	2.121419	-0.455814	9	1	0.0161038395433551	0.946030382515325	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.193913636537841	0.395308310791274	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
2300009A05Rik	ENSMUSG00000032403.8	chr9	63394446	63399246	4800	FALSE	FALSE	FALSE	1.13528	-0.025906	6	1	0.126552881111143	0.456097641875464	4	FALSE	FALSE	0.0471790540834368	0.760667927980399	1	FALSE	FALSE	0.860290804871475	1.27807177314543e-06	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	3	1	1
2310002L09Rik	ENSMUSG00000028396.5	chr4	73939370	73950846	11476	FALSE	FALSE	FALSE	0.478449	-0.420332	2	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2310009B15Rik	ENSMUSG00000079283.2	chr1	138851982	138856852	4870	FALSE	FALSE	FALSE	4.151163	0.501284	10	1	0.0356373478353963	0.870778586325287	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0611632292661992	0.848275591323304	1	FALSE	FALSE	0.47066302	2.37e-05	1	TRUE	TRUE	3	1	1
2310011J03Rik	ENSMUSG00000020133.8	chr10	80318253	80320537	2284	FALSE	FALSE	FALSE	1.210305	0.279633	7	1	0.0436073261167357	0.84202099716107	3	FALSE	FALSE	0.982442139393068	5.44547142041566e-07	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.555554181	1.18e-08	1	FALSE	FALSE	3	0	0
2310022B05Rik	ENSMUSG00000031983.7	chr8	124635755	124663369	27614	FALSE	FALSE	FALSE	1.575151	0.194459	8	3	0.111712425571304	0.51578467118271	6	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.031104266	0.867377261	2	TRUE	FALSE	2	1	0
2310030G06Rik	ENSMUSG00000032062.3	chr9	50739690	50746536	6846	FALSE	FALSE	FALSE	0.787396	0.729201	4	2	0.0795863041189069	0.68379411940989	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
2310033P09Rik	ENSMUSG00000020441.6	chr11	59208320	59210738	2418	FALSE	FALSE	FALSE	1.070505	-0.394472	6	1	0.0716037416818449	0.68348592642681	2	FALSE	FALSE	0.249048717900476	0.0744696698354408	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
2310039H08Rik	ENSMUSG00000062619.6	chr17	46772634	46773396	762	FALSE	FALSE	FALSE	1.048255	0.791092	6	1	0.133181954296624	0.44995215131119	1	FALSE	FALSE	-0.154387901256731	0.29774865870399	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
2310057J18Rik	ENSMUSG00000015519.12	chr10	28972287	28986303	14016	FALSE	FALSE	FALSE	0.64226	-0.443064	3	2	0.705859003536864	0.0151348567099754	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.618681336	6.22e-07	1	TRUE	TRUE	2	1	1
2310057M21Rik	ENSMUSG00000040177.10	chr7	131338219	131362759	24540	FALSE	FALSE	FALSE	0.342331	-0.153532	1	3	0.0683215916923079	0.697275513559302	1	FALSE	FALSE	-0.0303447076484011	0.855410268301496	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
2310061I04Rik	ENSMUSG00000050705.15	chr17	35892676	35897431	4755	FALSE	FALSE	FALSE	0.581051	-0.219759	2	1	0.140131222815231	0.381618769785874	2	FALSE	FALSE	0.224699533220222	0.172387957710826	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
2310079G19Rik	ENSMUSG00000045331.3	chr16	88626785	88627666	881	FALSE	FALSE	FALSE	1.532069	-0.770658	8	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2410002F23Rik	ENSMUSG00000045411.16	chr7	44246721	44252319	5598	FALSE	FALSE	FALSE	0.807936	-0.067991	4	1	0.0879152945049704	0.631872082448567	1	FALSE	FALSE	0.299413003052062	0.0724309215540841	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
2410004B18Rik	ENSMUSG00000036873.13	chr3	145938013	145944829	6816	FALSE	FALSE	FALSE	0.931214	0.697792	5	2	0.0524498361556979	0.786073684915609	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
2410004P03Rik	ENSMUSG00000071398.8	chr12	17003318	17011727	8409	FALSE	FALSE	FALSE	1.074685	-0.042758	6	2	0.281867691023693	0.177865907227059	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.4713571983333	0.0588531350906541	6	FALSE	FALSE	-0.087574912	0.635255437	1	FALSE	FALSE	3	0	0
2410137M14Rik	ENSMUSG00000064308.10	chr17	36977700	36981237	3537	FALSE	FALSE	FALSE	1.355494	-0.618676	7	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.115442993554901	0.637512817015129	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
2510002D24Rik	ENSMUSG00000071632.10	chr16	18836577	18840160	3583	TRUE	FALSE	FALSE	0.863304	0.304666	5	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2510009E07Rik	ENSMUSG00000043391.10	chr16	21649044	21694665	45621	TRUE	TRUE	FALSE	0.911785	0.171367	5	4	0.170721302407802	0.300635668887347	6	FALSE	FALSE	-0.00751464895667166	0.963037897352702	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.450931924	0.005023311	1	TRUE	TRUE	3	2	1
2510039O18Rik	ENSMUSG00000044496.6	chr4	147940894	147947314	6420	FALSE	FALSE	FALSE	0.685253	-0.203159	3	1	-0.0146662612868802	0.950905334880769	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
2610028H24Rik	ENSMUSG00000009114.17	chr10	76449080	76461110	12030	FALSE	FALSE	FALSE	0.565339	-0.059006	2	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2610042L04Rik	ENSMUSG00000079388.9	chr14	4334762	4354688	19926	TRUE	TRUE	FALSE	0.9869	0.284902	5	3	0.789824706413924	0.0240875573729304	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-1.11466048006588	3.2203571994573e-05	1	FALSE	FALSE	0.657807562	0.00019821	1	TRUE	TRUE	3	1	1
2610318N02Rik	ENSMUSG00000049916.12	chr16	17113397	17125167	11770	FALSE	FALSE	FALSE	1.300754	0.135811	7	2	0.231518345515853	0.233843122604199	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.750314465809356	0.000202328035976569	1	TRUE	TRUE	0.20732481	0.10404986	1	TRUE	FALSE	3	2	1
2610528J11Rik	ENSMUSG00000028536.12	chr4	118526998	118530228	3230	FALSE	FALSE	FALSE	0.822354	-0.250877	4	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2700049A03Rik	ENSMUSG00000034601.17	chr12	71136847	71243303	106456	FALSE	FALSE	FALSE	0.536041	-0.193918	2	5	-0.44803375850689	0.075649050897232	1	TRUE	FALSE	0.115863126597199	0.381549373590097	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
2700062C07Rik	ENSMUSG00000024273.8	chr18	24470849	24477798	6949	FALSE	FALSE	FALSE	0.630699	0.187651	3	2	0.153307979421925	0.381163401624686	2	FALSE	FALSE	-0.428233347603066	0.0123917564510154	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.549096759	1.08e-06	2	TRUE	TRUE	3	2	2
2700097O09Rik	ENSMUSG00000062198.5	chr12	55045660	55080110	34450	FALSE	FALSE	FALSE	0.484612	0.146509	2	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2810004N23Rik	ENSMUSG00000031984.8	chr8	124836944	124863120	26176	FALSE	FALSE	FALSE	0.531018	-0.201364	2	3	-0.260820513813306	0.184752511333049	3	TRUE	FALSE	-0.297534721621889	0.061505694976159	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	2	0
2810021J22Rik	ENSMUSG00000020491.15	chr11	58867215	58883288	16073	FALSE	FALSE	FALSE	0.513486	0.124151	2	3	0.0370009429226865	0.861096293749838	1	FALSE	FALSE	-0.107842228188134	0.625394126033787	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
2810408A11Rik	ENSMUSG00000018570.17	chr11	69897351	69900987	3636	FALSE	FALSE	FALSE	1.387233	0.290237	7	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
2810459M11Rik	ENSMUSG00000026227.11	chr1	86045862	86055456	9594	FALSE	FALSE	FALSE	3.364328	-0.096935	10	2	0.248660949620908	0.183243687494796	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.395225031785866	0.0380240970091818	2	FALSE	FALSE	-0.004400036	0.975300009	3	FALSE	FALSE	3	0	0
2900026A02Rik	ENSMUSG00000051339.10	chr5	113086322	113221236	134914	FALSE	FALSE	FALSE	1.698567	-0.127401	8	5	0.168690283668997	0.402304969141916	14	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-1.16257121981528	9.44985686796864e-06	1	FALSE	FALSE	-0.464857281	2.22e-05	5	FALSE	FALSE	3	0	0
3110009E18Rik	ENSMUSG00000026388.15	chr1	120121186	120188189	67003	FALSE	FALSE	FALSE	0.636409	0.181133	3	4	-0.293455550371915	0.122691247070066	6	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
3110040N11Rik	ENSMUSG00000025102.14	chr7	81782181	81789478	7297	FALSE	FALSE	FALSE	0.737847	0.47989	4	2	0.114939889698147	0.511541424798381	1	FALSE	FALSE	-0.0138494725406746	0.943568018695037	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
3110082I17Rik	ENSMUSG00000053553.11	chr5	139359738	139460527	100789	FALSE	FALSE	FALSE	1.868157	0.089248	9	5	0.0772944757347265	0.661468218093642	10	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.188764753	0.151183745	1	TRUE	FALSE	2	1	0
3110082J24Rik	ENSMUSG00000086815.4	chr5	30103583	30106086	2503	FALSE	FALSE	FALSE	5.063698	-0.148556	10	1	0.134287131875381	0.512026610826014	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.00845880897550926	0.967876409928684	2	FALSE	FALSE	-0.16011666	0.097013626	2	FALSE	FALSE	3	0	0
3300002I08Rik	ENSMUSG00000063364.10	chr2	150310934	150362765	51831	FALSE	FALSE	FALSE	0.273673	0.147152	1	4	0.295562049866944	0.114596674800809	2	FALSE	FALSE	0.387167633437835	0.0746172613614308	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
3425401B19Rik	ENSMUSG00000071540.4	chr14	32659118	32685293	26175	FALSE	FALSE	FALSE	1.893177	0.01891	9	3	0.608125156654961	0.0016850138310317	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.256882913509606	0.230029560024793	1	FALSE	FALSE	0.15127066	0.210304961	2	TRUE	FALSE	3	1	0
4833420G17Rik	ENSMUSG00000062822.8	chr13	119462767	119486120	23353	FALSE	FALSE	FALSE	0.434387	0.016292	1	3	0.276905092674239	0.15144699489471	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4833439L19Rik	ENSMUSG00000025871.18	chr13	54551217	54565435	14218	FALSE	FALSE	FALSE	1.113388	0.205774	6	2	0.0675342151588268	0.731514371243444	2	FALSE	FALSE	-0.0258890572731252	0.870796872639178	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
4921504E06Rik	ENSMUSG00000026734.9	chr2	19462836	19553914	91078	FALSE	FALSE	FALSE	0.851435	-0.063109	5	5	0.177183439356246	0.322573403461629	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.113534549335829	0.618676906064145	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
4921509C19Rik	ENSMUSG00000061525.2	chr2	151470541	151476153	5612	FALSE	FALSE	FALSE	0.69918	-0.503829	3	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4921511C20Rik	ENSMUSG00000049815.3	chrX	127394292	127395898	1606	FALSE	FALSE	FALSE	0.300819	-0.070629	1	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4921517D22Rik	ENSMUSG00000049902.6	chr13	59687401	59694108	6707	FALSE	FALSE	FALSE	1.4526	0.071743	8	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4921524J17Rik	ENSMUSG00000036934.9	chr8	85408758	85432833	24075	FALSE	FALSE	FALSE	0.399151	0.114702	1	3	0.100806161206539	0.572750930925649	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4921524L21Rik	ENSMUSG00000039540.9	chr18	6603628	6638970	35342	FALSE	FALSE	FALSE	0.418005	-0.074421	1	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4921536K21Rik	ENSMUSG00000020434.4	chr11	3886087	3895098	9011	FALSE	FALSE	FALSE	1.407739	0.314292	7	2	0.352206511482605	0.115901412949662	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.154329976	0.28407499	1	TRUE	FALSE	2	1	0
4921539E11Rik	ENSMUSG00000028520.12	chr4	103230444	103290863	60419	FALSE	FALSE	FALSE	0.462618	-0.022962	2	4	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4930402F06Rik	ENSMUSG00000079421.8	chr2	35375561	35397175	21614	FALSE	FALSE	FALSE	0.848018	0.262979	5	3	0.0827973284389533	0.710678055010737	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4930402K13Rik	ENSMUSG00000045797.1	chrX	9104561	9106342	1781	FALSE	FALSE	FALSE	0.564286	-0.486897	2	1	0.299413711358779	0.166820457636556	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4930407I10Rik	ENSMUSG00000075524.3	chr15	82059150	82066540	7390	FALSE	FALSE	FALSE	2.092815	-0.147939	9	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.134328100045394	0.523828771014838	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
4930432M17Rik	ENSMUSG00000074248.7	chr3	121670761	121682982	12221	FALSE	FALSE	FALSE	1.293058	0.188344	7	2	0.740132526816496	0.0168075081600998	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.330374338	0.018243342	1	TRUE	TRUE	2	1	1
4930444P10Rik	ENSMUSG00000067795.13	chr1	16065978	16093325	27347	FALSE	FALSE	FALSE	1.141176	0.104899	6	3	0.129420933281178	0.530799207430955	3	FALSE	FALSE	-0.471328996471942	0.0130952825011397	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.289600078	0.012081337	3	TRUE	TRUE	3	2	2
4930447A16Rik	ENSMUSG00000022288.1	chr15	37425553	37440644	15091	FALSE	FALSE	FALSE	2.279935	0.79943	9	3	-0.648885560347257	0.00537390724727064	2	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	1
4930447C04Rik	ENSMUSG00000021098.14	chr12	72881108	72940774	59666	TRUE	TRUE	FALSE	1.762368	-0.399317	8	4	0.220960149638536	0.380392546424312	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0999729636586746	0.631768366461523	12	FALSE	FALSE	-0.558353503	5.44e-10	8	FALSE	FALSE	3	0	0
4930449I24Rik	ENSMUSG00000079093.2	chr5	146502398	146505183	2785	FALSE	FALSE	FALSE	1.01455	-0.082452	6	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4930451I11Rik	ENSMUSG00000045989.4	chr7	126830467	126831639	1172	FALSE	FALSE	FALSE	2.175994	-0.493633	9	1	0.299219619753133	0.0825248153939664	1	FALSE	FALSE	0.833807743007248	9.41074186073615e-05	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
4930453N24Rik	ENSMUSG00000059920.9	chr16	64751750	64771161	19411	FALSE	FALSE	FALSE	0.915277	0.338323	5	3	0.174082206183636	0.385167576296714	4	FALSE	FALSE	0.138310763326718	0.393507407541433	1	FALSE	FALSE	2.53465855707483	1.23942472248713e-19	1	TRUE	TRUE	0.379930688	0.002816383	4	TRUE	TRUE	4	2	2
4930455H04Rik	ENSMUSG00000080907.1	chr3	116968266	116984406	16140	FALSE	FALSE	FALSE	0.934552	-0.330408	5	3	0.272456947990574	0.248032145218489	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.268319897398223	0.170794901672531	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
4930469K13Rik	ENSMUSG00000085684.2	chr11	33973960	34098554	124594	FALSE	FALSE	FALSE	1.464224	0.076053	8	5	0.152377554460201	0.438269137615372	4	FALSE	FALSE	0.576568931252382	0.013529621742965	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.520158116	1.25e-07	3	TRUE	TRUE	3	1	1
4930470P17Rik	ENSMUSG00000043583.1	chr2	170579417	170602017	22600	FALSE	FALSE	FALSE	0.794224	-0.300933	4	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.226219693953376	0.303100960964044	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4930474N05Rik	ENSMUSG00000096405.3	chr14	36094916	36100114	5198	FALSE	FALSE	FALSE	0.488047	-0.390732	2	1	0.127654776614925	0.551390936110387	6	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-1.02827937930007	2.93451885517125e-05	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
4930480E11Rik	ENSMUSG00000035651.7	chrX	78369642	78371128	1486	FALSE	FALSE	FALSE	0.228106	0.035475	1	1	-0.0217089998078636	0.940392790553409	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
4930486L24Rik	ENSMUSG00000050345.9	chr13	60842611	60864475	21864	FALSE	FALSE	FALSE	1.195058	-0.193588	7	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4930503E14Rik	ENSMUSG00000072595.3	chr14	44163168	44213254	50086	FALSE	FALSE	FALSE	0.539646	-0.388755	2	4	-0.115459857671755	0.658475114461662	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
4930503L19Rik	ENSMUSG00000044906.6	chr18	70452211	70472509	20298	FALSE	FALSE	FALSE	0.837152	0.367664	4	3	0.171507690194603	0.369747413161248	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.869065069	5.19e-09	1	TRUE	TRUE	2	1	1
4930505A04Rik	ENSMUSG00000040919.13	chr11	30426005	30471827	45822	FALSE	FALSE	FALSE	0.450838	0.69414	1	4	-0.00155920226548706	0.994525522845167	4	TRUE	FALSE	-0.675937362122839	0.000136874298779988	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.642198354	1.19e-05	3	TRUE	TRUE	3	3	2
4930519G04Rik	ENSMUSG00000029564.12	chr5	114853663	114883880	30217	FALSE	FALSE	FALSE	1.051239	-0.15882	6	4	0.155854658469912	0.410292714411718	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4930522H14Rik	ENSMUSG00000060491.14	chr4	109505336	109531297	25961	FALSE	FALSE	FALSE	0.340438	-0.265864	1	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
4930523C07Rik	ENSMUSG00000090394.8	chr1	160044381	160080208	35827	FALSE	FALSE	FALSE	2.751783	0.723202	10	4	0.667142309831836	0.00225207773425307	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.295842561911363	0.193131013919643	1	TRUE	FALSE	0.683196402	7.82e-15	4	TRUE	TRUE	3	2	1
4930524B15Rik	ENSMUSG00000020299.6	chr11	31965591	31979651	14060	FALSE	FALSE	FALSE	0.853963	0.315849	5	2	0.722087869502157	0.00624700335537803	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4930544D05Rik	ENSMUSG00000087279.10	chr11	70615847	70616890	1043	FALSE	FALSE	FALSE	3.206249	-0.734998	10	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.673056369	1.65e-06	1	FALSE	FALSE	1	0	0
4930544G11Rik	ENSMUSG00000036463.8	chr6	65952608	65954014	1406	FALSE	FALSE	FALSE	1.446732	-0.126398	7	1	0.153495623502778	0.461654143755735	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.509086877431588	0.0154903275015199	3	FALSE	FALSE	0.243450411	0.099083837	1	TRUE	FALSE	3	1	0
4930550C14Rik	ENSMUSG00000005131.4	chr9	53402324	53434402	32078	FALSE	FALSE	FALSE	0.344409	0.190968	1	4	0.661929415727052	0.00251207968700253	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
4930555G01Rik	ENSMUSG00000096197.1	chr14	5050628	5059243	8615	FALSE	FALSE	FALSE	1.056442	-0.032166	6	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
