gene_name	chr	mut_specific_aging_up	mch_sig
Adh5	chr3	FALSE	FALSE
Adh6a	chr3	FALSE	FALSE
Adh6b	chr3	FALSE	FALSE
Adh7	chr3	FALSE	FALSE
Adhfe1	chr1	FALSE	FALSE
Adi1	chr12	FALSE	FALSE
Adig	chr2	FALSE	FALSE
Adipoq	chr16	FALSE	FALSE
Adipor1	chr1	FALSE	FALSE
Adipor2	chr6	FALSE	FALSE
Adk	chr14	TRUE	TRUE
Adm	chr7	FALSE	FALSE
Adm2	chr15	FALSE	FALSE
Adnp	chr2	FALSE	TRUE
Adnp2	chr18	FALSE	FALSE
Ado	chr10	FALSE	FALSE
Adora1	chr1	FALSE	TRUE
Adora2a	chr10	FALSE	FALSE
Adora2b	chr11	FALSE	TRUE
Adora3	chr3	FALSE	TRUE
Adpgk	chr9	FALSE	FALSE
Adprh	chr16	FALSE	FALSE
Adprhl1	chr8	FALSE	FALSE
Adprm	chr11	FALSE	FALSE
Adra1a	chr14	FALSE	FALSE
Adra1b	chr11	FALSE	TRUE
Adra1d	chr2	FALSE	TRUE
Adra2a	chr19	FALSE	FALSE
Adra2b	chr2	FALSE	FALSE
Adra2c	chr5	FALSE	FALSE
Adrb1	chr19	FALSE	FALSE
Adrb2	chr18	FALSE	FALSE
Adrb3	chr8	FALSE	FALSE
Adrm1	chr2	FALSE	FALSE
Adsl	chr15	FALSE	FALSE
Adtrp	chr13	FALSE	FALSE
Aebp1	chr11	FALSE	FALSE
Aebp2	chr6	FALSE	TRUE
Aen	chr7	FALSE	TRUE
Afap1	chr5	FALSE	TRUE
Afap1l1	chr18	FALSE	FALSE
Afap1l2	chr19	FALSE	FALSE
Afdn	chr17	FALSE	TRUE
Aff1	chr5	FALSE	FALSE
Aff2	chrX	FALSE	TRUE
Aff3	chr1	FALSE	TRUE
Aff4	chr11	FALSE	FALSE
Afg1l	chr10	FALSE	TRUE
Afg3l1	chr8	FALSE	TRUE
Afg3l2	chr18	FALSE	TRUE
Afm	chr5	FALSE	FALSE
Afmid	chr11	FALSE	TRUE
Afp	chr5	FALSE	FALSE
Aftph	chr11	FALSE	TRUE
Aga	chr8	FALSE	FALSE
Agap1	chr1	FALSE	TRUE
Agap2	chr10	FALSE	TRUE
Agap3	chr5	FALSE	TRUE
Agbl1	chr7	FALSE	TRUE
Agbl2	chr2	TRUE	TRUE
Agbl3	chr6	FALSE	FALSE
Agbl4	chr4	FALSE	TRUE
Agbl5	chr5	FALSE	FALSE
Ager	chr17	FALSE	FALSE
Agfg1	chr1	FALSE	FALSE
Agfg2	chr5	FALSE	FALSE
Aggf1	chr13	FALSE	FALSE
Agk	chr6	FALSE	FALSE
Agl	chr3	FALSE	FALSE
Agmat	chr4	FALSE	FALSE
Agmo	chr12	FALSE	FALSE
Ago1	chr4	FALSE	TRUE
Ago2	chr15	FALSE	TRUE
Ago3	chr4	FALSE	FALSE
Ago4	chr4	FALSE	FALSE
Agpat1	chr17	FALSE	FALSE
Agpat2	chr2	FALSE	FALSE
Agpat3	chr10	FALSE	TRUE
Agpat4	chr17	FALSE	TRUE
Agpat5	chr8	FALSE	FALSE
Agps	chr2	FALSE	TRUE
Agr2	chr12	FALSE	FALSE
Agr3	chr12	FALSE	FALSE
Agrn	chr4	FALSE	FALSE
Agrp	chr8	FALSE	TRUE
Agt	chr8	FALSE	TRUE
Agtpbp1	chr13	FALSE	TRUE
Agtr1a	chr13	FALSE	FALSE
Agtr1b	chr3	FALSE	FALSE
Agtr2	chrX	FALSE	FALSE
Agtrap	chr4	FALSE	FALSE
Agxt	chr1	FALSE	FALSE
Agxt2	chr15	FALSE	FALSE
Ahctf1	chr1	FALSE	FALSE
Ahcy	chr2	FALSE	FALSE
Ahcyl1	chr3	FALSE	FALSE
Ahcyl2	chr6	FALSE	TRUE
Ahdc1	chr4	TRUE	TRUE
Ahi1	chr10	TRUE	FALSE
Ahnak	chr19	FALSE	FALSE
Ahr	chr12	FALSE	TRUE
Ahrr	chr13	FALSE	FALSE
Ahsa1	chr12	FALSE	FALSE
Ahsa2	chr11	FALSE	FALSE
Ahsg	chr16	FALSE	FALSE
Aicda	chr6	FALSE	FALSE
Aida	chr1	FALSE	FALSE
Aif1	chr17	FALSE	FALSE
Aif1l	chr2	FALSE	TRUE
Aifm1	chrX	FALSE	FALSE
Aifm2	chr10	FALSE	FALSE
Aifm3	chr16	FALSE	FALSE
Aig1	chr10	TRUE	FALSE
Aim2	chr1	FALSE	TRUE
Aimp1	chr3	FALSE	FALSE
Aimp2	chr5	FALSE	FALSE
Aip	chr19	FALSE	FALSE
Aipl1	chr11	FALSE	FALSE
Aire	chr10	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Ajm1	chr2	FALSE	FALSE
Ajuba	chr14	FALSE	TRUE
Ak1	chr2	FALSE	TRUE
Ak2	chr4	FALSE	FALSE
Ak3	chr19	FALSE	FALSE
Ak4	chr4	FALSE	FALSE
Ak5	chr3	FALSE	TRUE
Ak7	chr12	FALSE	FALSE
Ak8	chr2	FALSE	FALSE
Ak9	chr10	FALSE	TRUE
Akain1	chr17	FALSE	FALSE
Akap1	chr11	FALSE	FALSE
Akap10	chr11	FALSE	TRUE
Akap11	chr14	FALSE	FALSE
Akap12	chr10	FALSE	TRUE
Akap13	chr7	FALSE	FALSE
Akap14	chrX	FALSE	FALSE
Akap17b	chrX	FALSE	FALSE
Akap3	chr6	FALSE	FALSE
Akap4	chrX	FALSE	FALSE
Akap5	chr12	FALSE	FALSE
Akap6	chr12	FALSE	TRUE
Akap7	chr10	FALSE	FALSE
Akap8	chr17	FALSE	FALSE
Akap8l	chr17	FALSE	FALSE
Akap9	chr5	FALSE	TRUE
Akip1	chr7	FALSE	TRUE
Akirin1	chr4	FALSE	FALSE
Akirin2	chr4	TRUE	FALSE
Akna	chr4	FALSE	FALSE
Aknad1	chr3	FALSE	TRUE
Akp3	chr1	FALSE	FALSE
Akr1a1	chr4	FALSE	FALSE
Akr1b10	chr6	FALSE	FALSE
Akr1b7	chr6	FALSE	FALSE
Akr1b8	chr6	TRUE	FALSE
Akr1c12	chr13	FALSE	FALSE
Akr1c13	chr13	FALSE	FALSE
Akr1c14	chr13	FALSE	FALSE
Akr1c18	chr13	FALSE	FALSE
Akr1c19	chr13	FALSE	FALSE
Akr1c20	chr13	FALSE	FALSE
Akr1c21	chr13	FALSE	FALSE
Akr1c6	chr13	FALSE	FALSE
Akr1cl	chr1	FALSE	FALSE
Akr1d1	chr6	FALSE	TRUE
Akr1e1	chr13	FALSE	FALSE
Akr7a5	chr4	FALSE	FALSE
Akt1	chr12	FALSE	FALSE
Akt1s1	chr7	FALSE	FALSE
Akt2	chr7	FALSE	FALSE
Akt3	chr1	FALSE	TRUE
Aktip	chr8	FALSE	TRUE
Alad	chr4	FALSE	FALSE
Alas1	chr9	FALSE	FALSE
Alas2	chrX	FALSE	FALSE
Alb	chr5	FALSE	FALSE
Albfm1	chr5	FALSE	TRUE
Alcam	chr16	FALSE	FALSE
Aldh16a1	chr7	FALSE	FALSE
Aldh18a1	chr19	FALSE	FALSE
Aldh1a1	chr19	FALSE	FALSE
Aldh1a2	chr9	FALSE	FALSE
Aldh1a3	chr7	FALSE	FALSE
Aldh1a7	chr19	FALSE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Aldh1l1	chr6	TRUE	TRUE
Aldh1l2	chr10	FALSE	TRUE
Aldh2	chr5	FALSE	TRUE
Aldh3a1	chr11	TRUE	FALSE
Aldh3a2	chr11	FALSE	FALSE
Aldh3b1	chr19	FALSE	FALSE
Aldh3b2	chr19	FALSE	FALSE
Aldh3b3	chr19	FALSE	TRUE
Aldh4a1	chr4	FALSE	TRUE
Aldh5a1	chr13	FALSE	TRUE
Aldh6a1	chr12	FALSE	FALSE
Aldh7a1	chr18	FALSE	FALSE
Aldh8a1	chr10	FALSE	FALSE
Aldh9a1	chr1	FALSE	FALSE
Aldoa	chr7	FALSE	FALSE
Aldoart1	chr4	FALSE	FALSE
Aldoart2	chr12	FALSE	FALSE
Aldob	chr4	TRUE	FALSE
Aldoc	chr11	FALSE	FALSE
Alg1	chr16	FALSE	FALSE
Alg10b	chr15	FALSE	FALSE
Alg11	chr8	FALSE	FALSE
Alg12	chr15	FALSE	FALSE
Alg13	chrX	FALSE	FALSE
Alg14	chr3	TRUE	FALSE
Alg2	chr4	FALSE	FALSE
Alg3	chr16	FALSE	FALSE
Alg5	chr3	FALSE	FALSE
Alg6	chr4	FALSE	FALSE
Alg8	chr7	TRUE	TRUE
Alg9	chr9	FALSE	TRUE
Alk	chr17	FALSE	TRUE
Alkal1	chr1	FALSE	FALSE
Alkal2	chr12	FALSE	FALSE
Alkbh1	chr12	FALSE	FALSE
Alkbh2	chr5	FALSE	FALSE
Alkbh3	chr2	FALSE	FALSE
Alkbh4	chr5	FALSE	FALSE
Alkbh5	chr11	FALSE	FALSE
Alkbh6	chr7	FALSE	TRUE
Alkbh7	chr17	FALSE	FALSE
Alkbh8	chr9	TRUE	FALSE
Allc	chr12	FALSE	FALSE
Alms1	chr6	FALSE	TRUE
Alox12	chr11	FALSE	TRUE
Alox12b	chr11	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Alox15	chr11	FALSE	FALSE
Alox5	chr6	FALSE	TRUE
Alox5ap	chr5	FALSE	FALSE
Alox8	chr11	FALSE	FALSE
Aloxe3	chr11	FALSE	FALSE
Alpi	chr1	FALSE	FALSE
Alpk1	chr3	FALSE	TRUE
Alpk2	chr18	FALSE	TRUE
Alpk3	chr7	FALSE	FALSE
Alpl	chr4	FALSE	TRUE
Alppl2	chr1	FALSE	FALSE
Als2	chr1	FALSE	TRUE
Als2cl	chr9	FALSE	FALSE
Alx1	chr10	FALSE	TRUE
Alx3	chr3	FALSE	TRUE
Alx4	chr2	FALSE	TRUE
Alyref2	chr1	FALSE	FALSE
Amacr	chr15	FALSE	FALSE
Ambn	chr5	FALSE	FALSE
Ambp	chr4	FALSE	FALSE
Ambra1	chr2	FALSE	TRUE
Amd1	chr10	FALSE	FALSE
Amd2	chr10	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Amdhd2	chr17	FALSE	FALSE
Amelx	chrX	FALSE	FALSE
Amer1	chrX	FALSE	FALSE
Amer2	chr14	FALSE	TRUE
Amer3	chr1	FALSE	FALSE
Amfr	chr8	FALSE	FALSE
Amh	chr10	FALSE	FALSE
Amhr2	chr15	FALSE	FALSE
Amigo1	chr3	FALSE	FALSE
Amigo3	chr9	FALSE	FALSE
Ammecr1	chrX	FALSE	TRUE
Ammecr1l	chr18	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Amn1	chr6	FALSE	FALSE
Amot	chrX	FALSE	FALSE
Amotl1	chr9	TRUE	TRUE
Amotl2	chr9	TRUE	FALSE
Ampd1	chr3	FALSE	FALSE
Ampd2	chr3	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Amph	chr13	TRUE	TRUE
Amt	chr9	FALSE	FALSE
Amtn	chr5	FALSE	FALSE
Amy1	chr3	FALSE	FALSE
Amy2a5	chr3	FALSE	FALSE
Amz1	chr5	FALSE	FALSE
Amz2	chr11	FALSE	FALSE
Anapc1	chr2	FALSE	TRUE
Anapc10	chr8	FALSE	FALSE
Anapc13	chr9	FALSE	FALSE
Anapc15	chr7	FALSE	TRUE
Anapc16	chr10	FALSE	FALSE
Anapc2	chr2	FALSE	FALSE
Anapc4	chr5	FALSE	TRUE
Anapc5	chr5	FALSE	TRUE
Anapc7	chr5	FALSE	FALSE
Ang	chr14	FALSE	FALSE
Ang2	chr14	FALSE	FALSE
Ang4	chr14	FALSE	FALSE
Ang5	chr14	FALSE	FALSE
Angel1	chr12	FALSE	TRUE
Angel2	chr1	FALSE	FALSE
Angpt1	chr15	FALSE	TRUE
Angpt2	chr8	FALSE	FALSE
Angpt4	chr2	FALSE	TRUE
Angptl1	chr1	FALSE	FALSE
Angptl2	chr2	TRUE	TRUE
Angptl4	chr17	FALSE	FALSE
Angptl6	chr9	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
Angptl8	chr9	FALSE	FALSE
Ank	chr15	FALSE	TRUE
Ank1	chr8	FALSE	TRUE
Ank2	chr3	FALSE	TRUE
Ank3	chr10	FALSE	FALSE
Ankar	chr1	FALSE	TRUE
Ankdd1a	chr9	TRUE	FALSE
Ankdd1b	chr13	FALSE	TRUE
Ankef1	chr2	TRUE	TRUE
Ankfn1	chr11	FALSE	TRUE
Ankfy1	chr11	FALSE	TRUE
Ankhd1	chr18	FALSE	TRUE
Ankib1	chr5	FALSE	TRUE
Ankk1	chr9	FALSE	FALSE
Ankle1	chr8	FALSE	FALSE
Ankle2	chr5	FALSE	FALSE
Ankmy1	chr1	FALSE	TRUE
Ankmy2	chr12	FALSE	FALSE
Ankra2	chr13	FALSE	FALSE
Ankrd1	chr19	FALSE	FALSE
Ankrd10	chr8	FALSE	TRUE
Ankrd11	chr8	FALSE	TRUE
Ankrd12	chr17	FALSE	TRUE
Ankrd13a	chr5	FALSE	TRUE
Ankrd13b	chr11	FALSE	FALSE
Ankrd13c	chr3	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Ankrd16	chr2	FALSE	FALSE
Ankrd17	chr5	FALSE	FALSE
Ankrd2	chr19	FALSE	FALSE
Ankrd22	chr19	FALSE	FALSE
Ankrd23	chr1	FALSE	FALSE
Ankrd26	chr6	FALSE	TRUE
Ankrd27	chr7	FALSE	TRUE
Ankrd28	chr14	FALSE	FALSE
Ankrd29	chr18	FALSE	FALSE
Ankrd31	chr13	FALSE	FALSE
Ankrd33	chr15	FALSE	FALSE
Ankrd33b	chr15	TRUE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Ankrd34b	chr13	FALSE	TRUE
Ankrd34c	chr9	FALSE	FALSE
Ankrd35	chr3	FALSE	TRUE
Ankrd36	chr11	FALSE	TRUE
Ankrd37	chr8	FALSE	FALSE
Ankrd39	chr1	FALSE	FALSE
Ankrd40	chr11	FALSE	FALSE
Ankrd42	chr7	FALSE	FALSE
Ankrd44	chr1	FALSE	TRUE
Ankrd45	chr1	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Ankrd49	chr9	FALSE	FALSE
Ankrd50	chr3	FALSE	TRUE
Ankrd52	chr10	FALSE	FALSE
Ankrd54	chr15	FALSE	FALSE
Ankrd55	chr13	FALSE	TRUE
Ankrd6	chr4	TRUE	TRUE
Ankrd60	chr2	FALSE	FALSE
Ankrd61	chr5	FALSE	FALSE
Ankrd63	chr2	FALSE	TRUE
Ankrd65	chr4	FALSE	FALSE
Ankrd66	chr17	FALSE	FALSE
Ankrd7	chr6	FALSE	FALSE
Ankrd9	chr12	FALSE	FALSE
Anks1	chr17	FALSE	TRUE
Anks1b	chr10	FALSE	TRUE
Anks3	chr16	FALSE	FALSE
Anks4b	chr7	FALSE	TRUE
Anks6	chr4	FALSE	TRUE
Ankub1	chr3	FALSE	TRUE
Anln	chr9	FALSE	FALSE
Ano1	chr7	FALSE	FALSE
Ano10	chr9	FALSE	TRUE
Ano2	chr6	FALSE	FALSE
Ano3	chr2	FALSE	TRUE
Ano4	chr10	FALSE	TRUE
Ano5	chr7	FALSE	TRUE
Ano6	chr15	FALSE	TRUE
Ano7	chr1	FALSE	TRUE
Ano8	chr8	FALSE	FALSE
Ano9	chr7	FALSE	TRUE
Anp32a	chr9	FALSE	FALSE
Anp32b	chr4	TRUE	FALSE
Anp32e	chr3	FALSE	FALSE
Anpep	chr7	FALSE	TRUE
Antxr1	chr6	FALSE	TRUE
Antxr2	chr5	FALSE	TRUE
Antxrl	chr14	FALSE	FALSE
Anxa1	chr19	FALSE	FALSE
Anxa10	chr8	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Anxa2	chr9	FALSE	TRUE
Anxa3	chr5	FALSE	FALSE
Anxa4	chr6	FALSE	FALSE
Anxa5	chr3	FALSE	FALSE
Anxa6	chr11	FALSE	TRUE
Anxa7	chr14	FALSE	FALSE
Anxa8	chr14	FALSE	TRUE
Anxa9	chr3	FALSE	FALSE
Aoah	chr13	FALSE	FALSE
Aoc1	chr6	FALSE	FALSE
Aoc2	chr11	FALSE	FALSE
Aoc3	chr11	FALSE	FALSE
Aopep	chr13	TRUE	TRUE
Aox1	chr1	TRUE	TRUE
Aox2	chr1	FALSE	TRUE
Aox3	chr1	FALSE	FALSE
Aox4	chr1	FALSE	TRUE
Ap1ar	chr3	FALSE	FALSE
Ap1b1	chr11	FALSE	TRUE
Ap1g1	chr8	FALSE	TRUE
Ap1g2	chr14	FALSE	FALSE
Ap1m1	chr8	FALSE	FALSE
Ap1m2	chr9	FALSE	FALSE
Ap1s1	chr5	FALSE	FALSE
Ap1s2	chrX	FALSE	FALSE
Ap1s3	chr1	FALSE	TRUE
Ap2a1	chr7	FALSE	FALSE
Ap2a2	chr7	FALSE	FALSE
Ap2b1	chr11	FALSE	TRUE
Ap2m1	chr16	FALSE	FALSE
Ap2s1	chr7	FALSE	FALSE
Ap3b1	chr13	FALSE	TRUE
Ap3b2	chr7	FALSE	TRUE
Ap3d1	chr10	FALSE	FALSE
Ap3m1	chr14	FALSE	FALSE
Ap3m2	chr8	FALSE	FALSE
Ap3s1	chr18	FALSE	TRUE
Ap3s2	chr7	FALSE	TRUE
Ap4b1	chr3	FALSE	FALSE
Ap4e1	chr2	FALSE	TRUE
Ap4m1	chr5	FALSE	TRUE
Ap4s1	chr12	FALSE	FALSE
Ap5b1	chr19	FALSE	FALSE
Ap5m1	chr14	FALSE	TRUE
Ap5s1	chr2	FALSE	FALSE
Ap5z1	chr5	FALSE	FALSE
Apaf1	chr10	FALSE	FALSE
Apba1	chr19	FALSE	TRUE
Apba2	chr7	FALSE	TRUE
Apba3	chr10	FALSE	FALSE
Apbb1	chr7	FALSE	FALSE
Apbb1ip	chr2	FALSE	FALSE
Apbb2	chr5	FALSE	TRUE
Apbb3	chr18	FALSE	FALSE
Apc	chr18	FALSE	TRUE
Apc2	chr10	FALSE	FALSE
Apcdd1	chr18	TRUE	FALSE
Apcs	chr1	FALSE	TRUE
Apeh	chr9	FALSE	FALSE
Apela	chr8	FALSE	FALSE
Apex2	chrX	FALSE	FALSE
Aph1a	chr3	FALSE	FALSE
Aph1b	chr9	FALSE	FALSE
Aph1c	chr9	FALSE	FALSE
Api5	chr2	FALSE	FALSE
Apip	chr2	FALSE	TRUE
Aplf	chr6	FALSE	FALSE
Apln	chrX	TRUE	FALSE
Aplnr	chr2	FALSE	FALSE
Aplp1	chr7	FALSE	FALSE
Aplp2	chr9	FALSE	TRUE
Apmap	chr2	FALSE	TRUE
Apoa1	chr9	FALSE	FALSE
Apoa2	chr1	FALSE	FALSE
Apoa4	chr9	FALSE	FALSE
Apoa5	chr9	FALSE	FALSE
Apob	chr12	FALSE	FALSE
Apobec1	chr6	FALSE	TRUE
Apobec2	chr17	FALSE	FALSE
Apobec3	chr15	FALSE	TRUE
Apobec4	chr1	FALSE	FALSE
Apobr	chr7	FALSE	FALSE
Apoc1	chr7	FALSE	FALSE
Apoc2	chr7	FALSE	FALSE
Apoc3	chr9	FALSE	FALSE
Apod	chr16	FALSE	FALSE
Apoe	chr7	FALSE	FALSE
Apof	chr10	FALSE	FALSE
Apoh	chr11	FALSE	TRUE
Apol10a	chr15	FALSE	FALSE
Apol10b	chr15	FALSE	FALSE
Apol11a	chr15	FALSE	FALSE
Apol11b	chr15	FALSE	TRUE
Apol6	chr15	FALSE	FALSE
Apol7b	chr15	FALSE	TRUE
Apol7c	chr15	FALSE	FALSE
Apol7e	chr15	FALSE	TRUE
Apol8	chr15	FALSE	FALSE
Apol9b	chr15	FALSE	FALSE
Apold1	chr6	FALSE	FALSE
Apon	chr10	FALSE	FALSE
Apoo	chrX	FALSE	FALSE
Apool	chrX	FALSE	FALSE
App	chr16	FALSE	TRUE
Appbp2	chr11	FALSE	FALSE
Appl1	chr14	FALSE	FALSE
Appl2	chr10	TRUE	FALSE
Aprt	chr8	FALSE	FALSE
Aptx	chr4	FALSE	FALSE
Aqp1	chr6	FALSE	FALSE
Aqp11	chr7	TRUE	FALSE
Aqp12	chr1	FALSE	FALSE
Aqp2	chr15	FALSE	FALSE
Aqp3	chr4	FALSE	FALSE
Aqp4	chr18	FALSE	FALSE
Aqp5	chr15	FALSE	FALSE
Aqp6	chr15	TRUE	TRUE
Aqp7	chr4	FALSE	TRUE
Aqp8	chr7	FALSE	FALSE
Aqp9	chr9	TRUE	FALSE
Aqr	chr2	FALSE	TRUE
Ar	chrX	FALSE	FALSE
Araf	chrX	FALSE	TRUE
Arap1	chr7	FALSE	TRUE
Arap2	chr5	TRUE	TRUE
Arap3	chr18	FALSE	FALSE
Arc	chr15	FALSE	FALSE
Arcn1	chr9	FALSE	FALSE
Areg	chr5	FALSE	FALSE
Arel1	chr12	FALSE	TRUE
Arf1	chr11	FALSE	FALSE
Arf2	chr11	FALSE	TRUE
Arf3	chr15	FALSE	FALSE
Arf4	chr14	FALSE	FALSE
Arf6	chr12	TRUE	FALSE
Arfgap1	chr2	FALSE	TRUE
Arfgap2	chr2	FALSE	FALSE
Arfgap3	chr15	FALSE	TRUE
Arfgef1	chr1	FALSE	FALSE
Arfgef2	chr2	FALSE	TRUE
Arfgef3	chr10	FALSE	TRUE
Arfip1	chr3	FALSE	TRUE
Arfip2	chr7	FALSE	FALSE
Arfrp1	chr2	FALSE	FALSE
Arg1	chr10	FALSE	FALSE
Arg2	chr12	FALSE	FALSE
Arglu1	chr8	FALSE	TRUE
Arhgap1	chr2	FALSE	TRUE
Arhgap10	chr8	FALSE	TRUE
Arhgap11a	chr2	FALSE	FALSE
Arhgap12	chr18	FALSE	TRUE
Arhgap15	chr2	FALSE	FALSE
Arhgap17	chr7	FALSE	FALSE
Arhgap18	chr10	FALSE	TRUE
Arhgap19	chr19	FALSE	FALSE
Arhgap20	chr9	FALSE	TRUE
Arhgap21	chr2	FALSE	TRUE
Arhgap22	chr14	FALSE	FALSE
Arhgap23	chr11	FALSE	TRUE
Arhgap24	chr5	FALSE	TRUE
Arhgap25	chr6	FALSE	TRUE
Arhgap26	chr18	TRUE	TRUE
Arhgap27	chr11	FALSE	TRUE
Arhgap28	chr17	FALSE	FALSE
Arhgap29	chr3	FALSE	FALSE
Arhgap30	chr1	FALSE	FALSE
Arhgap31	chr16	FALSE	TRUE
Arhgap32	chr9	FALSE	FALSE
Arhgap33	chr7	FALSE	TRUE
Arhgap33os	chr7	FALSE	TRUE
Arhgap35	chr7	FALSE	TRUE
Arhgap36	chrX	FALSE	FALSE
Arhgap39	chr15	FALSE	TRUE
Arhgap4	chrX	FALSE	FALSE
Arhgap40	chr2	FALSE	FALSE
Arhgap42	chr9	FALSE	TRUE
Arhgap44	chr11	FALSE	TRUE
Arhgap45	chr10	FALSE	FALSE
Arhgap5	chr12	FALSE	TRUE
Arhgap6	chrX	FALSE	FALSE
Arhgap8	chr15	FALSE	TRUE
Arhgap9	chr10	FALSE	FALSE
Arhgdib	chr6	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Arhgef10	chr8	FALSE	FALSE
Arhgef10l	chr4	FALSE	TRUE
Arhgef11	chr3	FALSE	TRUE
Arhgef12	chr9	FALSE	TRUE
Arhgef15	chr11	FALSE	FALSE
Arhgef16	chr4	FALSE	FALSE
Arhgef17	chr7	FALSE	TRUE
Arhgef18	chr8	FALSE	TRUE
Arhgef19	chr4	FALSE	TRUE
Arhgef2	chr3	FALSE	FALSE
Arhgef25	chr10	FALSE	FALSE
Arhgef26	chr3	FALSE	TRUE
Arhgef28	chr13	FALSE	FALSE
Arhgef3	chr14	FALSE	TRUE
Arhgef33	chr17	FALSE	TRUE
Arhgef37	chr18	FALSE	TRUE
Arhgef38	chr3	TRUE	TRUE
Arhgef39	chr4	FALSE	FALSE
Arhgef4	chr1	FALSE	TRUE
Arhgef40	chr14	FALSE	TRUE
Arhgef5	chr6	TRUE	FALSE
Arhgef6	chrX	FALSE	TRUE
Arhgef7	chr8	FALSE	TRUE
Arhgef9	chrX	FALSE	FALSE
Arid1a	chr4	FALSE	TRUE
Arid1b	chr17	FALSE	TRUE
Arid2	chr15	FALSE	TRUE
Arid3a	chr10	FALSE	TRUE
Arid3b	chr9	FALSE	FALSE
Arid3c	chr4	FALSE	FALSE
Arid4a	chr12	FALSE	TRUE
Arid4b	chr13	FALSE	TRUE
Arid5a	chr1	FALSE	FALSE
Arid5b	chr10	FALSE	TRUE
Arih1	chr9	FALSE	TRUE
Arih2	chr9	FALSE	FALSE
Arl1	chr10	FALSE	FALSE
Arl10	chr13	FALSE	FALSE
Arl11	chr14	FALSE	FALSE
Arl13a	chrX	FALSE	TRUE
Arl13b	chr16	FALSE	TRUE
Arl14	chr3	TRUE	FALSE
Arl14ep	chr2	TRUE	FALSE
Arl14epl	chr18	FALSE	FALSE
Arl15	chr13	FALSE	TRUE
Arl16	chr11	FALSE	FALSE
Arl2	chr19	FALSE	FALSE
Arl2bp	chr8	FALSE	TRUE
Arl3	chr19	FALSE	FALSE
Arl4a	chr12	FALSE	TRUE
Arl4c	chr1	FALSE	FALSE
Arl4d	chr11	FALSE	FALSE
Arl5a	chr2	FALSE	TRUE
Arl5b	chr2	FALSE	FALSE
Arl5c	chr11	FALSE	FALSE
Arl6	chr16	FALSE	FALSE
Arl6ip1	chr7	FALSE	FALSE
Arl6ip4	chr5	FALSE	FALSE
Arl6ip5	chr6	FALSE	FALSE
Arl6ip6	chr2	FALSE	FALSE
Arl8a	chr1	FALSE	FALSE
Arl8b	chr6	FALSE	FALSE
Arl9	chr5	FALSE	FALSE
Armc1	chr3	FALSE	FALSE
Armc10	chr5	FALSE	FALSE
Armc12	chr17	FALSE	FALSE
Armc2	chr10	FALSE	TRUE
Armc3	chr2	FALSE	FALSE
Armc5	chr7	FALSE	FALSE
Armc6	chr8	FALSE	TRUE
Armc7	chr11	FALSE	TRUE
Armc8	chr9	FALSE	TRUE
Armc9	chr1	FALSE	FALSE
Armcx1	chrX	FALSE	FALSE
Armcx2	chrX	FALSE	FALSE
Armcx3	chrX	FALSE	FALSE
Armcx4	chrX	FALSE	FALSE
Armcx5	chrX	FALSE	FALSE
Armcx6	chrX	FALSE	FALSE
Armh1	chr4	FALSE	FALSE
Armh2	chr13	FALSE	FALSE
Armh3	chr19	FALSE	TRUE
Armh4	chr14	TRUE	TRUE
Armt1	chr10	FALSE	FALSE
Arnt	chr3	FALSE	FALSE
Arnt2	chr7	FALSE	TRUE
Arpc1a	chr5	FALSE	FALSE
Arpc1b	chr5	FALSE	FALSE
Arpc2	chr1	FALSE	FALSE
Arpc3	chr5	FALSE	FALSE
Arpc4	chr6	FALSE	TRUE
Arpc5	chr1	FALSE	FALSE
Arpc5l	chr2	FALSE	FALSE
Arpin	chr7	FALSE	FALSE
Arpp19	chr9	FALSE	FALSE
Arpp21	chr9	FALSE	TRUE
Arr3	chrX	FALSE	FALSE
Arrb1	chr7	FALSE	TRUE
Arrb2	chr11	FALSE	FALSE
Arrdc1	chr2	FALSE	FALSE
Arrdc2	chr8	FALSE	FALSE
Arrdc3	chr13	TRUE	FALSE
Arrdc4	chr7	TRUE	TRUE
Arsa	chr15	FALSE	FALSE
Arsb	chr13	FALSE	FALSE
Arsg	chr11	FALSE	TRUE
Arsi	chr18	FALSE	FALSE
Arsj	chr3	FALSE	TRUE
Arsk	chr13	FALSE	FALSE
Art2b	chr7	FALSE	FALSE
Art3	chr5	FALSE	FALSE
Art4	chr6	FALSE	FALSE
Art5	chr7	FALSE	FALSE
Artn	chr4	FALSE	FALSE
Arv1	chr8	FALSE	FALSE
Arvcf	chr16	FALSE	TRUE
Arx	chrX	FALSE	FALSE
As3mt	chr19	FALSE	TRUE
