gene_name	chr	in_mecp2_no_mch	k119ub_peak_gain
Abcc1	chr16	FALSE	TRUE
Wnk4	chr11	FALSE	FALSE
Ntn3	chr17	FALSE	FALSE
Nrarp	chr2	FALSE	FALSE
Lrrc71	chr3	FALSE	FALSE
Tnfrsf13c	chr15	FALSE	FALSE
Ppp1r14bl	chr1	FALSE	TRUE
Ankrd1	chr19	FALSE	TRUE
Car15	chr16	FALSE	FALSE
Nrbp2	chr15	FALSE	FALSE
Cd55	chr1	FALSE	FALSE
Gm13271	chr4	FALSE	FALSE
Pex7	chr10	FALSE	TRUE
Adgb	chr10	FALSE	TRUE
Tbx2	chr11	FALSE	FALSE
Zc3h10	chr10	FALSE	TRUE
H2bc3	chr13	FALSE	TRUE
Wfikkn2	chr11	FALSE	FALSE
Hcn3	chr3	FALSE	TRUE
Rp1l1	chr14	FALSE	FALSE
Il7r	chr15	FALSE	TRUE
Slc12a7	chr13	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Slc29a4	chr5	FALSE	FALSE
Prdm14	chr1	FALSE	FALSE
Dram1	chr10	FALSE	FALSE
Fbxo32	chr15	FALSE	FALSE
Leprot	chr4	FALSE	TRUE
Gjc2	chr11	FALSE	FALSE
Bicc1	chr10	FALSE	FALSE
Khdc3	chr9	FALSE	FALSE
Ptger1	chr8	FALSE	FALSE
Sqor	chr2	FALSE	TRUE
Pou4f3	chr18	FALSE	FALSE
Ehbp1l1	chr19	FALSE	FALSE
Irf4	chr13	FALSE	FALSE
Wnt6	chr1	FALSE	FALSE
Slc35c2	chr2	FALSE	FALSE
Azi2	chr9	FALSE	TRUE
Cpz	chr5	FALSE	FALSE
Haus3	chr5	FALSE	FALSE
Hsd17b3	chr13	FALSE	TRUE
Ddt	chr10	FALSE	TRUE
Lhx9	chr1	FALSE	FALSE
Psmb7	chr2	FALSE	TRUE
Bsg	chr10	FALSE	FALSE
Ccdc92	chr5	FALSE	FALSE
Tra2a	chr6	FALSE	TRUE
Cytl1	chr5	FALSE	FALSE
Tspoap1	chr11	FALSE	FALSE
Gpx4	chr10	FALSE	FALSE
Kcnk4	chr19	FALSE	FALSE
Etv4	chr11	FALSE	FALSE
1700019A02Rik	chr1	FALSE	TRUE
Cxcl10	chr5	FALSE	TRUE
Cyp2w1	chr5	FALSE	FALSE
Meis3	chr7	FALSE	FALSE
Elmo2	chr2	FALSE	FALSE
Tha1	chr11	FALSE	TRUE
Aldh3a1	chr11	FALSE	FALSE
Nt5c1a	chr4	FALSE	FALSE
Hmgcs1	chr13	FALSE	TRUE
Ndfip1	chr18	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Pabpc2	chr18	FALSE	TRUE
Pdp2	chr8	FALSE	TRUE
Tsc22d3	chrX	FALSE	FALSE
Pea15a	chr1	FALSE	FALSE
Znrf2	chr6	FALSE	TRUE
Timm8a1	chrX	FALSE	TRUE
Klhl1	chr14	FALSE	FALSE
Smim12	chr4	FALSE	FALSE
Arid3b	chr9	FALSE	FALSE
Cdh23	chr10	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Myf6	chr10	FALSE	TRUE
Vstm2a	chr11	FALSE	TRUE
Coro1a	chr7	FALSE	FALSE
Hnrnpa3	chr2	FALSE	FALSE
Tspan12	chr6	FALSE	FALSE
Ptpn5	chr7	FALSE	TRUE
S100a16	chr3	FALSE	TRUE
Slc29a2	chr19	FALSE	FALSE
Ankk1	chr9	FALSE	FALSE
Tfap2b	chr1	FALSE	FALSE
Nhlrc3	chr3	FALSE	FALSE
Tdrd7	chr4	FALSE	TRUE
Cyp27b1	chr10	FALSE	FALSE
Dnase1l2	chr17	FALSE	FALSE
Fzd4	chr7	FALSE	FALSE
Dact2	chr17	FALSE	FALSE
Gtf2a1	chr12	FALSE	FALSE
Trmt61a	chr12	FALSE	TRUE
Pgm2	chr5	FALSE	TRUE
Paip2b	chr6	FALSE	TRUE
Hoxc13	chr15	FALSE	FALSE
Cdkn1c	chr7	FALSE	FALSE
Slx	chrX	FALSE	FALSE
Cbx2	chr11	FALSE	FALSE
Anxa5	chr3	FALSE	TRUE
Tssk5	chr15	FALSE	TRUE
Alkal2	chr12	FALSE	FALSE
Tpm4	chr8	FALSE	TRUE
Gpr180	chr14	FALSE	TRUE
Cabp1	chr5	FALSE	FALSE
Ctnna2	chr6	FALSE	TRUE
Emb	chr13	FALSE	TRUE
F3	chr3	FALSE	FALSE
Mpp3	chr11	FALSE	FALSE
Dnpep	chr1	FALSE	FALSE
Atp2a3	chr11	FALSE	FALSE
Gng4	chr13	FALSE	TRUE
Dpf1	chr7	FALSE	TRUE
Thbd	chr2	FALSE	FALSE
Mycl	chr4	FALSE	FALSE
Pim1	chr17	FALSE	FALSE
Cdh24	chr14	FALSE	FALSE
Alg6	chr4	FALSE	TRUE
Gzmg	chr14	TRUE	TRUE
Npy1r	chr8	FALSE	FALSE
Ccer1	chr10	FALSE	TRUE
Adrb3	chr8	FALSE	FALSE
Sstr1	chr12	FALSE	FALSE
Pdia6	chr12	FALSE	TRUE
Art5	chr7	FALSE	FALSE
Zdhhc12	chr2	FALSE	FALSE
Hhipl2	chr1	FALSE	TRUE
Mpnd	chr17	FALSE	FALSE
Foxf1	chr8	FALSE	FALSE
Akr1e1	chr13	FALSE	TRUE
Ankrd16	chr2	FALSE	TRUE
Nol3	chr8	FALSE	TRUE
Pafah1b3	chr7	FALSE	FALSE
Slc45a1	chr4	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Grhl2	chr15	FALSE	FALSE
Fgg	chr3	FALSE	TRUE
Klrg2	chr6	FALSE	FALSE
AI593442	chr9	FALSE	FALSE
Pcbp3	chr10	FALSE	TRUE
Pidd1	chr7	FALSE	TRUE
Plcxd3	chr15	FALSE	TRUE
Six5	chr7	FALSE	FALSE
Got2	chr8	FALSE	FALSE
Phox2b	chr5	FALSE	FALSE
Galnt15	chr14	FALSE	FALSE
Erbb3	chr10	FALSE	FALSE
Lgals2	chr15	FALSE	FALSE
Evpl	chr11	FALSE	FALSE
Ankrd23	chr1	FALSE	FALSE
Igfbp3	chr11	FALSE	FALSE
Actr1a	chr19	FALSE	FALSE
Pum3	chr19	FALSE	TRUE
2610042L04Rik	chr14	FALSE	TRUE
Foxo4	chrX	FALSE	FALSE
Ccdc148	chr2	FALSE	TRUE
Tnfrsf14	chr4	FALSE	FALSE
Slc35c1	chr2	FALSE	TRUE
Smug1	chr15	FALSE	FALSE
Slc46a1	chr11	FALSE	FALSE
Kcne3	chr7	FALSE	FALSE
Zfp395	chr14	FALSE	TRUE
Exo1	chr1	FALSE	TRUE
Chst1	chr2	FALSE	FALSE
Mtnr1a	chr8	FALSE	FALSE
Gls2	chr10	FALSE	FALSE
Tmem123	chr9	FALSE	TRUE
Ssc4d	chr5	FALSE	FALSE
Uaca	chr9	FALSE	FALSE
Pik3ap1	chr19	FALSE	FALSE
Disp2	chr2	FALSE	TRUE
Cd164l2	chr4	FALSE	FALSE
Pnmt	chr11	FALSE	FALSE
Morc1	chr16	FALSE	TRUE
Exosc6	chr8	FALSE	FALSE
Akp3	chr1	FALSE	FALSE
Smpd4	chr16	FALSE	FALSE
Tssc4	chr7	FALSE	FALSE
Tcl1b2	chr12	FALSE	FALSE
Lrp2bp	chr8	FALSE	TRUE
St6galnac4	chr2	FALSE	FALSE
Nfic	chr10	FALSE	FALSE
Asf1b	chr8	FALSE	TRUE
Adgrf5	chr17	FALSE	FALSE
Sla2	chr2	FALSE	FALSE
Fst	chr13	FALSE	FALSE
Ccdc8	chr7	FALSE	FALSE
Pde1b	chr15	FALSE	FALSE
Ferd3l	chr12	FALSE	FALSE
Plec	chr15	FALSE	TRUE
Pnma5	chrX	TRUE	TRUE
Neu2	chr1	FALSE	TRUE
Nfil3	chr13	FALSE	FALSE
Tmem9	chr1	FALSE	FALSE
Gm44502	chr15	FALSE	FALSE
Thsd7a	chr6	FALSE	FALSE
Nr2e1	chr10	FALSE	FALSE
Fbxl15	chr19	FALSE	TRUE
Ptf1a	chr2	FALSE	FALSE
Dlgap1	chr17	FALSE	TRUE
Mybph	chr1	FALSE	FALSE
Cgrrf1	chr14	FALSE	TRUE
Shisa4	chr1	FALSE	FALSE
Tecr	chr8	FALSE	TRUE
B3gnt4	chr5	FALSE	FALSE
Mcidas	chr13	FALSE	FALSE
Shq1	chr6	FALSE	TRUE
Irx4	chr13	FALSE	FALSE
Nkx6-2	chr7	FALSE	FALSE
Spdl1	chr11	FALSE	FALSE
Fndc10	chr4	FALSE	TRUE
Ap5b1	chr19	FALSE	FALSE
Hao2	chr3	FALSE	FALSE
Plat	chr8	FALSE	TRUE
Atp10a	chr7	FALSE	FALSE
Prom2	chr2	FALSE	TRUE
Foxq1	chr13	FALSE	FALSE
H2-D1	chr17	FALSE	FALSE
Sowahb	chr5	FALSE	TRUE
Sec61b	chr4	FALSE	FALSE
Pkp1	chr1	FALSE	FALSE
Zyx	chr6	FALSE	FALSE
Bsx	chr9	FALSE	FALSE
Tmem132a	chr19	FALSE	FALSE
Otub2	chr12	FALSE	TRUE
Ntf3	chr6	FALSE	TRUE
Nrp1	chr8	FALSE	FALSE
Camk1	chr6	FALSE	TRUE
Tcf3	chr10	FALSE	FALSE
Prrx1	chr1	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Colq	chr14	FALSE	TRUE
Tagln2	chr1	FALSE	FALSE
Lrrtm1	chr6	FALSE	FALSE
Mb	chr15	FALSE	TRUE
Pak4	chr7	FALSE	FALSE
A630076J17Rik	chr3	FALSE	FALSE
Pla2g4a	chr1	FALSE	TRUE
Abitram	chr4	FALSE	TRUE
Laptm4a	chr12	FALSE	TRUE
Sh3yl1	chr12	FALSE	TRUE
Ecel1	chr1	FALSE	FALSE
Vac14	chr8	FALSE	FALSE
AU040320	chr4	FALSE	FALSE
Mastl	chr2	FALSE	TRUE
Psmb10	chr8	FALSE	TRUE
Sp7	chr15	FALSE	FALSE
Pwp2	chr10	FALSE	TRUE
Agtrap	chr4	FALSE	TRUE
Nodal	chr10	FALSE	FALSE
Tmx1	chr12	FALSE	TRUE
Pdhb	chr14	FALSE	FALSE
Hs6st1	chr1	FALSE	FALSE
Tac2	chr10	FALSE	FALSE
Slc7a2	chr8	FALSE	FALSE
Gjb3	chr4	FALSE	FALSE
Aqp3	chr4	FALSE	FALSE
Tpr	chr1	FALSE	FALSE
Tmem177	chr1	FALSE	TRUE
Cdc42se1	chr3	FALSE	FALSE
Ldoc1	chrX	FALSE	TRUE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
Tex50	chr1	FALSE	FALSE
2410004P03Rik	chr12	FALSE	FALSE
Zmynd15	chr11	FALSE	FALSE
Arf6	chr12	FALSE	FALSE
B4galnt1	chr10	FALSE	FALSE
Grin2d	chr7	FALSE	FALSE
Fut4	chr9	FALSE	FALSE
Ly6m	chr15	FALSE	FALSE
Mylip	chr13	FALSE	TRUE
Cbll1	chr12	FALSE	TRUE
Mrm3	chr11	FALSE	FALSE
Id1	chr2	FALSE	FALSE
Arsi	chr18	FALSE	FALSE
Mmut	chr17	FALSE	TRUE
Kcne2	chr16	FALSE	FALSE
Trh	chr6	FALSE	FALSE
Dio1	chr4	FALSE	FALSE
Samd4	chr14	FALSE	FALSE
Gdf7	chr12	FALSE	FALSE
Tgfb1	chr7	FALSE	FALSE
Mob3a	chr10	FALSE	FALSE
Rph3al	chr11	FALSE	FALSE
Slc2a6	chr2	FALSE	FALSE
Grk3	chr5	FALSE	FALSE
Igf2bp1	chr11	FALSE	FALSE
Them6	chr15	FALSE	FALSE
Efcab12	chr6	FALSE	TRUE
Syndig1	chr2	FALSE	FALSE
Hspb8	chr5	FALSE	FALSE
Vps37c	chr19	FALSE	TRUE
Tnk2	chr16	FALSE	TRUE
Tigd3	chr19	FALSE	FALSE
Fzd1	chr5	FALSE	TRUE
Sox1	chr8	FALSE	FALSE
Nxnl2	chr13	FALSE	FALSE
Lbx2	chr6	FALSE	FALSE
Zfp957	chr14	FALSE	FALSE
Tef	chr15	FALSE	TRUE
H3c4	chr13	FALSE	FALSE
Itm2b	chr14	FALSE	TRUE
Hsf2bp	chr17	FALSE	FALSE
Zcchc13	chrX	FALSE	FALSE
Tbc1d7	chr13	FALSE	FALSE
Pigf	chr17	FALSE	TRUE
Pnpla3	chr15	FALSE	FALSE
Gm15217	chr14	FALSE	FALSE
Peak1	chr9	FALSE	FALSE
Pgrmc2	chr3	FALSE	TRUE
Daam2	chr17	FALSE	TRUE
Cep41	chr6	FALSE	TRUE
Baalc	chr15	FALSE	TRUE
Dusp5	chr19	FALSE	FALSE
Rdh11	chr12	FALSE	TRUE
Lfng	chr5	FALSE	FALSE
Slc39a6	chr18	FALSE	TRUE
Insyn1	chr9	FALSE	FALSE
Clrn3	chr7	FALSE	FALSE
Cdk4	chr10	FALSE	TRUE
C1ra	chr6	FALSE	TRUE
Brpf1	chr6	FALSE	FALSE
Neil3	chr8	FALSE	TRUE
Mthfd1	chr12	FALSE	TRUE
St8sia3	chr18	FALSE	FALSE
Ralgds	chr2	FALSE	FALSE
Rnase13	chr14	FALSE	FALSE
Hoxd3	chr2	FALSE	FALSE
Drc1	chr5	FALSE	FALSE
Krt7	chr15	FALSE	FALSE
Eva1b	chr4	FALSE	FALSE
Socs3	chr11	FALSE	FALSE
Fmnl1	chr11	FALSE	FALSE
Cd72	chr4	FALSE	FALSE
Tpm2	chr4	FALSE	FALSE
Cgas	chr9	FALSE	FALSE
Dap	chr15	FALSE	TRUE
Zscan18	chr7	FALSE	TRUE
Mmp2	chr8	FALSE	FALSE
Timm13	chr10	FALSE	FALSE
Hand1	chr11	FALSE	FALSE
Cnp	chr11	FALSE	FALSE
Poteg	chr8	FALSE	TRUE
Robo3	chr9	FALSE	TRUE
Vwa5b2	chr16	FALSE	FALSE
Rap1gds1	chr3	FALSE	TRUE
Dennd11	chr6	FALSE	TRUE
Sall1	chr8	FALSE	FALSE
Marcksl1	chr4	FALSE	FALSE
Ube2v1	chr2	FALSE	FALSE
Cebpe	chr14	FALSE	FALSE
Rpl29	chr9	FALSE	FALSE
Fgl2	chr5	FALSE	TRUE
Tnni3	chr7	FALSE	FALSE
Kmt5a	chr5	FALSE	FALSE
Sfn	chr4	FALSE	FALSE
Perm1	chr4	FALSE	FALSE
C1ql3	chr2	FALSE	TRUE
Prr15	chr6	FALSE	FALSE
Tigd2	chr6	FALSE	TRUE
Shisa2	chr14	FALSE	FALSE
Sox14	chr9	FALSE	FALSE
Rbm48	chr5	FALSE	TRUE
Ubl4b	chr3	FALSE	FALSE
Tmem98	chr11	FALSE	FALSE
Txndc2	chr17	FALSE	FALSE
Nrsn1	chr13	FALSE	FALSE
Ptk6	chr2	FALSE	FALSE
Snrpd3	chr10	FALSE	FALSE
Smpd1	chr7	FALSE	FALSE
Gpr39	chr1	FALSE	TRUE
Papss1	chr3	FALSE	TRUE
Lysmd3	chr13	FALSE	TRUE
Bag3	chr7	FALSE	FALSE
Nqo2	chr13	FALSE	TRUE
Fkbp11	chr15	FALSE	FALSE
Krt77	chr15	FALSE	FALSE
Plek2	chr12	FALSE	FALSE
Tlcd1	chr11	FALSE	FALSE
Ppp1r18	chr17	FALSE	FALSE
Ldlrap1	chr4	FALSE	FALSE
Fmo1	chr1	FALSE	TRUE
Itpripl1	chr2	FALSE	FALSE
Ociad2	chr5	FALSE	TRUE
Tac1	chr6	FALSE	FALSE
Sqle	chr15	FALSE	TRUE
Prdm12	chr2	FALSE	FALSE
Inpp1	chr1	FALSE	FALSE
Satb1	chr17	FALSE	TRUE
Ucp2	chr7	TRUE	FALSE
Srsf6	chr2	FALSE	FALSE
Mrpl39	chr16	FALSE	TRUE
Mdk	chr2	FALSE	FALSE
Cercam	chr2	FALSE	FALSE
Adamts6	chr13	FALSE	TRUE
Pxdc1	chr13	FALSE	FALSE
Slc16a12	chr19	FALSE	FALSE
Gzf1	chr2	FALSE	TRUE
Cldnd1	chr16	FALSE	TRUE
Baiap2l2	chr15	FALSE	FALSE
Prop1	chr11	FALSE	TRUE
Bace2	chr16	FALSE	FALSE
Atp6v0d2	chr4	FALSE	TRUE
Tmem25	chr9	FALSE	FALSE
Msx3	chr7	FALSE	FALSE
Cript	chr17	FALSE	FALSE
S100a10	chr3	FALSE	TRUE
Tmem198b	chr10	FALSE	TRUE
Slc22a12	chr19	FALSE	FALSE
Acot1	chr12	FALSE	FALSE
Epb41l4a	chr18	FALSE	FALSE
Epor	chr9	FALSE	FALSE
Unc13d	chr11	FALSE	FALSE
Hey2	chr10	FALSE	TRUE
Adm	chr7	FALSE	FALSE
Cep55	chr19	FALSE	TRUE
Tuba1b	chr15	FALSE	FALSE
Ggt1	chr10	FALSE	FALSE
Sp5	chr2	FALSE	TRUE
Kctd19	chr8	FALSE	FALSE
Ces2b	chr8	FALSE	TRUE
Marchf5	chr19	FALSE	FALSE
Ddah2	chr17	FALSE	FALSE
Car12	chr9	FALSE	FALSE
Hs3st3b1	chr11	FALSE	FALSE
Atp10b	chr11	FALSE	FALSE
Frat1	chr19	FALSE	FALSE
Il17rc	chr6	FALSE	FALSE
Gin1	chr1	FALSE	TRUE
Magi2	chr5	FALSE	TRUE
Capn15	chr17	FALSE	FALSE
Sergef	chr7	FALSE	FALSE
Rnf183	chr4	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Hps1	chr19	FALSE	FALSE
Ypel2	chr11	FALSE	TRUE
Itgbl1	chr14	FALSE	FALSE
Crip2	chr12	FALSE	FALSE
B4galnt4	chr7	FALSE	FALSE
Lgi3	chr14	FALSE	FALSE
Spata21	chr4	FALSE	FALSE
Mak	chr13	FALSE	FALSE
S100a6	chr3	FALSE	FALSE
Rfng	chr11	FALSE	FALSE
Grm7	chr6	FALSE	TRUE
Pla2g4f	chr2	FALSE	FALSE
Drd4	chr7	FALSE	FALSE
Arf5	chr6	FALSE	FALSE
Tspan2	chr3	FALSE	FALSE
Batf3	chr1	FALSE	FALSE
Cxcr4	chr1	FALSE	FALSE
Ehf	chr2	FALSE	TRUE
Ltbp4	chr7	FALSE	FALSE
Anp32b	chr4	FALSE	TRUE
Lhx5	chr5	FALSE	FALSE
Erp27	chr6	FALSE	FALSE
Ybx3	chr6	FALSE	TRUE
Acvr1c	chr2	FALSE	TRUE
Scx	chr15	FALSE	FALSE
Csrnp1	chr9	FALSE	FALSE
Terb1	chr8	FALSE	FALSE
Fech	chr18	FALSE	TRUE
Gpr85	chr6	FALSE	TRUE
Scara3	chr14	FALSE	TRUE
Zfp467	chr6	FALSE	TRUE
Fzd9	chr5	FALSE	FALSE
Srf	chr17	FALSE	FALSE
Rcor2	chr19	FALSE	FALSE
Allc	chr12	FALSE	TRUE
Lsmem2	chr9	FALSE	FALSE
Fabp7	chr10	FALSE	TRUE
Nkx6-1	chr5	FALSE	FALSE
Sox3	chrX	FALSE	FALSE
Pitx1	chr13	FALSE	FALSE
Btn1a1	chr13	FALSE	FALSE
A3galt2	chr4	FALSE	FALSE
Mxd4	chr5	FALSE	FALSE
Ifna15	chr4	FALSE	FALSE
Smoc1	chr12	FALSE	FALSE
Gnai2	chr9	FALSE	FALSE
Btg1	chr10	FALSE	TRUE
Cct7	chr6	FALSE	FALSE
Dctd	chr8	FALSE	TRUE
Gm527	chr12	FALSE	TRUE
Efna5	chr17	FALSE	FALSE
Ipo5	chr14	FALSE	TRUE
Tmem86a	chr7	FALSE	FALSE
Smoc2	chr17	FALSE	FALSE
Xkr7	chr2	FALSE	TRUE
Zfp488	chr14	FALSE	TRUE
Ids	chrX	FALSE	TRUE
Mal2	chr15	FALSE	TRUE
Gm12830	chr4	FALSE	FALSE
Mlf2	chr6	FALSE	FALSE
Plgrkt	chr19	FALSE	TRUE
Iqcn	chr8	FALSE	FALSE
Tmem100	chr11	FALSE	FALSE
Socs1	chr16	FALSE	FALSE
Ccin	chr4	FALSE	FALSE
Kcnk16	chr14	FALSE	FALSE
Parp11	chr6	FALSE	FALSE
Slc38a9	chr13	FALSE	FALSE
Serpinh1	chr7	FALSE	TRUE
Slc25a47	chr12	FALSE	FALSE
Dmtn	chr14	FALSE	TRUE
Evx2	chr2	FALSE	FALSE
Arrdc3	chr13	FALSE	TRUE
AI429214	chr8	FALSE	TRUE
Hck	chr2	FALSE	FALSE
Fbxl6	chr15	FALSE	TRUE
Zfp36l1	chr12	FALSE	FALSE
Tmem17	chr11	FALSE	TRUE
Prps1	chrX	FALSE	TRUE
Shc1	chr3	FALSE	TRUE
Erf	chr7	FALSE	TRUE
Id4	chr13	FALSE	TRUE
H3c2	chr13	FALSE	TRUE
Fgf16	chrX	FALSE	FALSE
Obsl1	chr1	FALSE	FALSE
Mef2d	chr3	FALSE	TRUE
Rpl37a	chr1	FALSE	FALSE
G0s2	chr1	FALSE	TRUE
Ppp1r3e	chr14	FALSE	TRUE
Espnl	chr1	FALSE	FALSE
Gdpd2	chrX	FALSE	FALSE
Aplnr	chr2	FALSE	TRUE
Entpd2	chr2	FALSE	FALSE
Zdhhc18	chr4	FALSE	FALSE
Gpr63	chr4	FALSE	TRUE
Castor2	chr5	FALSE	FALSE
Ccl17	chr8	FALSE	TRUE
Sgcz	chr8	FALSE	TRUE
Maged1	chrX	FALSE	FALSE
Ccnc	chr4	FALSE	TRUE
Msmo1	chr8	FALSE	TRUE
Prcd	chr11	FALSE	TRUE
Rab12	chr17	FALSE	TRUE
Paxip1	chr5	FALSE	TRUE
Xkrx	chrX	FALSE	FALSE
Pgm3	chr9	FALSE	TRUE
Dusp10	chr1	FALSE	TRUE
Cd93	chr2	FALSE	TRUE
Dmrtb1	chr4	FALSE	FALSE
Mcm10	chr2	FALSE	FALSE
Tspan14	chr14	FALSE	TRUE
Prss2	chr6	FALSE	FALSE
Minar1	chr9	FALSE	FALSE
Llph	chr10	FALSE	TRUE
Fgf22	chr10	FALSE	FALSE
Smyd2	chr1	FALSE	TRUE
Ccdc32	chr2	FALSE	TRUE
Krt81	chr15	FALSE	FALSE
Dele1	chr18	FALSE	TRUE
Tmem63a	chr1	FALSE	FALSE
Cgnl1	chr9	FALSE	FALSE
Perp	chr10	FALSE	TRUE
BC107364	chr3	FALSE	FALSE
1700030J22Rik	chr8	FALSE	TRUE
Gpr37l1	chr1	FALSE	FALSE
Phc2	chr4	FALSE	FALSE
Fdps	chr3	FALSE	TRUE
Myoz3	chr18	FALSE	TRUE
Atg10	chr13	FALSE	TRUE
Ttc34	chr4	FALSE	FALSE
Herc3	chr6	FALSE	TRUE
Myrf	chr19	FALSE	FALSE
Slc27a3	chr3	FALSE	FALSE
Lin28a	chr4	FALSE	FALSE
Foxa1	chr12	FALSE	FALSE
Btg2	chr1	FALSE	FALSE
Ankrd33	chr15	FALSE	FALSE
Pdxk	chr10	FALSE	TRUE
Rhbdf1	chr11	FALSE	TRUE
Pla2g2c	chr4	FALSE	TRUE
Tmem8b	chr4	FALSE	FALSE
Cav1	chr6	FALSE	FALSE
Mybpc3	chr2	FALSE	TRUE
Hdac5	chr11	FALSE	FALSE
Selenon	chr4	FALSE	FALSE
Ccdc40	chr11	FALSE	FALSE
Actl11	chr9	FALSE	FALSE
Tmprss11a	chr5	FALSE	TRUE
Efnb3	chr11	FALSE	FALSE
Kif17	chr4	FALSE	FALSE
Lefty2	chr1	FALSE	FALSE
Fgf9	chr14	FALSE	TRUE
Rragc	chr4	FALSE	FALSE
Cldn7	chr11	FALSE	FALSE
Tnfrsf18	chr4	FALSE	FALSE
Mroh6	chr15	FALSE	FALSE
Dennd4b	chr3	FALSE	TRUE
Gjb5	chr4	FALSE	FALSE
Atxn7l2	chr3	FALSE	TRUE
Sowahd	chrX	FALSE	FALSE
Marveld3	chr8	FALSE	FALSE
Igf2r	chr17	FALSE	FALSE
Slc7a5	chr8	FALSE	TRUE
Phlda2	chr7	FALSE	FALSE
St3gal6	chr16	FALSE	FALSE
Nppc	chr1	FALSE	FALSE
Parp12	chr6	FALSE	FALSE
Cntln	chr4	FALSE	TRUE
Cdk1	chr10	FALSE	TRUE
Ypel4	chr2	FALSE	FALSE
Tyro3	chr2	FALSE	FALSE
Nectin2	chr7	FALSE	FALSE
Dgkz	chr2	FALSE	TRUE
Nes	chr3	FALSE	FALSE
Lama5	chr2	FALSE	FALSE
Snx20	chr8	FALSE	TRUE
Tlr2	chr3	FALSE	FALSE
Fam83d	chr2	FALSE	FALSE
Peg10	chr6	FALSE	FALSE
Dmtf1	chr5	FALSE	TRUE
Mrpl34	chr8	FALSE	TRUE
Ctdsp2	chr10	FALSE	FALSE
Ccdc166	chr15	FALSE	FALSE
Tex44	chr1	FALSE	TRUE
Gpx5	chr13	FALSE	TRUE
Zfc3h1	chr10	FALSE	FALSE
Msx1	chr5	FALSE	FALSE
Ddx11	chr17	FALSE	FALSE
Mybl1	chr1	FALSE	TRUE
Arl5c	chr11	FALSE	FALSE
Dlgap3	chr4	FALSE	FALSE
Tshb	chr3	FALSE	TRUE
Aph1b	chr9	FALSE	FALSE
Psca	chr15	FALSE	FALSE
B4galnt2	chr11	FALSE	FALSE
Mt1	chr8	FALSE	FALSE
Ucp1	chr8	FALSE	FALSE
Zbtb43	chr2	FALSE	FALSE
Ddn	chr15	FALSE	FALSE
Thap12	chr7	FALSE	FALSE
Ido1	chr8	FALSE	TRUE
Ulk1	chr5	FALSE	TRUE
Rnf144b	chr13	FALSE	TRUE
Cep120	chr18	FALSE	TRUE
Zfp775	chr6	FALSE	TRUE
Cpxm2	chr7	FALSE	FALSE
Itgb6	chr2	FALSE	TRUE
Slf1	chr13	FALSE	TRUE
Inka1	chr9	FALSE	FALSE
Trhr2	chr8	FALSE	FALSE
Phc1	chr6	FALSE	TRUE
Htr2a	chr14	FALSE	FALSE
Epsti1	chr14	FALSE	FALSE
Otol1	chr3	FALSE	TRUE
Tmem238l	chr11	FALSE	FALSE
Ppa1	chr10	FALSE	TRUE
Cavin4	chr4	FALSE	TRUE
Rbpjl	chr2	FALSE	FALSE
Sf3b6	chr12	FALSE	TRUE
Ing2	chr8	FALSE	TRUE
Galr1	chr18	TRUE	FALSE
Lgr5	chr10	FALSE	TRUE
Nbl1	chr4	FALSE	FALSE
Tmem120a	chr5	FALSE	FALSE
Sdcbp	chr4	FALSE	TRUE
Zfp277	chr12	FALSE	TRUE
Rps23	chr13	FALSE	FALSE
Plppr3	chr10	FALSE	FALSE
Olig1	chr16	FALSE	FALSE
Calm2	chr17	FALSE	TRUE
Gca	chr2	FALSE	TRUE
Enc1	chr13	FALSE	FALSE
E030018B13Rik	chr7	FALSE	TRUE
Gdf6	chr4	FALSE	FALSE
Cma1	chr14	FALSE	TRUE
Gabrg2	chr11	FALSE	TRUE
Ush2a	chr1	FALSE	FALSE
Ttc8	chr12	FALSE	TRUE
Ppm1j	chr3	FALSE	FALSE
Tspyl4	chr10	FALSE	TRUE
Pcdh18	chr3	TRUE	FALSE
Gpr21	chr2	FALSE	FALSE
Gpr87	chr3	FALSE	TRUE
Fgr	chr4	FALSE	FALSE
Amfr	chr8	FALSE	TRUE
Rhob	chr12	FALSE	TRUE
Odf2l	chr3	FALSE	TRUE
Erich2	chr2	FALSE	FALSE
Tox3	chr8	FALSE	FALSE
Enpp4	chr17	FALSE	TRUE
Sec14l2	chr11	FALSE	FALSE
Tnc	chr4	FALSE	FALSE
Gpr25	chr1	FALSE	FALSE
Tprn	chr2	FALSE	FALSE
Klhl23	chr2	FALSE	TRUE
Nr2c1	chr10	FALSE	TRUE
Ier2	chr8	FALSE	TRUE
Cxcr3	chrX	FALSE	FALSE
E030025P04Rik	chr11	FALSE	FALSE
Klhl40	chr9	FALSE	FALSE
Tead3	chr17	FALSE	FALSE
Cavin3	chr7	FALSE	FALSE
Slc7a8	chr14	FALSE	TRUE
