gene_name	chr	K119ub_up	mch_hyper
Ankrd55	chr13	FALSE	FALSE
Itgb3bp	chr4	TRUE	TRUE
Slc47a1	chr11	FALSE	FALSE
Asb3	chr11	TRUE	TRUE
Extl3	chr14	TRUE	FALSE
Nudt3	chr17	FALSE	FALSE
Ifnar2	chr16	FALSE	FALSE
Osmr	chr15	FALSE	FALSE
Eif4e3	chr6	TRUE	FALSE
Anapc1	chr2	FALSE	TRUE
Col5a2	chr1	FALSE	TRUE
Dgkh	chr14	TRUE	FALSE
Cpq	chr15	FALSE	TRUE
Pkd1l2	chr8	FALSE	FALSE
Fgd4	chr16	TRUE	TRUE
Atp6v1g3	chr1	FALSE	FALSE
Muc2	chr7	FALSE	FALSE
Mettl9	chr7	FALSE	FALSE
Ehhadh	chr16	TRUE	FALSE
Gnai3	chr3	FALSE	FALSE
Snx24	chr18	TRUE	FALSE
Dnaaf5	chr5	FALSE	FALSE
Tacc1	chr8	TRUE	FALSE
Slc6a17	chr3	TRUE	TRUE
Ano10	chr9	TRUE	FALSE
Wnt7b	chr15	FALSE	FALSE
Pdgfc	chr3	FALSE	TRUE
Exog	chr9	TRUE	FALSE
Lcp2	chr11	FALSE	FALSE
Ak1	chr2	FALSE	FALSE
Tmbim7	chr5	FALSE	FALSE
Hadh	chr3	TRUE	FALSE
Cdh1	chr8	FALSE	FALSE
Lrrc27	chr7	TRUE	FALSE
Ranbp2	chr10	FALSE	TRUE
Col15a1	chr4	TRUE	TRUE
Cyp19a1	chr9	FALSE	TRUE
Wscd2	chr5	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Phldb2	chr16	TRUE	TRUE
Wsb2	chr5	FALSE	FALSE
Zc3hav1l	chr6	TRUE	FALSE
Glb1	chr9	FALSE	FALSE
Fgfr4	chr13	FALSE	FALSE
Crem	chr18	TRUE	FALSE
Magi3	chr3	TRUE	FALSE
Pdgfa	chr5	FALSE	FALSE
Sema6a	chr18	TRUE	TRUE
Ppp1r16b	chr2	FALSE	FALSE
Stx2	chr5	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Dapp1	chr3	TRUE	TRUE
Cmas	chr6	FALSE	FALSE
Kbtbd11	chr8	TRUE	FALSE
Zfp652	chr11	FALSE	FALSE
Ngf	chr3	TRUE	FALSE
Zbtb6	chr2	TRUE	FALSE
Dnaja2	chr8	FALSE	FALSE
Smarca5	chr8	FALSE	FALSE
Hpca	chr4	FALSE	FALSE
Pla2g4e	chr2	TRUE	FALSE
Baiap3	chr17	FALSE	FALSE
Sptb	chr12	TRUE	FALSE
Spint3	chr2	FALSE	FALSE
Adcyap1r1	chr6	TRUE	FALSE
Enox2	chrX	TRUE	TRUE
Immp2l	chr12	TRUE	TRUE
Anks4b	chr7	TRUE	TRUE
Smarcc2	chr10	FALSE	FALSE
2700049A03Rik	chr12	FALSE	TRUE
Prim2	chr1	FALSE	TRUE
Zfp362	chr4	FALSE	FALSE
Hhipl1	chr12	TRUE	FALSE
Npat	chr9	FALSE	FALSE
Plekho2	chr9	FALSE	FALSE
Aldh5a1	chr13	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Kmt2e	chr5	FALSE	FALSE
Adad1	chr3	FALSE	FALSE
Onecut2	chr18	TRUE	TRUE
Wwp2	chr8	TRUE	FALSE
Flywch1	chr17	FALSE	FALSE
Fer	chr17	TRUE	TRUE
P2ry14	chr3	FALSE	FALSE
Rbm27	chr18	FALSE	FALSE
Tph2	chr10	TRUE	TRUE
Gcgr	chr11	FALSE	FALSE
Sgsm1	chr5	FALSE	FALSE
Agap2	chr10	FALSE	FALSE
Dctn1	chr6	FALSE	FALSE
Mettl26	chr17	TRUE	FALSE
Smarcal1	chr1	FALSE	FALSE
Cdk13	chr13	FALSE	TRUE
Sult2b1	chr7	FALSE	FALSE
Aknad1	chr3	FALSE	FALSE
Crybg1	chr10	FALSE	TRUE
Adra1b	chr11	FALSE	TRUE
Nck1	chr9	TRUE	FALSE
Sertad4	chr1	FALSE	FALSE
Cabp7	chr11	FALSE	FALSE
Slit3	chr11	TRUE	TRUE
Ppp1cb	chr5	FALSE	FALSE
Trmt13	chr3	TRUE	TRUE
Gmeb1	chr4	FALSE	FALSE
Coro2a	chr4	TRUE	FALSE
Krt5	chr15	FALSE	FALSE
Cdkl1	chr12	TRUE	FALSE
Sesn2	chr4	FALSE	FALSE
Grin3a	chr4	FALSE	TRUE
Clip1	chr5	FALSE	FALSE
Blnk	chr19	FALSE	FALSE
Foxj1	chr11	FALSE	FALSE
Phf12	chr11	FALSE	FALSE
Papln	chr12	FALSE	FALSE
Bahd1	chr2	TRUE	FALSE
Cc2d2a	chr5	TRUE	TRUE
Depdc7	chr2	TRUE	FALSE
Tbc1d10a	chr11	FALSE	FALSE
Nyx	chrX	TRUE	TRUE
Hnrnpk	chr13	FALSE	FALSE
Col8a1	chr16	FALSE	TRUE
Slc25a21	chr12	FALSE	TRUE
Agbl4	chr4	FALSE	TRUE
Ajuba	chr14	FALSE	FALSE
Rock2	chr12	TRUE	TRUE
Mapre3	chr5	FALSE	FALSE
Dsn1	chr2	TRUE	TRUE
Tmprss11e	chr5	FALSE	FALSE
Cxcr5	chr9	TRUE	FALSE
Slc6a9	chr4	FALSE	FALSE
Slamf6	chr1	FALSE	TRUE
Kansl1l	chr1	TRUE	TRUE
Aspscr1	chr11	FALSE	FALSE
Sesn1	chr10	TRUE	TRUE
Cttnbp2nl	chr3	TRUE	FALSE
Olfm2	chr9	FALSE	FALSE
Tll1	chr8	TRUE	TRUE
Nedd4	chr9	FALSE	FALSE
Nox1	chrX	FALSE	FALSE
Lrriq3	chr3	FALSE	TRUE
Pknox1	chr17	FALSE	FALSE
Klc1	chr12	FALSE	FALSE
Pkd1l3	chr8	TRUE	FALSE
Sidt1	chr16	TRUE	TRUE
Epb41l1	chr2	FALSE	FALSE
Abl2	chr1	TRUE	FALSE
Map3k20	chr2	FALSE	FALSE
Rps6ka5	chr12	TRUE	TRUE
Evc2	chr5	TRUE	FALSE
Nwd1	chr8	FALSE	FALSE
Terf2	chr8	FALSE	FALSE
Ano9	chr7	FALSE	FALSE
Kcnh7	chr2	FALSE	TRUE
B4galt1	chr4	TRUE	FALSE
Ddah1	chr3	FALSE	TRUE
Cdc42ep5	chr7	TRUE	FALSE
Trpc4ap	chr2	FALSE	FALSE
Dexi	chr16	TRUE	FALSE
Gmds	chr13	TRUE	TRUE
Napa	chr7	FALSE	FALSE
Tekt5	chr16	FALSE	FALSE
Fzd6	chr15	FALSE	FALSE
Trip11	chr12	FALSE	FALSE
Lman2	chr13	FALSE	FALSE
Ptprj	chr2	TRUE	TRUE
Il13ra1	chrX	FALSE	FALSE
Lrrc3	chr10	TRUE	FALSE
Whamm	chr7	FALSE	FALSE
Arhgap18	chr10	FALSE	TRUE
Rasl12	chr9	FALSE	FALSE
Prorp	chr12	TRUE	FALSE
Trappc9	chr15	TRUE	TRUE
Qrich2	chr11	FALSE	FALSE
Slc12a6	chr2	TRUE	FALSE
Grb2	chr11	FALSE	FALSE
Atf7ip2	chr16	FALSE	FALSE
Agps	chr2	TRUE	TRUE
Car8	chr4	FALSE	TRUE
Gfpt1	chr6	FALSE	FALSE
Med25	chr7	FALSE	FALSE
Rpgrip1l	chr8	FALSE	FALSE
Phf3	chr1	FALSE	FALSE
Slc28a3	chr13	FALSE	FALSE
Mgam	chr6	FALSE	TRUE
Sgcg	chr14	TRUE	FALSE
Vwa5b1	chr4	FALSE	FALSE
Wnt10a	chr1	FALSE	FALSE
Inpp5b	chr4	FALSE	FALSE
Ablim3	chr18	TRUE	FALSE
Cbln3	chr14	TRUE	FALSE
Vcan	chr13	FALSE	TRUE
Prkdc	chr16	FALSE	TRUE
Hook3	chr8	FALSE	TRUE
Usp44	chr10	TRUE	FALSE
Rap1gap	chr4	FALSE	FALSE
Mtx2	chr2	TRUE	TRUE
H2-Aa	chr17	FALSE	FALSE
Olfml3	chr3	TRUE	FALSE
Tns1	chr1	TRUE	FALSE
Arfgap3	chr15	TRUE	FALSE
Pax4	chr6	TRUE	FALSE
Decr1	chr4	TRUE	FALSE
Cpne2	chr8	FALSE	FALSE
Micos10	chr4	FALSE	FALSE
Gbp3	chr3	TRUE	FALSE
Tmem132e	chr11	TRUE	FALSE
Dnajc17	chr2	FALSE	FALSE
Sohlh2	chr3	FALSE	FALSE
Serp2	chr14	TRUE	FALSE
Cfap45	chr1	TRUE	FALSE
Rab40b	chr11	FALSE	FALSE
Etv3	chr3	TRUE	FALSE
Ift140	chr17	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Slc16a14	chr1	TRUE	FALSE
Ensa	chr3	TRUE	FALSE
Fam185a	chr5	TRUE	TRUE
Taf2	chr15	FALSE	TRUE
Ppm1h	chr10	TRUE	FALSE
Slc4a8	chr15	FALSE	FALSE
Mgarp	chr3	TRUE	FALSE
Shc3	chr13	FALSE	FALSE
Ntng1	chr3	TRUE	TRUE
Ace	chr11	TRUE	FALSE
Grem2	chr1	FALSE	FALSE
Bora	chr14	TRUE	TRUE
Lrrc51	chr7	TRUE	FALSE
Nefm	chr14	TRUE	FALSE
Rbpms2	chr9	FALSE	FALSE
Sema7a	chr9	FALSE	FALSE
Adora3	chr3	FALSE	FALSE
Ccm2l	chr2	TRUE	FALSE
Cstf2	chrX	FALSE	FALSE
Kcnip2	chr19	TRUE	FALSE
Deaf1	chr7	FALSE	FALSE
Ctc1	chr11	TRUE	FALSE
Fam114a1	chr5	TRUE	FALSE
Nfatc2	chr2	FALSE	FALSE
Cyfip2	chr11	FALSE	FALSE
Hmcn1	chr1	TRUE	TRUE
Tmem44	chr16	TRUE	FALSE
Eif5b	chr1	FALSE	FALSE
Stox1	chr10	FALSE	FALSE
Camsap2	chr1	FALSE	TRUE
Slc41a3	chr6	TRUE	FALSE
Ralbp1	chr17	TRUE	TRUE
Sarm1	chr11	TRUE	FALSE
Atr	chr9	FALSE	TRUE
Ush1g	chr11	TRUE	FALSE
Macc1	chr12	FALSE	TRUE
Capn5	chr7	TRUE	FALSE
Chst7	chrX	TRUE	TRUE
Pnpla1	chr17	FALSE	FALSE
Sh3kbp1	chrX	FALSE	FALSE
Hs2st1	chr3	TRUE	FALSE
Ramp3	chr11	TRUE	FALSE
Acot3	chr12	TRUE	FALSE
Rapgef4	chr2	FALSE	TRUE
Slc18a1	chr8	FALSE	FALSE
Rasal1	chr5	FALSE	FALSE
Pfkfb2	chr1	TRUE	FALSE
Nufip2	chr11	FALSE	FALSE
Wdr41	chr13	TRUE	FALSE
Acss3	chr10	TRUE	TRUE
Ilf3	chr9	FALSE	FALSE
Cwf19l1	chr19	FALSE	FALSE
Col25a1	chr3	FALSE	TRUE
Jcad	chr18	TRUE	FALSE
Tcf7l1	chr6	FALSE	TRUE
Man2b1	chr8	TRUE	FALSE
Glrb	chr3	FALSE	FALSE
Ebf4	chr2	FALSE	FALSE
Slc25a46	chr18	FALSE	FALSE
Plekhg6	chr6	FALSE	FALSE
Irak2	chr6	TRUE	FALSE
Shmt1	chr11	FALSE	FALSE
Rnf145	chr11	TRUE	FALSE
Sik1	chr17	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Med24	chr11	FALSE	FALSE
Ctdp1	chr18	FALSE	FALSE
Atp6v1h	chr1	FALSE	TRUE
Ift80	chr3	FALSE	TRUE
Nxph4	chr10	TRUE	FALSE
Zbtb4	chr11	FALSE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Serpinb6e	chr13	FALSE	FALSE
Arhgap42	chr9	FALSE	TRUE
Ltbp2	chr12	TRUE	TRUE
Rnf180	chr13	TRUE	TRUE
Vegfa	chr17	TRUE	FALSE
Aox2	chr1	FALSE	TRUE
Ror1	chr4	TRUE	TRUE
Git2	chr5	FALSE	FALSE
Psmf1	chr2	TRUE	FALSE
Scap	chr9	FALSE	FALSE
Bcas1	chr2	FALSE	FALSE
Cryl1	chr14	FALSE	FALSE
Sfrp5	chr19	TRUE	FALSE
Mbd2	chr18	FALSE	FALSE
Tmem41a	chr16	FALSE	FALSE
Kif14	chr1	TRUE	FALSE
Sparc	chr11	FALSE	FALSE
Slc22a22	chr15	FALSE	TRUE
Srgn	chr10	FALSE	FALSE
F11r	chr1	TRUE	FALSE
Atp8b5	chr4	TRUE	FALSE
Tulp4	chr17	TRUE	TRUE
Abi3	chr11	FALSE	FALSE
Prkcq	chr2	FALSE	TRUE
Sbno2	chr10	FALSE	FALSE
Cd8b1	chr6	FALSE	FALSE
Apol11b	chr15	FALSE	FALSE
Sugp1	chr8	FALSE	FALSE
Nid1	chr13	FALSE	FALSE
Clns1a	chr7	TRUE	FALSE
Nr1d2	chr14	FALSE	FALSE
Yy1	chr12	FALSE	FALSE
Cpt1a	chr19	FALSE	TRUE
Abcb7	chrX	FALSE	TRUE
Ptar1	chr19	TRUE	TRUE
G2e3	chr12	TRUE	FALSE
Dnajc5	chr2	FALSE	FALSE
Wdr33	chr18	FALSE	TRUE
Tmem52	chr4	FALSE	FALSE
Cxcl17	chr7	FALSE	FALSE
Kat7	chr11	FALSE	FALSE
Mef2b	chr8	FALSE	FALSE
Adam18	chr8	FALSE	TRUE
Iqschfp	chr3	TRUE	TRUE
Rhof	chr5	FALSE	FALSE
Pam	chr1	TRUE	TRUE
Map2k1	chr9	FALSE	FALSE
Syt12	chr19	FALSE	FALSE
Zfp853	chr5	FALSE	FALSE
Slco1b2	chr6	FALSE	FALSE
Dctn3	chr4	TRUE	FALSE
Spry2	chr14	TRUE	TRUE
Pros1	chr16	FALSE	FALSE
Stim1	chr7	TRUE	FALSE
Zmym2	chr14	FALSE	TRUE
Prkcd	chr14	TRUE	FALSE
Clcn1	chr6	FALSE	FALSE
Rc3h2	chr2	FALSE	FALSE
Erh	chr12	TRUE	FALSE
Pcbp2	chr15	FALSE	FALSE
Zfp654	chr16	FALSE	FALSE
Vat1l	chr8	TRUE	FALSE
Arfip1	chr3	TRUE	FALSE
Psme4	chr11	FALSE	TRUE
Strn3	chr12	FALSE	FALSE
Ccdc85a	chr11	FALSE	TRUE
Zmiz1	chr14	FALSE	FALSE
Tfip11	chr5	FALSE	FALSE
Scamp2	chr9	TRUE	FALSE
Tmem267	chr13	FALSE	TRUE
Dnajc24	chr2	TRUE	FALSE
Galk2	chr2	FALSE	FALSE
Tiparp	chr3	TRUE	TRUE
Col6a1	chr10	FALSE	FALSE
Colgalt1	chr8	FALSE	FALSE
Rufy2	chr10	FALSE	FALSE
Map3k19	chr1	FALSE	FALSE
Acer3	chr7	TRUE	FALSE
Mboat2	chr12	TRUE	FALSE
Mfsd4a	chr1	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Ly6g6f	chr17	TRUE	TRUE
Mapk8	chr14	TRUE	FALSE
Phyhd1	chr2	FALSE	FALSE
Apol7b	chr15	FALSE	FALSE
Pitpna	chr11	FALSE	FALSE
H1f6	chr13	TRUE	FALSE
Mrc1	chr2	TRUE	FALSE
Atp6v1c2	chr12	FALSE	FALSE
Nim1k	chr13	TRUE	FALSE
Tmem229b	chr12	TRUE	FALSE
Ankmy1	chr1	TRUE	FALSE
Lgals3bp	chr11	FALSE	FALSE
Otulin	chr15	TRUE	TRUE
Lonp2	chr8	FALSE	TRUE
Sema6c	chr3	FALSE	FALSE
Lamtor1	chr7	FALSE	FALSE
Tbr1	chr2	TRUE	FALSE
Tmem38b	chr4	TRUE	FALSE
Pfkm	chr15	TRUE	FALSE
Gm20517	chr17	FALSE	FALSE
Cdkl3	chr11	FALSE	FALSE
Krt71	chr15	TRUE	FALSE
Dhh	chr15	TRUE	FALSE
Eif1	chr11	FALSE	FALSE
Pacrg	chr17	TRUE	TRUE
Snap91	chr9	FALSE	TRUE
Ctsb	chr14	TRUE	FALSE
Plag1	chr4	TRUE	FALSE
Mrpl48	chr7	TRUE	TRUE
Sec22a	chr16	TRUE	FALSE
Gpam	chr19	FALSE	TRUE
Xrcc6	chr15	TRUE	FALSE
St8sia5	chr18	FALSE	TRUE
Ctnna1	chr18	TRUE	FALSE
Htra1	chr7	FALSE	FALSE
Pdk1	chr2	TRUE	TRUE
Ankrd63	chr2	FALSE	FALSE
Ifi44l	chr3	TRUE	FALSE
Wdr95	chr5	FALSE	FALSE
Armh4	chr14	TRUE	TRUE
Zfhx2	chr14	FALSE	FALSE
Slc2a5	chr4	FALSE	FALSE
Zfyve27	chr19	TRUE	FALSE
Mib2	chr4	FALSE	FALSE
Chmp4b	chr2	TRUE	FALSE
Tmc7	chr7	FALSE	FALSE
Epo	chr5	FALSE	FALSE
Slc1a4	chr11	FALSE	FALSE
Abhd3	chr18	TRUE	FALSE
Fam107a	chr14	TRUE	FALSE
Kcnc2	chr10	FALSE	TRUE
Fer1l4	chr2	FALSE	FALSE
Ift81	chr5	FALSE	FALSE
Slc13a3	chr2	FALSE	FALSE
Gm11437	chr11	FALSE	FALSE
Zc3h12c	chr9	FALSE	FALSE
Eci3	chr13	FALSE	FALSE
Usp50	chr2	FALSE	TRUE
Mdn1	chr4	FALSE	TRUE
Bdp1	chr13	FALSE	TRUE
Piwil1	chr5	FALSE	FALSE
Zdhhc19	chr16	TRUE	FALSE
Tff3	chr17	TRUE	TRUE
C2cd3	chr7	FALSE	FALSE
Sult4a1	chr15	FALSE	FALSE
Ell2	chr13	TRUE	FALSE
Abcd3	chr3	TRUE	FALSE
Cnga3	chr1	FALSE	FALSE
Epg5	chr18	FALSE	TRUE
Cabcoco1	chr10	FALSE	TRUE
Tcf7l2	chr19	FALSE	TRUE
Rftn2	chr1	TRUE	FALSE
Cul3	chr1	FALSE	FALSE
Prokr2	chr2	TRUE	FALSE
Epha10	chr4	FALSE	FALSE
Dnajb8	chr6	FALSE	FALSE
Arsj	chr3	TRUE	TRUE
Slc30a9	chr5	FALSE	FALSE
Otog	chr7	FALSE	FALSE
Nek5	chr8	FALSE	FALSE
Ccr9	chr9	FALSE	TRUE
Slc25a36	chr9	FALSE	FALSE
Mettl4	chr17	TRUE	FALSE
Vsx1	chr2	TRUE	FALSE
Uso1	chr5	FALSE	FALSE
Stk38l	chr6	TRUE	FALSE
Pogz	chr3	FALSE	FALSE
Map4k3	chr17	TRUE	TRUE
Alox5	chr6	FALSE	FALSE
Efhb	chr17	FALSE	FALSE
Pde6d	chr1	FALSE	FALSE
Dnah7b	chr1	FALSE	TRUE
Adam17	chr12	FALSE	FALSE
Spg11	chr2	FALSE	TRUE
Mxi1	chr19	TRUE	FALSE
Dhx58	chr11	TRUE	FALSE
Ap4m1	chr5	TRUE	FALSE
Cpne9	chr6	TRUE	FALSE
Ap5m1	chr14	FALSE	FALSE
Sesn3	chr9	TRUE	FALSE
Unkl	chr17	FALSE	FALSE
Wdr72	chr9	FALSE	FALSE
Traf7	chr17	FALSE	FALSE
Saal1	chr7	FALSE	FALSE
Larp1	chr11	FALSE	FALSE
Adcy10	chr1	FALSE	FALSE
Aqr	chr2	FALSE	FALSE
Ptp4a3	chr15	TRUE	FALSE
Vipr2	chr12	TRUE	TRUE
Arhgap25	chr6	FALSE	FALSE
Fbxl8	chr8	TRUE	FALSE
Socs6	chr18	TRUE	TRUE
Rab3gap2	chr1	FALSE	FALSE
Slc30a5	chr13	TRUE	FALSE
Adgra2	chr8	FALSE	FALSE
Iqch	chr9	FALSE	FALSE
Pik3r3	chr4	TRUE	FALSE
Cog2	chr8	FALSE	FALSE
Tbl1x	chrX	TRUE	FALSE
Sirt2	chr7	FALSE	FALSE
Tdrd5	chr1	FALSE	FALSE
Oser1	chr2	FALSE	FALSE
Mcf2l	chr8	TRUE	TRUE
P3h2	chr16	FALSE	FALSE
Hectd1	chr12	FALSE	FALSE
Tubgcp3	chr8	FALSE	FALSE
Gm1123	chr9	FALSE	FALSE
Mrto4	chr4	TRUE	FALSE
Lrriq1	chr10	FALSE	TRUE
Dnah1	chr14	FALSE	FALSE
Arhgap33	chr7	FALSE	FALSE
Zfp397	chr18	TRUE	FALSE
Krt19	chr11	FALSE	FALSE
Tspan3	chr9	TRUE	FALSE
Tent2	chr13	TRUE	FALSE
Card10	chr15	FALSE	FALSE
Ppef2	chr5	FALSE	FALSE
Lrrc38	chr4	FALSE	FALSE
Cntfr	chr4	TRUE	FALSE
Pot1a	chr6	TRUE	FALSE
Herpud2	chr9	TRUE	FALSE
Cdon	chr9	FALSE	FALSE
1700069L16Rik	chr5	FALSE	FALSE
Ikzf3	chr11	FALSE	FALSE
Dgat2	chr7	FALSE	FALSE
Sympk	chr7	FALSE	FALSE
Blk	chr14	TRUE	FALSE
Nisch	chr14	TRUE	FALSE
B4galt7	chr13	TRUE	FALSE
Otoa	chr7	FALSE	FALSE
Apol7e	chr15	FALSE	FALSE
Lrpap1	chr5	FALSE	FALSE
Pcdh10	chr3	TRUE	FALSE
Cpne5	chr17	FALSE	FALSE
Wwox	chr8	TRUE	TRUE
Esyt3	chr9	FALSE	FALSE
Sh3pxd2b	chr11	TRUE	FALSE
Tpbg	chr9	TRUE	FALSE
Necab1	chr4	TRUE	TRUE
Slc15a1	chr14	FALSE	FALSE
Lama4	chr10	FALSE	TRUE
Dtwd2	chr18	TRUE	FALSE
Pcolce2	chr9	TRUE	FALSE
Hic2	chr16	FALSE	FALSE
Prnd	chr2	TRUE	FALSE
Heca	chr10	TRUE	FALSE
Lmod1	chr1	FALSE	FALSE
Slc6a20b	chr9	FALSE	FALSE
Igsf6	chr7	FALSE	FALSE
Nlgn1	chr3	TRUE	TRUE
Cry2	chr2	TRUE	FALSE
Tgif2	chr2	FALSE	FALSE
Asic4	chr1	TRUE	FALSE
Mtmr14	chr6	FALSE	FALSE
Tmem232	chr17	FALSE	TRUE
Trak2	chr1	TRUE	FALSE
Llgl2	chr11	FALSE	FALSE
Gabra1	chr11	FALSE	FALSE
Mab21l3	chr3	TRUE	FALSE
Zscan29	chr2	TRUE	FALSE
Usp15	chr10	FALSE	TRUE
Sclt1	chr3	TRUE	TRUE
Ngef	chr1	TRUE	FALSE
Ppp1r12c	chr7	FALSE	FALSE
Adam12	chr7	TRUE	TRUE
Ccdc113	chr8	TRUE	FALSE
Syt11	chr3	FALSE	FALSE
Map3k15	chrX	FALSE	TRUE
Thsd4	chr9	TRUE	TRUE
Strc	chr2	FALSE	FALSE
Arhgap8	chr15	FALSE	FALSE
Rtp1	chr16	TRUE	FALSE
Gucy1a1	chr3	FALSE	FALSE
Ankrd10	chr8	FALSE	FALSE
Ofcc1	chr13	FALSE	TRUE
Pik3r5	chr11	FALSE	FALSE
Trem2	chr17	FALSE	FALSE
Gxylt1	chr15	TRUE	FALSE
Cd34	chr1	TRUE	TRUE
Map2k2	chr10	FALSE	FALSE
Azin2	chr4	FALSE	FALSE
Sugp2	chr8	FALSE	FALSE
Dytn	chr1	TRUE	FALSE
Bco1	chr8	TRUE	FALSE
Pik3cg	chr12	FALSE	FALSE
C8a	chr4	FALSE	FALSE
Lingo3	chr10	FALSE	FALSE
Mgrn1	chr16	FALSE	FALSE
Itgb7	chr15	TRUE	FALSE
Asb14	chr14	FALSE	FALSE
Plekhh1	chr12	FALSE	FALSE
Slc37a3	chr6	FALSE	FALSE
Tm2d1	chr4	TRUE	FALSE
Sgms1	chr19	TRUE	TRUE
Stam	chr2	FALSE	FALSE
Crtc1	chr8	TRUE	FALSE
Tex52	chr6	FALSE	FALSE
Slc4a5	chr6	FALSE	FALSE
Acap2	chr16	FALSE	FALSE
Zgpat	chr2	FALSE	FALSE
Tsc2	chr17	FALSE	FALSE
Rtkn2	chr10	TRUE	FALSE
Cstad	chr2	TRUE	FALSE
Atl2	chr17	FALSE	FALSE
E4f1	chr17	TRUE	FALSE
Aldh4a1	chr4	FALSE	FALSE
Smim15	chr13	TRUE	TRUE
Aebp2	chr6	TRUE	FALSE
Raf1	chr6	FALSE	TRUE
Ankrd26	chr6	FALSE	FALSE
Mark2	chr19	FALSE	FALSE
Vmn2r7	chr3	FALSE	TRUE
Prdm13	chr4	FALSE	FALSE
Tnfsf18	chr1	TRUE	TRUE
Ypel1	chr16	TRUE	FALSE
Cnn1	chr9	FALSE	FALSE
Prss55	chr14	TRUE	TRUE
Cep290	chr10	FALSE	TRUE
Slc16a2	chrX	TRUE	FALSE
Pald1	chr10	TRUE	FALSE
Rnf121	chr7	FALSE	FALSE
Magi1	chr6	TRUE	TRUE
Rbpj	chr5	TRUE	TRUE
Ribc1	chrX	TRUE	FALSE
Rev1	chr1	FALSE	TRUE
Nsun2	chr13	TRUE	TRUE
Pex10	chr4	FALSE	FALSE
Kif11	chr19	TRUE	FALSE
Lhx6	chr2	FALSE	FALSE
Tor1aip1	chr1	FALSE	FALSE
Smim14	chr5	TRUE	TRUE
Gm9732	chr14	FALSE	FALSE
Fscn2	chr11	FALSE	FALSE
Ide	chr19	FALSE	FALSE
Kcnmb3	chr3	FALSE	FALSE
Zfp451	chr1	FALSE	FALSE
C6	chr15	TRUE	TRUE
Tgfbi	chr13	FALSE	FALSE
Sumf1	chr6	FALSE	TRUE
Rwdd3	chr3	TRUE	TRUE
Ube2ql1	chr13	TRUE	FALSE
Prpf18	chr2	FALSE	FALSE
Abcb1b	chr5	TRUE	FALSE
Marchf3	chr18	TRUE	TRUE
Xpnpep3	chr15	FALSE	FALSE
Tdrd12	chr7	FALSE	TRUE
Sptbn5	chr2	FALSE	FALSE
Tbce	chr13	FALSE	FALSE
Kazald1	chr19	TRUE	FALSE
Ndst3	chr3	FALSE	TRUE
Cep57l1	chr10	TRUE	FALSE
Alx3	chr3	FALSE	FALSE
Alg9	chr9	FALSE	TRUE
1700012B07Rik	chr11	FALSE	FALSE
Rab5c	chr11	FALSE	FALSE
Supt20	chr3	TRUE	FALSE
Ints3	chr3	FALSE	FALSE
Zfp599	chr9	TRUE	FALSE
Car10	chr11	TRUE	TRUE
Trrap	chr5	FALSE	TRUE
Npl	chr1	FALSE	FALSE
Ppme1	chr7	FALSE	TRUE
Limd1	chr9	FALSE	FALSE
Rhbg	chr3	FALSE	FALSE
Adcy6	chr15	FALSE	FALSE
Tmc6	chr11	FALSE	FALSE
Kcnip3	chr2	FALSE	FALSE
Fubp3	chr2	FALSE	FALSE
Dhrs1	chr14	TRUE	FALSE
Snx9	chr17	FALSE	FALSE
Prkcg	chr7	FALSE	FALSE
Bend7	chr2	FALSE	FALSE
Vav3	chr3	FALSE	TRUE
Sostdc1	chr12	TRUE	FALSE
Glis1	chr4	TRUE	FALSE
Pkdcc	chr17	FALSE	FALSE
Pdzrn4	chr15	TRUE	TRUE
Nfe2l3	chr6	FALSE	FALSE
Basp1	chr15	TRUE	TRUE
Cd302	chr2	FALSE	FALSE
Slc25a10	chr11	FALSE	FALSE
Tulp3	chr6	TRUE	FALSE
Clptm1	chr7	FALSE	FALSE
Pgap2	chr7	TRUE	FALSE
Ggcx	chr6	TRUE	FALSE
Hsbp1l1	chr18	TRUE	FALSE
Col4a2	chr8	TRUE	FALSE
Plekha8	chr6	TRUE	FALSE
U2af2	chr7	FALSE	FALSE
Csf1r	chr18	FALSE	FALSE
Mpzl1	chr1	TRUE	TRUE
Med30	chr15	TRUE	TRUE
Cep170	chr1	TRUE	FALSE
Xntrpc	chr7	FALSE	FALSE
Prkn	chr17	TRUE	TRUE
Lyl1	chr8	FALSE	FALSE
Nexmif	chrX	FALSE	FALSE
Rnf187	chr11	FALSE	FALSE
Zfp541	chr7	TRUE	TRUE
Polq	chr16	FALSE	TRUE
Ube2n	chr10	TRUE	FALSE
Zswim7	chr11	FALSE	FALSE
Fam193a	chr5	FALSE	TRUE
Dock8	chr19	FALSE	TRUE
Fmo3	chr1	FALSE	FALSE
Glcci1	chr6	TRUE	TRUE
Gbp5	chr3	TRUE	FALSE
Usp3	chr9	FALSE	FALSE
