gene_name	chr	mch_hyper	convergent_2plus
Psmd12	chr11	FALSE	FALSE
Pdgfc	chr3	FALSE	FALSE
Exog	chr9	FALSE	FALSE
Lcp2	chr11	FALSE	FALSE
Ak1	chr2	FALSE	FALSE
Hadh	chr3	FALSE	FALSE
Cdh1	chr8	FALSE	FALSE
Lrrc27	chr7	FALSE	FALSE
Ranbp2	chr10	FALSE	FALSE
Col15a1	chr4	TRUE	FALSE
Wscd2	chr5	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Phldb2	chr16	TRUE	TRUE
Wsb2	chr5	FALSE	FALSE
Zc3hav1l	chr6	FALSE	FALSE
Fgfr4	chr13	FALSE	FALSE
Crem	chr18	FALSE	TRUE
Magi3	chr3	FALSE	FALSE
Pdgfa	chr5	FALSE	FALSE
Sema6a	chr18	TRUE	TRUE
Ppp1r16b	chr2	FALSE	FALSE
Stx2	chr5	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Dapp1	chr3	TRUE	FALSE
Cmas	chr6	FALSE	FALSE
Kbtbd11	chr8	FALSE	FALSE
Zfp652	chr11	FALSE	FALSE
Ngf	chr3	FALSE	FALSE
Zbtb6	chr2	FALSE	FALSE
Ash1l	chr3	FALSE	FALSE
Dnaja2	chr8	FALSE	FALSE
Smarca5	chr8	FALSE	FALSE
Hpca	chr4	FALSE	FALSE
Pla2g4e	chr2	FALSE	TRUE
Baiap3	chr17	FALSE	FALSE
Sptb	chr12	FALSE	FALSE
Adcyap1r1	chr6	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Immp2l	chr12	FALSE	FALSE
Smarcc2	chr10	FALSE	FALSE
2700049A03Rik	chr12	FALSE	FALSE
Prim2	chr1	FALSE	FALSE
Npepps	chr11	FALSE	FALSE
Zfp362	chr4	FALSE	FALSE
Hhipl1	chr12	FALSE	FALSE
Npat	chr9	FALSE	FALSE
Plekho2	chr9	FALSE	FALSE
Aldh5a1	chr13	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Kmt2e	chr5	FALSE	FALSE
Onecut2	chr18	TRUE	FALSE
Wwp2	chr8	FALSE	FALSE
Flywch1	chr17	FALSE	FALSE
Fer	chr17	FALSE	TRUE
P2ry14	chr3	FALSE	FALSE
Rbm27	chr18	FALSE	FALSE
Tph2	chr10	TRUE	TRUE
Sgsm1	chr5	FALSE	FALSE
Agap2	chr10	FALSE	FALSE
Dctn1	chr6	FALSE	FALSE
Mettl26	chr17	FALSE	FALSE
Smarcal1	chr1	FALSE	TRUE
Cdk13	chr13	FALSE	FALSE
Sult2b1	chr7	FALSE	FALSE
Aknad1	chr3	FALSE	FALSE
Crybg1	chr10	FALSE	FALSE
Adra1b	chr11	FALSE	FALSE
Nck1	chr9	FALSE	FALSE
Sertad4	chr1	FALSE	FALSE
Cabp7	chr11	FALSE	FALSE
Slit3	chr11	FALSE	FALSE
Thoc2	chrX	FALSE	FALSE
Ppp1cb	chr5	FALSE	FALSE
Trmt13	chr3	FALSE	FALSE
Gmeb1	chr4	FALSE	FALSE
Coro2a	chr4	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Cdkl1	chr12	FALSE	FALSE
Sesn2	chr4	FALSE	FALSE
Grin3a	chr4	FALSE	FALSE
Clip1	chr5	FALSE	FALSE
Blnk	chr19	FALSE	FALSE
Foxj1	chr11	FALSE	FALSE
Phf12	chr11	FALSE	FALSE
Papln	chr12	FALSE	FALSE
Bahd1	chr2	FALSE	TRUE
Cc2d2a	chr5	FALSE	FALSE
Depdc7	chr2	FALSE	FALSE
Tbc1d10a	chr11	FALSE	FALSE
Nyx	chrX	TRUE	TRUE
Hnrnpk	chr13	FALSE	FALSE
Col8a1	chr16	FALSE	FALSE
Slc25a21	chr12	FALSE	FALSE
Agbl4	chr4	FALSE	FALSE
Ajuba	chr14	FALSE	FALSE
Rock2	chr12	FALSE	FALSE
Mapre3	chr5	FALSE	FALSE
Dsn1	chr2	TRUE	FALSE
Cxcr5	chr9	FALSE	FALSE
Slc6a9	chr4	FALSE	FALSE
Kansl1l	chr1	FALSE	FALSE
Aspscr1	chr11	FALSE	FALSE
Sesn1	chr10	TRUE	TRUE
Cttnbp2nl	chr3	FALSE	FALSE
Olfm2	chr9	FALSE	FALSE
Tll1	chr8	TRUE	FALSE
Nedd4	chr9	FALSE	FALSE
Lrriq3	chr3	FALSE	FALSE
Pknox1	chr17	FALSE	FALSE
Klc1	chr12	FALSE	FALSE
Pkd1l3	chr8	FALSE	FALSE
Sidt1	chr16	TRUE	FALSE
Epb41l1	chr2	FALSE	FALSE
Abl2	chr1	FALSE	FALSE
Map3k20	chr2	FALSE	FALSE
Rps6ka5	chr12	TRUE	TRUE
Evc2	chr5	FALSE	FALSE
Nwd1	chr8	FALSE	FALSE
Tut4	chr4	FALSE	FALSE
Terf2	chr8	FALSE	FALSE
Kcnh7	chr2	FALSE	FALSE
Spag6l	chr16	FALSE	FALSE
B4galt1	chr4	FALSE	TRUE
Ddah1	chr3	FALSE	FALSE
Rbm41	chrX	FALSE	FALSE
Trpc4ap	chr2	FALSE	FALSE
Dexi	chr16	FALSE	FALSE
Gmds	chr13	FALSE	TRUE
Napa	chr7	FALSE	FALSE
Tekt5	chr16	FALSE	FALSE
Fzd6	chr15	FALSE	FALSE
Trip11	chr12	FALSE	FALSE
Lman2	chr13	FALSE	FALSE
Ptprj	chr2	TRUE	FALSE
Il13ra1	chrX	FALSE	FALSE
Lrrc3	chr10	FALSE	FALSE
Whamm	chr7	FALSE	FALSE
Arhgap18	chr10	FALSE	FALSE
Rasl12	chr9	FALSE	FALSE
Prorp	chr12	FALSE	FALSE
Trappc9	chr15	FALSE	FALSE
Qrich2	chr11	FALSE	FALSE
Slc12a6	chr2	FALSE	FALSE
Grb2	chr11	FALSE	FALSE
Atf7ip2	chr16	FALSE	FALSE
Agps	chr2	FALSE	FALSE
Car8	chr4	FALSE	FALSE
Gfpt1	chr6	FALSE	FALSE
Med25	chr7	FALSE	TRUE
Rpgrip1l	chr8	FALSE	FALSE
Phf3	chr1	FALSE	FALSE
Slc28a3	chr13	FALSE	FALSE
Mgam	chr6	FALSE	FALSE
Sgcg	chr14	FALSE	FALSE
Vwa5b1	chr4	FALSE	FALSE
Wnt10a	chr1	FALSE	FALSE
Inpp5b	chr4	FALSE	FALSE
Ablim3	chr18	FALSE	FALSE
Cbln3	chr14	FALSE	FALSE
Vcan	chr13	FALSE	FALSE
Prkdc	chr16	FALSE	FALSE
Hook3	chr8	FALSE	FALSE
Usp44	chr10	FALSE	TRUE
Rap1gap	chr4	FALSE	FALSE
Mtx2	chr2	FALSE	FALSE
H2-Aa	chr17	FALSE	FALSE
Olfml3	chr3	FALSE	FALSE
Tns1	chr1	FALSE	FALSE
Arfgap3	chr15	FALSE	FALSE
Pax4	chr6	FALSE	FALSE
Decr1	chr4	FALSE	TRUE
Cpne2	chr8	FALSE	FALSE
Micos10	chr4	FALSE	FALSE
Gbp3	chr3	FALSE	FALSE
Tmem132e	chr11	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Serp2	chr14	FALSE	FALSE
Cfap45	chr1	FALSE	TRUE
Rab40b	chr11	FALSE	FALSE
Etv3	chr3	FALSE	FALSE
Ift140	chr17	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Slc16a14	chr1	FALSE	FALSE
Ensa	chr3	FALSE	FALSE
Fam185a	chr5	TRUE	FALSE
Taf2	chr15	FALSE	FALSE
Ppm1h	chr10	FALSE	FALSE
Slc4a8	chr15	FALSE	FALSE
Mgarp	chr3	FALSE	FALSE
Shc3	chr13	FALSE	FALSE
Ntng1	chr3	TRUE	FALSE
Ace	chr11	FALSE	FALSE
Gab3	chrX	FALSE	FALSE
Grem2	chr1	FALSE	FALSE
Bora	chr14	TRUE	FALSE
Lrrc51	chr7	FALSE	FALSE
Nefm	chr14	FALSE	FALSE
Rbpms2	chr9	FALSE	FALSE
Sema7a	chr9	FALSE	FALSE
Adora3	chr3	FALSE	FALSE
Ccm2l	chr2	FALSE	FALSE
Cstf2	chrX	FALSE	FALSE
Kcnip2	chr19	FALSE	FALSE
Deaf1	chr7	FALSE	FALSE
Ctc1	chr11	FALSE	FALSE
Fam114a1	chr5	FALSE	FALSE
Nfatc2	chr2	FALSE	FALSE
Cyfip2	chr11	FALSE	FALSE
Hmcn1	chr1	TRUE	FALSE
Tmem44	chr16	FALSE	FALSE
Eif5b	chr1	FALSE	FALSE
Stox1	chr10	FALSE	FALSE
Camsap2	chr1	FALSE	FALSE
Slc41a3	chr6	FALSE	FALSE
Ralbp1	chr17	FALSE	FALSE
Sarm1	chr11	FALSE	FALSE
Atr	chr9	FALSE	FALSE
Ush1g	chr11	FALSE	FALSE
Macc1	chr12	FALSE	FALSE
Capn5	chr7	FALSE	FALSE
Chst7	chrX	TRUE	FALSE
Pnpla1	chr17	FALSE	FALSE
Sh3kbp1	chrX	FALSE	FALSE
Hs2st1	chr3	FALSE	TRUE
Ramp3	chr11	FALSE	FALSE
Acot3	chr12	FALSE	FALSE
Rapgef4	chr2	FALSE	FALSE
Slc18a1	chr8	FALSE	FALSE
Rasal1	chr5	FALSE	TRUE
Pfkfb2	chr1	FALSE	FALSE
Nufip2	chr11	FALSE	FALSE
Wdr41	chr13	FALSE	FALSE
Acss3	chr10	FALSE	FALSE
Ilf3	chr9	FALSE	FALSE
Cwf19l1	chr19	FALSE	FALSE
Col25a1	chr3	FALSE	FALSE
Jcad	chr18	FALSE	FALSE
Tcf7l1	chr6	FALSE	FALSE
Man2b1	chr8	FALSE	FALSE
Glrb	chr3	FALSE	FALSE
Ebf4	chr2	FALSE	FALSE
Slc25a46	chr18	FALSE	FALSE
Plekhg6	chr6	FALSE	FALSE
Irak2	chr6	FALSE	FALSE
Shmt1	chr11	FALSE	FALSE
Rnf145	chr11	FALSE	FALSE
Sik1	chr17	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Med24	chr11	FALSE	FALSE
Ctdp1	chr18	FALSE	FALSE
Dpy19l2	chr9	FALSE	FALSE
Atp6v1h	chr1	FALSE	FALSE
Ift80	chr3	FALSE	FALSE
Nxph4	chr10	FALSE	FALSE
Zbtb4	chr11	FALSE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Arhgap42	chr9	FALSE	FALSE
Ltbp2	chr12	FALSE	FALSE
Rnf180	chr13	FALSE	FALSE
Vegfa	chr17	FALSE	FALSE
Aox2	chr1	FALSE	FALSE
Ror1	chr4	TRUE	FALSE
Git2	chr5	FALSE	FALSE
Psmf1	chr2	FALSE	FALSE
Scap	chr9	FALSE	FALSE
Bcas1	chr2	FALSE	FALSE
Cryl1	chr14	FALSE	FALSE
Sfrp5	chr19	FALSE	TRUE
Mbd2	chr18	FALSE	FALSE
Tmem41a	chr16	FALSE	FALSE
Kif14	chr1	FALSE	FALSE
Sparc	chr11	FALSE	FALSE
Slc22a22	chr15	FALSE	FALSE
Srgn	chr10	FALSE	FALSE
F11r	chr1	FALSE	FALSE
Atp8b5	chr4	FALSE	FALSE
Tulp4	chr17	FALSE	FALSE
Abi3	chr11	FALSE	FALSE
Prkcq	chr2	FALSE	FALSE
Sbno2	chr10	FALSE	FALSE
Sugp1	chr8	FALSE	FALSE
Nid1	chr13	FALSE	FALSE
Nr1d2	chr14	FALSE	FALSE
Yy1	chr12	FALSE	FALSE
Cpt1a	chr19	FALSE	FALSE
Abcb7	chrX	FALSE	FALSE
Ptar1	chr19	TRUE	TRUE
G2e3	chr12	FALSE	FALSE
Dnajc5	chr2	FALSE	FALSE
Wdr33	chr18	FALSE	FALSE
Tmem52	chr4	FALSE	FALSE
Cxcl17	chr7	FALSE	FALSE
Kat7	chr11	FALSE	FALSE
Mef2b	chr8	FALSE	FALSE
Adam18	chr8	FALSE	FALSE
Rhof	chr5	FALSE	FALSE
Pam	chr1	TRUE	FALSE
Map2k1	chr9	FALSE	FALSE
Syt12	chr19	FALSE	FALSE
Zfp853	chr5	FALSE	FALSE
Dctn3	chr4	FALSE	FALSE
Spry2	chr14	TRUE	TRUE
Pros1	chr16	FALSE	TRUE
Stim1	chr7	FALSE	FALSE
Zmym2	chr14	FALSE	FALSE
Prkcd	chr14	FALSE	FALSE
Clcn1	chr6	FALSE	FALSE
Rc3h2	chr2	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Pcbp2	chr15	FALSE	FALSE
Vat1l	chr8	FALSE	FALSE
Arfip1	chr3	FALSE	FALSE
Psme4	chr11	FALSE	FALSE
Strn3	chr12	FALSE	FALSE
Ccdc85a	chr11	FALSE	FALSE
Zmiz1	chr14	FALSE	FALSE
Tfip11	chr5	FALSE	FALSE
Scamp2	chr9	FALSE	FALSE
Dnajc24	chr2	FALSE	FALSE
Galk2	chr2	FALSE	FALSE
Tiparp	chr3	TRUE	TRUE
Col6a1	chr10	FALSE	FALSE
Colgalt1	chr8	FALSE	FALSE
Rufy2	chr10	FALSE	FALSE
Acer3	chr7	FALSE	FALSE
Mboat2	chr12	FALSE	FALSE
Mfsd4a	chr1	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Ly6g6f	chr17	TRUE	FALSE
Mapk8	chr14	FALSE	TRUE
Phyhd1	chr2	FALSE	FALSE
Pitpna	chr11	FALSE	FALSE
H1f6	chr13	FALSE	FALSE
Mrc1	chr2	FALSE	FALSE
Atp6v1c2	chr12	FALSE	FALSE
Nim1k	chr13	FALSE	FALSE
Tmem229b	chr12	FALSE	FALSE
Ankmy1	chr1	FALSE	FALSE
Lgals3bp	chr11	FALSE	FALSE
Otulin	chr15	FALSE	FALSE
Lonp2	chr8	FALSE	FALSE
Sema6c	chr3	FALSE	FALSE
Lamtor1	chr7	FALSE	FALSE
Tbr1	chr2	FALSE	FALSE
Tmem38b	chr4	FALSE	FALSE
Pfkm	chr15	FALSE	FALSE
Gm20517	chr17	FALSE	FALSE
Cdkl3	chr11	FALSE	FALSE
Krt71	chr15	FALSE	FALSE
Dhh	chr15	FALSE	FALSE
Eif1	chr11	FALSE	FALSE
Pacrg	chr17	FALSE	TRUE
Snap91	chr9	FALSE	FALSE
Ctsb	chr14	FALSE	FALSE
Plag1	chr4	FALSE	FALSE
Mrpl48	chr7	FALSE	FALSE
Sec22a	chr16	FALSE	FALSE
Gpam	chr19	FALSE	FALSE
Xrcc6	chr15	FALSE	FALSE
St8sia5	chr18	FALSE	FALSE
Ctnna1	chr18	FALSE	FALSE
Htra1	chr7	FALSE	FALSE
Pdk1	chr2	TRUE	FALSE
Ankrd63	chr2	FALSE	FALSE
Ifi44l	chr3	FALSE	FALSE
Wdr95	chr5	FALSE	FALSE
Armh4	chr14	TRUE	TRUE
Zfhx2	chr14	FALSE	FALSE
Slc2a5	chr4	FALSE	FALSE
Zfyve27	chr19	FALSE	FALSE
Mib2	chr4	FALSE	FALSE
Chmp4b	chr2	FALSE	FALSE
Tmc7	chr7	FALSE	FALSE
Epo	chr5	FALSE	FALSE
Slc1a4	chr11	FALSE	FALSE
Abhd3	chr18	FALSE	FALSE
Fam107a	chr14	FALSE	FALSE
Kcnc2	chr10	FALSE	FALSE
Ift81	chr5	FALSE	FALSE
Slc13a3	chr2	FALSE	FALSE
Gm11437	chr11	FALSE	FALSE
Zc3h12c	chr9	FALSE	FALSE
Eci3	chr13	FALSE	FALSE
Mdn1	chr4	FALSE	FALSE
Bdp1	chr13	FALSE	FALSE
Piwil1	chr5	FALSE	FALSE
Zdhhc19	chr16	FALSE	FALSE
Tff3	chr17	TRUE	TRUE
C2cd3	chr7	FALSE	FALSE
Sult4a1	chr15	FALSE	FALSE
Ell2	chr13	FALSE	FALSE
Abcd3	chr3	FALSE	FALSE
Cnga3	chr1	FALSE	FALSE
Ddx46	chr13	FALSE	FALSE
Epg5	chr18	FALSE	FALSE
Cabcoco1	chr10	TRUE	FALSE
Tcf7l2	chr19	FALSE	FALSE
Rftn2	chr1	FALSE	FALSE
Cul3	chr1	FALSE	FALSE
Prokr2	chr2	FALSE	FALSE
Crebrf	chr17	FALSE	FALSE
Epha10	chr4	FALSE	FALSE
Dnajb8	chr6	FALSE	FALSE
Arsj	chr3	FALSE	FALSE
Slc30a9	chr5	FALSE	FALSE
Otog	chr7	FALSE	FALSE
Ccr9	chr9	FALSE	FALSE
Slc25a36	chr9	FALSE	FALSE
Mettl4	chr17	FALSE	FALSE
Vsx1	chr2	FALSE	FALSE
Uso1	chr5	FALSE	TRUE
Stk38l	chr6	FALSE	FALSE
Pogz	chr3	FALSE	FALSE
Map4k3	chr17	FALSE	FALSE
Alox5	chr6	FALSE	FALSE
Efhb	chr17	FALSE	FALSE
Pde6d	chr1	FALSE	FALSE
Dnah7b	chr1	FALSE	FALSE
Adam17	chr12	FALSE	FALSE
Spg11	chr2	FALSE	FALSE
Mxi1	chr19	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Ap4m1	chr5	FALSE	FALSE
Cpne9	chr6	FALSE	FALSE
Ap5m1	chr14	FALSE	FALSE
Sesn3	chr9	FALSE	FALSE
Unkl	chr17	FALSE	FALSE
Wdr72	chr9	FALSE	FALSE
Traf7	chr17	FALSE	FALSE
Eya3	chr4	FALSE	FALSE
Saal1	chr7	FALSE	FALSE
Larp1	chr11	FALSE	FALSE
Adcy10	chr1	FALSE	TRUE
Aqr	chr2	FALSE	FALSE
Ptp4a3	chr15	FALSE	FALSE
Vipr2	chr12	TRUE	FALSE
Arhgap25	chr6	FALSE	FALSE
Fbxl8	chr8	FALSE	FALSE
Socs6	chr18	FALSE	FALSE
Rab3gap2	chr1	FALSE	FALSE
Slc30a5	chr13	FALSE	FALSE
Adgra2	chr8	FALSE	FALSE
Iqch	chr9	FALSE	FALSE
Pik3r3	chr4	FALSE	FALSE
Cog2	chr8	FALSE	FALSE
Tbl1x	chrX	FALSE	FALSE
Sirt2	chr7	FALSE	FALSE
Tdrd5	chr1	FALSE	FALSE
Mcf2l	chr8	FALSE	FALSE
P3h2	chr16	FALSE	FALSE
Hectd1	chr12	FALSE	FALSE
Tubgcp3	chr8	FALSE	FALSE
Gm1123	chr9	FALSE	FALSE
Mrto4	chr4	FALSE	FALSE
Lrriq1	chr10	FALSE	FALSE
Dnah1	chr14	FALSE	FALSE
Arhgap33	chr7	FALSE	FALSE
Zfp397	chr18	FALSE	FALSE
Krt19	chr11	FALSE	FALSE
Tspan3	chr9	FALSE	FALSE
Tent2	chr13	FALSE	FALSE
Card10	chr15	FALSE	FALSE
Ppef2	chr5	FALSE	FALSE
Lrrc38	chr4	FALSE	FALSE
Cntfr	chr4	FALSE	FALSE
Pot1a	chr6	FALSE	FALSE
Herpud2	chr9	FALSE	FALSE
Cdon	chr9	FALSE	FALSE
1700069L16Rik	chr5	FALSE	FALSE
Ikzf3	chr11	FALSE	FALSE
Dgat2	chr7	FALSE	FALSE
Sympk	chr7	FALSE	FALSE
Blk	chr14	FALSE	FALSE
Nisch	chr14	FALSE	FALSE
B4galt7	chr13	FALSE	FALSE
Otoa	chr7	FALSE	FALSE
Lrpap1	chr5	FALSE	FALSE
Pcdh10	chr3	FALSE	FALSE
Cpne5	chr17	FALSE	FALSE
Wwox	chr8	TRUE	TRUE
Esyt3	chr9	FALSE	FALSE
Sh3pxd2b	chr11	FALSE	FALSE
Tpbg	chr9	FALSE	FALSE
Necab1	chr4	FALSE	TRUE
Slc15a1	chr14	FALSE	FALSE
Lama4	chr10	FALSE	FALSE
Dtwd2	chr18	FALSE	FALSE
Pcolce2	chr9	FALSE	FALSE
Hic2	chr16	FALSE	FALSE
Prnd	chr2	FALSE	FALSE
Heca	chr10	FALSE	FALSE
Lmod1	chr1	FALSE	FALSE
Slc6a20b	chr9	FALSE	FALSE
Igsf6	chr7	FALSE	FALSE
Nlgn1	chr3	FALSE	FALSE
Cry2	chr2	FALSE	FALSE
Tgif2	chr2	FALSE	FALSE
Asic4	chr1	FALSE	TRUE
Mtmr14	chr6	FALSE	FALSE
Tmem232	chr17	FALSE	FALSE
Trak2	chr1	FALSE	FALSE
Llgl2	chr11	FALSE	FALSE
Gabra1	chr11	FALSE	FALSE
Mab21l3	chr3	FALSE	FALSE
Zscan29	chr2	FALSE	FALSE
Usp15	chr10	FALSE	FALSE
Sclt1	chr3	FALSE	FALSE
Ngef	chr1	FALSE	FALSE
Ppp1r12c	chr7	FALSE	FALSE
Adam12	chr7	TRUE	FALSE
Ccdc113	chr8	FALSE	FALSE
Map3k15	chrX	FALSE	FALSE
Thsd4	chr9	FALSE	FALSE
Strc	chr2	FALSE	FALSE
Arhgap8	chr15	FALSE	FALSE
Rtp1	chr16	FALSE	FALSE
Gucy1a1	chr3	FALSE	FALSE
Ankrd10	chr8	FALSE	FALSE
Ofcc1	chr13	FALSE	FALSE
Pik3r5	chr11	FALSE	FALSE
Trem2	chr17	FALSE	FALSE
Gxylt1	chr15	FALSE	FALSE
Cd34	chr1	TRUE	FALSE
Map2k2	chr10	FALSE	FALSE
Azin2	chr4	FALSE	FALSE
Sugp2	chr8	FALSE	FALSE
Dytn	chr1	FALSE	TRUE
Bco1	chr8	FALSE	FALSE
Pik3cg	chr12	FALSE	FALSE
C8a	chr4	FALSE	TRUE
Lingo3	chr10	FALSE	FALSE
Mgrn1	chr16	FALSE	FALSE
Itgb7	chr15	FALSE	FALSE
N4bp2l2	chr5	FALSE	FALSE
Plekhh1	chr12	FALSE	FALSE
Slc37a3	chr6	FALSE	FALSE
Tm2d1	chr4	FALSE	TRUE
Sgms1	chr19	FALSE	FALSE
Stam	chr2	FALSE	FALSE
Crtc1	chr8	FALSE	FALSE
Tex52	chr6	FALSE	FALSE
Slc4a5	chr6	FALSE	FALSE
Acap2	chr16	FALSE	FALSE
Zgpat	chr2	FALSE	FALSE
Tsc2	chr17	FALSE	FALSE
Rtkn2	chr10	FALSE	FALSE
Cstad	chr2	FALSE	FALSE
Atl2	chr17	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
Aldh4a1	chr4	FALSE	FALSE
Smim15	chr13	TRUE	TRUE
Aebp2	chr6	FALSE	FALSE
Raf1	chr6	FALSE	FALSE
Ankrd26	chr6	FALSE	FALSE
Mark2	chr19	FALSE	FALSE
Vmn2r7	chr3	FALSE	FALSE
Prdm13	chr4	FALSE	FALSE
Tnfsf18	chr1	TRUE	FALSE
Ypel1	chr16	FALSE	FALSE
Cnn1	chr9	FALSE	FALSE
Prss55	chr14	TRUE	FALSE
Cep290	chr10	FALSE	FALSE
Slc16a2	chrX	FALSE	FALSE
Pald1	chr10	FALSE	FALSE
Rnf121	chr7	FALSE	FALSE
Magi1	chr6	FALSE	TRUE
Rbpj	chr5	FALSE	FALSE
Rev1	chr1	FALSE	FALSE
Nsun2	chr13	FALSE	FALSE
Pex10	chr4	FALSE	FALSE
Kif11	chr19	FALSE	FALSE
Lhx6	chr2	FALSE	FALSE
Tor1aip1	chr1	FALSE	FALSE
Smim14	chr5	FALSE	FALSE
Fscn2	chr11	FALSE	FALSE
Ide	chr19	FALSE	FALSE
Zfp451	chr1	FALSE	FALSE
C6	chr15	TRUE	TRUE
Tgfbi	chr13	FALSE	FALSE
Sumf1	chr6	FALSE	FALSE
Rwdd3	chr3	TRUE	TRUE
Ube2ql1	chr13	FALSE	FALSE
Prpf18	chr2	FALSE	FALSE
Abcb1b	chr5	FALSE	FALSE
Marchf3	chr18	TRUE	TRUE
Tdrd12	chr7	FALSE	FALSE
Sptbn5	chr2	FALSE	FALSE
Tbce	chr13	FALSE	FALSE
Ndst3	chr3	FALSE	FALSE
Cep57l1	chr10	FALSE	FALSE
Alx3	chr3	FALSE	FALSE
Alg9	chr9	FALSE	FALSE
Rab5c	chr11	FALSE	FALSE
Supt20	chr3	FALSE	FALSE
Ints3	chr3	FALSE	FALSE
Zfp599	chr9	FALSE	FALSE
Car10	chr11	FALSE	FALSE
Trrap	chr5	FALSE	FALSE
Phf8	chrX	FALSE	FALSE
Npl	chr1	FALSE	FALSE
Ppme1	chr7	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Rhbg	chr3	FALSE	FALSE
Adcy6	chr15	FALSE	FALSE
Tmc6	chr11	FALSE	FALSE
Kcnip3	chr2	FALSE	FALSE
Fubp3	chr2	FALSE	FALSE
Dhrs1	chr14	FALSE	FALSE
Snx9	chr17	FALSE	FALSE
Prkcg	chr7	FALSE	FALSE
Bend7	chr2	FALSE	FALSE
Vav3	chr3	FALSE	FALSE
Sostdc1	chr12	FALSE	FALSE
Glis1	chr4	FALSE	FALSE
Pkdcc	chr17	FALSE	FALSE
Pdzrn4	chr15	FALSE	FALSE
Nfe2l3	chr6	FALSE	FALSE
Basp1	chr15	TRUE	TRUE
Cd302	chr2	FALSE	FALSE
Slc25a10	chr11	FALSE	FALSE
Tulp3	chr6	FALSE	FALSE
Clptm1	chr7	FALSE	FALSE
Pgap2	chr7	FALSE	FALSE
Ggcx	chr6	FALSE	FALSE
Hsbp1l1	chr18	FALSE	FALSE
Col4a2	chr8	FALSE	FALSE
Plekha8	chr6	FALSE	FALSE
U2af2	chr7	FALSE	FALSE
Csf1r	chr18	FALSE	FALSE
Mpzl1	chr1	TRUE	TRUE
Med30	chr15	TRUE	FALSE
Cep170	chr1	FALSE	FALSE
Prkn	chr17	TRUE	TRUE
Lyl1	chr8	FALSE	FALSE
Nexmif	chrX	FALSE	FALSE
Rnf187	chr11	FALSE	FALSE
Polq	chr16	TRUE	FALSE
Ube2n	chr10	FALSE	FALSE
Zswim7	chr11	FALSE	FALSE
Fam193a	chr5	FALSE	FALSE
Dock8	chr19	FALSE	FALSE
Glcci1	chr6	FALSE	FALSE
Gbp5	chr3	FALSE	FALSE
Usp3	chr9	FALSE	FALSE
Spata1	chr3	FALSE	FALSE
Kdm3a	chr6	FALSE	FALSE
Lims2	chr18	FALSE	FALSE
Pten	chr19	FALSE	FALSE
Pak3	chrX	FALSE	FALSE
Zfp346	chr13	FALSE	FALSE
Gabrp	chr11	FALSE	FALSE
Hgf	chr5	FALSE	FALSE
Marchf7	chr2	FALSE	FALSE
Insrr	chr3	FALSE	FALSE
Trf	chr9	FALSE	FALSE
L3mbtl2	chr15	FALSE	FALSE
Enpep	chr3	FALSE	FALSE
Kcnh2	chr5	FALSE	FALSE
Cfap43	chr19	FALSE	FALSE
Slc25a15	chr8	FALSE	FALSE
Map7d2	chrX	FALSE	FALSE
Ppp4r1	chr17	FALSE	FALSE
Itih4	chr14	FALSE	FALSE
Mical3	chr6	FALSE	FALSE
Etnk1	chr6	FALSE	FALSE
Gbx1	chr5	FALSE	FALSE
Fbxw2	chr2	FALSE	FALSE
Xrn1	chr9	FALSE	FALSE
Fcrl5	chr3	FALSE	FALSE
Tbc1d9b	chr11	FALSE	FALSE
Pcdhac1	chr18	FALSE	FALSE
Rab8b	chr9	FALSE	FALSE
Lypd6b	chr2	FALSE	FALSE
Hmg20a	chr9	FALSE	FALSE
Calb2	chr8	TRUE	FALSE
Tent4b	chr8	FALSE	FALSE
Adamts16	chr13	TRUE	FALSE
Wdr89	chr12	FALSE	FALSE
Thada	chr17	FALSE	FALSE
Aqp7	chr4	FALSE	FALSE
Ccdc149	chr5	FALSE	FALSE
Soat1	chr1	FALSE	FALSE
Aldh1l2	chr10	FALSE	FALSE
Gpr176	chr2	FALSE	TRUE
Shoc2	chr19	FALSE	FALSE
Ythdc2	chr18	FALSE	FALSE
Edem3	chr1	FALSE	FALSE
Fbxl4	chr4	FALSE	FALSE
Bcl11a	chr11	TRUE	FALSE
Adgra3	chr5	FALSE	FALSE
Aplp2	chr9	FALSE	FALSE
Tnfrsf8	chr4	FALSE	FALSE
Ermp1	chr19	FALSE	FALSE
Tgs1	chr4	FALSE	FALSE
Emc2	chr15	FALSE	FALSE
Nell2	chr15	FALSE	FALSE
