gene_name	chr	K119ub_up	MeCP2_up
Dtd1	chr2	TRUE	FALSE
Rph3a	chr5	FALSE	FALSE
Marchf10	chr11	FALSE	FALSE
Fgf5	chr5	TRUE	FALSE
Dok7	chr5	FALSE	FALSE
Rell1	chr5	TRUE	FALSE
D7Ertd443e	chr7	TRUE	TRUE
Zhx2	chr15	TRUE	TRUE
Hcn4	chr9	FALSE	FALSE
Spata13	chr14	TRUE	FALSE
Slit2	chr5	FALSE	FALSE
Ulk4	chr9	FALSE	FALSE
Ank2	chr3	TRUE	FALSE
Acaca	chr11	FALSE	FALSE
Hs3st5	chr10	TRUE	FALSE
Clasp1	chr1	FALSE	FALSE
Nckap5	chr1	TRUE	FALSE
Rai1	chr11	FALSE	FALSE
Aldh1l1	chr6	TRUE	FALSE
9130401M01Rik	chr15	TRUE	TRUE
4930447A16Rik	chr15	TRUE	FALSE
Mast2	chr4	FALSE	FALSE
Nars2	chr7	FALSE	TRUE
Smpd3	chr8	TRUE	FALSE
Dnah8	chr17	FALSE	FALSE
Kdm4c	chr4	FALSE	FALSE
Pitpnm2	chr5	FALSE	FALSE
Dlg2	chr7	TRUE	FALSE
Eva1c	chr16	FALSE	FALSE
Casz1	chr4	FALSE	FALSE
Ankef1	chr2	TRUE	FALSE
Fam81b	chr13	TRUE	TRUE
Vwc2l	chr1	TRUE	TRUE
Tbc1d14	chr5	TRUE	FALSE
Ubac2	chr14	FALSE	FALSE
Sardh	chr2	TRUE	FALSE
Chn1	chr2	FALSE	TRUE
Ppp2r5e	chr12	TRUE	FALSE
Hlcs	chr16	TRUE	FALSE
Caln1	chr5	TRUE	TRUE
Arhgap12	chr18	TRUE	FALSE
Stk32c	chr7	FALSE	TRUE
Elavl2	chr4	TRUE	FALSE
Pde3b	chr7	FALSE	FALSE
Chrdl2	chr7	TRUE	FALSE
Phactr1	chr13	TRUE	FALSE
Gng12	chr6	TRUE	TRUE
Egfr	chr11	FALSE	TRUE
Fyn	chr10	TRUE	FALSE
Rfx3	chr19	TRUE	FALSE
Rbfox3	chr11	FALSE	FALSE
Lgr4	chr2	TRUE	FALSE
Cdh2	chr18	TRUE	FALSE
Upf2	chr2	TRUE	FALSE
Dhx32	chr7	TRUE	TRUE
Fbxl17	chr17	TRUE	FALSE
Tunar	chr12	FALSE	FALSE
Epha4	chr1	FALSE	FALSE
Dscam	chr16	TRUE	FALSE
Tmem108	chr9	FALSE	FALSE
Invs	chr4	FALSE	FALSE
Ttc3	chr16	FALSE	FALSE
Mta3	chr17	FALSE	TRUE
Septin9	chr11	FALSE	FALSE
Ablim1	chr19	FALSE	FALSE
Luzp1	chr4	FALSE	FALSE
Tlk2	chr11	FALSE	FALSE
Edar	chr10	TRUE	FALSE
Wnt4	chr4	FALSE	FALSE
Lrrc20	chr10	FALSE	FALSE
Lurap1l	chr4	TRUE	TRUE
Clpb	chr7	FALSE	FALSE
St6gal1	chr16	FALSE	TRUE
Ebag9	chr15	TRUE	FALSE
CK137956	chr4	FALSE	FALSE
Stxbp4	chr11	FALSE	FALSE
Rasal2	chr1	TRUE	FALSE
Oprl1	chr2	TRUE	TRUE
Myo18a	chr11	FALSE	FALSE
Fgd5	chr6	FALSE	FALSE
P4ha2	chr11	TRUE	FALSE
Lrrfip1	chr1	FALSE	FALSE
Coro2b	chr9	FALSE	TRUE
Ccdc13	chr9	TRUE	FALSE
Map4	chr9	TRUE	TRUE
Adcy7	chr8	FALSE	FALSE
Lrch1	chr14	TRUE	FALSE
Podn	chr4	FALSE	FALSE
Rgs9	chr11	FALSE	FALSE
Plcl1	chr1	TRUE	FALSE
Gpr68	chr12	TRUE	FALSE
Mtfr1	chr3	TRUE	FALSE
Daam1	chr12	TRUE	FALSE
Arhgef17	chr7	FALSE	FALSE
Shank1	chr7	FALSE	FALSE
Calcoco1	chr15	FALSE	FALSE
Otud7a	chr7	TRUE	TRUE
Sirpa	chr2	FALSE	TRUE
Upp1	chr11	TRUE	FALSE
Itgb1bp1	chr12	TRUE	FALSE
Ttll5	chr12	TRUE	FALSE
Kcnj3	chr2	TRUE	TRUE
Nwd2	chr5	FALSE	TRUE
Ube2o	chr11	FALSE	FALSE
Myo1e	chr9	FALSE	FALSE
Rps6kc1	chr1	FALSE	TRUE
Klf7	chr1	TRUE	TRUE
Zfp532	chr18	TRUE	FALSE
Slc9a2	chr1	FALSE	FALSE
Ppargc1b	chr18	TRUE	FALSE
Add2	chr6	FALSE	FALSE
Vash2	chr1	TRUE	FALSE
Deptor	chr15	FALSE	FALSE
Slc22a14	chr9	TRUE	FALSE
Dnajb6	chr5	FALSE	FALSE
Tbc1d2	chr4	TRUE	FALSE
Ssbp2	chr13	TRUE	FALSE
Kcnab2	chr4	FALSE	FALSE
Antxr2	chr5	TRUE	TRUE
Scai	chr2	FALSE	FALSE
Susd4	chr1	TRUE	FALSE
Tmem144	chr3	TRUE	TRUE
Aak1	chr6	FALSE	FALSE
Il17rd	chr14	FALSE	TRUE
Arid1b	chr17	TRUE	TRUE
Sema4d	chr13	FALSE	FALSE
Lrrc1	chr9	TRUE	TRUE
Meis1	chr11	FALSE	TRUE
Setbp1	chr18	TRUE	FALSE
Fmnl2	chr2	TRUE	TRUE
Rnf220	chr4	FALSE	FALSE
Phlpp1	chr1	TRUE	FALSE
Robo1	chr16	FALSE	FALSE
Camk2b	chr11	FALSE	FALSE
Kirrel3	chr9	TRUE	FALSE
Ate1	chr7	FALSE	FALSE
Spsb1	chr4	FALSE	TRUE
Qsox1	chr1	TRUE	FALSE
Ptprf	chr4	FALSE	FALSE
Zfp609	chr9	FALSE	FALSE
Fut8	chr12	TRUE	TRUE
Chd7	chr4	FALSE	TRUE
Metap1d	chr2	TRUE	FALSE
Fez2	chr17	TRUE	TRUE
Myrfl	chr10	TRUE	FALSE
Smg6	chr11	FALSE	TRUE
Cradd	chr10	TRUE	FALSE
Pik3c2b	chr1	FALSE	FALSE
Pik3ca	chr3	FALSE	FALSE
Bhmt	chr13	TRUE	TRUE
Tcerg1l	chr7	FALSE	FALSE
Map7	chr10	TRUE	FALSE
Pkia	chr3	TRUE	FALSE
Kidins220	chr12	FALSE	TRUE
Stxbp5	chr10	FALSE	FALSE
Smarcd3	chr5	TRUE	TRUE
Cyth4	chr15	FALSE	FALSE
Sh3gl2	chr4	TRUE	FALSE
Yipf7	chr5	TRUE	FALSE
Scarb2	chr5	FALSE	FALSE
Ubr4	chr4	FALSE	TRUE
Vasn	chr16	FALSE	FALSE
Sorcs2	chr5	FALSE	FALSE
Tmcc3	chr10	TRUE	FALSE
Lonrf2	chr1	FALSE	FALSE
Ccnk	chr12	FALSE	FALSE
Cnksr2	chrX	FALSE	FALSE
Pawr	chr10	FALSE	FALSE
Osbpl9	chr4	FALSE	FALSE
Atp11a	chr8	FALSE	FALSE
Crppa	chr12	FALSE	FALSE
Zfhx4	chr3	FALSE	FALSE
Bicd1	chr6	TRUE	FALSE
Fam120a	chr13	FALSE	FALSE
Scg2	chr1	TRUE	TRUE
Scube1	chr15	FALSE	FALSE
Fam222a	chr5	FALSE	TRUE
Rerg	chr6	TRUE	TRUE
Ttll7	chr3	FALSE	TRUE
Adamts17	chr7	FALSE	TRUE
Upp2	chr2	TRUE	TRUE
Disp3	chr4	FALSE	FALSE
Jhy	chr9	FALSE	TRUE
Zic3	chrX	TRUE	FALSE
Syne2	chr12	TRUE	TRUE
Chn2	chr6	FALSE	FALSE
Thsd7b	chr1	TRUE	FALSE
Kcnb1	chr2	FALSE	FALSE
Ptk2b	chr14	TRUE	TRUE
Pde3a	chr6	TRUE	TRUE
Helz	chr11	FALSE	FALSE
Cdc42se2	chr11	FALSE	FALSE
Gnao1	chr8	FALSE	FALSE
Homer2	chr7	TRUE	FALSE
Adam23	chr1	FALSE	FALSE
Rab3b	chr4	FALSE	FALSE
Kif26b	chr1	TRUE	FALSE
Sptbn1	chr11	TRUE	FALSE
Hecw1	chr13	TRUE	FALSE
Smarca4	chr9	FALSE	FALSE
Ophn1	chrX	FALSE	FALSE
Nav2	chr7	TRUE	FALSE
Rgs12	chr5	FALSE	FALSE
Nr4a2	chr2	TRUE	TRUE
Sap30	chr8	TRUE	FALSE
Gsk3b	chr16	FALSE	FALSE
Gnptab	chr10	FALSE	FALSE
Macroh2a1	chr13	FALSE	FALSE
Ralgapa1	chr12	FALSE	FALSE
Camk2a	chr18	FALSE	FALSE
Dcp1b	chr6	FALSE	FALSE
Macrod2	chr2	TRUE	TRUE
C1qtnf1	chr11	FALSE	FALSE
Ola1	chr2	TRUE	FALSE
Slc4a10	chr2	TRUE	FALSE
Bfsp2	chr9	FALSE	FALSE
Dnm2	chr9	FALSE	FALSE
Rybp	chr6	TRUE	FALSE
Cdh13	chr8	TRUE	TRUE
Ptpru	chr4	FALSE	FALSE
Grip2	chr6	FALSE	TRUE
Ccser1	chr6	TRUE	TRUE
Cadm1	chr9	FALSE	FALSE
Ilrun	chr17	FALSE	FALSE
Akap12	chr10	TRUE	FALSE
Arpp21	chr9	FALSE	TRUE
Dcstamp	chr15	TRUE	TRUE
Slc1a3	chr15	TRUE	FALSE
Fntb	chr12	TRUE	TRUE
Phldb1	chr9	FALSE	TRUE
Ovol2	chr2	TRUE	TRUE
AW554918	chr18	TRUE	FALSE
Esyt2	chr12	FALSE	FALSE
Nxpe4	chr9	TRUE	TRUE
Enkur	chr2	TRUE	TRUE
Loxhd1	chr18	FALSE	FALSE
Itga5	chr15	TRUE	FALSE
Tet2	chr3	TRUE	FALSE
Kcnh1	chr1	TRUE	FALSE
Gzmn	chr14	TRUE	TRUE
Atp9a	chr2	FALSE	FALSE
Insr	chr8	FALSE	FALSE
Cd200r3	chr16	TRUE	TRUE
Ttc23	chr7	FALSE	TRUE
Icos	chr1	TRUE	TRUE
Carmil1	chr13	TRUE	TRUE
Lmntd1	chr6	TRUE	TRUE
Lpin1	chr12	TRUE	FALSE
Slc7a14	chr3	TRUE	FALSE
Dtnb	chr12	TRUE	TRUE
Nin	chr12	FALSE	FALSE
Pax8	chr2	FALSE	FALSE
Rgs17	chr10	TRUE	FALSE
Usp18	chr6	FALSE	FALSE
Camkmt	chr17	FALSE	TRUE
Ccdc88c	chr12	TRUE	FALSE
Prkg1	chr19	FALSE	TRUE
Lhx3	chr2	FALSE	FALSE
Nphp1	chr2	TRUE	TRUE
Actn1	chr12	FALSE	FALSE
Myh13	chr11	TRUE	TRUE
Wdfy3	chr5	FALSE	TRUE
Tsc22d1	chr14	TRUE	FALSE
App	chr16	TRUE	FALSE
Il20rb	chr9	TRUE	FALSE
Fry	chr5	FALSE	FALSE
Wwc2	chr8	FALSE	FALSE
Bmp6	chr13	FALSE	FALSE
Fam169a	chr13	TRUE	TRUE
Src	chr2	FALSE	TRUE
Map3k4	chr17	FALSE	FALSE
Nup188	chr2	FALSE	FALSE
Large1	chr8	TRUE	FALSE
Plbd2	chr5	FALSE	FALSE
Bmpr1b	chr3	FALSE	FALSE
Sptbn4	chr7	FALSE	TRUE
Glp1r	chr17	FALSE	FALSE
Pde8a	chr7	FALSE	FALSE
Pou2f1	chr1	TRUE	FALSE
Ppm1e	chr11	FALSE	FALSE
Shroom3	chr5	TRUE	TRUE
Sdc3	chr4	FALSE	FALSE
Cacna1a	chr8	FALSE	FALSE
Sel1l3	chr5	TRUE	TRUE
Alpl	chr4	FALSE	FALSE
Schip1	chr3	TRUE	FALSE
Bnip5	chr17	FALSE	FALSE
Adgrb2	chr4	FALSE	FALSE
Ppp2r5c	chr12	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Bnc1	chr7	FALSE	FALSE
Arhgap44	chr11	FALSE	TRUE
Kyat3	chr3	TRUE	FALSE
Eda	chrX	FALSE	FALSE
Kcnk13	chr12	TRUE	FALSE
Baiap2	chr11	FALSE	TRUE
Kdm4b	chr17	FALSE	FALSE
Ube2w	chr1	FALSE	TRUE
Mcph1	chr8	FALSE	FALSE
Lrch3	chr16	FALSE	FALSE
Oxsr1	chr9	FALSE	FALSE
Ppa2	chr3	FALSE	FALSE
Gsap	chr5	TRUE	FALSE
Paqr5	chr9	FALSE	FALSE
Cachd1	chr4	FALSE	FALSE
Ppp1r13b	chr12	FALSE	FALSE
F13a1	chr13	FALSE	TRUE
Plxna2	chr1	TRUE	TRUE
Jak1	chr4	TRUE	FALSE
Slc39a10	chr1	TRUE	FALSE
Mrps9	chr1	TRUE	FALSE
Nrxn2	chr19	FALSE	FALSE
Clmn	chr12	TRUE	FALSE
Ankrd44	chr1	TRUE	FALSE
Auh	chr13	TRUE	FALSE
Mical2	chr7	FALSE	TRUE
Wnk2	chr13	FALSE	FALSE
Gsn	chr2	FALSE	TRUE
Iffo2	chr4	FALSE	FALSE
Srbd1	chr17	FALSE	FALSE
Klf12	chr14	TRUE	FALSE
Vdr	chr15	FALSE	FALSE
Btbd7	chr12	FALSE	TRUE
Rsph14	chr10	TRUE	FALSE
Sptlc2	chr12	FALSE	FALSE
Mdga2	chr12	TRUE	FALSE
Adarb1	chr10	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Klf3	chr5	TRUE	FALSE
Trub1	chr19	TRUE	FALSE
Dgkg	chr16	FALSE	TRUE
Lin7a	chr10	TRUE	FALSE
Ism1	chr2	FALSE	FALSE
Glra2	chrX	TRUE	TRUE
Aftph	chr11	FALSE	FALSE
Tet3	chr6	TRUE	FALSE
Kiz	chr2	TRUE	FALSE
Pias1	chr9	FALSE	FALSE
Paqr8	chr1	TRUE	TRUE
Eri3	chr4	FALSE	TRUE
Brd4	chr17	FALSE	FALSE
Tmem61	chr4	FALSE	FALSE
Adgrv1	chr13	FALSE	TRUE
Myo1b	chr1	FALSE	FALSE
Scarb1	chr5	FALSE	FALSE
Sh3tc2	chr18	FALSE	FALSE
Mctp2	chr7	FALSE	TRUE
Irx5	chr8	FALSE	FALSE
Nbas	chr12	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
a	chr2	FALSE	FALSE
Msh3	chr13	FALSE	FALSE
Cers4	chr8	FALSE	FALSE
Papola	chr12	FALSE	FALSE
Smurf1	chr5	FALSE	FALSE
Lgr6	chr1	FALSE	FALSE
Tbcd	chr11	FALSE	FALSE
Scmh1	chr4	FALSE	TRUE
Umodl1	chr17	FALSE	TRUE
4930523C07Rik	chr1	TRUE	TRUE
Ly6g6d	chr17	TRUE	TRUE
Ccn4	chr15	FALSE	FALSE
Apba1	chr19	TRUE	FALSE
Mapt	chr11	FALSE	FALSE
Pepd	chr7	FALSE	FALSE
Prep	chr10	TRUE	FALSE
Il4ra	chr7	FALSE	FALSE
Sema4b	chr7	FALSE	FALSE
Cfap221	chr1	FALSE	FALSE
Man1c1	chr4	FALSE	TRUE
Aox1	chr1	TRUE	TRUE
Arvcf	chr16	TRUE	FALSE
Vps8	chr16	FALSE	TRUE
Phyhipl	chr10	TRUE	FALSE
Angel1	chr12	TRUE	TRUE
Chdh	chr14	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Pkn2	chr3	FALSE	FALSE
Fer1l5	chr1	FALSE	FALSE
Prr5	chr15	FALSE	FALSE
Vit	chr17	TRUE	FALSE
Fam78b	chr1	TRUE	FALSE
Ap1g1	chr8	FALSE	FALSE
Atp2b4	chr1	FALSE	FALSE
Acvr2a	chr2	TRUE	FALSE
Wdr70	chr15	TRUE	FALSE
Slc2a13	chr15	TRUE	FALSE
Tnfrsf19	chr14	FALSE	FALSE
Emsy	chr7	FALSE	FALSE
Xpr1	chr1	TRUE	FALSE
Hhat	chr1	TRUE	FALSE
Unc5c	chr3	TRUE	FALSE
Lmbr1	chr5	FALSE	FALSE
Scn3a	chr2	FALSE	FALSE
Galnt3	chr2	FALSE	TRUE
Me1	chr9	FALSE	FALSE
Smarca2	chr19	TRUE	TRUE
Iqsec3	chr6	FALSE	TRUE
Bcat1	chr6	TRUE	TRUE
Arl4a	chr12	TRUE	TRUE
Srrm4	chr5	FALSE	FALSE
Nhs	chrX	TRUE	FALSE
Arfgef2	chr2	FALSE	FALSE
7530416G11Rik	chr15	FALSE	FALSE
Dop1b	chr16	TRUE	FALSE
Slitrk2	chrX	TRUE	TRUE
Grm1	chr10	TRUE	TRUE
Emid1	chr11	TRUE	TRUE
Lrrfip2	chr9	FALSE	FALSE
Dach1	chr14	TRUE	TRUE
Epb41l3	chr17	TRUE	TRUE
Atf7	chr15	TRUE	TRUE
Pcdh15	chr10	TRUE	FALSE
Atp9b	chr18	FALSE	FALSE
Dnmbp	chr19	TRUE	FALSE
Sox6	chr7	TRUE	TRUE
Ppfibp2	chr7	FALSE	FALSE
Stim2	chr5	TRUE	FALSE
Txndc16	chr14	FALSE	FALSE
Rnf213	chr11	FALSE	FALSE
Dpt	chr1	TRUE	TRUE
Retreg1	chr15	TRUE	TRUE
Pik3cb	chr9	FALSE	FALSE
Rgs20	chr1	TRUE	FALSE
Bckdhb	chr9	TRUE	FALSE
Eipr1	chr12	FALSE	TRUE
Gan	chr8	FALSE	FALSE
Tmco4	chr4	FALSE	FALSE
Nsd3	chr8	FALSE	FALSE
Ralyl	chr3	TRUE	TRUE
Pde7b	chr10	FALSE	FALSE
Slc23a2	chr2	FALSE	FALSE
Fcho2	chr13	FALSE	FALSE
Vangl1	chr3	FALSE	FALSE
Pld1	chr3	FALSE	FALSE
Cobll1	chr2	TRUE	TRUE
Tmem163	chr1	TRUE	FALSE
Cpeb1	chr7	FALSE	FALSE
Txnl4b	chr8	TRUE	FALSE
Ret	chr6	FALSE	FALSE
Nrf1	chr6	FALSE	FALSE
Lmo1	chr7	TRUE	FALSE
Cacnb2	chr2	FALSE	FALSE
Ttc29	chr8	TRUE	FALSE
Aktip	chr8	FALSE	FALSE
Fgf12	chr16	TRUE	FALSE
Sik2	chr9	TRUE	FALSE
Exph5	chr9	TRUE	TRUE
Egflam	chr15	FALSE	FALSE
Trim36	chr18	TRUE	FALSE
Ikbkb	chr8	FALSE	FALSE
Btbd8	chr5	TRUE	FALSE
Sorl1	chr9	FALSE	TRUE
Ninj2	chr6	TRUE	FALSE
Tenm3	chr8	FALSE	TRUE
Usp7	chr16	FALSE	FALSE
Fbxw11	chr11	FALSE	FALSE
Diaph3	chr14	FALSE	TRUE
Colgalt2	chr1	FALSE	FALSE
Ccar2	chr14	FALSE	FALSE
Kdm6a	chrX	TRUE	FALSE
Fars2	chr13	TRUE	TRUE
Taf3	chr2	TRUE	FALSE
Abcc8	chr7	FALSE	FALSE
Grid2ip	chr5	TRUE	FALSE
Itsn2	chr12	FALSE	TRUE
Pms1	chr1	TRUE	TRUE
Tenm4	chr7	TRUE	TRUE
Bicra	chr7	FALSE	FALSE
Myh10	chr11	FALSE	FALSE
Setd2	chr9	FALSE	FALSE
Kcnma1	chr14	TRUE	FALSE
Atad2b	chr12	FALSE	FALSE
E130308A19Rik	chr4	TRUE	TRUE
Lnpk	chr2	TRUE	FALSE
Olfml2b	chr1	TRUE	FALSE
Rgma	chr7	TRUE	FALSE
Vstm2l	chr2	FALSE	FALSE
Adck1	chr12	FALSE	TRUE
Vps13a	chr19	FALSE	FALSE
Th	chr7	FALSE	FALSE
Arid2	chr15	FALSE	FALSE
Rhbdl3	chr11	FALSE	TRUE
Stxbp5l	chr16	TRUE	FALSE
Abca13	chr11	FALSE	TRUE
Tab3	chrX	TRUE	FALSE
Exoc3l	chr8	TRUE	TRUE
Btaf1	chr19	FALSE	FALSE
Tmtc1	chr6	FALSE	FALSE
Ano5	chr7	FALSE	FALSE
Raph1	chr1	TRUE	FALSE
Pla2g5	chr4	FALSE	FALSE
Sema3f	chr9	FALSE	FALSE
Slco2a1	chr9	TRUE	FALSE
Trim9	chr12	FALSE	FALSE
Medag	chr5	TRUE	FALSE
Dock10	chr1	FALSE	FALSE
Kank1	chr19	TRUE	FALSE
Map6	chr7	FALSE	FALSE
Myo16	chr8	TRUE	TRUE
Zfp385c	chr11	FALSE	TRUE
Elovl7	chr13	TRUE	FALSE
Ern1	chr11	FALSE	FALSE
Notch1	chr2	FALSE	FALSE
Greb1l	chr18	FALSE	FALSE
Fbxw7	chr3	TRUE	FALSE
Thbs2	chr17	TRUE	TRUE
Pank1	chr19	TRUE	FALSE
Mlph	chr1	FALSE	FALSE
Prdm11	chr2	TRUE	FALSE
Setd3	chr12	FALSE	FALSE
2900026A02Rik	chr5	FALSE	FALSE
Atf3	chr1	TRUE	FALSE
Srgap1	chr10	TRUE	TRUE
Sms	chrX	TRUE	TRUE
Clic6	chr16	FALSE	FALSE
Fnip2	chr3	TRUE	TRUE
Map2k6	chr11	TRUE	FALSE
Ptprc	chr1	FALSE	FALSE
Nfam1	chr15	FALSE	FALSE
Hmga2	chr10	FALSE	TRUE
Il1r1	chr1	FALSE	FALSE
Ccdc167	chr17	FALSE	TRUE
Pyroxd2	chr19	TRUE	FALSE
Wnk1	chr6	FALSE	FALSE
Dock4	chr12	TRUE	FALSE
Wipf2	chr11	FALSE	TRUE
Ostf1	chr19	TRUE	FALSE
6430548M08Rik	chr8	FALSE	FALSE
Trim24	chr6	FALSE	FALSE
Wbp1l	chr19	FALSE	TRUE
Ino80d	chr1	TRUE	TRUE
Arl15	chr13	TRUE	FALSE
Clip4	chr17	TRUE	FALSE
Slc29a3	chr10	FALSE	FALSE
Cenpp	chr13	FALSE	FALSE
Epb41l2	chr10	FALSE	TRUE
Kifc3	chr8	FALSE	FALSE
Stox2	chr8	TRUE	FALSE
Kntc1	chr5	FALSE	FALSE
Fbxw8	chr5	FALSE	TRUE
Slmap	chr14	FALSE	FALSE
Nedd9	chr13	FALSE	FALSE
Rbm19	chr5	TRUE	TRUE
Rpn2	chr2	FALSE	FALSE
Lifr	chr15	TRUE	FALSE
Tll2	chr19	FALSE	FALSE
Hhip	chr8	TRUE	TRUE
Lclat1	chr17	FALSE	FALSE
Lrp12	chr15	TRUE	FALSE
Brf1	chr12	FALSE	FALSE
Lrrc55	chr2	TRUE	TRUE
Tmem245	chr4	TRUE	TRUE
Rnf115	chr3	FALSE	FALSE
Srsf4	chr4	FALSE	FALSE
Oxsm	chr14	TRUE	FALSE
Nudt14	chr12	TRUE	FALSE
Ehbp1	chr11	TRUE	TRUE
Atp2b1	chr10	FALSE	FALSE
Sphkap	chr1	FALSE	FALSE
Dpysl3	chr18	TRUE	FALSE
Adam28	chr14	FALSE	TRUE
D5Ertd579e	chr5	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Pakap	chr4	TRUE	FALSE
Dicer1	chr12	FALSE	TRUE
Tesk2	chr4	TRUE	FALSE
Atxn7	chr14	TRUE	FALSE
Gja5	chr3	TRUE	TRUE
Tmem236	chr2	TRUE	TRUE
Pcx	chr19	FALSE	FALSE
Ehd4	chr2	FALSE	FALSE
Tnfsf11	chr14	TRUE	FALSE
Plekhg1	chr10	FALSE	TRUE
Spag9	chr11	FALSE	FALSE
Phf21b	chr15	FALSE	FALSE
Nalcn	chr14	TRUE	TRUE
Stra6	chr9	TRUE	FALSE
Tbc1d12	chr19	TRUE	FALSE
Grap	chr11	FALSE	FALSE
Foxj3	chr4	FALSE	FALSE
Ptpn1	chr2	FALSE	TRUE
Osbp2	chr11	FALSE	FALSE
Chst3	chr10	TRUE	FALSE
Uri1	chr7	TRUE	TRUE
Hydin	chr8	TRUE	FALSE
Cd6	chr19	TRUE	FALSE
Cldn14	chr16	FALSE	FALSE
Slc66a2	chr18	TRUE	FALSE
Pdgfra	chr5	TRUE	FALSE
Gigyf2	chr1	FALSE	FALSE
L3mbtl3	chr10	FALSE	FALSE
Farp2	chr1	FALSE	FALSE
Cit	chr5	FALSE	FALSE
Acvr1b	chr15	FALSE	FALSE
Klhdc10	chr6	TRUE	FALSE
Xpo6	chr7	FALSE	TRUE
Gcn1	chr5	FALSE	FALSE
Arhgef26	chr3	FALSE	FALSE
Zfp236	chr18	FALSE	FALSE
Arhgef19	chr4	FALSE	FALSE
Mtap	chr4	TRUE	TRUE
Gnaz	chr10	TRUE	TRUE
Bdnf	chr2	TRUE	FALSE
Ogdh	chr11	FALSE	TRUE
Ext1	chr15	TRUE	TRUE
Manea	chr4	TRUE	TRUE
Ankrd12	chr17	FALSE	FALSE
Smad1	chr8	TRUE	FALSE
Chd2	chr7	FALSE	FALSE
Mob2	chr7	FALSE	FALSE
Col11a2	chr17	FALSE	FALSE
Igsf10	chr3	TRUE	TRUE
Tshz3	chr7	FALSE	FALSE
Atp8b4	chr2	FALSE	TRUE
Smap2	chr4	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Zfp523	chr17	FALSE	TRUE
Dnajc6	chr4	FALSE	FALSE
Glra1	chr11	FALSE	FALSE
Ube2k	chr5	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Hmgb1	chr5	FALSE	FALSE
Tnfaip8	chr18	TRUE	FALSE
Acsl6	chr11	FALSE	FALSE
Slc26a7	chr4	FALSE	TRUE
Mef2a	chr7	FALSE	FALSE
Mb21d2	chr16	TRUE	TRUE
Ric1	chr19	FALSE	FALSE
Dennd3	chr15	TRUE	FALSE
Ano4	chr10	FALSE	FALSE
Ccdc6	chr10	TRUE	FALSE
Mgat4a	chr1	FALSE	TRUE
Mrps28	chr3	TRUE	FALSE
Pip4k2a	chr2	TRUE	FALSE
Wwc1	chr11	FALSE	FALSE
Garem1	chr18	TRUE	FALSE
A930004D18Rik	chr2	TRUE	TRUE
Ank	chr15	FALSE	FALSE
Pde4a	chr9	TRUE	TRUE
Gna14	chr19	FALSE	TRUE
Zfp638	chr6	FALSE	FALSE
Hipk3	chr2	TRUE	FALSE
Ranbp17	chr11	TRUE	TRUE
Rfx2	chr17	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Ankfn1	chr11	FALSE	FALSE
Fmnl3	chr15	FALSE	FALSE
Zcchc17	chr4	FALSE	FALSE
Fkbp5	chr17	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Scnn1a	chr6	FALSE	FALSE
Rras2	chr7	TRUE	FALSE
Slc45a3	chr1	FALSE	FALSE
Slc7a1	chr5	FALSE	FALSE
Aim2	chr1	TRUE	FALSE
Apc	chr18	FALSE	FALSE
Cdh22	chr2	FALSE	FALSE
Phactr2	chr10	FALSE	FALSE
Snx2	chr18	FALSE	TRUE
Plxdc2	chr2	TRUE	TRUE
Mvk	chr5	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
Stpg2	chr3	TRUE	FALSE
Memo1	chr17	TRUE	FALSE
Spink13	chr18	TRUE	TRUE
Ppp1r12b	chr1	FALSE	FALSE
Shtn1	chr19	TRUE	FALSE
D630045J12Rik	chr6	TRUE	FALSE
Pard3b	chr1	TRUE	FALSE
Rhbdf2	chr11	FALSE	FALSE
Kcnq2	chr2	FALSE	FALSE
Them7	chr2	TRUE	TRUE
Nabp1	chr1	TRUE	FALSE
Rbms1	chr2	TRUE	TRUE
Rims4	chr2	FALSE	FALSE
Map2	chr1	TRUE	FALSE
Ankrd11	chr8	FALSE	TRUE
Kmt2d	chr15	FALSE	FALSE
Kat2b	chr17	TRUE	TRUE
Atp6v0d1	chr8	FALSE	FALSE
Tfcp2l1	chr1	TRUE	TRUE
Dmbx1	chr4	TRUE	TRUE
Ctnnbip1	chr4	FALSE	TRUE
Syt14	chr1	TRUE	TRUE
Nckap5l	chr15	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	FALSE
Ror2	chr13	FALSE	FALSE
Hdhd5	chr6	FALSE	TRUE
Hivep2	chr10	TRUE	FALSE
Atp7b	chr8	FALSE	FALSE
Galnt9	chr5	FALSE	FALSE
Cpm	chr10	TRUE	FALSE
Sh3bp5	chr14	TRUE	FALSE
Tnni1	chr1	FALSE	FALSE
