gene_name	chr	MeCP2_up	mCH_up
Them4	chr3	FALSE	TRUE
Chmp1b	chr18	FALSE	TRUE
Zfp68	chr5	FALSE	FALSE
Thap11	chr8	TRUE	FALSE
Vil1	chr1	FALSE	FALSE
Srprb	chr9	FALSE	FALSE
Mmp21	chr7	FALSE	FALSE
Rtn3	chr19	FALSE	TRUE
Cyp2j5	chr4	TRUE	TRUE
Adra2b	chr2	FALSE	FALSE
Ywhae	chr11	FALSE	FALSE
Gm20716	chr2	FALSE	TRUE
Slc19a1	chr10	FALSE	TRUE
Crhr1	chr11	FALSE	FALSE
Ina	chr19	TRUE	FALSE
Slc33a1	chr3	FALSE	FALSE
Dcaf8	chr1	FALSE	FALSE
Hnrnpd	chr5	TRUE	TRUE
Sohlh1	chr2	FALSE	FALSE
Zfp398	chr6	FALSE	TRUE
Plb1	chr5	FALSE	TRUE
Cdk5rap2	chr4	FALSE	TRUE
Pgr	chr9	FALSE	TRUE
Mast4	chr13	FALSE	TRUE
Armc1	chr3	FALSE	FALSE
Lpcat3	chr6	FALSE	TRUE
Nup35	chr2	TRUE	TRUE
Mcu	chr10	FALSE	TRUE
Dnah10	chr5	TRUE	TRUE
Tsc1	chr2	FALSE	TRUE
Gins2	chr8	FALSE	FALSE
Lpcat4	chr2	FALSE	FALSE
Smim13	chr13	FALSE	FALSE
Synpo	chr18	FALSE	FALSE
Actn3	chr19	FALSE	FALSE
Erich1	chr8	TRUE	TRUE
Usp20	chr2	FALSE	TRUE
Rgr	chr14	FALSE	FALSE
Adpgk	chr9	FALSE	TRUE
Angpt2	chr8	FALSE	FALSE
Lrch4	chr5	TRUE	FALSE
Rnf44	chr13	FALSE	FALSE
Gm5485	chr16	TRUE	TRUE
Nfyb	chr10	FALSE	FALSE
Rhcg	chr7	FALSE	FALSE
Olfml2a	chr2	TRUE	TRUE
Notch4	chr17	FALSE	FALSE
Zfp592	chr7	TRUE	FALSE
C1ql2	chr1	FALSE	FALSE
Cldn34a	chrX	FALSE	FALSE
Pcdhga2	chr18	FALSE	TRUE
Tcf7	chr11	FALSE	FALSE
Htr7	chr19	FALSE	TRUE
Terf1	chr1	TRUE	TRUE
Psma6	chr12	FALSE	TRUE
Oga	chr19	FALSE	FALSE
Cep68	chr11	FALSE	FALSE
Psip1	chr4	FALSE	TRUE
Oas1e	chr5	FALSE	FALSE
Hip1r	chr5	FALSE	FALSE
Ankle1	chr8	TRUE	FALSE
Tbc1d17	chr7	TRUE	FALSE
Gdf10	chr14	TRUE	FALSE
Anln	chr9	FALSE	TRUE
Htatsf1	chrX	TRUE	TRUE
Sost	chr11	FALSE	FALSE
Gjd3	chr11	FALSE	FALSE
Npffr2	chr5	TRUE	TRUE
Mtmr1	chrX	FALSE	FALSE
Fgfr1	chr8	TRUE	FALSE
Gramd4	chr15	TRUE	TRUE
Ptgir	chr7	FALSE	FALSE
Trpc3	chr3	FALSE	TRUE
Drd2	chr9	FALSE	FALSE
Fbxl21	chr13	FALSE	FALSE
Get4	chr5	TRUE	FALSE
Isg20	chr7	FALSE	FALSE
Akap13	chr7	FALSE	TRUE
Hspa9	chr18	FALSE	FALSE
Ube3b	chr5	FALSE	FALSE
Rhbdd1	chr1	FALSE	TRUE
Scaf4	chr16	FALSE	TRUE
Cyp4f14	chr17	FALSE	FALSE
Lss	chr10	FALSE	FALSE
Ip6k1	chr9	FALSE	FALSE
Tnxb	chr17	FALSE	TRUE
Npc1	chr18	FALSE	TRUE
Mical1	chr10	FALSE	FALSE
Mpp2	chr11	FALSE	FALSE
Fam83h	chr15	FALSE	FALSE
Cln5	chr14	FALSE	TRUE
Usp10	chr8	FALSE	FALSE
Parm1	chr5	FALSE	TRUE
Prr18	chr17	TRUE	FALSE
Gda	chr19	FALSE	FALSE
Galk1	chr11	FALSE	FALSE
Strit1	chr3	FALSE	TRUE
Dock6	chr9	FALSE	FALSE
Mvb12a	chr8	FALSE	FALSE
Luc7l	chr17	FALSE	FALSE
Pla2g12b	chr10	TRUE	FALSE
Cln8	chr8	FALSE	TRUE
Cfap99	chr5	FALSE	FALSE
Gm28042	chr2	FALSE	FALSE
Rgs10	chr7	TRUE	TRUE
B3glct	chr5	FALSE	TRUE
Csnk2b	chr17	FALSE	FALSE
Def8	chr8	FALSE	FALSE
Rgs8	chr1	TRUE	FALSE
Pin1	chr9	FALSE	TRUE
Cyp11b2	chr15	FALSE	FALSE
Tpra1	chr6	FALSE	FALSE
Wdr18	chr10	FALSE	FALSE
Stra8	chr6	FALSE	FALSE
Atp1b1	chr1	FALSE	TRUE
Kif1a	chr1	FALSE	TRUE
Bbox1	chr2	FALSE	TRUE
Klhl38	chr15	FALSE	TRUE
Ngfr	chr11	FALSE	FALSE
St14	chr9	FALSE	FALSE
Ago3	chr4	FALSE	TRUE
Wdr82	chr9	FALSE	FALSE
Prag1	chr8	FALSE	TRUE
Srebf2	chr15	FALSE	FALSE
Lemd1	chr1	TRUE	FALSE
Gpr146	chr5	FALSE	FALSE
Slc35b4	chr6	FALSE	TRUE
Gadl1	chr9	TRUE	TRUE
Col6a2	chr10	FALSE	FALSE
2510009E07Rik	chr16	FALSE	FALSE
Mrpl46	chr7	FALSE	FALSE
Psmd8	chr7	FALSE	FALSE
Shroom1	chr11	FALSE	FALSE
H2az2	chr11	FALSE	FALSE
Matn3	chr12	TRUE	FALSE
Abhd17b	chr19	TRUE	TRUE
Eif5a2	chr3	FALSE	TRUE
Nucb2	chr7	FALSE	TRUE
Fam98b	chr2	TRUE	FALSE
Tex29	chr8	FALSE	FALSE
Eef1akmt2	chr7	TRUE	FALSE
Alpk3	chr7	TRUE	FALSE
Myocd	chr11	FALSE	TRUE
Zcchc9	chr13	FALSE	FALSE
Efhc1	chr1	TRUE	FALSE
Gucy1b1	chr3	TRUE	FALSE
Iqank1	chr15	FALSE	FALSE
Gpr89	chr3	FALSE	TRUE
Cldn23	chr8	FALSE	FALSE
Alox12b	chr11	FALSE	FALSE
Camsap1	chr2	FALSE	TRUE
Malt1	chr18	FALSE	FALSE
Gatd1	chr7	FALSE	TRUE
Wnt16	chr6	FALSE	FALSE
Fdxacb1	chr9	FALSE	FALSE
Tmed4	chr11	FALSE	FALSE
Khdrbs3	chr15	TRUE	TRUE
Rab8a	chr8	FALSE	FALSE
Gpr108	chr17	FALSE	FALSE
E2f3	chr13	FALSE	TRUE
Dbx2	chr15	FALSE	FALSE
Sppl2b	chr10	FALSE	FALSE
Fam234a	chr17	FALSE	FALSE
Hmgb4	chr4	FALSE	FALSE
Hspa4	chr11	FALSE	TRUE
Tmem132d	chr5	TRUE	TRUE
Pygo1	chr9	FALSE	TRUE
Matn1	chr4	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Ccl1	chr11	FALSE	TRUE
Fbln1	chr15	FALSE	FALSE
Snrpf	chr10	TRUE	FALSE
Gramd1b	chr9	FALSE	TRUE
Sema3b	chr9	FALSE	FALSE
Tle7	chr8	FALSE	FALSE
Atp6v1e1	chr6	FALSE	TRUE
Zfp607b	chr7	FALSE	FALSE
Chd8	chr14	FALSE	TRUE
Clcnka	chr4	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Chmp2b	chr16	FALSE	FALSE
Lhx4	chr1	FALSE	FALSE
Tapbp	chr17	FALSE	FALSE
Ddr2	chr1	FALSE	TRUE
Tuba1c	chr15	TRUE	FALSE
Slitrk5	chr14	FALSE	FALSE
Esco1	chr18	FALSE	FALSE
Irx6	chr8	TRUE	FALSE
Rftn1	chr17	FALSE	TRUE
Sgca	chr11	TRUE	TRUE
Kdsr	chr1	FALSE	FALSE
Bms1	chr6	FALSE	FALSE
Pctp	chr11	TRUE	FALSE
Cntrl	chr2	FALSE	TRUE
Tff1	chr17	FALSE	FALSE
Spred1	chr2	FALSE	TRUE
Psma1	chr7	FALSE	FALSE
Glrx5	chr12	TRUE	FALSE
Acsl1	chr8	FALSE	TRUE
Dcun1d4	chr5	FALSE	TRUE
Fam178b	chr1	FALSE	FALSE
Sall2	chr14	FALSE	FALSE
Glt28d2	chr3	FALSE	FALSE
Gpr19	chr6	TRUE	TRUE
Dok3	chr13	FALSE	FALSE
Leng9	chr7	FALSE	FALSE
Spata6	chr4	FALSE	TRUE
Pou2af1	chr9	FALSE	FALSE
Slx4ip	chr2	TRUE	TRUE
Nefl	chr14	TRUE	FALSE
Smc3	chr19	TRUE	TRUE
Slc25a33	chr4	FALSE	FALSE
Prr14	chr7	TRUE	FALSE
Dph6	chr2	TRUE	TRUE
Atad2	chr15	FALSE	TRUE
Inpp4a	chr1	FALSE	TRUE
Rnf41	chr10	FALSE	TRUE
Slc22a3	chr17	FALSE	TRUE
Aagab	chr9	FALSE	TRUE
Peli3	chr19	FALSE	FALSE
Lmo2	chr2	TRUE	FALSE
Top3a	chr11	FALSE	FALSE
Myo1h	chr5	FALSE	TRUE
Crybb1	chr5	TRUE	FALSE
Aipl1	chr11	TRUE	FALSE
Zbtb9	chr17	TRUE	TRUE
Ptger3	chr3	FALSE	TRUE
Sned1	chr1	FALSE	TRUE
Strada	chr11	FALSE	FALSE
P4htm	chr9	FALSE	FALSE
Wt1	chr2	FALSE	FALSE
Cd180	chr13	TRUE	TRUE
Tmeff1	chr4	TRUE	TRUE
Mid1ip1	chrX	FALSE	TRUE
Ccdc9b	chr2	TRUE	FALSE
Ndufa1	chrX	FALSE	TRUE
Nat3	chr8	FALSE	FALSE
Zfp13	chr17	TRUE	FALSE
Plcd3	chr11	FALSE	FALSE
Spaca1	chr4	FALSE	FALSE
Trnp1	chr4	FALSE	FALSE
Stambpl1	chr19	TRUE	TRUE
Cad	chr5	FALSE	FALSE
Casd1	chr6	FALSE	FALSE
Ralb	chr1	FALSE	FALSE
Neurl3	chr1	FALSE	TRUE
Slc2a3	chr6	TRUE	TRUE
Ak2	chr4	FALSE	FALSE
Dmkn	chr7	FALSE	FALSE
Eci2	chr13	FALSE	TRUE
Wwtr1	chr3	FALSE	TRUE
Azin1	chr15	FALSE	TRUE
Vps26b	chr9	FALSE	FALSE
Kdr	chr5	FALSE	FALSE
Sftpc	chr14	TRUE	TRUE
Akt1	chr12	FALSE	FALSE
Nudcd3	chr11	FALSE	TRUE
Mthfd2l	chr5	FALSE	TRUE
Tbc1d24	chr17	FALSE	FALSE
Cep131	chr11	FALSE	FALSE
Hnf1a	chr5	FALSE	FALSE
Ints1	chr5	TRUE	FALSE
Shpk	chr11	FALSE	FALSE
Timp2	chr11	TRUE	FALSE
Zdhhc23	chr16	FALSE	FALSE
Irx1	chr13	FALSE	FALSE
R3hcc1	chr14	FALSE	TRUE
Thumpd2	chr17	TRUE	TRUE
Tia1	chr6	FALSE	FALSE
Mras	chr9	TRUE	FALSE
Ttc28	chr5	FALSE	TRUE
Tdg	chr10	FALSE	FALSE
Prrx2	chr2	TRUE	TRUE
Mrm1	chr11	FALSE	FALSE
Nptxr	chr15	TRUE	FALSE
Enthd1	chr15	TRUE	FALSE
Atg9a	chr1	FALSE	FALSE
Prr23a3	chr9	FALSE	FALSE
Dcaf13	chr15	FALSE	TRUE
Slc13a4	chr6	FALSE	TRUE
Sync	chr4	FALSE	FALSE
Grik4	chr9	TRUE	TRUE
Gsx1	chr5	FALSE	FALSE
Foxp2	chr6	TRUE	TRUE
Myl3	chr9	FALSE	FALSE
Dpy19l3	chr7	FALSE	TRUE
Vinac1	chr2	FALSE	FALSE
Aplf	chr6	FALSE	TRUE
Pter	chr2	TRUE	TRUE
Etnppl	chr3	FALSE	FALSE
Vps33b	chr7	FALSE	TRUE
Cpeb2	chr5	FALSE	TRUE
Sipa1	chr19	FALSE	FALSE
Hrh4	chr18	FALSE	FALSE
Rprd1b	chr2	TRUE	TRUE
Usp12	chr5	FALSE	FALSE
Tgfb2	chr1	FALSE	TRUE
Rhog	chr7	FALSE	FALSE
Fan1	chr7	FALSE	FALSE
Nod2	chr8	TRUE	FALSE
Rab40c	chr17	FALSE	TRUE
Mzt2	chr16	FALSE	FALSE
Cmtm3	chr8	FALSE	FALSE
Otud4	chr8	FALSE	TRUE
Naa11	chr5	TRUE	TRUE
Ffar1	chr7	TRUE	FALSE
Lmtk3	chr7	TRUE	FALSE
Prkd2	chr7	FALSE	FALSE
Gfod1	chr13	FALSE	TRUE
9230112D13Rik	chr14	FALSE	FALSE
Ipmk	chr10	FALSE	TRUE
Slc30a1	chr1	TRUE	TRUE
Thnsl1	chr2	TRUE	TRUE
Hagh	chr17	FALSE	FALSE
Eps8l2	chr7	FALSE	FALSE
Klhl25	chr7	TRUE	FALSE
Zdhhc25	chr15	TRUE	TRUE
Tcof1	chr18	TRUE	FALSE
Atp23	chr10	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Rilp	chr11	FALSE	FALSE
Wdr81	chr11	FALSE	FALSE
Btc	chr5	FALSE	FALSE
Ahctf1	chr1	FALSE	TRUE
Necap2	chr4	FALSE	FALSE
Panx2	chr15	FALSE	FALSE
Safb2	chr17	FALSE	FALSE
3110040N11Rik	chr7	TRUE	TRUE
Pigv	chr4	FALSE	TRUE
Rspo2	chr15	FALSE	TRUE
Wdfy1	chr1	FALSE	TRUE
Sltm	chr9	TRUE	TRUE
Catsperd	chr17	FALSE	TRUE
Ubb	chr11	FALSE	FALSE
Dusp7	chr9	FALSE	FALSE
Ccni	chr5	FALSE	FALSE
Cdrt4	chr11	FALSE	TRUE
Ttc21b	chr2	FALSE	TRUE
Tmem221	chr8	FALSE	FALSE
Fam118a	chr15	FALSE	TRUE
Ccdc3	chr2	TRUE	TRUE
Strap	chr6	TRUE	FALSE
Zcchc14	chr8	TRUE	TRUE
Pcdhb22	chr18	TRUE	TRUE
Katnal1	chr5	FALSE	TRUE
Zfp202	chr9	FALSE	FALSE
Mpc1	chr17	FALSE	FALSE
Thy1	chr9	FALSE	FALSE
A1bg	chr15	FALSE	FALSE
Cyp39a1	chr17	FALSE	TRUE
Itpka	chr2	FALSE	FALSE
Fut1	chr7	FALSE	FALSE
Smim23	chr11	FALSE	FALSE
Shisa9	chr16	FALSE	TRUE
Prss34	chr17	FALSE	FALSE
Susd1	chr4	FALSE	FALSE
Ist1	chr8	FALSE	TRUE
Cse1l	chr2	FALSE	TRUE
Ikzf1	chr11	FALSE	TRUE
Ywhag	chr5	FALSE	FALSE
Klhl36	chr8	FALSE	FALSE
Gdap1l1	chr2	FALSE	FALSE
Polr1e	chr4	FALSE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Gphb5	chr12	TRUE	FALSE
Helb	chr10	TRUE	TRUE
Nfkbid	chr7	FALSE	TRUE
Peli2	chr14	FALSE	TRUE
Cd209c	chr8	FALSE	FALSE
Ttc12	chr9	TRUE	FALSE
Dner	chr1	TRUE	TRUE
Vmac	chr17	FALSE	FALSE
Myl6	chr10	FALSE	FALSE
Gm8439	chr4	TRUE	TRUE
Klf9	chr19	FALSE	FALSE
Cdo1	chr18	FALSE	FALSE
Tbk1	chr10	TRUE	TRUE
Ccer2	chr7	FALSE	TRUE
Lcn10	chr2	FALSE	FALSE
Ifnlr1	chr4	TRUE	FALSE
Morf4l1	chr9	FALSE	FALSE
Cat	chr2	TRUE	TRUE
L1td1	chr4	TRUE	FALSE
Slc37a1	chr17	FALSE	TRUE
Ccnl2	chr4	FALSE	FALSE
Strip2	chr6	TRUE	TRUE
Neu3	chr7	TRUE	FALSE
Fam53a	chr5	FALSE	TRUE
Tmem11	chr11	FALSE	FALSE
Pms2	chr5	FALSE	FALSE
Cd248	chr19	FALSE	FALSE
Gad2	chr2	FALSE	TRUE
Laptm5	chr4	FALSE	FALSE
Ctrc	chr4	FALSE	FALSE
Palm	chr10	FALSE	TRUE
Actl6a	chr3	FALSE	FALSE
Gprin1	chr13	TRUE	FALSE
Rab37	chr11	FALSE	TRUE
Dip2a	chr10	FALSE	TRUE
Glipr2	chr4	FALSE	FALSE
Lox	chr18	FALSE	FALSE
Pdlim1	chr19	FALSE	TRUE
Slc7a10	chr7	FALSE	FALSE
Tnpo2	chr8	FALSE	FALSE
Tbata	chr10	FALSE	TRUE
Eno2	chr6	FALSE	FALSE
Thoc7	chr14	FALSE	FALSE
Csmd3	chr15	FALSE	TRUE
Ece2	chr16	FALSE	FALSE
Slc19a3	chr1	FALSE	FALSE
Pkp3	chr7	TRUE	FALSE
F2rl1	chr13	FALSE	FALSE
Psmd9	chr5	FALSE	TRUE
Clcn7	chr17	FALSE	FALSE
Atp5pb	chr3	FALSE	FALSE
Napb	chr2	FALSE	TRUE
Zfp956	chr6	FALSE	FALSE
Gja8	chr3	FALSE	FALSE
Shf	chr2	FALSE	FALSE
Esrra	chr19	FALSE	TRUE
Skp2	chr15	FALSE	TRUE
Tnpo3	chr6	FALSE	TRUE
Fcgrt	chr7	FALSE	TRUE
Nuak2	chr1	FALSE	FALSE
Hnrnph1	chr11	FALSE	FALSE
Nlrc3	chr16	FALSE	TRUE
Tgm5	chr2	TRUE	TRUE
Plk5	chr10	FALSE	FALSE
Klhdc4	chr8	FALSE	FALSE
Chd5	chr4	FALSE	TRUE
Vopp1	chr6	FALSE	TRUE
Snn	chr16	FALSE	FALSE
Mmaa	chr8	FALSE	FALSE
Lrrc75a	chr11	FALSE	FALSE
Vgf	chr5	FALSE	TRUE
Foxk2	chr11	FALSE	TRUE
Plcb1	chr2	FALSE	TRUE
Tial1	chr7	FALSE	FALSE
Mtm1	chrX	FALSE	TRUE
Tfap2c	chr2	TRUE	TRUE
Nol4l	chr2	FALSE	TRUE
Cpsf4l	chr11	TRUE	FALSE
Ptbp2	chr3	TRUE	TRUE
Tbc1d16	chr11	TRUE	TRUE
Zbtb34	chr2	FALSE	FALSE
Mydgf	chr17	FALSE	FALSE
Rad51ap2	chr12	FALSE	TRUE
R3hdm4	chr10	FALSE	FALSE
Rab5b	chr10	FALSE	FALSE
Znhit2	chr19	FALSE	TRUE
Tbc1d20	chr2	FALSE	TRUE
Pacsin2	chr15	FALSE	FALSE
Bub3	chr7	FALSE	FALSE
Sting1	chr18	TRUE	TRUE
Mlst8	chr17	FALSE	TRUE
Polr1a	chr6	FALSE	TRUE
Dusp15	chr2	FALSE	FALSE
Dhx29	chr13	FALSE	TRUE
Ssr3	chr3	TRUE	FALSE
Tacstd2	chr6	TRUE	FALSE
L2hgdh	chr12	FALSE	TRUE
Stat1	chr1	FALSE	TRUE
Dscc1	chr15	FALSE	FALSE
Map3k12	chr15	FALSE	FALSE
Cdc42ep1	chr15	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Dffb	chr4	FALSE	FALSE
Nmd3	chr3	TRUE	TRUE
Nr5a1	chr2	FALSE	FALSE
Adar	chr3	FALSE	FALSE
Slc25a51	chr4	TRUE	FALSE
Kcnj11	chr7	FALSE	TRUE
Peli1	chr11	TRUE	TRUE
Bik	chr15	TRUE	FALSE
Mrps25	chr6	TRUE	FALSE
Sdf2l1	chr16	FALSE	FALSE
Mpdu1	chr11	FALSE	FALSE
Pop1	chr15	FALSE	TRUE
Sec62	chr3	FALSE	FALSE
Il6	chr5	FALSE	FALSE
Sec61a2	chr2	FALSE	FALSE
Msi1	chr5	TRUE	FALSE
Zfp446	chr7	FALSE	TRUE
Arhgap6	chrX	FALSE	TRUE
Mroh3	chr1	FALSE	FALSE
Mmp17	chr5	FALSE	FALSE
Tcf24	chr1	FALSE	TRUE
Msra	chr14	TRUE	TRUE
Mrpl2	chr17	FALSE	FALSE
A930033H14Rik	chr10	FALSE	FALSE
Mrpl15	chr1	TRUE	FALSE
Eif4g1	chr16	FALSE	TRUE
Prf1	chr10	FALSE	FALSE
Pik3r6	chr11	FALSE	FALSE
Fam76b	chr9	FALSE	FALSE
Fstl5	chr3	TRUE	TRUE
Myl10	chr5	FALSE	FALSE
Smpx	chrX	TRUE	TRUE
Mefv	chr16	FALSE	FALSE
Psme2	chr14	FALSE	TRUE
Tnfrsf23	chr7	FALSE	FALSE
Bcl10	chr3	FALSE	FALSE
Nr2f1	chr13	FALSE	TRUE
Rbm25	chr12	TRUE	TRUE
Snta1	chr2	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
Tmem270	chr5	FALSE	FALSE
Rasgrf2	chr13	FALSE	TRUE
Adamts7	chr9	FALSE	FALSE
Kcnc4	chr3	FALSE	FALSE
Wnt11	chr7	FALSE	FALSE
Lca5	chr9	TRUE	TRUE
Lrp11	chr10	FALSE	TRUE
Ap1m1	chr8	FALSE	FALSE
Maco1	chr4	FALSE	TRUE
Helz2	chr2	TRUE	FALSE
Dram2	chr3	FALSE	TRUE
Hnrnpu	chr1	FALSE	FALSE
Npepl1	chr2	TRUE	TRUE
Ncs1	chr2	FALSE	FALSE
N6amt1	chr16	TRUE	TRUE
Dhx37	chr5	FALSE	FALSE
Six4	chr12	TRUE	FALSE
Smyd3	chr1	TRUE	TRUE
4930583I09Rik	chr17	TRUE	TRUE
Fev	chr1	FALSE	FALSE
Cdc42ep3	chr17	FALSE	FALSE
Dhrs2	chr14	FALSE	FALSE
Faim2	chr15	FALSE	FALSE
Rac2	chr15	FALSE	FALSE
Map7d1	chr4	FALSE	FALSE
Coro6	chr11	FALSE	FALSE
Srl	chr16	FALSE	FALSE
Ang	chr14	FALSE	FALSE
Spata19	chr9	FALSE	FALSE
Fkrp	chr7	FALSE	FALSE
Exosc1	chr19	FALSE	FALSE
Stmn3	chr2	TRUE	FALSE
Selenos	chr7	TRUE	FALSE
Ncan	chr8	FALSE	TRUE
Nepro	chr16	TRUE	FALSE
Synm	chr7	FALSE	FALSE
Tmem60	chr5	FALSE	FALSE
Arf3	chr15	FALSE	TRUE
Arap3	chr18	FALSE	FALSE
Prok2	chr6	FALSE	FALSE
Bloc1s1	chr10	FALSE	TRUE
Tgfa	chr6	TRUE	TRUE
Dsg2	chr18	TRUE	TRUE
Mapk15	chr15	FALSE	FALSE
Pabpn1	chr14	FALSE	FALSE
Elp1	chr4	TRUE	TRUE
Amdhd2	chr17	TRUE	FALSE
Arl2	chr19	FALSE	TRUE
Uckl1	chr2	TRUE	FALSE
Pgs1	chr11	FALSE	FALSE
Fmo9	chr1	TRUE	FALSE
Tiprl	chr1	FALSE	FALSE
Lasp1	chr11	FALSE	FALSE
Gpr151	chr18	FALSE	FALSE
Arhgap29	chr3	TRUE	TRUE
Inpp5d	chr1	FALSE	TRUE
Gins4	chr8	TRUE	FALSE
Prmt5	chr14	FALSE	FALSE
Pdhx	chr2	FALSE	FALSE
Washc2	chr6	FALSE	TRUE
Rem1	chr2	TRUE	FALSE
Bcl7c	chr7	FALSE	TRUE
Trpc7	chr13	FALSE	TRUE
Prpf40b	chr15	FALSE	FALSE
Rxylt1	chr10	FALSE	FALSE
Ripply2	chr9	TRUE	TRUE
Pex2	chr3	FALSE	FALSE
Gpr35	chr1	TRUE	FALSE
Best1	chr19	FALSE	FALSE
Kcnj1	chr9	FALSE	FALSE
Sec23ip	chr7	TRUE	TRUE
Ndufb2	chr6	FALSE	TRUE
Usp36	chr11	FALSE	TRUE
Mpc2	chr1	FALSE	TRUE
Yipf5	chr18	TRUE	FALSE
Pla2g6	chr15	FALSE	FALSE
Nefh	chr11	FALSE	FALSE
Cadm4	chr7	FALSE	FALSE
Pcf11	chr7	FALSE	TRUE
Cdk18	chr1	FALSE	FALSE
Cend1	chr7	FALSE	FALSE
Arhgap4	chrX	FALSE	TRUE
Spaca7	chr8	FALSE	FALSE
Gsdmd	chr15	FALSE	FALSE
Nfat5	chr8	TRUE	TRUE
Polg	chr7	FALSE	FALSE
Smtn	chr11	FALSE	FALSE
Rinl	chr7	FALSE	FALSE
Plekhg4	chr8	FALSE	FALSE
Efcab8	chr2	TRUE	TRUE
Mrap2	chr9	FALSE	FALSE
Mbip	chr12	TRUE	FALSE
Mapkapk3	chr9	TRUE	TRUE
Cyb5a	chr18	FALSE	TRUE
Zdhhc5	chr2	FALSE	FALSE
Lrg1	chr17	FALSE	FALSE
Thoc1	chr18	TRUE	TRUE
Sox7	chr14	FALSE	FALSE
Osbpl11	chr16	TRUE	TRUE
Ap1g2	chr14	FALSE	FALSE
Nup153	chr13	FALSE	TRUE
H3f3b	chr11	FALSE	TRUE
Ttc21a	chr9	FALSE	FALSE
Irs2	chr8	TRUE	TRUE
Mtf2	chr5	FALSE	TRUE
Fpr2	chr17	FALSE	FALSE
Arpc1b	chr5	FALSE	FALSE
Thap7	chr16	FALSE	FALSE
Slco3a1	chr7	TRUE	TRUE
Calm3	chr7	FALSE	FALSE
Kcnmb1	chr11	TRUE	TRUE
Mov10	chr3	FALSE	FALSE
Arhgap15	chr2	FALSE	TRUE
Chst5	chr8	FALSE	FALSE
Aqp1	chr6	TRUE	FALSE
Tsen2	chr6	FALSE	TRUE
Lgalsl	chr11	FALSE	FALSE
Tox4	chr14	FALSE	FALSE
Lao1	chr4	TRUE	TRUE
Zfp706	chr15	FALSE	FALSE
Gltpd2	chr11	FALSE	FALSE
Megf8	chr7	FALSE	TRUE
Nprl3	chr11	FALSE	TRUE
Ampd3	chr7	TRUE	FALSE
Entpd7	chr19	FALSE	TRUE
Ifnb1	chr4	FALSE	FALSE
Prcp	chr7	FALSE	TRUE
Trpv4	chr5	FALSE	FALSE
Mettl15	chr2	TRUE	TRUE
Capn2	chr1	FALSE	TRUE
Map1s	chr8	FALSE	FALSE
Ccdc68	chr18	FALSE	TRUE
Epha6	chr16	FALSE	TRUE
Mapk4	chr18	FALSE	TRUE
Scaf11	chr15	FALSE	TRUE
Rnf39	chr17	TRUE	TRUE
Ptbp1	chr10	FALSE	FALSE
Actr3	chr1	FALSE	TRUE
Kcnn1	chr8	TRUE	TRUE
Xirp1	chr9	TRUE	TRUE
B4galnt3	chr6	FALSE	TRUE
Dus2	chr8	FALSE	TRUE
Rnf40	chr7	TRUE	FALSE
Mfn2	chr4	FALSE	FALSE
Phrf1	chr7	FALSE	TRUE
Isoc1	chr18	TRUE	FALSE
Cndp2	chr18	FALSE	FALSE
Tarbp2	chr15	FALSE	TRUE
Efhd1	chr1	FALSE	FALSE
Fut9	chr4	TRUE	TRUE
Pgd	chr4	FALSE	TRUE
Krt79	chr15	FALSE	FALSE
Psd2	chr18	FALSE	FALSE
Sftpa1	chr14	FALSE	TRUE
9330159F19Rik	chr10	TRUE	FALSE
Bmp7	chr2	TRUE	TRUE
Ddx51	chr5	FALSE	FALSE
Cyp26a1	chr19	FALSE	TRUE
Camk2n2	chr16	FALSE	FALSE
Sp3	chr2	TRUE	TRUE
Srd5a2	chr17	FALSE	FALSE
Fbxo27	chr7	FALSE	FALSE
Hdac7	chr15	FALSE	FALSE
Kcnk12	chr17	FALSE	TRUE
Alg2	chr4	FALSE	FALSE
Rasa2	chr9	TRUE	TRUE
Gja4	chr4	FALSE	FALSE
Sun3	chr11	TRUE	TRUE
Rasl10a	chr11	FALSE	FALSE
Tas1r2	chr4	FALSE	FALSE
Myom1	chr17	FALSE	TRUE
Klrb1	chr6	TRUE	FALSE
Nmu	chr5	FALSE	TRUE
Hectd3	chr4	FALSE	FALSE
Septin8	chr11	FALSE	TRUE
St6galnac3	chr3	FALSE	TRUE
Wnt10b	chr15	FALSE	FALSE
Slc22a5	chr11	FALSE	TRUE
Pecam1	chr11	TRUE	TRUE
Nfyc	chr4	FALSE	TRUE
Scrt2	chr2	TRUE	FALSE
Ltb4r2	chr14	FALSE	FALSE
Stx16	chr2	FALSE	TRUE
Gm4894	chr9	FALSE	FALSE
Sh2d4a	chr8	TRUE	TRUE
Dnhd1	chr7	FALSE	TRUE
Ucn2	chr9	FALSE	FALSE
Tas2r119	chr15	FALSE	FALSE
Pdcd6ip	chr9	FALSE	TRUE
Myorg	chr4	FALSE	FALSE
Ntf5	chr7	TRUE	FALSE
Fmr1	chrX	FALSE	TRUE
Adgrg6	chr10	FALSE	TRUE
Neurog2	chr3	TRUE	TRUE
