gene_name	chr	mch_gain	mecp2_gain
Ddrgk1	chr2	TRUE	FALSE
Mob4	chr1	TRUE	TRUE
Prkar1b	chr5	TRUE	FALSE
Sri	chr5	TRUE	FALSE
Usp19	chr9	TRUE	FALSE
Vamp3	chr4	TRUE	FALSE
Snx19	chr9	TRUE	TRUE
Atad3a	chr4	FALSE	FALSE
Tubgcp6	chr15	TRUE	FALSE
Clec11a	chr7	TRUE	FALSE
Odc1	chr12	TRUE	FALSE
Cntn2	chr1	TRUE	TRUE
1700025G04Rik	chr1	TRUE	TRUE
Ddx3x	chrX	FALSE	FALSE
Ubap2	chr4	TRUE	FALSE
Gtdc1	chr2	TRUE	FALSE
Trim3	chr7	TRUE	FALSE
Ltbp3	chr19	FALSE	FALSE
Plekha1	chr7	TRUE	FALSE
Slc39a3	chr10	TRUE	FALSE
Lmna	chr3	FALSE	FALSE
Suco	chr1	TRUE	FALSE
Syne1	chr10	TRUE	TRUE
Gmppa	chr1	TRUE	FALSE
Fam53c	chr18	FALSE	FALSE
Nfkbia	chr12	FALSE	TRUE
Frs3	chr17	FALSE	FALSE
Sstr3	chr15	FALSE	TRUE
Maip1	chr1	FALSE	TRUE
M6pr	chr6	FALSE	FALSE
Gpr135	chr12	TRUE	TRUE
Dnajb2	chr1	FALSE	FALSE
Fh1	chr1	TRUE	FALSE
Api5	chr2	FALSE	TRUE
Pak1	chr7	TRUE	TRUE
Tasor	chr14	TRUE	TRUE
Aldh3b1	chr19	FALSE	FALSE
Stk3	chr15	TRUE	TRUE
Gstt2	chr10	FALSE	FALSE
Ddr1	chr17	TRUE	TRUE
Etv1	chr12	TRUE	TRUE
Mocs1	chr17	TRUE	TRUE
Tcp11l2	chr10	TRUE	FALSE
Rps12	chr10	TRUE	FALSE
Neil1	chr9	FALSE	FALSE
Car4	chr11	FALSE	FALSE
Dusp6	chr10	TRUE	TRUE
Daxx	chr17	TRUE	FALSE
Kmt5c	chr7	TRUE	FALSE
Rnd1	chr15	TRUE	FALSE
Tnks1bp1	chr2	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Sdr39u1	chr14	TRUE	FALSE
Ncstn	chr1	TRUE	FALSE
Hivep3	chr4	TRUE	FALSE
Nxt1	chr2	TRUE	TRUE
Ptgds	chr2	TRUE	TRUE
Nol4	chr18	TRUE	TRUE
Mcam	chr9	TRUE	FALSE
Vcpkmt	chr12	FALSE	FALSE
Odf2	chr2	TRUE	FALSE
Csde1	chr3	TRUE	FALSE
Rab6a	chr7	TRUE	TRUE
Dnajc5b	chr3	TRUE	TRUE
Mreg	chr1	TRUE	TRUE
Sdc1	chr12	TRUE	FALSE
Xpot	chr10	TRUE	FALSE
Lpin3	chr2	TRUE	FALSE
Mif	chr10	TRUE	FALSE
Ttc9b	chr7	FALSE	FALSE
Septin5	chr16	FALSE	FALSE
Ubxn10	chr4	TRUE	TRUE
H4c1	chr13	TRUE	FALSE
Marchf8	chr6	TRUE	TRUE
Tbc1d9	chr8	TRUE	FALSE
Creld1	chr6	TRUE	FALSE
Tomm40l	chr1	TRUE	FALSE
BC049715	chr6	TRUE	FALSE
Bace1	chr9	TRUE	FALSE
Shld3	chr13	TRUE	TRUE
Prom1	chr5	TRUE	TRUE
Zmiz2	chr11	TRUE	FALSE
Tedc1	chr12	FALSE	FALSE
Ngdn	chr14	TRUE	FALSE
Itgav	chr2	TRUE	TRUE
Slc25a4	chr8	FALSE	TRUE
Pcdhgc3	chr18	TRUE	TRUE
Mtarc2	chr1	TRUE	FALSE
Tgoln1	chr6	FALSE	TRUE
Pik3ip1	chr11	TRUE	FALSE
Rbmxl1	chr8	FALSE	TRUE
Sgsm2	chr11	TRUE	TRUE
Sub1	chr15	FALSE	TRUE
Etaa1	chr11	TRUE	TRUE
Gal3st3	chr19	TRUE	FALSE
Ikzf4	chr10	TRUE	FALSE
Fbxw5	chr2	TRUE	TRUE
Msantd3	chr4	TRUE	FALSE
Asph	chr4	TRUE	FALSE
Cspg5	chr9	TRUE	FALSE
Mthfd1l	chr10	TRUE	TRUE
Ddx54	chr5	FALSE	TRUE
Nudt8	chr19	TRUE	FALSE
Eif5	chr12	FALSE	FALSE
Elovl4	chr9	TRUE	FALSE
Zbtb7a	chr10	TRUE	FALSE
Slc27a1	chr8	TRUE	FALSE
Pik3r2	chr8	TRUE	FALSE
Pdxp	chr15	TRUE	FALSE
Ythdf3	chr3	TRUE	TRUE
Sh3bgr	chr16	FALSE	TRUE
Fem1c	chr18	TRUE	FALSE
Pick1	chr15	TRUE	FALSE
Ssrp1	chr2	TRUE	FALSE
Kptn	chr7	TRUE	FALSE
Wdr90	chr17	TRUE	FALSE
Cbx6	chr15	FALSE	FALSE
Btf3l4	chr4	TRUE	TRUE
Fgd6	chr10	TRUE	FALSE
Tubb4a	chr17	FALSE	FALSE
Tmem201	chr4	TRUE	FALSE
Neurod1	chr2	TRUE	TRUE
Fbxo25	chr8	TRUE	FALSE
Esf1	chr2	TRUE	FALSE
Camta2	chr11	TRUE	FALSE
Cacfd1	chr2	FALSE	FALSE
Arhgef10	chr8	TRUE	FALSE
Fam91a1	chr15	TRUE	FALSE
Dbp	chr7	FALSE	FALSE
Nucks1	chr1	TRUE	FALSE
Gsk3a	chr7	TRUE	TRUE
Stradb	chr1	TRUE	FALSE
Dolpp1	chr2	FALSE	TRUE
Nova1	chr12	TRUE	TRUE
Atl1	chr12	TRUE	FALSE
Pkm	chr9	TRUE	FALSE
Fads3	chr19	FALSE	TRUE
Copg1	chr6	TRUE	FALSE
Rela	chr19	TRUE	FALSE
Acot8	chr2	FALSE	FALSE
Fgfbp3	chr19	FALSE	FALSE
Sbf2	chr7	TRUE	FALSE
Elk1	chrX	TRUE	TRUE
Sowaha	chr11	TRUE	TRUE
P2rx1	chr11	TRUE	TRUE
1600014C10Rik	chr7	TRUE	TRUE
Ciao1	chr2	FALSE	FALSE
Cfap44	chr16	TRUE	TRUE
Cul4b	chrX	TRUE	FALSE
Tmed5	chr5	FALSE	FALSE
Dnajc7	chr11	TRUE	FALSE
Cx3cr1	chr9	TRUE	TRUE
Atp6v1g1	chr4	FALSE	FALSE
Zfx	chrX	TRUE	FALSE
Wrnip1	chr13	TRUE	TRUE
Dbndd2	chr2	TRUE	FALSE
Spaca6	chr17	TRUE	FALSE
Sigmar1	chr4	TRUE	FALSE
Sppl2c	chr11	TRUE	TRUE
Xk	chrX	TRUE	TRUE
Arc	chr15	FALSE	FALSE
Prelid3a	chr18	TRUE	FALSE
Derl1	chr15	FALSE	FALSE
Gnb5	chr9	TRUE	TRUE
Coro1b	chr19	FALSE	FALSE
Aldoa	chr7	TRUE	FALSE
Adprh	chr16	TRUE	TRUE
Gm5617	chr9	TRUE	FALSE
Etv5	chr16	TRUE	TRUE
Zfp319	chr8	TRUE	TRUE
Scamp4	chr10	FALSE	FALSE
Mia3	chr1	TRUE	TRUE
Ndufb5	chr3	TRUE	FALSE
Zfp711	chrX	TRUE	FALSE
Dusp3	chr11	FALSE	FALSE
Ubl3	chr5	TRUE	FALSE
Chrd	chr16	FALSE	FALSE
Rab4a	chr8	TRUE	FALSE
Ubap1	chr4	TRUE	FALSE
Adam11	chr11	FALSE	FALSE
Mettl24	chr10	TRUE	TRUE
Bhlhe41	chr6	TRUE	FALSE
Fbxl14	chr6	TRUE	FALSE
Naxd	chr8	FALSE	FALSE
Cacnb1	chr11	FALSE	FALSE
Hr	chr14	TRUE	TRUE
Kctd18	chr1	TRUE	FALSE
Me3	chr7	TRUE	TRUE
Ccdc17	chr4	FALSE	FALSE
Mesd	chr7	TRUE	TRUE
Snx30	chr4	TRUE	FALSE
Rabl3	chr16	TRUE	FALSE
Tspyl5	chr15	FALSE	TRUE
Peg3	chr7	TRUE	FALSE
Sema5a	chr15	TRUE	FALSE
Fubp1	chr3	TRUE	FALSE
Cnih2	chr19	TRUE	TRUE
Cpsf2	chr12	TRUE	TRUE
Celf3	chr3	FALSE	FALSE
H1f2	chr13	FALSE	FALSE
Radil	chr5	TRUE	TRUE
Napepld	chr5	TRUE	FALSE
Parp10	chr15	TRUE	FALSE
Zfand5	chr19	TRUE	TRUE
Il16	chr7	TRUE	TRUE
Lsm4	chr8	FALSE	FALSE
Mitf	chr6	TRUE	FALSE
Dlat	chr9	TRUE	FALSE
Ciart	chr3	FALSE	FALSE
Lynx1	chr15	FALSE	FALSE
Rnft1	chr11	FALSE	FALSE
Arl3	chr19	TRUE	TRUE
Ptprcap	chr19	TRUE	FALSE
Ap1s2	chrX	TRUE	FALSE
Grin2c	chr11	TRUE	TRUE
Hspa13	chr16	TRUE	FALSE
Gmcl1	chr6	TRUE	FALSE
Irf2bp2	chr8	TRUE	FALSE
Ppm1a	chr12	TRUE	TRUE
Cnnm4	chr1	TRUE	FALSE
Mkrn1	chr6	TRUE	FALSE
Ntn3	chr17	FALSE	FALSE
Tmem168	chr6	TRUE	FALSE
Lamtor4	chr5	FALSE	FALSE
Zc3h10	chr10	FALSE	FALSE
Slc29a4	chr5	TRUE	FALSE
Leprot	chr4	FALSE	FALSE
Mypop	chr7	FALSE	FALSE
Slc35c2	chr2	TRUE	TRUE
Azi2	chr9	TRUE	FALSE
Ggt7	chr2	TRUE	FALSE
Psmb7	chr2	TRUE	FALSE
Bsg	chr10	FALSE	TRUE
Ccdc92	chr5	TRUE	FALSE
Tra2a	chr6	TRUE	FALSE
Tspoap1	chr11	TRUE	FALSE
Gpx4	chr10	TRUE	FALSE
Elmo2	chr2	TRUE	FALSE
Tmem59	chr4	TRUE	FALSE
Rexo1	chr10	TRUE	TRUE
Tha1	chr11	TRUE	FALSE
Nt5c1a	chr4	TRUE	FALSE
Hmgcs1	chr13	TRUE	FALSE
Ndfip1	chr18	TRUE	FALSE
Pdp2	chr8	TRUE	TRUE
Dvl1	chr4	TRUE	FALSE
Gabarapl2	chr8	TRUE	FALSE
Coro1a	chr7	FALSE	FALSE
Hnrnpa3	chr2	TRUE	TRUE
S100a16	chr3	FALSE	FALSE
Slc29a2	chr19	TRUE	FALSE
Nhlrc3	chr3	FALSE	FALSE
Fzd4	chr7	TRUE	FALSE
Gtf2a1	chr12	TRUE	FALSE
Tm7sf2	chr19	FALSE	TRUE
Sumo3	chr10	TRUE	FALSE
Trmt61a	chr12	FALSE	TRUE
Paip2b	chr6	TRUE	FALSE
Hsdl2	chr4	TRUE	FALSE
Ppp2r5b	chr19	TRUE	FALSE
Gpr180	chr14	TRUE	FALSE
Cabp1	chr5	TRUE	FALSE
Vipas39	chr12	TRUE	FALSE
Emb	chr13	TRUE	TRUE
Hdac10	chr15	TRUE	FALSE
Mpp3	chr11	TRUE	FALSE
Dnpep	chr1	FALSE	FALSE
Dpf1	chr7	TRUE	TRUE
Nme2	chr11	FALSE	TRUE
Pdia6	chr12	TRUE	FALSE
Mpnd	chr17	FALSE	TRUE
Akr1e1	chr13	TRUE	FALSE
Ankrd16	chr2	TRUE	FALSE
Slc45a1	chr4	FALSE	FALSE
Pcbp3	chr10	TRUE	FALSE
Plcxd3	chr15	TRUE	FALSE
Got2	chr8	TRUE	TRUE
Galnt15	chr14	TRUE	FALSE
Ppp1r15b	chr1	FALSE	FALSE
Rnf138	chr18	TRUE	FALSE
Ankrd23	chr1	TRUE	FALSE
Zfp335	chr2	FALSE	FALSE
Syvn1	chr19	TRUE	FALSE
Slc35c1	chr2	TRUE	FALSE
Zfp395	chr14	TRUE	TRUE
Gls2	chr10	FALSE	FALSE
Tmem123	chr9	TRUE	FALSE
Ssc4d	chr5	TRUE	FALSE
Disp2	chr2	TRUE	FALSE
Smpd4	chr16	TRUE	FALSE
Tssc4	chr7	FALSE	FALSE
Sla2	chr2	TRUE	TRUE
Plec	chr15	TRUE	TRUE
Nfil3	chr13	TRUE	FALSE
Gm44502	chr15	TRUE	FALSE
Fbxl15	chr19	TRUE	TRUE
Dlgap1	chr17	TRUE	FALSE
Tecr	chr8	TRUE	FALSE
Fndc10	chr4	TRUE	FALSE
Ap5b1	chr19	TRUE	FALSE
Ift43	chr12	TRUE	TRUE
Plat	chr8	TRUE	FALSE
Prom2	chr2	TRUE	TRUE
Sowahb	chr5	FALSE	FALSE
Sec61b	chr4	FALSE	TRUE
Zyx	chr6	TRUE	FALSE
Prpf8	chr11	TRUE	FALSE
Tmem132a	chr19	FALSE	TRUE
Otub2	chr12	FALSE	FALSE
Camk1	chr6	FALSE	FALSE
Tcf3	chr10	TRUE	FALSE
Abhd16a	chr17	FALSE	FALSE
Mb	chr15	TRUE	TRUE
Sbf1	chr15	TRUE	FALSE
Laptm4a	chr12	TRUE	FALSE
Vac14	chr8	TRUE	FALSE
AU040320	chr4	TRUE	TRUE
Agtrap	chr4	TRUE	FALSE
Pdhb	chr14	FALSE	FALSE
Vapa	chr17	TRUE	FALSE
Hs6st1	chr1	TRUE	FALSE
Gorasp2	chr2	TRUE	FALSE
Tpr	chr1	TRUE	FALSE
Ldoc1	chrX	TRUE	TRUE
Pnisr	chr4	TRUE	FALSE
Snx5	chr2	TRUE	TRUE
B4galnt1	chr10	FALSE	FALSE
Mylip	chr13	TRUE	TRUE
Cbll1	chr12	FALSE	FALSE
Mmut	chr17	TRUE	FALSE
Rph3al	chr11	TRUE	FALSE
Slc2a6	chr2	FALSE	FALSE
Grk3	chr5	TRUE	TRUE
Them6	chr15	FALSE	FALSE
Efcab12	chr6	TRUE	FALSE
Syndig1	chr2	TRUE	FALSE
Zfp296	chr7	FALSE	FALSE
Vps37c	chr19	TRUE	TRUE
Tnk2	chr16	TRUE	FALSE
Fzd1	chr5	FALSE	FALSE
Tef	chr15	TRUE	FALSE
Itm2b	chr14	TRUE	TRUE
Peak1	chr9	TRUE	FALSE
Pgrmc2	chr3	TRUE	FALSE
Daam2	chr17	TRUE	FALSE
Dusp5	chr19	TRUE	FALSE
Tcf25	chr8	TRUE	TRUE
Slc39a6	chr18	TRUE	FALSE
Insyn1	chr9	TRUE	FALSE
Cdk4	chr10	TRUE	FALSE
Brpf1	chr6	TRUE	FALSE
Mthfd1	chr12	TRUE	FALSE
St8sia3	chr18	TRUE	FALSE
Ralgds	chr2	TRUE	FALSE
Anapc16	chr10	FALSE	TRUE
Flad1	chr3	TRUE	TRUE
Fmnl1	chr11	TRUE	FALSE
Uros	chr7	TRUE	FALSE
Cbarp	chr10	TRUE	FALSE
Zscan18	chr7	TRUE	FALSE
Rap1gds1	chr3	TRUE	FALSE
Dennd11	chr6	TRUE	FALSE
Mphosph10	chr7	TRUE	FALSE
Ube2v1	chr2	TRUE	FALSE
Rpl10a	chr17	TRUE	FALSE
Kmt5a	chr5	TRUE	FALSE
Eif2b4	chr5	FALSE	TRUE
Dda1	chr8	FALSE	FALSE
Tigd2	chr6	TRUE	TRUE
Rbm48	chr5	TRUE	TRUE
Snrpd3	chr10	TRUE	FALSE
Smpd1	chr7	FALSE	FALSE
Papss1	chr3	TRUE	FALSE
Lysmd3	chr13	TRUE	FALSE
Tmem179b	chr19	FALSE	FALSE
Paqr4	chr17	TRUE	FALSE
Abcg4	chr9	TRUE	FALSE
Ldlrap1	chr4	TRUE	TRUE
Inpp1	chr1	TRUE	FALSE
Srsf7	chr17	TRUE	FALSE
Mdk	chr2	FALSE	FALSE
Adamts6	chr13	TRUE	FALSE
Gzf1	chr2	TRUE	FALSE
Tmem25	chr9	TRUE	FALSE
Slc5a6	chr5	TRUE	FALSE
Ankrd52	chr10	TRUE	FALSE
Nudt9	chr5	TRUE	FALSE
Rhbdd3	chr11	FALSE	FALSE
Kdm5a	chr6	TRUE	TRUE
Slc22a12	chr19	FALSE	FALSE
Unc13d	chr11	TRUE	TRUE
Hexim2	chr11	TRUE	TRUE
Tuba1b	chr15	TRUE	TRUE
Marchf5	chr19	TRUE	FALSE
Car12	chr9	TRUE	FALSE
Frat1	chr19	TRUE	FALSE
Il17rc	chr6	FALSE	FALSE
Nat14	chr7	TRUE	TRUE
Magi2	chr5	TRUE	FALSE
Capn15	chr17	TRUE	FALSE
Sergef	chr7	TRUE	FALSE
Ypel2	chr11	TRUE	TRUE
Ufsp2	chr8	TRUE	FALSE
Apeh	chr9	TRUE	FALSE
Mccc1	chr3	TRUE	FALSE
B4galnt4	chr7	FALSE	FALSE
Lgi3	chr14	FALSE	FALSE
Gpi1	chr7	TRUE	FALSE
Rbm39	chr2	TRUE	FALSE
Acvr1c	chr2	TRUE	FALSE
Scx	chr15	FALSE	FALSE
Csrnp1	chr9	TRUE	FALSE
Terb1	chr8	TRUE	FALSE
Gpr85	chr6	TRUE	FALSE
Zfp467	chr6	FALSE	FALSE
Aspdh	chr7	TRUE	FALSE
Srf	chr17	FALSE	FALSE
Rcor2	chr19	FALSE	FALSE
Lsmem2	chr9	FALSE	TRUE
Mxd4	chr5	TRUE	FALSE
Gnai2	chr9	TRUE	FALSE
Btg1	chr10	TRUE	TRUE
Dnajb9	chr12	FALSE	FALSE
Cct7	chr6	TRUE	FALSE
Adamts10	chr17	TRUE	TRUE
Hipk1	chr3	TRUE	FALSE
Unk	chr11	TRUE	FALSE
Rmi1	chr13	FALSE	FALSE
Mlf2	chr6	FALSE	FALSE
Gm20741	chr16	TRUE	TRUE
Plgrkt	chr19	TRUE	FALSE
Socs1	chr16	FALSE	FALSE
Serpinh1	chr7	TRUE	TRUE
Pus7l	chr15	TRUE	TRUE
Slc25a47	chr12	TRUE	FALSE
Dmtn	chr14	TRUE	FALSE
Arrdc3	chr13	TRUE	FALSE
Tmem17	chr11	TRUE	FALSE
Erf	chr7	FALSE	FALSE
Obsl1	chr1	TRUE	TRUE
Mef2d	chr3	TRUE	FALSE
Rpl37a	chr1	TRUE	TRUE
G0s2	chr1	TRUE	TRUE
Gal3st2	chr1	TRUE	TRUE
Tstd2	chr4	TRUE	TRUE
Ppp1r3e	chr14	TRUE	FALSE
Entpd2	chr2	FALSE	TRUE
Zdhhc18	chr4	TRUE	TRUE
Ube2i	chr17	TRUE	FALSE
Gpr63	chr4	TRUE	FALSE
Prcd	chr11	TRUE	FALSE
Rab12	chr17	TRUE	FALSE
Paxip1	chr5	TRUE	FALSE
Dusp10	chr1	TRUE	FALSE
Tspan14	chr14	TRUE	FALSE
Tra2b	chr16	TRUE	FALSE
Llph	chr10	TRUE	FALSE
Smyd2	chr1	TRUE	TRUE
Dele1	chr18	FALSE	FALSE
Bcl7b	chr5	TRUE	FALSE
Cgnl1	chr9	TRUE	FALSE
Csnk1g2	chr10	FALSE	FALSE
Selenoo	chr15	TRUE	FALSE
Acd	chr8	TRUE	FALSE
Rom1	chr19	TRUE	TRUE
Phc2	chr4	TRUE	TRUE
Atp6v1c1	chr15	TRUE	FALSE
Fdps	chr3	FALSE	FALSE
Clic3	chr2	FALSE	FALSE
Atg10	chr13	TRUE	TRUE
Herc3	chr6	TRUE	TRUE
Golga1	chr2	TRUE	FALSE
Btg2	chr1	TRUE	TRUE
Pdxk	chr10	TRUE	TRUE
Atp6v0c	chr17	FALSE	FALSE
Mybpc3	chr2	TRUE	FALSE
Hdac5	chr11	FALSE	FALSE
Selenon	chr4	FALSE	FALSE
Fgf9	chr14	TRUE	FALSE
Dennd4b	chr3	TRUE	TRUE
Atxn7l2	chr3	TRUE	FALSE
Igf2r	chr17	TRUE	FALSE
Slc7a5	chr8	TRUE	FALSE
Efemp2	chr19	FALSE	FALSE
Hexim1	chr11	FALSE	TRUE
Parp12	chr6	TRUE	TRUE
Cntln	chr4	TRUE	FALSE
Tyro3	chr2	FALSE	FALSE
Dgkz	chr2	TRUE	FALSE
Fcsk	chr8	TRUE	FALSE
Peg10	chr6	TRUE	FALSE
Ctdsp2	chr10	TRUE	FALSE
Ccdc166	chr15	FALSE	FALSE
Zfc3h1	chr10	TRUE	FALSE
Rabac1	chr7	TRUE	FALSE
Dlgap3	chr4	TRUE	FALSE
Aph1b	chr9	TRUE	FALSE
Ggps1	chr13	TRUE	TRUE
Trabd	chr15	TRUE	TRUE
Thap12	chr7	TRUE	TRUE
Ulk1	chr5	FALSE	FALSE
Cep120	chr18	TRUE	FALSE
Zfp775	chr6	TRUE	FALSE
Fiz1	chr7	TRUE	FALSE
Per3	chr4	TRUE	FALSE
Ing2	chr8	TRUE	FALSE
Wdr13	chrX	FALSE	TRUE
Sdcbp	chr4	TRUE	TRUE
Plppr3	chr10	FALSE	FALSE
Cox5a	chr9	TRUE	FALSE
Calm2	chr17	TRUE	FALSE
E030018B13Rik	chr7	FALSE	FALSE
Gabrg2	chr11	TRUE	TRUE
Ttc8	chr12	TRUE	TRUE
Tspyl4	chr10	TRUE	FALSE
Rhob	chr12	TRUE	TRUE
Odf2l	chr3	TRUE	FALSE
Sec14l2	chr11	FALSE	FALSE
Plpbp	chr8	TRUE	FALSE
Gpr25	chr1	FALSE	FALSE
Tprn	chr2	TRUE	TRUE
Nr2c1	chr10	TRUE	FALSE
Ier2	chr8	TRUE	FALSE
Nudt5	chr2	TRUE	FALSE
Cavin3	chr7	TRUE	FALSE
Smarcb1	chr10	TRUE	FALSE
Slc7a8	chr14	TRUE	TRUE
Gpr142	chr11	TRUE	TRUE
Cdh8	chr8	TRUE	FALSE
Ccdc85c	chr12	TRUE	FALSE
Actb	chr5	FALSE	FALSE
Slc39a13	chr2	FALSE	FALSE
Ing1	chr8	TRUE	FALSE
Mynn	chr3	TRUE	FALSE
Tspyl3	chr2	FALSE	FALSE
Hint3	chr10	TRUE	FALSE
Rab26	chr17	TRUE	FALSE
Mat2a	chr6	FALSE	FALSE
Mmp24	chr2	TRUE	FALSE
Surf4	chr2	FALSE	FALSE
Pcna	chr2	TRUE	TRUE
Stard10	chr7	TRUE	FALSE
Zbtb5	chr4	TRUE	FALSE
Tmc3	chr7	TRUE	TRUE
Trim8	chr19	TRUE	FALSE
Gramd1a	chr7	TRUE	FALSE
Klhl33	chr14	TRUE	FALSE
Zfp444	chr7	TRUE	FALSE
Ankrd37	chr8	TRUE	FALSE
Tyw3	chr3	TRUE	TRUE
Cuta	chr17	TRUE	FALSE
Fam161a	chr11	TRUE	FALSE
Mtss2	chr8	TRUE	FALSE
Dut	chr2	TRUE	FALSE
Tmem14c	chr13	FALSE	FALSE
Cdh15	chr8	TRUE	FALSE
Nup50	chr15	TRUE	FALSE
Pm20d2	chr4	TRUE	FALSE
Dlg4	chr11	TRUE	TRUE
Ndufs1	chr1	TRUE	FALSE
Emilin3	chr2	TRUE	TRUE
Mlh1	chr9	TRUE	TRUE
Mef2c	chr13	TRUE	TRUE
Asap2	chr12	TRUE	TRUE
Camk2d	chr3	TRUE	TRUE
Shd	chr17	TRUE	FALSE
Mtr	chr13	TRUE	FALSE
Klhdc9	chr1	FALSE	FALSE
Psap	chr10	TRUE	FALSE
Tmem41b	chr7	TRUE	FALSE
Ccnl1	chr3	TRUE	FALSE
Neurod2	chr11	TRUE	TRUE
Rad23b	chr4	TRUE	FALSE
Rcan2	chr17	TRUE	TRUE
Mgat1	chr11	FALSE	FALSE
Rbbp7	chrX	TRUE	FALSE
Babam2	chr5	TRUE	FALSE
Slc35e3	chr10	TRUE	FALSE
Hnrnpf	chr6	TRUE	FALSE
Akap8l	chr17	TRUE	TRUE
Nr1d1	chr11	FALSE	FALSE
Thap1	chr8	TRUE	FALSE
Degs1	chr1	TRUE	TRUE
Zfp518b	chr5	TRUE	FALSE
Rbck1	chr2	TRUE	FALSE
Lurap1	chr4	TRUE	FALSE
Ccdc136	chr6	TRUE	FALSE
Dmac1	chr4	TRUE	TRUE
Ndufb11	chrX	TRUE	FALSE
Rap2b	chr3	TRUE	FALSE
Inpp5f	chr7	TRUE	TRUE
Gna13	chr11	TRUE	TRUE
Nyap2	chr1	TRUE	TRUE
Chrac1	chr15	FALSE	FALSE
Mdm2	chr10	TRUE	FALSE
Scamp5	chr9	TRUE	FALSE
Bbc3	chr7	TRUE	FALSE
Kat14	chr2	TRUE	FALSE
Slc35f6	chr5	TRUE	FALSE
Nabp2	chr10	TRUE	FALSE
Ubtd2	chr11	TRUE	FALSE
Tbl2	chr5	TRUE	FALSE
Septin3	chr15	TRUE	FALSE
Ube2m	chr7	TRUE	FALSE
Hmga1	chr17	TRUE	TRUE
Dcp1a	chr14	TRUE	FALSE
Nat8f1	chr6	TRUE	FALSE
Ccdc142	chr6	TRUE	FALSE
Olfm1	chr2	TRUE	FALSE
Sipa1l3	chr7	TRUE	FALSE
Ctbp1	chr5	TRUE	FALSE
Pfn2	chr3	TRUE	FALSE
Zfp764	chr7	TRUE	FALSE
Nrip1	chr16	TRUE	FALSE
Stx4a	chr7	TRUE	FALSE
Bpifb6	chr2	TRUE	TRUE
Ly6e	chr15	TRUE	TRUE
Gatd3a	chr10	FALSE	FALSE
Tmem107	chr11	TRUE	FALSE
Amigo1	chr3	TRUE	TRUE
Rusc1	chr3	TRUE	FALSE
Fmc1	chr6	FALSE	FALSE
Sun5	chr2	TRUE	FALSE
Sertad1	chr7	TRUE	TRUE
Srd5a3	chr5	TRUE	TRUE
Mthfr	chr4	TRUE	FALSE
Mterf1b	chr5	TRUE	FALSE
Adcy8	chr15	TRUE	FALSE
Nap1l5	chr6	FALSE	TRUE
Rad1	chr15	TRUE	FALSE
Mapk8ip2	chr15	TRUE	FALSE
Hgh1	chr15	TRUE	FALSE
Psmg4	chr13	FALSE	TRUE
Parp3	chr9	FALSE	TRUE
Rps6ka1	chr4	TRUE	FALSE
Gnb2	chr5	TRUE	FALSE
Cdk2ap2	chr19	FALSE	FALSE
Chd9	chr8	TRUE	TRUE
Trim35	chr14	TRUE	FALSE
Timm29	chr9	FALSE	FALSE
Sema4c	chr1	TRUE	FALSE
Nuf2	chr1	TRUE	TRUE
Spag7	chr11	TRUE	FALSE
Atg3	chr16	TRUE	FALSE
Rpl27a	chr7	TRUE	FALSE
Fosl1	chr19	TRUE	TRUE
Cdpf1	chr15	TRUE	FALSE
Marcks	chr10	TRUE	TRUE
Siah2	chr3	TRUE	FALSE
Qdpr	chr5	TRUE	FALSE
Bhlha9	chr11	TRUE	TRUE
Colec11	chr12	FALSE	FALSE
Lmo4	chr3	FALSE	TRUE
Pogk	chr1	TRUE	FALSE
Usp25	chr16	TRUE	FALSE
Bach2	chr4	TRUE	TRUE
Calm1	chr12	TRUE	TRUE
Nanos1	chr19	TRUE	FALSE
Rmi2	chr16	TRUE	TRUE
P2ry13	chr3	TRUE	TRUE
Usp38	chr8	TRUE	FALSE
Gstz1	chr12	TRUE	FALSE
Flot1	chr17	TRUE	FALSE
Slc2a8	chr2	TRUE	FALSE
Tor3a	chr1	TRUE	FALSE
Apbb1	chr7	TRUE	TRUE
Mlycd	chr8	TRUE	FALSE
Bop1	chr15	TRUE	FALSE
Socs7	chr11	TRUE	FALSE
Capn10	chr1	TRUE	FALSE
Tacc3	chr5	TRUE	FALSE
Kbtbd4	chr2	TRUE	FALSE
Dusp26	chr8	TRUE	FALSE
Zfp768	chr7	TRUE	TRUE
Zmynd8	chr2	TRUE	FALSE
Map1lc3b	chr8	TRUE	TRUE
Pnp	chr14	TRUE	FALSE
Trim32	chr4	TRUE	FALSE
Ets2	chr16	TRUE	FALSE
Lgals8	chr13	TRUE	TRUE
Secisbp2	chr13	TRUE	TRUE
Ncaph2	chr15	TRUE	FALSE
Mtx3	chr13	TRUE	TRUE
Fxyd1	chr7	TRUE	FALSE
Vldlr	chr19	TRUE	TRUE
Il17d	chr14	TRUE	FALSE
Aars2	chr17	TRUE	FALSE
Cyc1	chr15	TRUE	FALSE
Zfp746	chr6	TRUE	FALSE
Mrps14	chr1	TRUE	FALSE
Cetn3	chr13	TRUE	FALSE
Slc25a42	chr8	TRUE	FALSE
Smim27	chr4	TRUE	TRUE
Hmgcr	chr13	TRUE	FALSE
Rdh14	chr12	TRUE	FALSE
Aup1	chr6	FALSE	FALSE
N4bp3	chr11	TRUE	FALSE
