gene_name	chr	MeCP2_up	K27ac_up
Kdm1b	chr13	FALSE	TRUE
Pkd1	chr17	FALSE	TRUE
Nxn	chr11	FALSE	FALSE
Dlg1	chr16	FALSE	FALSE
Uhrf2	chr19	FALSE	FALSE
Jade1	chr3	FALSE	TRUE
Timm10b	chr7	FALSE	TRUE
Cnfn	chr7	TRUE	FALSE
Kif5b	chr18	FALSE	TRUE
Mettl25	chr10	FALSE	TRUE
Ptpn21	chr12	FALSE	FALSE
Zc3h7b	chr15	FALSE	FALSE
Tmem151b	chr17	FALSE	TRUE
Dcakd	chr11	FALSE	FALSE
Gm9507	chr10	FALSE	TRUE
Ldb1	chr19	FALSE	TRUE
Mcmbp	chr7	FALSE	FALSE
Scrib	chr15	TRUE	TRUE
Kansl2	chr15	FALSE	TRUE
Jup	chr11	FALSE	TRUE
Mapk9	chr11	FALSE	FALSE
Cerk	chr15	FALSE	FALSE
Traf3	chr12	FALSE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Ankdd1a	chr9	TRUE	FALSE
Rbbp4	chr4	FALSE	TRUE
Anks3	chr16	FALSE	FALSE
Cxxc1	chr18	TRUE	TRUE
Fktn	chr4	FALSE	TRUE
Stx12	chr4	FALSE	TRUE
Utp3	chr5	FALSE	TRUE
Soga3	chr10	FALSE	TRUE
Plch2	chr4	FALSE	FALSE
Slc8a2	chr7	FALSE	TRUE
Slc15a4	chr5	FALSE	TRUE
Bmt2	chr6	FALSE	TRUE
Vdac1	chr11	FALSE	TRUE
Lpcat1	chr13	TRUE	FALSE
Mettl21a	chr1	FALSE	FALSE
Nsg2	chr11	TRUE	TRUE
Slc4a3	chr1	TRUE	TRUE
Myh14	chr7	TRUE	TRUE
Tmem218	chr9	FALSE	FALSE
Gak	chr5	FALSE	FALSE
Fam118b	chr9	FALSE	TRUE
Steap2	chr5	FALSE	TRUE
Hk1	chr10	FALSE	FALSE
Ptchd1	chrX	TRUE	TRUE
Pygb	chr2	TRUE	FALSE
Tada3	chr6	FALSE	TRUE
Cadm3	chr1	FALSE	TRUE
Ndufa10	chr1	FALSE	FALSE
Vars2	chr17	FALSE	TRUE
Fosb	chr7	TRUE	TRUE
Rbm4b	chr19	FALSE	TRUE
Ak4	chr4	TRUE	FALSE
Ppfia4	chr1	FALSE	TRUE
Wdr3	chr3	TRUE	FALSE
Man2a2	chr7	FALSE	TRUE
Exd1	chr2	TRUE	TRUE
Tle2	chr10	TRUE	FALSE
Cst6	chr19	FALSE	FALSE
Nat10	chr2	TRUE	TRUE
Gnpda1	chr18	FALSE	FALSE
Bag1	chr4	FALSE	TRUE
Pkd2	chr5	FALSE	TRUE
Zfp691	chr4	FALSE	TRUE
Usp1	chr4	TRUE	TRUE
4931414P19Rik	chr14	TRUE	TRUE
Mkks	chr2	TRUE	TRUE
Zfp574	chr7	FALSE	TRUE
2410002F23Rik	chr7	FALSE	TRUE
Ugdh	chr5	TRUE	FALSE
Eloc	chr1	FALSE	TRUE
Hnrnpul2	chr19	FALSE	TRUE
Rbm3	chrX	FALSE	TRUE
Hbegf	chr18	TRUE	FALSE
Dbi	chr1	TRUE	FALSE
Slc41a1	chr1	FALSE	FALSE
C1qtnf4	chr2	FALSE	TRUE
Dock11	chrX	TRUE	TRUE
Raly	chr2	FALSE	FALSE
Dennd2a	chr6	FALSE	FALSE
Ep300	chr15	FALSE	TRUE
Matk	chr10	FALSE	TRUE
Calu	chr6	FALSE	FALSE
Inpp5k	chr11	FALSE	FALSE
Jpt1	chr11	FALSE	FALSE
Fam43a	chr16	FALSE	FALSE
Nobox	chr6	TRUE	FALSE
Pkp4	chr2	TRUE	FALSE
Slc8b1	chr5	FALSE	TRUE
Dnajc4	chr19	TRUE	FALSE
Ric8a	chr7	FALSE	TRUE
Ube2s	chr7	FALSE	TRUE
Zfp777	chr6	FALSE	FALSE
Fbxl22	chr9	FALSE	TRUE
1700008O03Rik	chr7	FALSE	TRUE
Katnb1	chr8	FALSE	FALSE
Zfp263	chr16	FALSE	TRUE
Abracl	chr10	FALSE	FALSE
Cybc1	chr11	FALSE	FALSE
Cnnm3	chr1	FALSE	TRUE
Pign	chr1	TRUE	FALSE
Asic1	chr15	FALSE	TRUE
Zswim8	chr14	FALSE	TRUE
Tead4	chr6	FALSE	FALSE
Ssc5d	chr7	TRUE	TRUE
Mon1b	chr8	FALSE	TRUE
Rab1a	chr11	FALSE	TRUE
Ube2b	chr11	FALSE	FALSE
Blcap	chr2	TRUE	FALSE
Nubp1	chr16	FALSE	TRUE
Mfap3l	chr8	FALSE	TRUE
Celsr2	chr3	TRUE	FALSE
Dand5	chr8	FALSE	FALSE
Unc119b	chr5	TRUE	FALSE
G3bp1	chr11	FALSE	TRUE
2300009A05Rik	chr9	FALSE	TRUE
Fa2h	chr8	FALSE	FALSE
Atg2a	chr19	FALSE	TRUE
Abca1	chr4	FALSE	FALSE
Txn1	chr4	TRUE	TRUE
Foxj2	chr6	FALSE	FALSE
Comtd1	chr14	FALSE	TRUE
Tada1	chr1	FALSE	TRUE
Atf7ip	chr6	TRUE	TRUE
Tmem18	chr12	FALSE	TRUE
St3gal2	chr8	FALSE	FALSE
Prkaa2	chr4	TRUE	FALSE
Nufip1	chr14	TRUE	TRUE
Dvl3	chr16	TRUE	FALSE
Pdzd4	chrX	FALSE	TRUE
Tuba8	chr6	FALSE	TRUE
Zfp46	chr4	FALSE	TRUE
Habp4	chr13	FALSE	TRUE
Ctdspl	chr9	TRUE	TRUE
Acap3	chr4	TRUE	FALSE
Timmdc1	chr16	FALSE	TRUE
Mapk8ip3	chr17	FALSE	TRUE
Smg9	chr7	FALSE	TRUE
Lig3	chr11	TRUE	TRUE
Gys1	chr7	FALSE	TRUE
Grpel1	chr5	TRUE	FALSE
Exoc8	chr8	FALSE	TRUE
Ptpdc1	chr13	FALSE	TRUE
Aig1	chr10	FALSE	FALSE
5530401A14Rik	chr11	TRUE	TRUE
Oard1	chr17	FALSE	FALSE
Cyp11a1	chr9	FALSE	TRUE
Arf4	chr14	FALSE	TRUE
Srrm2	chr17	FALSE	FALSE
Pafah1b2	chr9	FALSE	FALSE
Rad9b	chr5	FALSE	FALSE
Tbc1d22a	chr15	TRUE	TRUE
Lnpep	chr17	FALSE	TRUE
Minpp1	chr19	FALSE	TRUE
Top2b	chr14	FALSE	TRUE
4933405L10Rik	chr8	FALSE	FALSE
Kcnj12	chr11	TRUE	TRUE
Ap5z1	chr5	TRUE	FALSE
Mdh2	chr5	FALSE	FALSE
Vamp4	chr1	TRUE	FALSE
Nek6	chr2	TRUE	FALSE
Trim39	chr17	FALSE	TRUE
Suclg1	chr6	FALSE	TRUE
Acbd5	chr2	FALSE	TRUE
Sarnp	chr10	TRUE	TRUE
Tank	chr2	TRUE	TRUE
Tomm70a	chr16	FALSE	TRUE
Abhd14b	chr9	TRUE	FALSE
Rasl11b	chr5	FALSE	FALSE
Slc30a4	chr2	TRUE	FALSE
Fndc3a	chr14	TRUE	FALSE
Cavin2	chr1	FALSE	FALSE
Zfp267	chr3	FALSE	TRUE
Usp16	chr16	TRUE	FALSE
Yif1a	chr19	FALSE	FALSE
Slc22a7	chr17	FALSE	TRUE
Clu	chr14	TRUE	FALSE
Eif2b2	chr12	FALSE	TRUE
Tnfrsf21	chr17	TRUE	TRUE
Ubn1	chr16	FALSE	TRUE
Dnmt1	chr9	FALSE	TRUE
Tmem94	chr11	FALSE	FALSE
Ccdc186	chr19	FALSE	FALSE
Cmpk2	chr12	FALSE	TRUE
Tfdp1	chr8	FALSE	TRUE
Ppm1d	chr11	FALSE	TRUE
Armc9	chr1	FALSE	FALSE
Ubtf	chr11	FALSE	TRUE
Togaram1	chr12	FALSE	FALSE
Gnmt	chr17	FALSE	FALSE
Abcc3	chr11	FALSE	FALSE
Nudt6	chr3	FALSE	FALSE
Tapt1	chr5	TRUE	FALSE
Ccdc106	chr7	FALSE	TRUE
Vdac2	chr14	FALSE	TRUE
Nhlrc1	chr13	TRUE	FALSE
Ankrd2	chr19	FALSE	FALSE
Avl9	chr6	TRUE	FALSE
Thtpa	chr14	FALSE	TRUE
Zfp687	chr3	FALSE	FALSE
Use1	chr8	FALSE	TRUE
Chst14	chr2	FALSE	TRUE
Tmpo	chr10	FALSE	TRUE
Trim66	chr7	FALSE	FALSE
Nlrx1	chr9	FALSE	TRUE
Ypel5	chr17	FALSE	FALSE
Mxra7	chr11	TRUE	FALSE
Ap2a2	chr7	FALSE	FALSE
Rab43	chr6	FALSE	FALSE
Cdr2l	chr11	FALSE	TRUE
Top1mt	chr15	FALSE	FALSE
Atoh7	chr10	TRUE	FALSE
Arf1	chr11	FALSE	TRUE
Atxn7l3	chr11	FALSE	FALSE
Arsb	chr13	TRUE	FALSE
Dpf3	chr12	FALSE	TRUE
Brat1	chr5	FALSE	FALSE
Zfat	chr15	FALSE	FALSE
Paf1	chr7	TRUE	TRUE
Tdrd3	chr14	FALSE	TRUE
Bbip1	chr19	FALSE	TRUE
Spcs1	chr14	FALSE	TRUE
Neu1	chr17	FALSE	TRUE
Poc5	chr13	FALSE	FALSE
Akap11	chr14	TRUE	FALSE
Elac2	chr11	FALSE	TRUE
Abca7	chr10	FALSE	TRUE
Tppp	chr13	FALSE	TRUE
Gipc2	chr3	FALSE	TRUE
1700029H14Rik	chr8	TRUE	FALSE
Erlin2	chr8	FALSE	FALSE
Fdxr	chr11	TRUE	FALSE
Rsrc2	chr5	FALSE	TRUE
Tbc1d4	chr14	TRUE	FALSE
Zbtb45	chr7	FALSE	TRUE
Dusp23	chr1	TRUE	FALSE
Trmt2a	chr16	FALSE	TRUE
Dnajb5	chr4	FALSE	FALSE
Lipe	chr7	FALSE	FALSE
Letm1	chr5	FALSE	FALSE
Fnbp4	chr2	FALSE	TRUE
Angptl6	chr9	FALSE	TRUE
Gnl1	chr17	FALSE	TRUE
Ubqln2	chrX	FALSE	TRUE
Med26	chr8	FALSE	FALSE
Lbh	chr17	FALSE	TRUE
Capn1	chr19	TRUE	TRUE
Plpp1	chr13	TRUE	TRUE
Irf2bp1	chr7	FALSE	TRUE
Rabep2	chr7	FALSE	FALSE
Zdhhc13	chr7	FALSE	FALSE
Slc16a1	chr3	FALSE	FALSE
Ccnyl1	chr1	FALSE	TRUE
Zc3h18	chr8	TRUE	FALSE
Alcam	chr16	TRUE	TRUE
Utp18	chr11	TRUE	FALSE
Cpped1	chr16	FALSE	TRUE
Tbcc	chr17	FALSE	TRUE
Naglu	chr11	FALSE	FALSE
Hacd1	chr2	FALSE	FALSE
Lsm1	chr8	FALSE	TRUE
Prpf38b	chr3	FALSE	TRUE
Cdyl	chr13	FALSE	FALSE
Parp1	chr1	FALSE	FALSE
Twsg1	chr17	TRUE	FALSE
Gprc5c	chr11	FALSE	FALSE
Srxn1	chr2	FALSE	FALSE
Ranbp3	chr17	FALSE	TRUE
Nyap1	chr5	FALSE	TRUE
Ppm1g	chr5	FALSE	TRUE
Jun	chr4	FALSE	TRUE
Atg101	chr15	FALSE	FALSE
Pgam1	chr19	TRUE	TRUE
Nsg1	chr5	FALSE	TRUE
Apaf1	chr10	FALSE	FALSE
Pnma3	chrX	TRUE	FALSE
Eef2k	chr7	TRUE	FALSE
Bfar	chr16	FALSE	TRUE
Chordc1	chr9	FALSE	TRUE
Angel2	chr1	FALSE	TRUE
Rnf114	chr2	FALSE	TRUE
Ifnar1	chr16	TRUE	TRUE
Tmbim1	chr1	FALSE	FALSE
Spag4	chr2	FALSE	TRUE
Ubxn4	chr1	FALSE	TRUE
Inca1	chr11	FALSE	TRUE
Sdhaf1	chr7	FALSE	FALSE
Gpt2	chr8	FALSE	TRUE
Cpeb4	chr11	FALSE	TRUE
Plcxd2	chr16	TRUE	FALSE
Nutf2	chr8	FALSE	FALSE
Sgk1	chr10	FALSE	TRUE
Pim3	chr15	FALSE	TRUE
Wdtc1	chr4	FALSE	FALSE
Dpysl4	chr7	FALSE	FALSE
Aadat	chr8	FALSE	FALSE
2310011J03Rik	chr10	TRUE	TRUE
Ddx27	chr2	FALSE	TRUE
Mex3c	chr18	FALSE	TRUE
Tmem183a	chr1	FALSE	TRUE
Adam9	chr8	FALSE	TRUE
Slc25a39	chr11	FALSE	TRUE
Hsd11b1	chr1	FALSE	FALSE
Scamp1	chr13	TRUE	FALSE
Bcl9l	chr9	FALSE	FALSE
Senp1	chr15	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Amer1	chrX	FALSE	TRUE
Engase	chr11	FALSE	TRUE
Sdhb	chr4	FALSE	TRUE
Tmem222	chr4	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
Huwe1	chrX	FALSE	TRUE
Hmgxb4	chr8	FALSE	TRUE
Mtch1	chr17	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Ppat	chr5	TRUE	TRUE
Rtn4r	chr16	TRUE	FALSE
Slc4a1	chr11	TRUE	FALSE
Sft2d3	chr18	FALSE	TRUE
Fam110b	chr4	TRUE	FALSE
Maoa	chrX	FALSE	FALSE
Yif1b	chr7	FALSE	FALSE
Nus1	chr10	FALSE	TRUE
Gpr27	chr6	FALSE	TRUE
Lrrc41	chr4	FALSE	TRUE
Ppp1r3f	chrX	FALSE	TRUE
Ccdc28b	chr4	TRUE	TRUE
Ro60	chr1	FALSE	TRUE
Ctnnb1	chr9	TRUE	TRUE
Gpsm1	chr2	FALSE	FALSE
Traf3ip2	chr10	TRUE	FALSE
Inpp5j	chr11	FALSE	FALSE
Naa35	chr13	TRUE	FALSE
Lancl1	chr1	FALSE	TRUE
Smad9	chr3	FALSE	FALSE
Spdef	chr17	TRUE	TRUE
Cdkn2d	chr9	FALSE	FALSE
Nrip2	chr6	FALSE	TRUE
Dcaf11	chr14	FALSE	TRUE
Iffo1	chr6	FALSE	TRUE
Wdr1	chr5	FALSE	FALSE
Map3k10	chr7	TRUE	TRUE
Klhl24	chr16	FALSE	TRUE
Cyp51	chr5	FALSE	FALSE
Slc7a4	chr16	FALSE	FALSE
Gpr137	chr19	FALSE	FALSE
Nr2f6	chr8	FALSE	FALSE
Paqr3	chr5	FALSE	FALSE
Rflnb	chr11	FALSE	FALSE
Myl12b	chr17	FALSE	TRUE
Tsga10	chr1	FALSE	FALSE
Ptpa	chr2	FALSE	TRUE
Dcaf10	chr4	FALSE	FALSE
Pdp1	chr4	TRUE	FALSE
Hsp90ab1	chr17	FALSE	TRUE
Cyp46a1	chr12	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Selenoi	chr5	FALSE	FALSE
Strip1	chr3	FALSE	TRUE
Rin1	chr19	FALSE	FALSE
Sh3glb2	chr2	FALSE	FALSE
Ccne2	chr4	FALSE	TRUE
Rb1cc1	chr1	FALSE	TRUE
Zfp708	chr13	FALSE	FALSE
Sp1	chr15	FALSE	TRUE
Baz2a	chr10	FALSE	FALSE
Orai3	chr7	FALSE	TRUE
Mtpn	chr6	TRUE	TRUE
Rasd2	chr8	FALSE	FALSE
Ciapin1	chr8	FALSE	TRUE
Uck2	chr1	FALSE	TRUE
Arl8a	chr1	FALSE	TRUE
Pcdh1	chr18	FALSE	FALSE
Ccdc12	chr9	FALSE	TRUE
Entpd6	chr2	FALSE	FALSE
Kdm4a	chr4	FALSE	TRUE
Irak4	chr15	FALSE	FALSE
Fbxo28	chr1	TRUE	FALSE
Klhdc8a	chr1	TRUE	FALSE
Abca2	chr2	FALSE	FALSE
Cog1	chr11	FALSE	FALSE
Hspa5	chr2	FALSE	TRUE
Gpat4	chr8	FALSE	TRUE
Ptprr	chr10	FALSE	FALSE
Cep44	chr8	FALSE	TRUE
Atp2c1	chr9	FALSE	TRUE
Polr2b	chr5	FALSE	TRUE
Luc7l2	chr6	FALSE	TRUE
Caprin1	chr2	FALSE	TRUE
Zmat3	chr3	TRUE	TRUE
Hadhb	chr5	FALSE	TRUE
Rab5a	chr17	FALSE	TRUE
Usp53	chr3	FALSE	FALSE
Ugp2	chr11	FALSE	TRUE
Slc35e4	chr11	FALSE	FALSE
Maml2	chr9	FALSE	FALSE
Ak6	chr13	FALSE	TRUE
U2surp	chr9	TRUE	FALSE
Tmem47	chrX	TRUE	TRUE
Ptdss2	chr7	FALSE	TRUE
Dcaf15	chr8	FALSE	FALSE
Zbtb3	chr19	FALSE	TRUE
Fat1	chr8	FALSE	FALSE
Ube2d1	chr10	TRUE	TRUE
Tmem126b	chr7	FALSE	FALSE
Crybb2	chr5	FALSE	FALSE
Ficd	chr5	FALSE	FALSE
Ptdss1	chr13	FALSE	TRUE
Tram1l1	chr3	TRUE	FALSE
Zranb3	chr1	TRUE	TRUE
Klhl35	chr7	TRUE	TRUE
Hnrnpul1	chr7	TRUE	TRUE
Fbxl19	chr7	FALSE	TRUE
Add3	chr19	FALSE	FALSE
Pianp	chr6	FALSE	FALSE
Prss52	chr14	FALSE	FALSE
Kif3c	chr12	TRUE	TRUE
Adnp2	chr18	FALSE	TRUE
Nampt	chr12	FALSE	FALSE
Rfx5	chr3	FALSE	TRUE
Egr1	chr18	FALSE	FALSE
P2rx7	chr5	TRUE	FALSE
Klhl42	chr6	FALSE	FALSE
Ppp2r3d	chr9	FALSE	TRUE
1700017B05Rik	chr9	TRUE	FALSE
Immt	chr6	FALSE	TRUE
Map3k14	chr11	FALSE	FALSE
Natd1	chr11	TRUE	FALSE
Cers5	chr15	FALSE	FALSE
Gask1a	chr9	FALSE	FALSE
C77080	chr4	TRUE	FALSE
Slc19a2	chr1	FALSE	FALSE
Clcn2	chr16	FALSE	TRUE
BC005624	chr2	FALSE	FALSE
Lipt2	chr7	FALSE	FALSE
Ankrd54	chr15	FALSE	FALSE
Fam174a	chr1	TRUE	FALSE
Tcta	chr9	FALSE	TRUE
Stt3a	chr9	FALSE	TRUE
Lrsam1	chr2	FALSE	FALSE
Ipo9	chr1	FALSE	TRUE
Zfp157	chr5	FALSE	TRUE
Pomgnt2	chr9	TRUE	FALSE
Cdh18	chr15	TRUE	FALSE
Ankrd13d	chr19	FALSE	TRUE
Cnot11	chr1	FALSE	TRUE
Man1b1	chr2	FALSE	TRUE
Kcna1	chr6	FALSE	TRUE
Mief1	chr15	FALSE	TRUE
Kdm8	chr7	FALSE	TRUE
Slc25a35	chr11	FALSE	FALSE
Arhgef25	chr10	FALSE	TRUE
Fth1	chr19	FALSE	TRUE
Bclaf1	chr10	FALSE	TRUE
Srsf3	chr17	FALSE	TRUE
Ezh2	chr6	FALSE	TRUE
Trmt10a	chr3	FALSE	FALSE
Nt5dc1	chr10	TRUE	FALSE
Hspa8	chr9	FALSE	TRUE
Kcnc1	chr7	FALSE	FALSE
Fgd2	chr17	FALSE	FALSE
Pcsk4	chr10	FALSE	FALSE
Abhd11	chr5	FALSE	TRUE
Fgf23	chr6	FALSE	TRUE
Ppp1r26	chr2	TRUE	FALSE
Slc35e1	chr8	FALSE	FALSE
Klf1	chr8	FALSE	FALSE
Bloc1s4	chr5	FALSE	FALSE
Tlr4	chr4	TRUE	FALSE
Rtn4ip1	chr10	FALSE	TRUE
Thop1	chr10	FALSE	FALSE
Usp28	chr9	FALSE	FALSE
Pcmt1	chr10	FALSE	TRUE
Zfp958	chr8	TRUE	TRUE
Igsf8	chr1	TRUE	TRUE
Crybb3	chr5	TRUE	FALSE
Hnrnpll	chr17	FALSE	TRUE
Epn1	chr7	TRUE	TRUE
Nphp3	chr9	TRUE	FALSE
Lgmn	chr12	TRUE	FALSE
Atpsckmt	chr15	FALSE	FALSE
Ubald1	chr16	FALSE	TRUE
Dhx38	chr8	FALSE	TRUE
Ung	chr5	FALSE	TRUE
Ostc	chr3	FALSE	TRUE
Psen2	chr1	FALSE	FALSE
Smim38	chr7	FALSE	TRUE
Snx16	chr3	FALSE	TRUE
Mest	chr6	FALSE	TRUE
Acta1	chr8	FALSE	FALSE
Rbm38	chr2	FALSE	FALSE
Sec16a	chr2	TRUE	FALSE
Wtap	chr17	FALSE	TRUE
Gpr61	chr3	FALSE	FALSE
Rtn1	chr12	TRUE	FALSE
Nenf	chr1	FALSE	FALSE
Slc38a2	chr15	FALSE	TRUE
Cacybp	chr1	FALSE	TRUE
Pafah2	chr4	FALSE	FALSE
Hint2	chr4	FALSE	TRUE
Agpat5	chr8	FALSE	TRUE
Bcat2	chr7	FALSE	FALSE
Diras1	chr10	FALSE	TRUE
Igfbp5	chr1	FALSE	FALSE
Erp29	chr5	FALSE	TRUE
Ahcyl1	chr3	FALSE	TRUE
Kdm6b	chr11	FALSE	TRUE
Ipo4	chr14	FALSE	FALSE
Mta2	chr19	TRUE	TRUE
Dars2	chr1	FALSE	TRUE
Pram1	chr17	FALSE	FALSE
Yme1l1	chr2	FALSE	TRUE
Usp46	chr5	TRUE	FALSE
Morn1	chr4	FALSE	FALSE
Ywhaz	chr15	FALSE	TRUE
Cep164	chr9	FALSE	TRUE
E2f7	chr10	FALSE	TRUE
Jmy	chr13	FALSE	TRUE
Zkscan2	chr7	TRUE	FALSE
Dph3	chr14	TRUE	TRUE
Abcb8	chr5	FALSE	FALSE
Ahsa2	chr11	TRUE	TRUE
Tnr	chr1	TRUE	TRUE
Krtap16-1	chr11	TRUE	TRUE
Cox19	chr5	FALSE	FALSE
Alkbh5	chr11	FALSE	FALSE
Nptx1	chr11	FALSE	TRUE
Crk	chr11	FALSE	TRUE
Nrde2	chr12	TRUE	TRUE
Dcun1d3	chr7	FALSE	TRUE
Pprc1	chr19	FALSE	TRUE
Ctsd	chr7	FALSE	TRUE
Tmem204	chr17	FALSE	FALSE
Atp6v1f	chr6	FALSE	TRUE
Dazap1	chr10	FALSE	TRUE
Acbd4	chr11	FALSE	FALSE
Zfp622	chr15	FALSE	TRUE
Ddrgk1	chr2	FALSE	TRUE
Mob4	chr1	TRUE	TRUE
Prkar1b	chr5	FALSE	FALSE
Sri	chr5	FALSE	TRUE
Med22	chr2	FALSE	TRUE
Usp19	chr9	FALSE	FALSE
Vamp3	chr4	FALSE	TRUE
Snx19	chr9	TRUE	FALSE
Atad3a	chr4	FALSE	FALSE
Tubgcp6	chr15	FALSE	FALSE
Clec11a	chr7	FALSE	TRUE
Khdrbs1	chr4	FALSE	TRUE
Odc1	chr12	FALSE	FALSE
Dhodh	chr8	FALSE	TRUE
Cntn2	chr1	TRUE	TRUE
1700025G04Rik	chr1	TRUE	FALSE
Ddx3x	chrX	FALSE	TRUE
Hectd2	chr19	TRUE	FALSE
Ttc38	chr15	FALSE	FALSE
Ubap2	chr4	FALSE	TRUE
Gtdc1	chr2	FALSE	FALSE
Trim3	chr7	FALSE	TRUE
Ltbp3	chr19	FALSE	FALSE
Plekha1	chr7	FALSE	FALSE
Lmna	chr3	FALSE	TRUE
Suco	chr1	FALSE	FALSE
Syne1	chr10	TRUE	TRUE
Gmppa	chr1	FALSE	FALSE
Fam53c	chr18	FALSE	TRUE
Psmd3	chr11	FALSE	TRUE
Nfkbia	chr12	TRUE	TRUE
Frs3	chr17	FALSE	FALSE
Sstr3	chr15	TRUE	TRUE
Gtpbp2	chr17	FALSE	FALSE
Snx32	chr19	FALSE	TRUE
Ces5a	chr8	TRUE	FALSE
M6pr	chr6	FALSE	TRUE
Gpr135	chr12	TRUE	TRUE
Dnajb2	chr1	FALSE	FALSE
Fh1	chr1	FALSE	TRUE
Mturn	chr6	FALSE	FALSE
Api5	chr2	TRUE	FALSE
Mylpf	chr7	FALSE	TRUE
Pak1	chr7	TRUE	TRUE
Tasor	chr14	TRUE	TRUE
Aldh3b1	chr19	FALSE	FALSE
Rccd1	chr7	FALSE	TRUE
Stk3	chr15	TRUE	FALSE
Gstt2	chr10	FALSE	FALSE
Ddr1	chr17	TRUE	FALSE
Etv1	chr12	TRUE	FALSE
Mocs1	chr17	TRUE	FALSE
Tcp11l2	chr10	FALSE	FALSE
Rps12	chr10	FALSE	FALSE
Neil1	chr9	FALSE	TRUE
Car4	chr11	FALSE	TRUE
Dusp6	chr10	TRUE	FALSE
Ovca2	chr11	FALSE	FALSE
Kmt5c	chr7	FALSE	TRUE
Rnd1	chr15	FALSE	TRUE
Tnks1bp1	chr2	FALSE	FALSE
Ankrd34a	chr3	FALSE	TRUE
Sdr39u1	chr14	FALSE	TRUE
Per2	chr1	TRUE	TRUE
Hivep3	chr4	FALSE	FALSE
Nxt1	chr2	TRUE	FALSE
Ptgds	chr2	TRUE	FALSE
Nol4	chr18	TRUE	FALSE
Alg12	chr15	FALSE	TRUE
Mcam	chr9	FALSE	FALSE
Vcpkmt	chr12	FALSE	FALSE
Gm45521	chr14	FALSE	FALSE
Odf2	chr2	FALSE	TRUE
Csde1	chr3	FALSE	TRUE
Dnajc5b	chr3	TRUE	FALSE
Mreg	chr1	TRUE	FALSE
Pml	chr9	FALSE	FALSE
Sdc1	chr12	FALSE	FALSE
Xpot	chr10	FALSE	FALSE
Lpin3	chr2	FALSE	FALSE
Nsmce3	chr7	FALSE	TRUE
Mif	chr10	FALSE	FALSE
Ttc9b	chr7	FALSE	TRUE
Septin5	chr16	FALSE	FALSE
Taf11	chr17	FALSE	TRUE
Nudt16l1	chr16	FALSE	TRUE
Marchf8	chr6	TRUE	FALSE
Tbc1d9	chr8	FALSE	FALSE
Creld1	chr6	FALSE	TRUE
Acin1	chr14	FALSE	TRUE
Tomm40l	chr1	FALSE	FALSE
Ddx56	chr11	FALSE	TRUE
Bace1	chr9	FALSE	TRUE
Prom1	chr5	TRUE	FALSE
Zmiz2	chr11	FALSE	TRUE
Tedc1	chr12	FALSE	FALSE
Ngdn	chr14	FALSE	TRUE
Itgav	chr2	TRUE	FALSE
Slc25a4	chr8	TRUE	FALSE
Pcdhgc3	chr18	TRUE	TRUE
Xylt2	chr11	FALSE	TRUE
Slc2a1	chr4	FALSE	TRUE
Snrnp48	chr13	FALSE	TRUE
Tgoln1	chr6	TRUE	TRUE
Pik3ip1	chr11	FALSE	TRUE
Sub1	chr15	TRUE	FALSE
Npc2	chr12	FALSE	FALSE
Rbm22	chr18	FALSE	TRUE
Etaa1	chr11	TRUE	FALSE
Gal3st3	chr19	FALSE	FALSE
Zfp384	chr6	TRUE	TRUE
Ikzf4	chr10	FALSE	FALSE
Fbxw5	chr2	TRUE	FALSE
Msantd3	chr4	FALSE	TRUE
Asph	chr4	FALSE	FALSE
Cspg5	chr9	FALSE	FALSE
Mthfd1l	chr10	TRUE	FALSE
Ddx54	chr5	TRUE	FALSE
4933402J07Rik	chr8	TRUE	FALSE
Eif5	chr12	FALSE	TRUE
Elovl4	chr9	FALSE	TRUE
Rtbdn	chr8	FALSE	FALSE
Zbtb7a	chr10	FALSE	FALSE
Slc27a1	chr8	FALSE	FALSE
Pik3r2	chr8	FALSE	FALSE
Pdxp	chr15	FALSE	TRUE
Ythdf3	chr3	TRUE	TRUE
Nrbf2	chr10	TRUE	FALSE
Sh3bgr	chr16	TRUE	FALSE
Fem1c	chr18	FALSE	FALSE
Pick1	chr15	FALSE	TRUE
Ssrp1	chr2	FALSE	TRUE
Kptn	chr7	FALSE	FALSE
Cstf2t	chr19	FALSE	TRUE
Wdr90	chr17	FALSE	FALSE
Cbx6	chr15	FALSE	FALSE
Btf3l4	chr4	TRUE	TRUE
Copb2	chr9	FALSE	TRUE
Aurkaip1	chr4	FALSE	TRUE
Fgd6	chr10	FALSE	FALSE
Tubb4a	chr17	FALSE	FALSE
Lcn12	chr2	TRUE	FALSE
Tmem201	chr4	FALSE	TRUE
Neurod1	chr2	TRUE	FALSE
Fbxo25	chr8	FALSE	TRUE
Rpap3	chr15	TRUE	TRUE
Camta2	chr11	FALSE	TRUE
Cacfd1	chr2	FALSE	FALSE
Arhgef10	chr8	FALSE	FALSE
Dbp	chr7	FALSE	TRUE
U2af1	chr17	FALSE	TRUE
Nucks1	chr1	FALSE	TRUE
