gene_name	chr	mch_hyper	cg_hmc_up
Ppp3cb	chr14	FALSE	FALSE
Ppp3cc	chr14	FALSE	FALSE
Ppp4r1	chr17	FALSE	FALSE
Ppp4r2	chr6	FALSE	FALSE
Ppp4r4	chr12	FALSE	FALSE
Ppp6r1	chr7	FALSE	FALSE
Ppp6r2	chr15	FALSE	FALSE
Ppp6r3	chr19	FALSE	FALSE
Pptc7	chr5	FALSE	FALSE
Pqlc2	chr4	FALSE	FALSE
Prdm1	chr10	FALSE	TRUE
Prdm10	chr9	TRUE	FALSE
Prdm11	chr2	FALSE	FALSE
Prdm15	chr16	FALSE	FALSE
Prdm16	chr4	FALSE	TRUE
Prdm2	chr4	FALSE	FALSE
Prdm5	chr6	TRUE	TRUE
Prdm8	chr5	FALSE	FALSE
Prep	chr10	FALSE	FALSE
Prepl	chr17	FALSE	FALSE
Prex1	chr2	FALSE	TRUE
Prex2	chr1	TRUE	TRUE
Prickle1	chr15	FALSE	TRUE
Prickle2	chr6	FALSE	TRUE
Prim2	chr1	FALSE	FALSE
Prkaca	chr8	FALSE	FALSE
Prkacb	chr3	FALSE	FALSE
Prkag2	chr5	FALSE	FALSE
Prkar2b	chr12	FALSE	TRUE
Prkca	chr11	FALSE	FALSE
Prkcb	chr7	FALSE	FALSE
Prkce	chr17	FALSE	FALSE
Prkch	chr12	FALSE	TRUE
Prkci	chr3	FALSE	FALSE
Prkcq	chr2	FALSE	FALSE
Prkcsh	chr9	FALSE	FALSE
Prkcz	chr4	FALSE	FALSE
Prkdc	chr16	FALSE	FALSE
Prkg2	chr5	FALSE	TRUE
Prkn	chr17	TRUE	FALSE
Prl	chr13	TRUE	TRUE
Prlr	chr15	FALSE	TRUE
Prmt8	chr6	FALSE	TRUE
Prn	chr2	FALSE	FALSE
Prorp	chr12	FALSE	FALSE
Pros1	chr16	FALSE	FALSE
Prox1	chr1	FALSE	FALSE
Prpf18	chr2	FALSE	FALSE
Prpf40a	chr2	FALSE	FALSE
Prpf6	chr2	FALSE	FALSE
Prr14l	chr5	FALSE	FALSE
Prr5l	chr2	FALSE	TRUE
Prrc1	chr18	FALSE	FALSE
Prrc2b	chr2	FALSE	FALSE
Prrc2c	chr1	FALSE	FALSE
Prrg2	chr7	FALSE	TRUE
Prss12	chr3	FALSE	FALSE
Prss55	chr14	TRUE	FALSE
Prtg	chr9	FALSE	TRUE
Prune2	chr19	TRUE	FALSE
Psd	chr19	FALSE	FALSE
Psd3	chr8	TRUE	FALSE
Pskh1	chr8	FALSE	FALSE
Psma5	chr3	FALSE	FALSE
Psmb2	chr4	FALSE	FALSE
Psmb4	chr3	FALSE	FALSE
Psmd1	chr1	FALSE	FALSE
Psmd11	chr11	FALSE	FALSE
Psmd12	chr11	FALSE	FALSE
Psmd14	chr2	FALSE	FALSE
Psme4	chr11	FALSE	FALSE
Psmf1	chr2	FALSE	FALSE
Pspc1	chr14	FALSE	FALSE
Ptar1	chr19	TRUE	FALSE
Ptcd3	chr6	FALSE	FALSE
Ptchd4	chr17	TRUE	FALSE
Pten	chr19	FALSE	FALSE
Ptgis	chr2	FALSE	TRUE
Ptgs1	chr2	FALSE	FALSE
Ptk2	chr15	FALSE	FALSE
Ptk2b	chr14	FALSE	FALSE
Ptp4a2	chr4	FALSE	FALSE
Ptp4a3	chr15	FALSE	TRUE
Ptpn1	chr2	FALSE	FALSE
Ptpn11	chr5	FALSE	FALSE
Ptpn13	chr5	FALSE	TRUE
Ptpn14	chr1	FALSE	TRUE
Ptpn2	chr18	FALSE	FALSE
Ptpn23	chr9	FALSE	FALSE
Ptpn3	chr4	FALSE	FALSE
Ptpn4	chr1	FALSE	FALSE
Ptpn9	chr9	FALSE	FALSE
Ptpra	chr2	FALSE	FALSE
Ptprb	chr10	TRUE	FALSE
Ptpre	chr7	FALSE	FALSE
Ptprf	chr4	FALSE	TRUE
Ptprg	chr14	FALSE	FALSE
Ptprh	chr7	FALSE	FALSE
Ptprj	chr2	TRUE	FALSE
Ptprk	chr10	TRUE	FALSE
Ptprm	chr17	FALSE	TRUE
Ptprn2	chr12	FALSE	FALSE
Pum1	chr4	FALSE	FALSE
Pum2	chr12	FALSE	FALSE
Pus10	chr11	FALSE	FALSE
Pvalb	chr15	FALSE	TRUE
Pxdn	chr12	FALSE	TRUE
Pygl	chr12	FALSE	TRUE
Pyroxd2	chr19	FALSE	TRUE
Qk	chr17	FALSE	FALSE
Qrfprl	chr6	FALSE	FALSE
Qrich1	chr9	FALSE	FALSE
Qrich2	chr11	FALSE	TRUE
Qser1	chr2	FALSE	FALSE
Qsox1	chr1	FALSE	TRUE
Qtrt2	chr16	FALSE	FALSE
R3hdm1	chr1	FALSE	FALSE
R3hdm2	chr10	FALSE	FALSE
Rab10	chr12	FALSE	FALSE
Rab11fip3	chr17	FALSE	FALSE
Rab11fip5	chr6	FALSE	FALSE
Rab18	chr18	FALSE	FALSE
Rab23	chr1	FALSE	FALSE
Rab28	chr5	FALSE	FALSE
Rab2a	chr4	FALSE	FALSE
Rab30	chr7	FALSE	FALSE
Rab3b	chr4	FALSE	FALSE
Rab3c	chr13	TRUE	FALSE
Rab3gap2	chr1	FALSE	FALSE
Rab3ip	chr10	FALSE	FALSE
Rab40b	chr11	FALSE	FALSE
Rab5c	chr11	FALSE	FALSE
Rab6b	chr9	FALSE	FALSE
Rab7	chr6	FALSE	FALSE
Rab8b	chr9	FALSE	FALSE
Rabep1	chr11	FALSE	FALSE
Rabgap1	chr2	FALSE	FALSE
Rabgap1l	chr1	FALSE	FALSE
Rac1	chr5	FALSE	FALSE
Rad18	chr6	FALSE	FALSE
Rad51b	chr12	FALSE	TRUE
Rad54l	chr4	FALSE	FALSE
Rad54l2	chr9	FALSE	FALSE
Raf1	chr6	FALSE	FALSE
Rai1	chr11	FALSE	FALSE
Ralbp1	chr17	FALSE	FALSE
Ralgapa1	chr12	FALSE	FALSE
Ralgapb	chr2	FALSE	FALSE
Ralgps1	chr2	FALSE	FALSE
Ralgps2	chr1	FALSE	FALSE
Ralyl	chr3	FALSE	FALSE
Ramp3	chr11	FALSE	FALSE
Ranbp10	chr8	FALSE	FALSE
Ranbp17	chr11	FALSE	FALSE
Ranbp2	chr10	FALSE	FALSE
Ranbp9	chr13	FALSE	FALSE
Rap1a	chr3	FALSE	FALSE
Rap1b	chr10	FALSE	FALSE
Rap1gap	chr4	FALSE	FALSE
Rap1gap2	chr11	FALSE	FALSE
Rap2a	chr14	FALSE	FALSE
Rapgef1	chr2	FALSE	FALSE
Rapgef2	chr3	FALSE	FALSE
Rapgef4	chr2	FALSE	FALSE
Rapgef5	chr12	FALSE	TRUE
Rapgef6	chr11	FALSE	FALSE
Raph1	chr1	FALSE	FALSE
Rarg	chr15	FALSE	FALSE
Rasa3	chr8	FALSE	FALSE
Rasal1	chr5	FALSE	FALSE
Rasal2	chr1	FALSE	FALSE
Rasgef1a	chr6	FALSE	FALSE
Rasgef1b	chr5	FALSE	FALSE
Rasgrf1	chr9	FALSE	FALSE
Rasgrp1	chr2	TRUE	TRUE
Rassf3	chr10	FALSE	FALSE
Rassf5	chr1	FALSE	FALSE
Rb1	chr14	FALSE	FALSE
Rbbp5	chr1	FALSE	FALSE
Rbbp8	chr18	FALSE	FALSE
Rbfox1	chr16	FALSE	FALSE
Rbfox2	chr15	FALSE	FALSE
Rbfox3	chr11	FALSE	FALSE
Rbks	chr5	FALSE	FALSE
Rbm20	chr19	FALSE	TRUE
Rbm26	chr14	FALSE	FALSE
Rbm27	chr18	FALSE	FALSE
Rbm33	chr5	FALSE	FALSE
Rbm41	chrX	FALSE	FALSE
Rbm6	chr9	FALSE	FALSE
Rbms2	chr10	FALSE	FALSE
Rbms3	chr9	FALSE	TRUE
Rbpj	chr5	FALSE	FALSE
Rc3h2	chr2	FALSE	FALSE
Rcan1	chr16	FALSE	FALSE
Rcan3	chr4	TRUE	FALSE
Rcor1	chr12	FALSE	FALSE
Rcor3	chr1	FALSE	FALSE
Rdh13	chr7	FALSE	FALSE
Rdx	chr9	FALSE	FALSE
Reck	chr4	FALSE	FALSE
Recql5	chr11	FALSE	FALSE
Reep1	chr6	FALSE	FALSE
Reep3	chr10	TRUE	FALSE
Relch	chr1	FALSE	FALSE
Rell1	chr5	TRUE	FALSE
Reln	chr5	FALSE	FALSE
Ren1	chr1	FALSE	TRUE
Rere	chr4	FALSE	FALSE
Rerg	chr6	TRUE	TRUE
Resf1	chr6	FALSE	FALSE
Retreg1	chr15	FALSE	FALSE
Rev1	chr1	FALSE	FALSE
Rev3l	chr10	FALSE	FALSE
Rfc1	chr5	FALSE	FALSE
Rffl	chr11	FALSE	FALSE
Rflna	chr5	FALSE	FALSE
Rft1	chr14	FALSE	FALSE
Rfx3	chr19	FALSE	FALSE
Rfx6	chr10	FALSE	FALSE
Rfx7	chr9	FALSE	FALSE
Rgl1	chr1	FALSE	TRUE
Rgma	chr7	FALSE	FALSE
Rgp1	chr4	FALSE	FALSE
Rgs12	chr5	FALSE	TRUE
Rgs16	chr1	FALSE	FALSE
Rgs20	chr1	FALSE	FALSE
Rgs3	chr4	TRUE	FALSE
Rgs7	chr1	FALSE	FALSE
Rgs9	chr11	FALSE	FALSE
Rhbdl1	chr17	TRUE	FALSE
Rhbdl3	chr11	FALSE	FALSE
Rheb	chr5	FALSE	FALSE
Rhoa	chr9	FALSE	FALSE
Rhobtb3	chr13	FALSE	FALSE
Rhod	chr19	FALSE	FALSE
Rhof	chr5	FALSE	FALSE
Rhoj	chr12	FALSE	TRUE
Ric1	chr19	FALSE	FALSE
Ric3	chr7	FALSE	FALSE
Ric8b	chr10	FALSE	FALSE
Rictor	chr15	FALSE	FALSE
Rif1	chr2	FALSE	FALSE
Rilpl1	chr5	FALSE	FALSE
Rims4	chr2	FALSE	FALSE
Rin3	chr12	FALSE	TRUE
Ripor1	chr8	FALSE	FALSE
Ripor2	chr13	FALSE	TRUE
Rmnd5a	chr6	FALSE	FALSE
Rnf111	chr9	FALSE	FALSE
Rnf115	chr3	FALSE	FALSE
Rnf121	chr7	FALSE	FALSE
Rnf122	chr8	TRUE	FALSE
Rnf13	chr3	FALSE	FALSE
Rnf130	chr11	FALSE	FALSE
Rnf141	chr7	FALSE	FALSE
Rnf144a	chr12	FALSE	FALSE
Rnf145	chr11	FALSE	FALSE
Rnf149	chr1	FALSE	FALSE
Rnf150	chr8	FALSE	FALSE
Rnf152	chr1	FALSE	FALSE
Rnf180	chr13	FALSE	FALSE
Rnf182	chr13	TRUE	FALSE
Rnf187	chr11	FALSE	FALSE
Rnf19a	chr15	FALSE	FALSE
Rnf2	chr1	FALSE	FALSE
Rnf213	chr11	FALSE	FALSE
Rnf214	chr9	FALSE	FALSE
Rnf216	chr5	FALSE	FALSE
Rnf217	chr10	FALSE	FALSE
Rnf220	chr4	FALSE	TRUE
Rnf26	chr9	FALSE	FALSE
Rnf38	chr4	FALSE	FALSE
Rnf43	chr11	FALSE	FALSE
Rngtt	chr4	FALSE	FALSE
Rnmt	chr18	TRUE	FALSE
Robo1	chr16	FALSE	FALSE
Robo2	chr16	TRUE	FALSE
Rock1	chr18	FALSE	FALSE
Rock2	chr12	FALSE	FALSE
Ror1	chr4	TRUE	FALSE
Ror2	chr13	FALSE	TRUE
Rora	chr9	FALSE	FALSE
Ros1	chr10	FALSE	TRUE
Rp9	chr9	TRUE	FALSE
Rpgrip1l	chr8	FALSE	FALSE
Rph3a	chr5	FALSE	FALSE
Rpia	chr6	FALSE	FALSE
Rpl17	chr18	FALSE	FALSE
Rpp14	chr14	FALSE	FALSE
Rprd1a	chr18	FALSE	FALSE
Rprd2	chr3	FALSE	FALSE
Rps14	chr18	TRUE	FALSE
Rps6ka2	chr17	FALSE	FALSE
Rps6ka5	chr12	TRUE	FALSE
Rps6kb1	chr11	FALSE	FALSE
Rps6kc1	chr1	FALSE	FALSE
Rps6kl1	chr12	FALSE	FALSE
Rptor	chr11	FALSE	FALSE
Rpusd3	chr6	FALSE	FALSE
Rras2	chr7	FALSE	FALSE
Rreb1	chr13	FALSE	TRUE
Rrm2b	chr15	FALSE	FALSE
Rrn3	chr16	FALSE	FALSE
Rsbn1	chr3	FALSE	FALSE
Rsbn1l	chr5	FALSE	FALSE
Rsf1	chr7	FALSE	FALSE
Rskr	chr11	FALSE	FALSE
Rsrc1	chr3	FALSE	FALSE
Rsu1	chr2	FALSE	FALSE
Rtf1	chr2	FALSE	FALSE
Rtl4	chrX	FALSE	TRUE
Rtn4	chr11	FALSE	FALSE
Rttn	chr18	FALSE	FALSE
Rufy1	chr11	FALSE	FALSE
Rufy2	chr10	FALSE	FALSE
Rundc3b	chr5	FALSE	FALSE
Runx1t1	chr4	TRUE	FALSE
Rusc2	chr4	FALSE	FALSE
Ruvbl1	chr6	TRUE	FALSE
Rwdd3	chr3	TRUE	FALSE
Rybp	chr6	FALSE	FALSE
Ryk	chr9	FALSE	FALSE
Ryr2	chr13	FALSE	FALSE
S100a13	chr3	FALSE	TRUE
Saal1	chr7	FALSE	FALSE
Sacm1l	chr9	FALSE	FALSE
Sacs	chr14	FALSE	FALSE
Sae1	chr7	FALSE	FALSE
Samd12	chr15	TRUE	FALSE
Samd14	chr11	FALSE	FALSE
Samd3	chr10	FALSE	TRUE
Samd4b	chr7	FALSE	FALSE
Samd8	chr14	FALSE	FALSE
Sap30	chr8	TRUE	FALSE
Sar1b	chr11	FALSE	FALSE
Sarm1	chr11	FALSE	FALSE
Saxo1	chr4	FALSE	FALSE
Sbno1	chr5	FALSE	FALSE
Sbno2	chr10	FALSE	FALSE
Scaf8	chr17	FALSE	FALSE
Scai	chr2	FALSE	FALSE
Scamp2	chr9	FALSE	FALSE
Scap	chr9	FALSE	FALSE
Scaper	chr9	FALSE	FALSE
Scarb2	chr5	FALSE	FALSE
Scarf2	chr16	FALSE	FALSE
Sccpdh	chr1	FALSE	FALSE
Scd1	chr19	TRUE	TRUE
Scfd2	chr5	TRUE	FALSE
Scg2	chr1	TRUE	FALSE
Scg5	chr2	FALSE	FALSE
Schip1	chr3	TRUE	TRUE
Sclt1	chr3	FALSE	FALSE
Scmh1	chr4	FALSE	FALSE
Scn1a	chr2	FALSE	TRUE
Scn2a	chr2	FALSE	FALSE
Scn3a	chr2	FALSE	TRUE
Scn5a	chr9	FALSE	TRUE
Scn8a	chr15	FALSE	FALSE
Scn9a	chr2	FALSE	TRUE
Scube1	chr15	FALSE	TRUE
Scyl3	chr1	FALSE	FALSE
Sdc2	chr15	TRUE	FALSE
Sdc4	chr2	FALSE	TRUE
Sdccag8	chr1	TRUE	FALSE
Sdhaf2	chr19	FALSE	FALSE
Sdk1	chr5	FALSE	FALSE
Sdk2	chr11	FALSE	TRUE
Sec11a	chr7	FALSE	FALSE
Sec16b	chr1	FALSE	TRUE
Sec22a	chr16	FALSE	FALSE
Sec23a	chr12	FALSE	FALSE
Sec24b	chr3	FALSE	FALSE
Sec63	chr10	FALSE	FALSE
Sel1l2	chr2	FALSE	FALSE
Sel1l3	chr5	FALSE	FALSE
Sema3a	chr5	TRUE	FALSE
Sema3e	chr5	TRUE	TRUE
Sema4b	chr7	FALSE	FALSE
Sema4d	chr13	FALSE	FALSE
Sema5b	chr16	FALSE	FALSE
Sema6a	chr18	TRUE	FALSE
Sema7a	chr9	FALSE	FALSE
Senp3	chr11	FALSE	FALSE
Senp5	chr16	FALSE	FALSE
Senp6	chr9	FALSE	FALSE
Senp7	chr16	FALSE	FALSE
Septin10	chr10	FALSE	FALSE
Septin11	chr5	FALSE	FALSE
Septin7	chr9	FALSE	FALSE
Septin9	chr11	FALSE	TRUE
Serhl	chr15	FALSE	TRUE
Serinc4	chr2	FALSE	FALSE
Serp2	chr14	FALSE	FALSE
Serpina1b	chr12	FALSE	FALSE
Serpinb1b	chr13	TRUE	TRUE
Serpinb2	chr1	TRUE	TRUE
Serpinb5	chr1	FALSE	FALSE
Serpinb6a	chr13	FALSE	FALSE
Serpinb8	chr1	TRUE	TRUE
Serpine2	chr1	FALSE	TRUE
Sertad2	chr11	FALSE	FALSE
Sertad4	chr1	FALSE	FALSE
Sesn1	chr10	TRUE	FALSE
Sesn2	chr4	FALSE	FALSE
Sestd1	chr2	FALSE	FALSE
Setbp1	chr18	FALSE	FALSE
Setd1b	chr5	FALSE	FALSE
Setd2	chr9	FALSE	FALSE
Setd3	chr12	FALSE	FALSE
Setd5	chr6	FALSE	FALSE
Sez6l	chr5	FALSE	FALSE
Sez6l2	chr7	FALSE	FALSE
Sfmbt1	chr14	FALSE	FALSE
Sfrp5	chr19	FALSE	FALSE
Sfswap	chr5	FALSE	FALSE
Sfxn4	chr19	FALSE	FALSE
Sgce	chr6	FALSE	FALSE
Sgcg	chr14	FALSE	FALSE
Sgip1	chr4	FALSE	FALSE
Sgk3	chr1	FALSE	FALSE
Sgms1	chr19	FALSE	FALSE
Sgpp1	chr12	FALSE	FALSE
Sgpp2	chr1	FALSE	FALSE
Sgsm1	chr5	FALSE	FALSE
Sgsm3	chr15	FALSE	FALSE
Sh3bgrl2	chr9	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Sh3d19	chr3	FALSE	FALSE
Sh3gl2	chr4	FALSE	FALSE
Sh3gl3	chr7	FALSE	TRUE
Sh3kbp1	chrX	FALSE	TRUE
Sh3pxd2a	chr19	FALSE	TRUE
Sh3pxd2b	chr11	FALSE	TRUE
Sh3rf3	chr10	FALSE	FALSE
Sh3tc1	chr5	FALSE	TRUE
Sh3tc2	chr18	FALSE	FALSE
Shank1	chr7	FALSE	FALSE
Shank2	chr7	FALSE	TRUE
Shank3	chr15	FALSE	FALSE
Shb	chr4	TRUE	TRUE
Shc4	chr2	FALSE	FALSE
Shisa3	chr5	FALSE	FALSE
Shisa6	chr11	FALSE	TRUE
Shisal1	chr15	FALSE	TRUE
Shmt1	chr11	FALSE	FALSE
Shoc2	chr19	FALSE	FALSE
Shroom3	chr5	FALSE	FALSE
Shtn1	chr19	FALSE	TRUE
Siah3	chr14	FALSE	FALSE
Sidt1	chr16	TRUE	FALSE
Sik1	chr17	FALSE	TRUE
Sik2	chr9	FALSE	FALSE
Sik3	chr9	FALSE	FALSE
Sil1	chr18	TRUE	FALSE
Sin3a	chr9	FALSE	FALSE
Sin3b	chr8	FALSE	FALSE
Sirpa	chr2	FALSE	FALSE
Sirt1	chr10	FALSE	FALSE
Sirt2	chr7	FALSE	FALSE
Ska3	chr14	FALSE	FALSE
Skap2	chr6	FALSE	FALSE
Ski	chr4	FALSE	FALSE
Skint5	chr4	FALSE	FALSE
Slamf6	chr1	FALSE	FALSE
Slc10a1	chr12	FALSE	FALSE
Slc10a7	chr8	FALSE	FALSE
Slc12a1	chr2	TRUE	TRUE
Slc12a5	chr2	FALSE	FALSE
Slc12a6	chr2	FALSE	FALSE
Slc12a8	chr16	FALSE	FALSE
Slc13a1	chr6	TRUE	FALSE
Slc14a1	chr18	FALSE	TRUE
Slc16a10	chr10	TRUE	FALSE
Slc16a14	chr1	FALSE	FALSE
Slc16a2	chrX	FALSE	TRUE
Slc16a7	chr10	FALSE	FALSE
Slc17a6	chr7	FALSE	FALSE
Slc18a1	chr8	FALSE	FALSE
Slc1a1	chr19	FALSE	FALSE
Slc1a4	chr11	FALSE	FALSE
Slc1a7	chr4	FALSE	TRUE
Slc20a2	chr8	FALSE	FALSE
Slc22a14	chr9	FALSE	FALSE
Slc22a16	chr10	FALSE	FALSE
Slc22a19	chr19	FALSE	FALSE
Slc23a2	chr2	FALSE	FALSE
Slc24a2	chr4	FALSE	FALSE
Slc24a3	chr2	TRUE	TRUE
Slc24a4	chr12	FALSE	TRUE
Slc25a10	chr11	FALSE	FALSE
Slc25a12	chr2	FALSE	FALSE
Slc25a17	chr15	FALSE	FALSE
Slc25a18	chr6	FALSE	FALSE
Slc25a20	chr9	FALSE	FALSE
Slc25a21	chr12	FALSE	TRUE
Slc25a23	chr17	FALSE	FALSE
Slc25a26	chr6	FALSE	FALSE
Slc25a36	chr9	FALSE	FALSE
Slc25a46	chr18	FALSE	FALSE
Slc28a1	chr7	FALSE	TRUE
Slc28a3	chr13	FALSE	TRUE
Slc2a13	chr15	FALSE	FALSE
Slc2a9	chr5	FALSE	FALSE
Slc30a5	chr13	FALSE	FALSE
Slc30a7	chr3	FALSE	FALSE
Slc30a9	chr5	FALSE	FALSE
Slc31a1	chr4	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
Slc35a3	chr3	FALSE	FALSE
Slc35f1	chr10	TRUE	TRUE
Slc35f3	chr8	FALSE	FALSE
Slc35f4	chr14	TRUE	TRUE
Slc35g2	chr9	TRUE	FALSE
Slc36a2	chr11	FALSE	FALSE
Slc37a3	chr6	FALSE	FALSE
Slc38a6	chr12	FALSE	FALSE
Slc39a10	chr1	FALSE	FALSE
Slc39a11	chr11	FALSE	FALSE
Slc39a14	chr14	FALSE	FALSE
Slc39a9	chr12	FALSE	FALSE
Slc43a2	chr11	FALSE	FALSE
Slc44a1	chr4	FALSE	FALSE
Slc44a5	chr3	FALSE	FALSE
Slc45a4	chr15	FALSE	FALSE
Slc49a4	chr16	FALSE	FALSE
Slc4a10	chr2	FALSE	FALSE
Slc4a2	chr5	FALSE	FALSE
Slc4a4	chr5	FALSE	FALSE
Slc4a7	chr14	FALSE	FALSE
Slc4a8	chr15	FALSE	FALSE
Slc51b	chr9	FALSE	FALSE
Slc5a12	chr2	FALSE	FALSE
Slc66a2	chr18	FALSE	FALSE
Slc6a13	chr6	FALSE	TRUE
Slc6a17	chr3	TRUE	FALSE
Slc6a20b	chr9	FALSE	FALSE
Slc7a1	chr5	FALSE	FALSE
Slc7a14	chr3	FALSE	FALSE
Slc7a7	chr14	FALSE	FALSE
Slc8a1	chr17	FALSE	TRUE
Slc8a3	chr12	FALSE	TRUE
Slc9a7	chrX	FALSE	FALSE
Slc9a9	chr9	FALSE	FALSE
Slco1a1	chr6	FALSE	FALSE
Slco1c1	chr6	FALSE	FALSE
Slco2a1	chr9	FALSE	FALSE
Slfn9	chr11	FALSE	TRUE
Slit2	chr5	FALSE	FALSE
Slit3	chr11	FALSE	FALSE
Slitrk2	chrX	TRUE	TRUE
Slmap	chr14	FALSE	FALSE
Smad3	chr9	FALSE	TRUE
Smad6	chr9	FALSE	TRUE
Smap2	chr4	FALSE	FALSE
Smarca1	chrX	FALSE	FALSE
Smarca2	chr19	FALSE	FALSE
Smarca4	chr9	FALSE	FALSE
Smarca5	chr8	FALSE	FALSE
Smarcad1	chr6	FALSE	FALSE
Smarcal1	chr1	FALSE	FALSE
Smarcc2	chr10	FALSE	FALSE
Smc5	chr19	FALSE	FALSE
Smchd1	chr17	FALSE	FALSE
Smg1	chr7	FALSE	FALSE
Smg6	chr11	FALSE	FALSE
Smim14	chr5	FALSE	FALSE
Smim15	chr13	TRUE	FALSE
Smpd3	chr8	FALSE	FALSE
Smpdl3a	chr10	FALSE	FALSE
Sms	chrX	TRUE	FALSE
Smurf1	chr5	FALSE	FALSE
Smurf2	chr11	FALSE	FALSE
Smyd5	chr6	FALSE	FALSE
Snap91	chr9	FALSE	FALSE
Snca	chr6	TRUE	FALSE
Sncaip	chr18	TRUE	TRUE
Snd1	chr6	TRUE	FALSE
Snph	chr2	FALSE	FALSE
Sntb2	chr8	FALSE	FALSE
Sntg1	chr1	FALSE	TRUE
Sntg2	chr12	FALSE	TRUE
Snupn	chr9	FALSE	FALSE
Snx12	chrX	FALSE	FALSE
Snx13	chr12	TRUE	FALSE
Snx18	chr13	TRUE	FALSE
Snx2	chr18	FALSE	FALSE
Snx24	chr18	FALSE	FALSE
Snx25	chr8	FALSE	FALSE
Snx27	chr3	FALSE	FALSE
Snx29	chr16	FALSE	FALSE
Snx3	chr10	FALSE	FALSE
Snx6	chr12	FALSE	FALSE
Snx8	chr5	FALSE	FALSE
Snx9	chr17	FALSE	FALSE
Sobp	chr10	FALSE	FALSE
Socs2	chr10	FALSE	FALSE
Socs6	chr18	FALSE	FALSE
Soga1	chr2	FALSE	FALSE
Son	chr16	FALSE	FALSE
Sorbs1	chr19	FALSE	FALSE
Sorbs2	chr8	FALSE	FALSE
Sorcs2	chr5	FALSE	TRUE
Sorcs3	chr19	TRUE	TRUE
Sorl1	chr9	FALSE	FALSE
Sort1	chr3	TRUE	FALSE
Sos2	chr12	FALSE	FALSE
Sostdc1	chr12	FALSE	TRUE
Sox13	chr1	FALSE	TRUE
Sox5	chr6	TRUE	FALSE
Sox6	chr7	TRUE	TRUE
Sp4	chr12	FALSE	FALSE
Spaar	chr4	FALSE	FALSE
Spag17	chr3	TRUE	FALSE
Spag6l	chr16	FALSE	FALSE
Spag9	chr11	FALSE	FALSE
Sparc	chr11	FALSE	FALSE
Spata13	chr14	TRUE	FALSE
Spata18	chr5	FALSE	TRUE
Spata45	chr1	FALSE	FALSE
Spata5	chr3	FALSE	FALSE
Spata7	chr12	FALSE	FALSE
Spats2	chr15	FALSE	FALSE
Specc1	chr11	FALSE	FALSE
Specc1l	chr10	FALSE	FALSE
Speer4b	chr5	FALSE	FALSE
Spen	chr4	FALSE	FALSE
Spg11	chr2	FALSE	FALSE
Sphkap	chr1	FALSE	FALSE
Spin1	chr13	FALSE	FALSE
Spindoc	chr19	FALSE	FALSE
Spink10	chr18	FALSE	FALSE
Spink13	chr18	FALSE	FALSE
Spire1	chr18	FALSE	FALSE
Spns3	chr11	FALSE	TRUE
Spock1	chr13	FALSE	FALSE
Spop	chr11	FALSE	FALSE
Spopl	chr2	FALSE	FALSE
Sppl3	chr5	FALSE	FALSE
Spred2	chr11	FALSE	FALSE
Spry2	chr14	TRUE	TRUE
Spsb1	chr4	FALSE	TRUE
Spsb3	chr17	FALSE	TRUE
Spsb4	chr9	FALSE	TRUE
Sptan1	chr2	FALSE	FALSE
Sptb	chr12	FALSE	FALSE
Sptbn1	chr11	FALSE	FALSE
Sptbn4	chr7	FALSE	FALSE
Sptlc1	chr13	FALSE	FALSE
Sptlc2	chr12	FALSE	FALSE
Sptlc3	chr2	FALSE	FALSE
Sptssb	chr3	TRUE	FALSE
Srbd1	chr17	FALSE	FALSE
Src	chr2	FALSE	TRUE
Srcin1	chr11	FALSE	FALSE
Srebf1	chr11	FALSE	FALSE
Srek1ip1	chr13	FALSE	FALSE
Srfbp1	chr18	FALSE	FALSE
Srgap1	chr10	TRUE	TRUE
Srgap2	chr1	FALSE	FALSE
Srgap3	chr6	FALSE	FALSE
Srpk2	chr5	FALSE	FALSE
Srpx	chrX	TRUE	TRUE
Srr	chr11	FALSE	FALSE
Srrm1	chr4	FALSE	FALSE
Srrm3	chr5	FALSE	FALSE
Srrm4	chr5	FALSE	FALSE
Srsf9	chr5	FALSE	FALSE
Ss18	chr18	FALSE	FALSE
Ssbp2	chr13	FALSE	FALSE
Ssh1	chr5	FALSE	FALSE
Ssh2	chr11	FALSE	FALSE
Ssr2	chr3	FALSE	FALSE
St18	chr1	TRUE	FALSE
St3gal1	chr15	FALSE	TRUE
St3gal3	chr4	FALSE	FALSE
St6gal1	chr16	FALSE	TRUE
St6galnac2	chr11	FALSE	FALSE
St6galnac2	chr11	FALSE	FALSE
St6galnac2	chr11	FALSE	FALSE
St6galnac2	chr11	FALSE	FALSE
St7	chr6	FALSE	FALSE
St8sia1	chr6	FALSE	FALSE
Stab2	chr10	FALSE	TRUE
Stag1	chr9	FALSE	FALSE
Stag2	chrX	FALSE	FALSE
Stam	chr2	FALSE	FALSE
Stam2	chr2	FALSE	FALSE
Stard3	chr11	FALSE	FALSE
Stard9	chr2	FALSE	FALSE
Stat3	chr11	FALSE	FALSE
Stat4	chr1	FALSE	FALSE
Stat5b	chr11	FALSE	FALSE
Stat6	chr10	FALSE	FALSE
Stau2	chr1	FALSE	FALSE
