gene_name	chr	mch_hyper	cg_mc_up
Rab11fip4	chr11	FALSE	FALSE
Rab11fip5	chr6	FALSE	TRUE
Rab18	chr18	FALSE	TRUE
Rab23	chr1	FALSE	TRUE
Rab28	chr5	FALSE	TRUE
Rab2a	chr4	FALSE	TRUE
Rab30	chr7	FALSE	TRUE
Rab3b	chr4	FALSE	FALSE
Rab3c	chr13	TRUE	TRUE
Rab3gap2	chr1	FALSE	TRUE
Rab3ip	chr10	FALSE	TRUE
Rab44	chr17	FALSE	FALSE
Rab6b	chr9	FALSE	FALSE
Rab7	chr6	FALSE	TRUE
Rab8b	chr9	FALSE	TRUE
Rabep1	chr11	FALSE	TRUE
Rabgap1	chr2	FALSE	TRUE
Rabgap1l	chr1	FALSE	TRUE
Rac1	chr5	FALSE	TRUE
Rad51b	chr12	FALSE	FALSE
Rad54l2	chr9	FALSE	TRUE
Radx	chrX	FALSE	FALSE
Raf1	chr6	FALSE	TRUE
Rag1	chr2	TRUE	TRUE
Rai1	chr11	FALSE	TRUE
Ralbp1	chr17	FALSE	TRUE
Ralgapa1	chr12	FALSE	TRUE
Ralgapb	chr2	FALSE	TRUE
Ralgps1	chr2	FALSE	TRUE
Ralgps2	chr1	FALSE	TRUE
Ralyl	chr3	FALSE	TRUE
Ramp3	chr11	FALSE	TRUE
Ranbp10	chr8	FALSE	TRUE
Ranbp17	chr11	FALSE	TRUE
Ranbp2	chr10	FALSE	TRUE
Ranbp9	chr13	FALSE	TRUE
Rap1a	chr3	FALSE	TRUE
Rap1b	chr10	FALSE	TRUE
Rap1gap	chr4	FALSE	TRUE
Rap2a	chr14	FALSE	TRUE
Rapgef1	chr2	FALSE	TRUE
Rapgef2	chr3	FALSE	TRUE
Rapgef3	chr15	FALSE	FALSE
Rapgef4	chr2	FALSE	TRUE
Rapgef5	chr12	FALSE	FALSE
Rapgef6	chr11	FALSE	TRUE
Raph1	chr1	FALSE	TRUE
Rasal1	chr5	FALSE	TRUE
Rasal2	chr1	FALSE	FALSE
Rasgef1a	chr6	FALSE	TRUE
Rasgef1b	chr5	FALSE	FALSE
Rasgrf1	chr9	FALSE	TRUE
Rassf3	chr10	FALSE	FALSE
Rassf4	chr6	FALSE	FALSE
Rb1	chr14	FALSE	TRUE
Rbbp5	chr1	FALSE	TRUE
Rbfox1	chr16	FALSE	FALSE
Rbfox2	chr15	FALSE	TRUE
Rbks	chr5	FALSE	FALSE
Rbm26	chr14	FALSE	TRUE
Rbm27	chr18	FALSE	TRUE
Rbm33	chr5	FALSE	TRUE
Rbm41	chrX	FALSE	FALSE
Rbm6	chr9	FALSE	TRUE
Rbms3	chr9	FALSE	FALSE
Rbpj	chr5	FALSE	TRUE
Rbpms2	chr9	FALSE	FALSE
Rc3h2	chr2	FALSE	TRUE
Rcan1	chr16	FALSE	TRUE
Rcan3	chr4	TRUE	TRUE
Rcor1	chr12	FALSE	TRUE
Rcor3	chr1	FALSE	TRUE
Rdh13	chr7	FALSE	TRUE
Rdh5	chr10	TRUE	TRUE
Rdx	chr9	FALSE	TRUE
Reck	chr4	FALSE	FALSE
Reep3	chr10	TRUE	TRUE
Reep4	chr14	TRUE	TRUE
Relch	chr1	FALSE	TRUE
Rell1	chr5	TRUE	TRUE
Reln	chr5	FALSE	TRUE
Relt	chr7	FALSE	FALSE
Ren1	chr1	FALSE	FALSE
Rere	chr4	FALSE	TRUE
Resf1	chr6	FALSE	TRUE
Ret	chr6	FALSE	FALSE
Rev1	chr1	FALSE	TRUE
Rev3l	chr10	FALSE	TRUE
Rfc1	chr5	FALSE	TRUE
Rffl	chr11	FALSE	FALSE
Rflna	chr5	FALSE	FALSE
Rft1	chr14	FALSE	TRUE
Rftn2	chr1	FALSE	FALSE
Rfx2	chr17	FALSE	FALSE
Rfx3	chr19	FALSE	TRUE
Rfx8	chr1	FALSE	FALSE
Rgl1	chr1	FALSE	FALSE
Rgma	chr7	FALSE	TRUE
Rgs12	chr5	FALSE	FALSE
Rgs16	chr1	FALSE	FALSE
Rgs17	chr10	FALSE	FALSE
Rgs20	chr1	FALSE	TRUE
Rgs3	chr4	TRUE	TRUE
Rgs7	chr1	FALSE	TRUE
Rhbdl2	chr4	FALSE	FALSE
Rhbdl3	chr11	FALSE	FALSE
Rhbg	chr3	FALSE	FALSE
Rhd	chr4	FALSE	FALSE
Rheb	chr5	FALSE	TRUE
Rhobtb3	chr13	FALSE	TRUE
Rhof	chr5	FALSE	FALSE
Rhoj	chr12	FALSE	FALSE
Ric1	chr19	FALSE	TRUE
Ric3	chr7	FALSE	TRUE
Ric8b	chr10	FALSE	TRUE
Rictor	chr15	FALSE	TRUE
Rif1	chr2	FALSE	TRUE
Rimklb	chr6	FALSE	FALSE
Rims3	chr4	TRUE	TRUE
Rims4	chr2	FALSE	TRUE
Rin2	chr2	FALSE	FALSE
Rin3	chr12	FALSE	FALSE
Ripor2	chr13	FALSE	FALSE
Rmnd5a	chr6	FALSE	TRUE
Rnf111	chr9	FALSE	TRUE
Rnf115	chr3	FALSE	TRUE
Rnf121	chr7	FALSE	TRUE
Rnf122	chr8	TRUE	TRUE
Rnf125	chr18	FALSE	FALSE
Rnf13	chr3	FALSE	TRUE
Rnf130	chr11	FALSE	TRUE
Rnf144a	chr12	FALSE	TRUE
Rnf145	chr11	FALSE	TRUE
Rnf149	chr1	FALSE	TRUE
Rnf150	chr8	FALSE	FALSE
Rnf152	chr1	FALSE	TRUE
Rnf157	chr11	FALSE	FALSE
Rnf165	chr18	FALSE	FALSE
Rnf180	chr13	FALSE	FALSE
Rnf182	chr13	TRUE	TRUE
Rnf187	chr11	FALSE	TRUE
Rnf19a	chr15	FALSE	TRUE
Rnf2	chr1	FALSE	TRUE
Rnf208	chr2	FALSE	TRUE
Rnf213	chr11	FALSE	FALSE
Rnf214	chr9	FALSE	TRUE
Rnf216	chr5	FALSE	TRUE
Rnf217	chr10	FALSE	TRUE
Rnf220	chr4	FALSE	FALSE
Rnf26	chr9	FALSE	TRUE
Rnf38	chr4	FALSE	TRUE
Rnf43	chr11	FALSE	FALSE
Rngtt	chr4	FALSE	TRUE
Rnmt	chr18	TRUE	TRUE
Robo1	chr16	FALSE	TRUE
Robo2	chr16	TRUE	TRUE
Rock1	chr18	FALSE	TRUE
Rock2	chr12	FALSE	TRUE
Ror1	chr4	TRUE	TRUE
Ror2	chr13	FALSE	FALSE
Rora	chr9	FALSE	TRUE
Rorb	chr19	FALSE	FALSE
Ros1	chr10	FALSE	FALSE
Rp9	chr9	TRUE	TRUE
Rpgrip1l	chr8	FALSE	TRUE
Rph3a	chr5	FALSE	TRUE
Rpia	chr6	FALSE	TRUE
Rpl17	chr18	FALSE	TRUE
Rpn2	chr2	FALSE	FALSE
Rpp14	chr14	FALSE	TRUE
Rpp40	chr13	FALSE	FALSE
Rprd1a	chr18	FALSE	TRUE
Rprd2	chr3	FALSE	TRUE
Rps14	chr18	TRUE	TRUE
Rps6ka5	chr12	TRUE	TRUE
Rps6kb1	chr11	FALSE	TRUE
Rptor	chr11	FALSE	TRUE
Rras2	chr7	FALSE	TRUE
Rreb1	chr13	FALSE	FALSE
Rrm2b	chr15	FALSE	TRUE
Rrn3	chr16	FALSE	TRUE
Rsbn1	chr3	FALSE	TRUE
Rsbn1l	chr5	FALSE	TRUE
Rsf1	chr7	FALSE	TRUE
Rsph1	chr17	FALSE	FALSE
Rtf1	chr2	FALSE	TRUE
Rtkn2	chr10	FALSE	FALSE
Rtl4	chrX	FALSE	FALSE
Rtl9	chrX	FALSE	FALSE
Rtp1	chr16	FALSE	TRUE
Rufy2	chr10	FALSE	TRUE
Rundc3b	chr5	FALSE	TRUE
Runx1	chr16	FALSE	FALSE
Runx1t1	chr4	TRUE	TRUE
Runx3	chr4	FALSE	FALSE
Rusc2	chr4	FALSE	TRUE
Ruvbl1	chr6	TRUE	TRUE
Rwdd3	chr3	TRUE	TRUE
Rxra	chr2	FALSE	FALSE
Rybp	chr6	FALSE	TRUE
Ryk	chr9	FALSE	TRUE
Ryr2	chr13	FALSE	FALSE
Saal1	chr7	FALSE	TRUE
Sacm1l	chr9	FALSE	TRUE
Sacs	chr14	FALSE	TRUE
Sae1	chr7	FALSE	TRUE
Samd12	chr15	TRUE	TRUE
Samd14	chr11	FALSE	TRUE
Samd8	chr14	FALSE	TRUE
Sap30	chr8	TRUE	TRUE
Sar1b	chr11	FALSE	TRUE
Sarm1	chr11	FALSE	TRUE
Sbno1	chr5	FALSE	TRUE
Sbno2	chr10	FALSE	TRUE
Scaf8	chr17	FALSE	TRUE
Scai	chr2	FALSE	TRUE
Scamp2	chr9	FALSE	TRUE
Scap	chr9	FALSE	TRUE
Scarb1	chr5	FALSE	FALSE
Scarb2	chr5	FALSE	TRUE
Scarf2	chr16	FALSE	FALSE
Scd1	chr19	TRUE	TRUE
Scfd2	chr5	TRUE	TRUE
Scg2	chr1	TRUE	TRUE
Scg5	chr2	FALSE	TRUE
Schip1	chr3	TRUE	TRUE
Sclt1	chr3	FALSE	TRUE
Scmh1	chr4	FALSE	TRUE
Scn1a	chr2	FALSE	FALSE
Scn2a	chr2	FALSE	TRUE
Scn3a	chr2	FALSE	FALSE
Scn4b	chr9	FALSE	FALSE
Scn5a	chr9	FALSE	FALSE
Scn8a	chr15	FALSE	FALSE
Scn9a	chr2	FALSE	FALSE
Scnn1a	chr6	FALSE	FALSE
Scp2	chr4	FALSE	FALSE
Scube1	chr15	FALSE	FALSE
Scube2	chr7	TRUE	TRUE
Scyl3	chr1	FALSE	TRUE
Sdc2	chr15	TRUE	TRUE
Sdc3	chr4	FALSE	FALSE
Sdc4	chr2	FALSE	FALSE
Sdccag8	chr1	TRUE	TRUE
Sdhaf2	chr19	FALSE	TRUE
Sdk2	chr11	FALSE	FALSE
Sec11a	chr7	FALSE	TRUE
Sec14l1	chr11	FALSE	TRUE
Sec16b	chr1	FALSE	FALSE
Sec23a	chr12	FALSE	TRUE
Sec24b	chr3	FALSE	TRUE
Sec24d	chr3	FALSE	FALSE
Sec63	chr10	FALSE	TRUE
Sel1l3	chr5	FALSE	TRUE
Selenbp1	chr3	FALSE	FALSE
Sema3a	chr5	TRUE	TRUE
Sema3e	chr5	TRUE	TRUE
Sema3f	chr9	FALSE	FALSE
Sema4b	chr7	FALSE	TRUE
Sema4d	chr13	FALSE	TRUE
Sema6a	chr18	TRUE	TRUE
Sema6c	chr3	FALSE	FALSE
Sema6d	chr2	TRUE	TRUE
Sema7a	chr9	FALSE	FALSE
Senp3	chr11	FALSE	TRUE
Senp5	chr16	FALSE	TRUE
Senp6	chr9	FALSE	TRUE
Senp7	chr16	FALSE	TRUE
Septin11	chr5	FALSE	TRUE
Septin7	chr9	FALSE	TRUE
Septin9	chr11	FALSE	FALSE
Serhl	chr15	FALSE	FALSE
Serinc2	chr4	FALSE	FALSE
Serp2	chr14	FALSE	TRUE
Serpina1b	chr12	FALSE	FALSE
Serpina9	chr12	FALSE	FALSE
Serpinb1b	chr13	TRUE	TRUE
Serpinb3b	chr1	FALSE	FALSE
Serpinb5	chr1	FALSE	TRUE
Serpinb6a	chr13	FALSE	TRUE
Serpine2	chr1	FALSE	FALSE
Sertad2	chr11	FALSE	TRUE
Sesn1	chr10	TRUE	TRUE
Sestd1	chr2	FALSE	TRUE
Setbp1	chr18	FALSE	TRUE
Setd1b	chr5	FALSE	TRUE
Setd2	chr9	FALSE	TRUE
Setd3	chr12	FALSE	TRUE
Setd5	chr6	FALSE	TRUE
Sez6	chr11	FALSE	FALSE
Sez6l	chr5	FALSE	TRUE
Sez6l2	chr7	FALSE	TRUE
Sfmbt1	chr14	FALSE	TRUE
Sfmbt2	chr2	FALSE	FALSE
Sfrp5	chr19	FALSE	FALSE
Sfswap	chr5	FALSE	TRUE
Sfxn5	chr6	FALSE	FALSE
Sgce	chr6	FALSE	TRUE
Sgcg	chr14	FALSE	TRUE
Sgms1	chr19	FALSE	TRUE
Sgo1	chr17	TRUE	TRUE
Sgpp1	chr12	FALSE	TRUE
Sgpp2	chr1	FALSE	TRUE
Sgsm3	chr15	FALSE	TRUE
Sh3bgrl2	chr9	FALSE	TRUE
Sh3bp2	chr5	FALSE	FALSE
Sh3bp4	chr1	FALSE	FALSE
Sh3bp5	chr14	FALSE	TRUE
Sh3d19	chr3	FALSE	TRUE
Sh3gl2	chr4	FALSE	TRUE
Sh3gl3	chr7	FALSE	FALSE
Sh3kbp1	chrX	FALSE	FALSE
Sh3pxd2a	chr19	FALSE	FALSE
Sh3pxd2b	chr11	FALSE	FALSE
Sh3tc1	chr5	FALSE	FALSE
Shank1	chr7	FALSE	FALSE
Shank2	chr7	FALSE	FALSE
Shb	chr4	TRUE	FALSE
Shc3	chr13	FALSE	FALSE
Shisal1	chr15	FALSE	FALSE
Shld1	chr2	TRUE	TRUE
Shmt1	chr11	FALSE	TRUE
Shoc2	chr19	FALSE	TRUE
Shroom2	chrX	FALSE	FALSE
Shtn1	chr19	FALSE	FALSE
Sidt1	chr16	TRUE	TRUE
Sik1	chr17	FALSE	FALSE
Sik2	chr9	FALSE	TRUE
Sik3	chr9	FALSE	TRUE
Sil1	chr18	TRUE	TRUE
Sin3a	chr9	FALSE	TRUE
Sin3b	chr8	FALSE	TRUE
Sirpa	chr2	FALSE	TRUE
Sirt1	chr10	FALSE	TRUE
Sirt2	chr7	FALSE	TRUE
Skap1	chr11	FALSE	FALSE
Ski	chr4	FALSE	TRUE
Skida1	chr2	TRUE	TRUE
Skint10	chr4	FALSE	FALSE
Skint11	chr4	FALSE	FALSE
Skint5	chr4	FALSE	FALSE
Skint6	chr4	FALSE	FALSE
Slc10a1	chr12	FALSE	TRUE
Slc10a7	chr8	FALSE	FALSE
Slc12a6	chr2	FALSE	TRUE
Slc12a8	chr16	FALSE	TRUE
Slc13a1	chr6	TRUE	TRUE
Slc13a3	chr2	FALSE	FALSE
Slc14a1	chr18	FALSE	FALSE
Slc16a10	chr10	TRUE	TRUE
Slc16a14	chr1	FALSE	TRUE
Slc16a2	chrX	FALSE	FALSE
Slc16a7	chr10	FALSE	TRUE
Slc17a6	chr7	FALSE	FALSE
Slc1a1	chr19	FALSE	FALSE
Slc1a2	chr2	TRUE	TRUE
Slc1a3	chr15	FALSE	FALSE
Slc1a5	chr7	FALSE	FALSE
Slc1a7	chr4	FALSE	FALSE
Slc20a2	chr8	FALSE	TRUE
Slc22a14	chr9	FALSE	TRUE
Slc22a23	chr13	FALSE	FALSE
Slc23a2	chr2	FALSE	TRUE
Slc24a3	chr2	TRUE	FALSE
Slc24a4	chr12	FALSE	FALSE
Slc25a12	chr2	FALSE	TRUE
Slc25a17	chr15	FALSE	TRUE
Slc25a18	chr6	FALSE	FALSE
Slc25a21	chr12	FALSE	FALSE
Slc25a23	chr17	FALSE	TRUE
Slc25a24	chr3	FALSE	FALSE
Slc25a26	chr6	FALSE	FALSE
Slc25a36	chr9	FALSE	TRUE
Slc25a46	chr18	FALSE	TRUE
Slc26a3	chr12	FALSE	FALSE
Slc26a8	chr17	FALSE	FALSE
Slc26a9	chr1	FALSE	FALSE
Slc28a1	chr7	FALSE	FALSE
Slc28a3	chr13	FALSE	FALSE
Slc29a3	chr10	FALSE	FALSE
Slc2a13	chr15	FALSE	TRUE
Slc2a5	chr4	FALSE	FALSE
Slc30a3	chr5	FALSE	FALSE
Slc30a5	chr13	FALSE	TRUE
Slc30a7	chr3	FALSE	TRUE
Slc30a9	chr5	FALSE	TRUE
Slc31a1	chr4	FALSE	TRUE
Slc35a1	chr4	FALSE	TRUE
Slc35f3	chr8	FALSE	TRUE
Slc35f4	chr14	TRUE	TRUE
Slc35g2	chr9	TRUE	TRUE
Slc36a4	chr9	FALSE	FALSE
Slc37a3	chr6	FALSE	TRUE
Slc38a1	chr15	FALSE	FALSE
Slc39a10	chr1	FALSE	TRUE
Slc39a11	chr11	FALSE	FALSE
Slc39a9	chr12	FALSE	TRUE
Slc41a2	chr10	FALSE	FALSE
Slc41a3	chr6	FALSE	FALSE
Slc43a2	chr11	FALSE	TRUE
Slc44a1	chr4	FALSE	TRUE
Slc45a3	chr1	FALSE	FALSE
Slc49a4	chr16	FALSE	TRUE
Slc4a10	chr2	FALSE	TRUE
Slc4a2	chr5	FALSE	FALSE
Slc4a4	chr5	FALSE	FALSE
Slc4a5	chr6	FALSE	FALSE
Slc4a7	chr14	FALSE	TRUE
Slc4a8	chr15	FALSE	FALSE
Slc5a11	chr7	FALSE	FALSE
Slc6a12	chr6	FALSE	FALSE
Slc6a17	chr3	TRUE	TRUE
Slc6a20b	chr9	FALSE	TRUE
Slc6a6	chr6	FALSE	FALSE
Slc6a9	chr4	FALSE	FALSE
Slc7a1	chr5	FALSE	TRUE
Slc7a14	chr3	FALSE	TRUE
Slc8a1	chr17	FALSE	FALSE
Slc8a3	chr12	FALSE	FALSE
Slco2b1	chr7	FALSE	TRUE
Slco4a1	chr2	FALSE	FALSE
Slit2	chr5	FALSE	FALSE
Slit3	chr11	FALSE	TRUE
Slitrk2	chrX	TRUE	TRUE
Slmap	chr14	FALSE	TRUE
Smad1	chr8	FALSE	FALSE
Smad3	chr9	FALSE	FALSE
Smad6	chr9	FALSE	FALSE
Smagp	chr15	FALSE	FALSE
Smap2	chr4	FALSE	TRUE
Smarca2	chr19	FALSE	TRUE
Smarca4	chr9	FALSE	TRUE
Smarca5	chr8	FALSE	TRUE
Smarcad1	chr6	FALSE	TRUE
Smarcal1	chr1	FALSE	TRUE
Smarcc2	chr10	FALSE	TRUE
Smarcd3	chr5	FALSE	FALSE
Smc5	chr19	FALSE	TRUE
Smchd1	chr17	FALSE	TRUE
Smg1	chr7	FALSE	TRUE
Smg6	chr11	FALSE	TRUE
Smim14	chr5	FALSE	TRUE
Smim15	chr13	TRUE	TRUE
Smpdl3a	chr10	FALSE	FALSE
Sms	chrX	TRUE	TRUE
Smurf1	chr5	FALSE	FALSE
Smurf2	chr11	FALSE	TRUE
Smyd5	chr6	FALSE	TRUE
Snap91	chr9	FALSE	TRUE
Snca	chr6	TRUE	TRUE
Sncaip	chr18	TRUE	FALSE
Snd1	chr6	TRUE	TRUE
Sntg1	chr1	FALSE	FALSE
Sntg2	chr12	FALSE	FALSE
Snx13	chr12	TRUE	TRUE
Snx18	chr13	TRUE	TRUE
Snx2	chr18	FALSE	TRUE
Snx24	chr18	FALSE	TRUE
Snx25	chr8	FALSE	TRUE
Snx27	chr3	FALSE	TRUE
Snx29	chr16	FALSE	TRUE
Snx3	chr10	FALSE	TRUE
Snx6	chr12	FALSE	TRUE
Snx8	chr5	FALSE	FALSE
Snx9	chr17	FALSE	TRUE
Soat1	chr1	FALSE	FALSE
Sobp	chr10	FALSE	FALSE
Soga1	chr2	FALSE	TRUE
Son	chr16	FALSE	TRUE
Sorbs1	chr19	FALSE	TRUE
Sorbs2	chr8	FALSE	TRUE
Sorcs2	chr5	FALSE	FALSE
Sorcs3	chr19	TRUE	FALSE
Sorl1	chr9	FALSE	TRUE
Sort1	chr3	TRUE	TRUE
Sos2	chr12	FALSE	TRUE
Sostdc1	chr12	FALSE	FALSE
Sowahc	chr10	TRUE	TRUE
Sox13	chr1	FALSE	FALSE
Sox5	chr6	TRUE	TRUE
Sox6	chr7	TRUE	FALSE
Sox8	chr17	FALSE	FALSE
Sp4	chr12	FALSE	TRUE
Spag17	chr3	TRUE	TRUE
Spag6	chr2	FALSE	FALSE
Spag9	chr11	FALSE	TRUE
Spam1	chr6	TRUE	TRUE
Sparc	chr11	FALSE	FALSE
Spata13	chr14	TRUE	TRUE
Spata18	chr5	FALSE	FALSE
Spata31d1a	chr13	FALSE	FALSE
Spata5	chr3	FALSE	TRUE
Spata7	chr12	FALSE	TRUE
Spats2	chr15	FALSE	TRUE
Spc24	chr9	TRUE	TRUE
Specc1l	chr10	FALSE	TRUE
Sphkap	chr1	FALSE	TRUE
Spink10	chr18	FALSE	TRUE
Spire1	chr18	FALSE	TRUE
Spns3	chr11	FALSE	FALSE
Spocd1	chr4	FALSE	FALSE
Spock1	chr13	FALSE	TRUE
Spon2	chr5	FALSE	FALSE
Spop	chr11	FALSE	TRUE
Spopl	chr2	FALSE	TRUE
Sppl3	chr5	FALSE	TRUE
Spred2	chr11	FALSE	TRUE
Spry2	chr14	TRUE	TRUE
Spsb1	chr4	FALSE	FALSE
Spsb3	chr17	FALSE	TRUE
Spsb4	chr9	FALSE	FALSE
Sptan1	chr2	FALSE	TRUE
Sptb	chr12	FALSE	TRUE
Sptbn1	chr11	FALSE	TRUE
Sptbn5	chr2	FALSE	FALSE
Sptlc1	chr13	FALSE	TRUE
Sptlc2	chr12	FALSE	TRUE
Sptssb	chr3	TRUE	TRUE
Srarp	chr4	FALSE	FALSE
Srbd1	chr17	FALSE	FALSE
Src	chr2	FALSE	FALSE
Srek1ip1	chr13	FALSE	TRUE
Srfbp1	chr18	FALSE	TRUE
Srgap1	chr10	TRUE	FALSE
Srgap2	chr1	FALSE	TRUE
Srgap3	chr6	FALSE	TRUE
Srpk2	chr5	FALSE	TRUE
Srr	chr11	FALSE	TRUE
Srrm1	chr4	FALSE	TRUE
Srrm3	chr5	FALSE	TRUE
Srrm4	chr5	FALSE	TRUE
Srsf9	chr5	FALSE	TRUE
Ss18	chr18	FALSE	TRUE
Ssbp2	chr13	FALSE	TRUE
Ssr2	chr3	FALSE	TRUE
St18	chr1	TRUE	TRUE
St3gal1	chr15	FALSE	FALSE
St3gal3	chr4	FALSE	TRUE
St6gal1	chr16	FALSE	FALSE
St7	chr6	FALSE	TRUE
St8sia1	chr6	FALSE	TRUE
St8sia5	chr18	FALSE	TRUE
Stab2	chr10	FALSE	FALSE
Stag1	chr9	FALSE	TRUE
Stag2	chrX	FALSE	TRUE
Stam	chr2	FALSE	TRUE
Stam2	chr2	FALSE	TRUE
Stard3	chr11	FALSE	TRUE
Stat3	chr11	FALSE	TRUE
Stat4	chr1	FALSE	FALSE
Stat5a	chr11	FALSE	FALSE
Stat5b	chr11	FALSE	TRUE
Stau2	chr1	FALSE	FALSE
Steap3	chr1	FALSE	FALSE
Stim1	chr7	FALSE	TRUE
Stim2	chr5	FALSE	TRUE
Stimate	chr14	FALSE	TRUE
Stk10	chr11	FALSE	TRUE
Stk11ip	chr1	FALSE	TRUE
Stk24	chr14	FALSE	TRUE
Stk32b	chr5	FALSE	FALSE
Stk38	chr17	FALSE	TRUE
Stk38l	chr6	FALSE	TRUE
Stk39	chr2	FALSE	TRUE
Stk4	chr2	FALSE	TRUE
Stom	chr2	TRUE	TRUE
Stoml3	chr3	FALSE	FALSE
Ston2	chr12	FALSE	FALSE
Stox1	chr10	FALSE	FALSE
Stox2	chr8	FALSE	FALSE
Stpg2	chr3	TRUE	TRUE
Strbp	chr2	FALSE	TRUE
Strn	chr17	FALSE	TRUE
Strn3	chr12	FALSE	TRUE
Stt3b	chr9	FALSE	TRUE
Stx11	chr10	FALSE	FALSE
Stx18	chr5	FALSE	TRUE
Stx2	chr5	FALSE	FALSE
Stx7	chr10	FALSE	TRUE
Stxbp1	chr2	FALSE	TRUE
Stxbp3	chr3	FALSE	TRUE
Stxbp4	chr11	FALSE	FALSE
Stxbp5	chr10	FALSE	TRUE
Stxbp5l	chr16	FALSE	TRUE
Sucla2	chr14	FALSE	TRUE
Suclg2	chr6	FALSE	FALSE
Sugp2	chr8	FALSE	TRUE
Sult2b1	chr7	FALSE	FALSE
Sult4a1	chr15	FALSE	FALSE
Sumf1	chr6	FALSE	TRUE
Sumo1	chr1	TRUE	TRUE
Sun1	chr5	FALSE	TRUE
Supt16	chr14	FALSE	TRUE
Supt20	chr3	FALSE	TRUE
Supt3	chr17	FALSE	FALSE
Supt7l	chr5	FALSE	TRUE
Susd3	chr13	FALSE	FALSE
Susd4	chr1	FALSE	FALSE
Susd6	chr12	FALSE	TRUE
Sv2b	chr7	FALSE	TRUE
Sv2c	chr13	FALSE	TRUE
Svep1	chr4	TRUE	TRUE
Svop	chr5	FALSE	TRUE
Swap70	chr7	FALSE	FALSE
Sybu	chr15	TRUE	TRUE
Syk	chr13	FALSE	FALSE
Syn2	chr6	TRUE	TRUE
Syn3	chr10	FALSE	TRUE
Syne2	chr12	FALSE	TRUE
Syne3	chr12	FALSE	FALSE
Synj1	chr16	FALSE	TRUE
Synpo2	chr3	FALSE	FALSE
Synrg	chr11	FALSE	TRUE
Sypl	chr12	TRUE	TRUE
Sys1	chr2	FALSE	TRUE
Syt1	chr10	TRUE	TRUE
Syt11	chr3	FALSE	TRUE
Syt12	chr19	FALSE	TRUE
Syt14	chr1	FALSE	TRUE
Syt15	chr14	FALSE	FALSE
Syt16	chr12	FALSE	FALSE
Syt2	chr1	FALSE	FALSE
Syt6	chr3	FALSE	TRUE
Syt7	chr19	FALSE	TRUE
Syt9	chr7	TRUE	TRUE
Szt2	chr4	FALSE	TRUE
Tab2	chr10	FALSE	TRUE
Tab3	chrX	FALSE	TRUE
Tacc2	chr7	FALSE	TRUE
Taf1b	chr12	FALSE	TRUE
Taf1c	chr8	FALSE	TRUE
Taf2	chr15	FALSE	TRUE
Taf3	chr2	FALSE	TRUE
Taf4	chr2	FALSE	TRUE
Tafa5	chr15	FALSE	FALSE
Tagln3	chr16	FALSE	TRUE
Tanc1	chr2	FALSE	TRUE
Tarbp1	chr8	FALSE	TRUE
Tasor2	chr13	FALSE	TRUE
Tasp1	chr2	FALSE	TRUE
Tax1bp1	chr6	FALSE	TRUE
Tbc1d1	chr5	FALSE	FALSE
Tbc1d12	chr19	FALSE	TRUE
Tbc1d14	chr5	FALSE	TRUE
Tbc1d15	chr10	FALSE	TRUE
Tbc1d19	chr5	FALSE	TRUE
Tbc1d2	chr4	FALSE	FALSE
Tbc1d22b	chr17	FALSE	TRUE
Tbc1d2b	chr9	FALSE	TRUE
Tbc1d30	chr10	FALSE	FALSE
Tbc1d31	chr15	TRUE	TRUE
Tbc1d5	chr17	FALSE	TRUE
Tbc1d9b	chr11	FALSE	TRUE
Tbca	chr13	FALSE	TRUE
Tbcd	chr11	FALSE	TRUE
Tbce	chr13	FALSE	TRUE
Tbck	chr3	FALSE	TRUE
Tbl1x	chrX	FALSE	TRUE
Tbl1xr1	chr3	FALSE	TRUE
Tbpl1	chr10	FALSE	TRUE
Tbr1	chr2	FALSE	FALSE
Tbx21	chr11	FALSE	FALSE
Tbxas1	chr6	FALSE	FALSE
Tcaf1	chr6	FALSE	TRUE
Tcam1	chr11	TRUE	TRUE
Tceanc2	chr4	FALSE	TRUE
Tcerg1	chr18	FALSE	TRUE
Tcf12	chr9	FALSE	TRUE
Tcf20	chr15	FALSE	FALSE
Tcf7l1	chr6	FALSE	FALSE
Tcf7l2	chr19	FALSE	FALSE
Tchp	chr5	FALSE	TRUE
Tcp10c	chr17	FALSE	FALSE
Tcp11l1	chr2	FALSE	TRUE
Tctex1d1	chr4	FALSE	FALSE
Tdh	chr14	FALSE	TRUE
Tdo2	chr3	TRUE	TRUE
Tdp1	chr12	FALSE	FALSE
Tdrd5	chr1	FALSE	FALSE
Tead1	chr7	FALSE	TRUE
Tec	chr5	FALSE	FALSE
Tecpr1	chr5	FALSE	TRUE
Teddm2	chr1	FALSE	FALSE
Tekt1	chr11	FALSE	FALSE
Tekt5	chr16	FALSE	FALSE
Tenm1	chrX	FALSE	FALSE
Tenm2	chr11	FALSE	TRUE
Tenm3	chr8	FALSE	FALSE
Tenm4	chr7	TRUE	FALSE
Tent2	chr13	FALSE	TRUE
Tent4a	chr13	FALSE	TRUE
Tent4b	chr8	FALSE	TRUE
Terf2	chr8	FALSE	TRUE
Tesk2	chr4	FALSE	TRUE
Tet2	chr3	FALSE	TRUE
Tet3	chr6	FALSE	TRUE
Tex10	chr4	FALSE	TRUE
Tex2	chr11	FALSE	TRUE
