gene_name	chr	at_gained_anchor	at_lost_anchor	at_mixed_anchor	n_anchors	n_anchor_loops	mean_loop_logfc	gene_anchor_class	gene_length	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_conc_weighted_fold	mecp2_total_conc	mecp2_n_peaks_weighted	has_mecp2_peak	mecp2_gained	mecp2_lost
1700067K01Rik	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	3269	0.00431307305324329	0.0776725601953661	0.858166894125027	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700067P10Rik	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	1600	0.00283427911800567	0.345557815978873	0.649248208663782	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700069L16Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	32351	-0.00284804562876203	-0.236442154593778	0.0108856512319082	TRUE	Hypomethylated	-0.066898952	0.777276818	0.777276818	1	0	FALSE	-0.066898952	4.195712193	1	TRUE	FALSE	FALSE
1700074P13Rik	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	20121	-0.000262809112124672	-0.239194589074793	0.24375985289012	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700080O16Rik	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	4078	0.00120426605838665	-0.255407709809973	0.568937767194724	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700086D15Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	7982	-0.000762908193715238	-0.215540431710891	0.338442959408604	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700088E04Rik	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	11905	0.000441126106716261	-0.092946514858231	0.708066018945092	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700092M07Rik	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	508	0.000505220063422015	0.00437617497339028	0.99775526588208	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700093K21Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	4953	-0.00254285722793634	-0.2731937352554	0.465146338881994	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700094D03Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	5552	0.000721955952106607	-0.115482620355636	0.75090083585593	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700102P08Rik	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	18130	-0.00338866115643643	-0.368109714598723	0.0150617243534745	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700109H08Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	12791	0.00215244437532741	0.00854499497914106	0.977514341960628	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700113H08Rik	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	172545	0.000999328605639225	-0.0681787528661899	0.323941655075563	FALSE	Hypomethylated	-0.053577427	0.823594255	0.823594255	1	0	FALSE	-0.053577427	5.390716462	1	TRUE	FALSE	FALSE
1700122O11Rik	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	1549	-0.0067662806623479	-0.327350230798912	0.515791242194473	FALSE	Hypomethylated	-0.021232487	0.9449763	0.308145402	2	0	FALSE	-0.121622945590784	8.434160435	2	TRUE	FALSE	FALSE
1700123K08Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	2873	9.06194030464783e-05	-0.23977407872133	0.719060294217404	FALSE	Hypomethylated	-0.055142966	0.82639414	0.82639414	1	0	FALSE	-0.055142966	4.039061815	1	TRUE	FALSE	FALSE
1700123L14Rik	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	1747	-0.00141435536517255	-0.0555380186002028	0.936518678265809	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700123O20Rik	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	4526	0.00580406998785727	0.518339800330183	0.154544410413411	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700125H20Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	10742	0.000496926595386863	0.0477395133233239	0.838975220830623	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1700129C05Rik	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	9854	-0.00105142893251968	-0.257572052897158	0.367856379315471	FALSE	Hypomethylated	-0.114346413	0.593624974	1.39e-17	11	5	TRUE	0.979186599978016	50.71061765	11	TRUE	FALSE	FALSE
1810009A15Rik	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	2029	0.00027798089516407	-0.281478116815405	0.671557581958007	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810009J06Rik	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	3682	-0.00349739639900899	-0.535931181992687	0.467883032841406	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810010H24Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	4763	0.00124927469841995	-0.10746834439595	0.799079605748758	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810013L24Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	28823	-0.00121391319458834	-0.339909303469042	0.0376354827964904	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810020O05Rik	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	47212	5.59492605983585e-05	-0.189353785763466	0.164041212901743	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810024B03Rik	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	21926	-0.000820096267198173	-0.363084658365919	0.0400411919358505	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810030O07Rik	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	18790	0.00154850381966717	0.0749795326834951	0.782369819738856	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810037I17Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	1982	0.00684304408510406	0.223352891078992	0.742133802252533	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810046K07Rik	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	39239	-0.00152433891188847	-0.247618603690558	0.0195198665984381	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810055G02Rik	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	9589	0.00147347969387062	-0.0155484956010748	0.956370143586531	FALSE	Hypomethylated	0.010217276	0.977398879	0.977398879	1	0	FALSE	0.010217276	4.026136393	1	TRUE	FALSE	FALSE
1810058I24Rik	chr6	TRUE	FALSE	FALSE	2	2	0.780822357239802	Gained anchor	10843	0.00368107359142123	0.154280810287587	0.447037958432866	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810062G17Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	6363	0.00720521507590521	0.168806066960517	0.381142038534215	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
1810065E05Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	4914	0.00225063305292159	-0.137538280140776	0.742133802252533	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2010003K11Rik	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	1796	0.00323821210466699	0.206641304745572	0.744360127435594	FALSE	Hypermethylated	2.517892432	2.25e-15	2.25e-15	1	1	TRUE	2.517892432	4.554617085	1	TRUE	TRUE	FALSE
2010106E10Rik	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	63070	0.0021249912796681	-0.00212095637752011	0.991736231455612	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2010109A12Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	6958	0.0128590437596905	0.451067756586216	0.035634023303545	TRUE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2010300C02Rik	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	108409	-0.00141931741957312	-0.172117541914712	0.00259407358155324	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2010315B03Rik	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	20893	-0.000398840185452378	-0.368936361746739	0.112737993343674	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2200002D01Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	1906	0.00329321424595629	0.144256592137747	0.82313575584697	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2200002J24Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	1611	-4.01907775256713e-05	0.19672913644323	0.829537668280322	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2210010C04Rik	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	5242	0.00148092217729953	-0.15146459801164	0.74015681851317	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2210016F16Rik	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	5409	-0.00193685104630825	-0.298509844406404	0.334267058602112	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2210016L21Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	7626	0.000145541966188111	-0.158267218341147	0.593634245118154	FALSE	Hypomethylated	-0.143212646	0.499293914	0.499293914	1	0	FALSE	-0.143212646	4.088132049	1	TRUE	FALSE	FALSE
2210017I01Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	2775	0.00186155266721498	-0.0986711143555434	0.885198465499098	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2210407C18Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	7872	0.00140312854853483	-0.0723917548513532	0.829819552464923	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2210408I21Rik	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	478245	0.000727232505865516	-0.16033574449633	0.00131734630645723	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2300002M23Rik	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	1503	-0.00274534686254605	-1.09388751383978	0.213222127240883	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2300003K06Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	1265	0.00284472515224828	-0.769249255888569	0.34229867181725	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2300009A05Rik	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	4800	0.00748921558817424	0.460792122526267	0.198103845566404	FALSE	Hypermethylated	-0.122710244	0.571467736	0.571467736	1	0	FALSE	-0.122710244	4.286608024	1	TRUE	FALSE	FALSE
2310002L09Rik	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	11476	0.000259556592431468	-0.269356140615688	0.304579499579251	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310003L06Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	3412	-0.00136810755057029	-0.276144094213152	0.642114129688816	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310009B15Rik	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	4870	-0.00637815602389519	-0.276188313882468	0.178632456507093	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310011J03Rik	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	2284	0.00739736948858879	0.557207019679957	0.248220343819397	FALSE	Hypermethylated	0.066712552	0.77749832	0.499113747	2	0	FALSE	-0.0410302145558334	9.500195231	2	TRUE	FALSE	FALSE
2310022A10Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	28867	0.000116123720842892	-0.174437897179025	0.215428307661799	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310022B05Rik	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	27614	0.000645784379658849	-0.0639355806465291	0.580154811266835	FALSE	Hypomethylated	0.051560817	0.838882094	0.838882094	1	0	FALSE	0.051560817	4.016737376	1	TRUE	FALSE	FALSE
2310030G06Rik	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	6846	0.00796536714426189	0.356628705699912	0.0669323270991474	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310033P09Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	2418	0.00171258514443232	-0.220782690289	0.744357533679976	FALSE	Hypomethylated	0.015013835	0.964185863	0.964185863	1	0	FALSE	0.015013835	4.085587534	1	TRUE	FALSE	FALSE
2310034C09Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	946	-0.00489729970382427	-0.824974071980893	0.300075613337989	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310034G01Rik	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	2102	0.000817478561324188	-0.179857728537526	0.817217591830424	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310039H08Rik	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	762	-0.0235223209808	-1.96644251270747	0.0898912555706519	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310046K23Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	2007	-0.00116623960546459	-0.645321962108522	0.329640478443033	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310050C09Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	1858	0.00220826359393981	0.0562985967931911	0.942605595263461	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310057J18Rik	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	14016	0.00285789538053523	0.0888583531126653	0.749212389933611	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310057M21Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	24540	0.000207654299092674	-0.168800545778348	0.304827506429851	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310057N15Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	1028	-0.00961078360262827	-1.92054379533395	0.0350973983908246	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310061I04Rik	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	4755	0.00360251213774241	0.0422788672789568	0.929348972391121	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310061N02Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	794	-0.000590053399127606	-0.408146655698362	0.641081725776369	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2310079G19Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	881	-0.0023996305726462	-0.446620047144993	0.648738610351543	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2410002F23Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	5598	-0.00214810410460567	-0.512391624409028	0.185692780249081	FALSE	Hypomethylated	-0.040540019	0.87852267	0.87852267	1	0	FALSE	-0.040540019	4.250078365	1	TRUE	FALSE	FALSE
2410004B18Rik	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	6816	-0.000818056347436627	-0.383019108479165	0.200384588010929	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2410004P03Rik	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	8409	0.00266504526222347	0.189246531152993	0.465146338881994	FALSE	Hypermethylated	-0.024058715	0.93577808	0.93577808	1	0	FALSE	-0.024058715	4.531315273	1	TRUE	FALSE	FALSE
2410131K14Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	20867	-0.00208327903537489	-0.322700148289005	0.0323961678516435	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2410137M14Rik	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	3537	-0.00110663630701213	-0.402500998277721	0.362410022374877	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2410141K09Rik	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	23005	0.00257589911153917	0.173822486035751	0.299003116258907	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2510002D24Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	3583	0.0018189621483965	0.0331113052257113	0.957667771722934	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2510009E07Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	45621	-0.000182189929048521	-0.158981308655812	0.106110062034967	FALSE	Hypomethylated	-0.00411645	0.991656802	0.991656802	1	0	FALSE	-0.00411645	4.478952698	1	TRUE	FALSE	FALSE
2510039O18Rik	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	6420	-0.00150274864998162	-0.523851934106828	0.0738181871357173	FALSE	Hypomethylated	-0.001821474	0.996128344	0.983388096	2	0	FALSE	-0.00484258571920301	8.554184959	2	TRUE	FALSE	FALSE
2610001J05Rik	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	3784	0.0303366329251001	0.955875349951823	3.58123683084993e-05	TRUE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610002M06Rik	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	33584	2.8632477102726e-05	-0.0914583321501991	0.583531919005843	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610008E11Rik	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	33227	0.00105085887650101	-0.127562875414174	0.450391052413036	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610021A01Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	29304	0.000974189195114506	-0.144424842586733	0.397905162785343	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610028H24Rik	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	12030	-0.000888528340680952	-0.369823429862637	0.112712199751835	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610042L04Rik	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	19926	0.000737656581451735	-0.18736671867693	0.439935194026806	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610044O15Rik8	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	18053	0.00225634720446023	0.0496495640499696	0.850158156011443	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610301B20Rik	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	24928	0.000868214028990847	-0.176288777100154	0.273083704694499	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610318N02Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	11770	-0.00155273399902783	-0.294409366228108	0.164837034006412	FALSE	Hypomethylated	0.025475551	0.931504944	0.931504944	1	0	FALSE	0.025475551	4.342105342	1	TRUE	FALSE	FALSE
2610507B11Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	28872	0.000252336729796973	-0.205405556144383	0.184492983073342	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610528A11Rik	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	11883	-0.00162279816086418	-0.284129416221161	0.118145524603022	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2610528J11Rik	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	3230	-0.00235736778436201	-0.355974300984802	0.505454729233177	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2700049A03Rik	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	106456	0.000119240071958382	-0.235222061103425	0.00685367484471534	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2700062C07Rik	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	6949	-0.00145502766937157	-0.168305094082266	0.654237235176637	FALSE	Hypomethylated	-0.0200743	0.949606736	0.949606736	1	0	FALSE	-0.0200743	4.311668238	1	TRUE	FALSE	FALSE
2700081O15Rik	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	8280	-0.00251918615316295	-0.347463031122879	0.0680486089738655	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2700097O09Rik	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	34450	-0.000106429048613318	-0.249284240279889	0.0865217456119922	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2810004N23Rik	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	26176	0.00154584660976121	-0.191609835262146	0.282758108658476	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2810006K23Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	13756	0.00339118928627271	0.0884412145509185	0.54007040835366	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2810021J22Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	16073	-0.00112033410915234	-0.285815137430798	0.127540803181107	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2810408A11Rik	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	3636	-0.00594350760781202	-0.754545227958746	0.108416727587439	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
2810459M11Rik	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	9594	-0.00789481520787122	-0.317029252839719	0.0561117602790415	FALSE	Hypomethylated	-0.273988477	0.184882738	0.184882738	1	0	FALSE	-0.273988477	5.469191426	1	TRUE	FALSE	FALSE
2900026A02Rik	chr5	TRUE	FALSE	FALSE	5	5	0.372777264162448	Gained anchor	134914	-0.00184717588144977	-0.180199863551776	0.000385134412969538	TRUE	Hypomethylated	-0.348872952	0.136932515	0.136932515	6	0	FALSE	-0.109350683511357	26.554723851	6	TRUE	FALSE	FALSE
2900092C05Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	43807	-0.000252785704508748	-0.486169741652848	0.0178756638156453	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
3110001I22Rik	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	6460	3.80345299390589e-05	-0.290025599900466	0.452000640896094	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
3110009E18Rik	chr1	TRUE	FALSE	FALSE	2	3	0.317728927844196	Gained anchor	67003	-0.00226563988190729	-0.300305031118358	0.000236201836876769	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
3110021N24Rik	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	62256	-0.000373410643264857	-0.233623907385165	0.0249750898659675	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
3110040N11Rik	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	7297	0.00636595460305693	0.40977958600437	0.12518785289038	FALSE	Hypermethylated	0.003085686	0.994044851	0.994044851	1	0	FALSE	0.003085686	4.419459223	1	TRUE	FALSE	FALSE
3110082I17Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	100789	-0.00130734188964125	-0.144739012557761	0.00542728264502693	TRUE	Hypomethylated	-0.027060448	0.926381558	0.926381558	2	0	FALSE	-0.0073277995966295	8.732326684	2	TRUE	FALSE	FALSE
3110082J24Rik	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	2503	0.00417151413341037	0.0730658814066333	0.922247631169169	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
3300002I08Rik	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	51831	0.00045672576565366	-0.21990137588576	0.0952240136540547	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
3425401B19Rik	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	26175	-0.000741390241795127	-0.235847797197795	0.0694684737691725	FALSE	Hypomethylated	-0.040424927	0.877331257	0.877331257	4	0	FALSE	-0.00934390509951001	19.031152133	4	TRUE	FALSE	FALSE
