"SYMBOL","n_mecp2_peaks","n_mecp2_sig_peaks","mecp2_has_sig","mecp2_Fold","mecp2_min_FDR","n_h2a_peaks","n_h2a_sig_peaks","h2a_has_sig","h2a_Fold","h2a_min_FDR","sig","quadrant","go_eligible","has_physical_overlap","n_total_peaks","gene_length"
"4930440I19Rik",1,0,FALSE,0.124839605,0.568345845,1,1,TRUE,0.592566573,4.33e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,143254
"4930445N18Rik",2,1,TRUE,-0.797530663,0.003123029,2,2,TRUE,0.4420013905,1.33e-05,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,4,14711
"4930447F24Rik",2,0,FALSE,-0.03224878,0.80927742,2,2,TRUE,-0.6040005995,3.4e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,4850
"4930447J18Rik",1,0,FALSE,0.109586185,0.585755866,3,2,TRUE,0.553074409,0.000126626,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,45339
"4930449E01Rik",1,1,TRUE,-0.650876336,0.008517552,2,1,TRUE,0.42457173,2.3e-06,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,3,6842
"4930453L07Rik",1,0,FALSE,-0.077269795,0.73412391,1,0,FALSE,0.068799864,0.579787692,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,4382
"4930459C07Rik",3,1,TRUE,1.317701931,4.03e-07,9,8,TRUE,0.767310517,1.42e-16,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,12,22847
"4930461G14Rik",2,0,FALSE,-0.1859177245,0.267358477,3,1,TRUE,-0.368308128,0.014889574,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,14514
"4930465M20Rik",2,0,FALSE,0.0232454955,0.612288427,1,0,FALSE,-0.155346663,0.336020742,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,3,11757
"4930469K13Rik",1,0,FALSE,0.228815583,0.310582733,1,1,TRUE,0.520158116,1.25e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,124594
"4930471G03Rik",1,0,FALSE,0.020905056,0.945628798,5,4,TRUE,-0.4431850195,0.000121479,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,6,3784
"4930473O22Rik",2,2,TRUE,1.7092543695,1.15e-07,4,4,TRUE,1.0238114665,1.07e-12,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,6,5948
"4930474H20Rik",1,0,FALSE,-0.07118418,0.763519797,1,0,FALSE,-0.19927239,0.314689049,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,142870
"4930474M22Rik",6,0,FALSE,-0.024355658,0.717741689,3,1,TRUE,-0.401595118,0.023345221,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,9830
"4930474N09Rik",1,0,FALSE,-0.122525873,0.554834078,2,0,FALSE,0.097761263,0.123119065,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,1532
"4930480M12Rik",4,3,TRUE,1.752637624,1.33e-07,4,4,TRUE,0.8429160675,3.96e-14,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,8,29441
"4930511A08Rik",7,0,FALSE,-0.027284621,0.163407522,10,8,TRUE,0.5397799355,2.66e-10,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,17,150103
"4930512J16Rik",2,0,FALSE,-0.154619391,0.410695873,2,0,FALSE,-0.1150990165,0.093800458,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,16215
"4930513D17Rik",7,4,TRUE,1.9124118895,4.03e-24,8,8,TRUE,0.8012662535,1.16e-18,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,15,141826
"4930517E11Rik",1,0,FALSE,0.555013804,0.050777208,1,1,TRUE,1.080422035,1.26e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,6321
"4930520P13Rik",1,0,FALSE,0.033542581,0.905905187,2,2,TRUE,0.4544806085,3.21e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,15301
"4930522O17Rik",1,0,FALSE,-0.013116134,0.968636793,1,1,TRUE,0.828720752,3.76e-19,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,4920
"4930523C07Rik",2,1,TRUE,0.937307595,0.000429938,2,2,TRUE,0.6225354975,7.82e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,4,35825
"4930524B17Rik",3,3,TRUE,1.772180118,9.02e-13,1,1,TRUE,1.074460428,1.57e-09,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,4,30945
"4930524O08Rik",6,0,FALSE,0.057876465,0.158129749,6,1,TRUE,0.444386301,0.003394481,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,12,37510
"4930527F14Rik",1,0,FALSE,-0.051717448,0.835791795,1,1,TRUE,0.397400535,0.005867788,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,32576
"4930528P14Rik",1,0,FALSE,-0.034741759,0.90012203,1,0,FALSE,-0.200079875,0.145195618,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,15017
"4930529K09Rik",1,0,FALSE,0.326171456,0.177033219,2,1,TRUE,0.586280598,3.27e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,37719
"4930529N20Rik",1,0,FALSE,0.006029268,0.987914313,2,2,TRUE,0.429426077,5.41e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,5164
"4930532I03Rik",1,0,FALSE,-0.227009437,0.413514612,3,2,TRUE,0.418684773,0.000275646,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,4,47286
"4930542M03Rik",1,0,FALSE,0.034671074,0.898479461,1,0,FALSE,-0.084247215,0.510424972,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,2,1603
"4930545L23Rik",5,0,FALSE,-0.004502332,0.092283246,4,2,TRUE,0.4179819285,6.25e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,9,46044
"4930546C10Rik",2,1,TRUE,1.447667253,2.18e-08,3,2,TRUE,0.9115395835,1.46e-13,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,62042
"4930546K05Rik",1,0,FALSE,0.022423675,0.941382935,3,2,TRUE,0.6400270625,5.26e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,32640
"4930549C15Rik",2,1,TRUE,-0.559257751,0.049871199,5,2,TRUE,0.5110476465,1.32e-07,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,7,25032
"4930553E22Rik",1,0,FALSE,0.023540334,0.938378816,2,1,TRUE,0.536605362,0.00015965,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,4363
"4930554I06Rik",10,7,TRUE,2.26749926,6.23e-26,7,7,TRUE,1.171355125,1.27e-36,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,17,2656
"4930555K19Rik",3,2,TRUE,1.3267410495,2.55e-05,6,3,TRUE,0.628728087,2.15e-24,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,382
"4930556N09Rik",11,9,TRUE,1.853266733,2.39e-11,7,7,TRUE,0.979699687,1.15e-18,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,18,25292
"4930562F07Rik",1,0,FALSE,0.296872389,0.181044716,2,2,TRUE,0.803253222,1.08e-22,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,3251
"4930563F08Rik",28,9,TRUE,-1.141527209,2.05e-05,12,10,TRUE,-0.5029968105,2.07e-11,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,40,3500
"4930564C03Rik",2,1,TRUE,-0.798530697,0.007765421,1,0,FALSE,-0.053586363,0.71527772,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,526
"4930567H12Rik",3,0,FALSE,0.090143783,0.543725908,3,0,FALSE,0.054643388,0.077627153,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,6,40974
"4930567K12Rik",6,5,TRUE,2.063390503,1.38e-24,6,6,TRUE,0.970425446,2.96e-28,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,12,27306
"4930567K20Rik",2,1,TRUE,0.771254879,0.008100275,3,3,TRUE,0.588881947,2.18e-20,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,9203
"4930572O13Rik",4,0,FALSE,0.0098034975,0.641382306,3,0,FALSE,0.021899741,0.209282942,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,7,3447
"4930578I06Rik",1,0,FALSE,0.009733155,0.978120002,2,0,FALSE,0.0162683515,0.76770242,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,18452
"4930579P08Rik",2,0,FALSE,0.031640916,0.731343371,2,1,TRUE,0.566130168,1.99e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,10508
"4930581F22Rik",1,0,FALSE,0.020078567,0.948063553,1,0,FALSE,-0.035454504,0.832376186,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,14195
"4930583P06Rik",7,4,TRUE,1.4768146645,1.72e-06,12,11,TRUE,0.729431876,6.43e-30,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,19,4653
"4930584F24Rik",3,3,TRUE,1.326736341,1.43e-10,2,2,TRUE,0.8324175565,4.13e-23,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,33245
"4930592C13Rik",6,2,TRUE,1.159077088,7.42e-06,4,4,TRUE,0.8201799925,2e-13,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,10,6576
"4930593A02Rik",2,1,TRUE,1.686432216,1.82e-13,7,5,TRUE,0.660025997,2.34e-35,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,104743
"4930594M22Rik",2,0,FALSE,0.0095227475,0.920578594,2,2,TRUE,0.7452400455,3.33e-17,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,24440
"4930596I21Rik",1,0,FALSE,0.001692677,0.996436091,1,1,TRUE,0.308933063,0.015757132,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1591
"4931429L15Rik",9,1,TRUE,1.054949008,0.003923495,2,0,FALSE,0.1680580235,0.173418918,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,11,16626
"4931429P17Rik",3,0,FALSE,-0.09405218,0.468260264,1,0,FALSE,-0.24126475,0.130000804,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,58279
"4931440P22Rik",1,0,FALSE,-0.011576544,0.973002728,3,3,TRUE,0.715981035,3.37e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,14055
"4932412D23Rik",4,0,FALSE,0.1751289375,0.054796829,5,5,TRUE,0.601172475,6.72e-13,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,9,150061
"4932415M13Rik",1,0,FALSE,-0.024205631,0.935309402,2,1,TRUE,0.998110094,2.23e-14,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,17335
"4932435O22Rik",6,0,FALSE,-0.1870808175,0.118049545,1,1,TRUE,-0.495842251,0.000623187,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,7,35460
"4932441J04Rik",1,1,TRUE,1.388799786,0.000232135,2,1,TRUE,0.846923766,4.59e-10,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,3,147839
"4933400F21Rik",2,0,FALSE,-0.0082704285,0.912781421,2,1,TRUE,-0.561221478,5.39e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,33380
"4933400L20Rik",6,0,FALSE,0.0488443065,0.319945674,10,2,TRUE,0.407999653,7.9e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,16,76603
"4933402J07Rik",5,3,TRUE,1.409127081,1.47e-16,4,3,TRUE,0.335762658,2.8e-06,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,25572
"4933405E24Rik",1,0,FALSE,-0.153115933,0.443176969,1,0,FALSE,0.10310813,0.410233093,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,35514
"4933406C10Rik",1,0,FALSE,-0.075313165,0.736175138,2,2,TRUE,0.676890353,1.36e-10,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,34406
"4933406K04Rik",8,1,TRUE,1.884742738,6.08e-09,9,2,TRUE,0.0559231955,8.8e-17,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,17,30756
"4933407E24Rik",3,0,FALSE,0.040120369,0.740929025,2,0,FALSE,0.052095061,0.456412144,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,5456
"4933409F18Rik",1,1,TRUE,1.117231105,0.000392247,1,1,TRUE,0.866931286,5.99e-12,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,2,20503
"4933413L06Rik",24,7,TRUE,1.579622209,3.71e-08,25,19,TRUE,0.602945707,7.47e-28,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,49,13248
"4933416M06Rik",4,4,TRUE,1.1269509075,1.61e-12,19,18,TRUE,0.8595538565,9.12e-23,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,23,207915
"4933417G07Rik",1,0,FALSE,0.089459597,0.696133482,1,1,TRUE,0.860487814,8.09e-13,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1296
"4933417O13Rik",7,2,TRUE,-0.655549047,0.010852807,10,10,TRUE,-0.584227696,2.42e-10,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,17,7876
"4933422A05Rik",1,1,TRUE,1.214916926,1.83e-05,2,1,TRUE,0.285740889,0.045130393,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,3,4319
"4933424G06Rik",1,0,FALSE,-0.017187273,0.957256755,1,0,FALSE,-0.112842956,0.484415297,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,47805
"4933424L21Rik",1,0,FALSE,-0.00315994,0.993876043,3,0,FALSE,-0.171388535,0.214963286,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,25797
"4933427D06Rik",8,0,FALSE,-0.0108306595,0.483701318,8,5,TRUE,-0.287665731,0.010709167,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,16,159349
"4933427D14Rik",1,0,FALSE,-0.081709246,0.713479086,1,1,TRUE,0.461185496,0.000561039,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,53531
"4933429O19Rik",1,0,FALSE,0.506355104,0.058515811,4,1,TRUE,0.639450948,6.1e-11,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,8240
"4933430M04Rik",6,5,TRUE,1.231006439,5.56e-11,6,6,TRUE,0.8683666395,2.18e-18,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,12,88044
"4933433G08Rik",6,1,TRUE,0.738687701,0.017119893,2,0,FALSE,-0.077371838,0.086789662,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,8,2374
"4933433H22Rik",1,0,FALSE,-0.091597503,0.671496506,1,0,FALSE,-0.133491405,0.459168249,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,11216
"4933436H12Rik",2,0,FALSE,-0.128796238,0.233076977,3,0,FALSE,-0.119259378,0.234622668,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,9961
"4933440M02Rik",4,0,FALSE,0.03398353,0.472322778,3,0,FALSE,-0.029067952,0.061561487,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,7,65764
"5031425E22Rik",1,0,FALSE,-0.086239054,0.689826157,1,1,TRUE,0.346055812,0.02397336,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,2460
"5031425F14Rik",2,0,FALSE,-0.1115541055,0.514007719,2,1,TRUE,-0.39796793,0.001077032,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,11782
"5031434O11Rik",1,0,FALSE,0.025025054,0.932437669,1,1,TRUE,0.403825351,0.010357536,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,7083
"5031439G07Rik",1,0,FALSE,-0.076406175,0.741306092,2,0,FALSE,-0.1545232135,0.071554187,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,44616
"5033404E19Rik",1,0,FALSE,0.340486421,0.13712334,1,1,TRUE,0.558888761,6.02e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,630
"5033406O09Rik",1,0,FALSE,0.013124461,0.968881559,1,0,FALSE,-0.023921736,0.860732934,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,2494
"5330413P13Rik",1,0,FALSE,-0.091048984,0.675618285,2,1,TRUE,0.303441406,0.026974874,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,27678
"5330416C01Rik",2,0,FALSE,-0.0320101095,0.874183653,4,0,FALSE,0.103519525,0.065376176,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,6,13914
"5430403N17Rik",3,2,TRUE,1.2475835425,5.62e-08,1,1,TRUE,0.78652848,2.61e-08,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,4,18873
"5430421F17Rik",1,0,FALSE,0.494986621,0.065608809,1,1,TRUE,1.140188088,5.46e-15,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,3621
"5430427M07Rik",3,3,TRUE,2.214565157,1.56e-18,2,2,TRUE,1.4881557825,7.25e-66,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,34060
"5430440P10Rik",1,0,FALSE,-0.06746486,0.762706445,1,1,TRUE,0.388849315,0.000227656,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,10158
"5530401A14Rik",6,1,TRUE,0.543720382,0.040656033,4,1,TRUE,0.380444428,0.013654422,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,10,33910
"5730435O14Rik",1,0,FALSE,-0.070955899,0.74854077,1,1,TRUE,0.566232441,1.92e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,8461
"5730522E02Rik",3,1,TRUE,1.238313529,0.000261822,4,2,TRUE,0.4527588765,0.001642073,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,7,608001
"5830408C22Rik",1,0,FALSE,-0.012515344,0.970372787,1,1,TRUE,-0.275876629,0.00706401,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,8356
"5830416I19Rik",1,0,FALSE,0.143881036,0.46959614,2,2,TRUE,0.556155605,1.25e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,5251
"5830428M24Rik",1,0,FALSE,0.03500408,0.898152504,1,1,TRUE,0.709956433,5.48e-11,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,10764
"5830454E08Rik",4,0,FALSE,0.0365119775,0.140688504,2,0,FALSE,0.1749226785,0.099233617,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,6,744
"5930438M14Rik",3,2,TRUE,2.336335932,4.95e-23,3,3,TRUE,1.116263012,9.77e-33,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,6,15425
"6030407O03Rik",4,3,TRUE,0.989401268,5.14e-09,7,6,TRUE,0.866197282,1.92e-24,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,11,246379
"6030440G07Rik",2,0,FALSE,-0.033570193,0.805764275,2,0,FALSE,0.120094672,0.368489544,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,19472
"6030466F02Rik",3,0,FALSE,-0.047556995,0.162890098,3,1,TRUE,-0.335517345,0.009758592,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,6,5984
"6030471H07Rik",1,0,FALSE,-0.008181938,0.9823682,1,1,TRUE,0.418747376,4.53e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,2841
"6330415B21Rik",26,6,TRUE,1.079760149,0.000364181,25,15,TRUE,0.561763564,1.44e-13,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,51,2200
"6430503K07Rik",1,0,FALSE,-0.121172505,0.588847822,1,1,TRUE,-0.319686737,0.005071783,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,984
"6430548M08Rik",3,0,FALSE,-0.036492692,0.088971799,5,1,TRUE,-0.425048406,2.83e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,8,51155
"6430553K19Rik",1,0,FALSE,0.036053561,0.894102371,1,1,TRUE,0.499447722,1.39e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,36428
"6430562O15Rik",2,1,TRUE,1.480305847,2.55e-08,2,2,TRUE,0.441407068,1.64e-08,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,4,15953
"6430584L05Rik",3,0,FALSE,0.270416451,0.212209228,3,1,TRUE,0.316990813,0.004210427,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,6,15399
"6430710C18Rik",3,0,FALSE,-0.071169392,0.683534679,3,1,TRUE,0.327124729,0.000501987,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,6,67872
"6530403H02Rik",14,5,TRUE,1.241700107,2.8e-05,11,10,TRUE,0.52146836,9.53e-14,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,25,282625
"6530411M01Rik",2,0,FALSE,0.1631633575,0.193074062,1,1,TRUE,0.328706034,0.005813244,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,20118
"6720468P15Rik",5,2,TRUE,-1.0916674915,6.97e-05,5,4,TRUE,-0.571781923,6.26e-07,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,10,15395
"7530416G11Rik",1,1,TRUE,-0.745859906,0.01299982,6,2,TRUE,-0.7812735845,1.08e-08,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,7,10492
"7630403G23Rik",1,0,FALSE,-0.00685111,0.985868779,1,0,FALSE,0.066794469,0.599499824,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,16651
"8030423F21Rik",1,0,FALSE,-0.100061057,0.635981737,2,2,TRUE,0.421851308,0.000234262,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,11463
"8030474K03Rik",1,0,FALSE,-0.127336061,0.577794567,2,1,TRUE,-0.527674153,0.017279953,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,3987
"8430422H06Rik",8,5,TRUE,1.538756537,4.24e-13,13,12,TRUE,0.801969329,2.73e-20,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,21,46234
"8430430B14Rik",4,0,FALSE,-0.0262582365,0.364333725,5,1,TRUE,0.358245952,6.28e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,9,14855
"9030204H09Rik",3,0,FALSE,-0.01429061,0.893869375,3,1,TRUE,0.273842095,0.04515085,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,6,4196
"9130015G15Rik",23,11,TRUE,1.056622737,3.11e-08,18,10,TRUE,0.525898228,4.9e-09,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,41,37486
"9130019P16Rik",1,0,FALSE,0.263418488,0.191079953,4,2,TRUE,0.3632712545,0.001276478,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,160541
"9130209A04Rik",1,0,FALSE,0.078359839,0.725322179,6,5,TRUE,0.495559717,9.01e-10,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,7,23664
"9130401M01Rik",1,0,FALSE,0.045610118,0.859640161,4,4,TRUE,0.5970830215,1.62e-12,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,54167
"9230105E05Rik",2,0,FALSE,-0.068949655,0.713067504,5,3,TRUE,-0.477935556,4.53e-07,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,7,3271
"9230112D13Rik",1,0,FALSE,-0.034173723,0.901113926,1,1,TRUE,0.482604496,0.000146395,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,11181
"9330102E08Rik",2,0,FALSE,-0.028919036,0.769776144,2,1,TRUE,0.32298286,0.018420361,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,4,14100
"9330111N05Rik",1,0,FALSE,0.08552529,0.701400991,4,3,TRUE,0.934173796,1.17e-19,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,163537
"9330117O12Rik",2,0,FALSE,0.1271077775,0.276468407,3,3,TRUE,0.508776199,6.08e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,28127
"9330162B11Rik",18,2,TRUE,-1.2267794495,0.000103725,17,11,TRUE,0.407321767,2.59e-07,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,35,2415
"9330175M20Rik",1,1,TRUE,0.705237303,0.012189384,1,1,TRUE,1.001673996,1.46e-28,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,2,115394
"9330182O14Rik",1,0,FALSE,-0.312665558,0.17051278,2,1,TRUE,0.350764043,0.019557482,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,15646
"9330188P03Rik",1,0,FALSE,-0.044729184,0.86212489,1,1,TRUE,0.468804458,9.11e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,42579
"9430018G01Rik",3,2,TRUE,1.8389249485,8.72e-13,4,3,TRUE,0.923066846,1.43e-37,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,7,6340
"9430021M05Rik",1,0,FALSE,0.042802119,0.868496892,1,0,FALSE,0.044558632,0.697116754,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,5947
"9430038I01Rik",2,0,FALSE,-0.168159834,0.143447675,1,0,FALSE,0.314405382,0.092041671,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,35189
"9430078K24Rik",1,0,FALSE,-0.002092367,0.995776394,5,2,TRUE,-0.40641461,0.000304895,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,19246
"9530020I12Rik",1,0,FALSE,-0.06521595,0.777892554,1,0,FALSE,0.22093098,0.117383566,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,18510
"9530026F06Rik",3,0,FALSE,0.104246891,0.51851698,5,2,TRUE,0.490173873,1.56e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,8,17473
"9530052E02Rik",1,0,FALSE,-0.025191871,0.932761421,3,1,TRUE,0.516679602,0.000237706,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,4,46692
"9530059O14Rik",1,0,FALSE,0.043408209,0.870888906,2,1,TRUE,-0.496185474,0.014394085,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,3,107098
"9530080O11Rik",1,0,FALSE,-0.020042208,0.948300359,1,1,TRUE,0.641084386,2.94e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,7941
