seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr6	100041230	100042221	992	*	4.005974609	3.95274294	4.05731186	-0.022243684	0.72215055	0.942481399
chr2	166864442	166865913	1472	*	4.005979889	3.888618587	4.114508066	-0.046235428	0.48131094	0.859981654
chr5	143622256	143623160	905	*	4.006032469	3.85337831	4.144068465	-0.069909549	0.313416939	0.765201454
chr15	92159877	92160977	1101	*	4.006038124	4.267052646	3.687134561	0.168345754	0.086466506	0.473397902
chr13	38498601	38499784	1184	*	4.00606369	3.822816124	4.168636959	-0.101929742	0.17734225	0.635464
chr15	72156276	72157246	971	*	4.006102064	4.516638455	3.208789955	0.905864524	0.000733405	0.015583927
chr5	66718987	66721024	2038	*	4.006120044	3.664122656	4.282380536	-0.268188951	0.021209265	0.212928507
chr7	135571233	135572200	968	*	4.006122717	3.954286868	4.056160528	-0.021080566	0.735339002	0.945628798
chr13	59179848	59180406	559	*	4.006143665	4.005309788	4.006977061	9.36E-05	0.998831051	0.999766946
chr7	19523015	19524013	999	*	4.006263043	4.04042297	3.971274626	0.010713325	0.865203396	0.976233624
chr6	55505039	55505718	680	*	4.006289603	3.748747348	4.224746219	-0.129381321	0.127242923	0.560978443
chr11	108219719	108220601	883	*	4.006311921	3.913179217	4.09379532	-0.039536161	0.539642881	0.884347271
chr9	23048843	23050485	1643	*	4.006337504	4.032619774	3.979567539	0.010525839	0.864635697	0.976100927
chr16	45532747	45534183	1437	*	4.006350188	4.119231582	3.883881088	0.05567227	0.40143339	0.820535135
chr4	134639352	134640542	1191	*	4.006350296	4.064002309	3.946298187	0.024296771	0.696880549	0.935044364
chr12	76404923	76406256	1334	*	4.00635442	3.964290665	4.047226414	-0.011492892	0.864625287	0.976100927
chr16	31947836	31949051	1216	*	4.006400222	3.715214222	4.248569827	-0.15494804	0.088740419	0.478802764
chr2	31151640	31153329	1690	*	4.006420711	4.06677563	3.943430191	0.02474224	0.696239914	0.934960992
chr15	79827965	79828942	978	*	4.006445429	3.822698253	4.169411699	-0.074507609	0.296477264	0.752049031
chr5	8937781	8939676	1896	*	4.006456378	3.901120938	4.104621522	-0.051547683	0.435512511	0.83893272
chr4	101145563	101147827	2265	*	4.006465622	3.809298496	4.179897998	-0.079899794	0.269194767	0.730994584
chr18	68942267	68943684	1418	*	4.006516743	4.174705502	3.81610091	0.09468073	0.196021735	0.657934684
chrX	59187985	59189585	1601	*	4.006547679	4.452032845	3.358691505	0.842260925	0.00052268	0.011788547
chr10	39327377	39328958	1582	*	4.006549399	4.274712065	3.676894571	0.217941975	0.039488788	0.313369455
chr5	121592992	121594323	1332	*	4.006554492	3.974014896	4.038376325	-0.013742114	0.82546258	0.96730221
chr1	120032901	120033710	810	*	4.006579948	4.22488684	3.749245915	0.169166952	0.064751282	0.411690745
chr4	136983971	136984902	932	*	4.006591393	3.769523695	4.210145788	-0.135334577	0.107974651	0.523849696
chr4	114622883	114624521	1639	*	4.006623264	4.104010158	3.902183451	0.053616064	0.417255151	0.82911055
chr8	122685161	122686153	993	*	4.00668527	3.755857722	4.220294835	-0.109204424	0.171463304	0.627874198
chr10	94147745	94148523	779	*	4.006713005	3.677993439	4.274257362	-0.232459046	0.033448554	0.28403955
chr11	79792199	79794297	2099	*	4.006722538	4.092741987	3.915247233	0.041197664	0.527609031	0.879455699
chrX	61837367	61839356	1990	*	4.006769968	4.65236676	2.807891252	1.661474667	1.23E-07	7.29E-06
chr7	136495440	136496226	787	*	4.006785658	4.150305863	3.847394603	0.062912968	0.364132599	0.797944099
chr5	137582781	137583916	1136	*	4.006802417	3.801619974	4.18640393	-0.089163881	0.233017564	0.697056159
chr6	124996368	124997559	1192	*	4.006820301	3.816123538	4.175228125	-0.052975601	0.465843672	0.852944422
chr10	117740912	117742577	1666	*	4.006980433	3.830616875	4.164113762	-0.088106604	0.229327842	0.693548794
chr5	20273355	20274181	827	*	4.00699239	4.58204086	3.036332155	1.390438466	1.60E-06	7.32E-05
chr13	92150057	92151710	1654	*	4.0070343	3.921206883	4.088041191	-0.037154805	0.559083178	0.89097782
chr2	151999826	152000973	1148	*	4.007115209	3.859684021	4.140867277	-0.052614217	0.438443511	0.840176677
chr7	125712165	125713536	1372	*	4.007163207	3.842953226	4.154577929	-0.063549097	0.366345611	0.799307814
chr11	112710059	112711535	1477	*	4.007182699	4.045676493	3.967633597	0.015959694	0.796512239	0.960950216
chr6	99012364	99013808	1445	*	4.007191497	4.062929189	3.949213571	0.0196676	0.752527838	0.949784706
chr11	116299071	116300316	1246	*	4.007229208	3.756861272	4.220505576	-0.120002147	0.145187441	0.589160532
chr13	73478494	73479474	981	*	4.007255351	3.740924549	4.231997739	-0.124095624	0.13712058	0.577503372
chr13	44138303	44139525	1223	*	4.007276553	4.210255704	3.770989202	0.130301688	0.109976415	0.527898847
chr13	100611343	100612531	1189	*	4.007283	3.85988296	4.141009434	-0.067188963	0.331087727	0.777364068
chr1	64406715	64407571	857	*	4.007283315	4.2141447	3.765715243	0.102775608	0.198967721	0.66136742
chr12	102589887	102590760	874	*	4.007321987	4.09841842	3.910083418	0.041958525	0.513271887	0.873960489
chr8	124281889	124282753	865	*	4.007322871	3.911407079	4.097257412	-0.036717992	0.567606234	0.894318911
chr1	133422895	133424366	1472	*	4.007407979	3.790422511	4.195984502	-0.080431905	0.284814863	0.743437515
chr11	36309680	36310880	1201	*	4.007430165	3.30953902	4.475781302	-0.276266632	0.047454518	0.348505246
chr2	109297400	109299001	1602	*	4.007470262	4.624541061	2.906621369	1.487219445	4.06E-06	0.000169075
chr19	47446076	47447299	1224	*	4.007471151	3.816493561	4.176097883	-0.087584441	0.22822736	0.6925109
chr5	131560837	131562241	1405	*	4.00749417	3.473712584	4.396243822	-0.586177176	0.002576569	0.043899188
chr4	63968721	63969312	592	*	4.007518694	4.230844433	3.743176627	0.156269197	0.084192652	0.467823431
chr1	84426102	84426886	785	*	4.00753042	4.021484493	3.993440061	0.00408342	0.948217991	0.991875275
chr8	116302144	116303265	1122	*	4.007536906	4.535204833	3.166915469	1.130654487	2.90E-05	0.000962946
chr7	12921769	12922994	1226	*	4.007540984	4.067697761	3.944766263	0.025620088	0.68468974	0.931496563
chr9	66511171	66512186	1016	*	4.00756411	3.905474332	4.102904653	-0.037218743	0.567626614	0.894318911
chr8	12596437	12598029	1593	*	4.007607631	4.006402045	4.008812209	-0.00606931	0.922308426	0.987945578
chr2	94514125	94514972	848	*	4.007614642	4.548202061	3.133094756	1.295826541	6.66E-07	3.31E-05
chr10	75406287	75407934	1648	*	4.007642359	3.92220024	4.088305942	-0.032469926	0.611037558	0.908160883
chr15	86090758	86092070	1313	*	4.007666259	3.896889451	4.110540315	-0.041702362	0.528511599	0.879732479
chr18	55841809	55843092	1284	*	4.007696143	4.10835215	3.899487164	0.045972782	0.48141663	0.860011134
chr2	32190895	32192524	1630	*	4.007714556	4.016418194	3.998958091	0.003933208	0.94908159	0.991986961
chr12	99639510	99641198	1689	*	4.007746985	4.154116847	3.844832731	0.075616161	0.280361262	0.740431417
chr9	106656882	106657967	1086	*	4.007748614	3.944796464	4.068068308	-0.030513072	0.627399273	0.913511895
chr13	107494667	107495630	964	*	4.007766171	4.146970351	3.853681771	0.085263191	0.230095868	0.694538943
chr14	15410242	15411628	1387	*	4.007784556	4.133004957	3.870653521	0.060620451	0.363161839	0.797632684
chr11	22692834	22694196	1363	*	4.007794266	4.135669431	3.867472566	0.074379335	0.282839716	0.741983807
chr2	120501910	120503450	1541	*	4.007843895	3.961595291	4.052655839	-0.009567968	0.877038494	0.978748928
chr10	43957302	43959021	1720	*	4.007853634	3.820925491	4.173316415	-0.105521303	0.166849046	0.621533008
chr11	109674816	109676333	1518	*	4.007859755	3.881091656	4.124383021	-0.044365148	0.503991579	0.869717449
chr14	34921844	34923081	1238	*	4.007886363	3.951154366	4.062471606	-0.031561216	0.617538272	0.910497488
chr12	28997394	28999087	1694	*	4.007893043	4.193193344	3.795235852	0.10809265	0.162189574	0.61517198
chr15	94248311	94249273	963	*	4.007900519	3.695968517	4.264232177	-0.192670735	0.055180195	0.378488826
chr18	34550150	34551171	1022	*	4.007912516	3.862682361	4.139850797	-0.061731263	0.375170282	0.804864663
chr7	121706248	121707868	1621	*	4.007997172	4.001246439	4.014716463	-0.006631602	0.914955461	0.986638465
chr2	33087114	33088278	1165	*	4.00800241	3.818404554	4.175552892	-0.087200613	0.235045169	0.698933399
chr15	37726581	37727378	798	*	4.008005099	4.223639643	3.754378854	0.121079348	0.138658438	0.579891337
chr1	134082596	134083617	1022	*	4.008010851	4.138091716	3.865028338	0.076210593	0.275469276	0.736439397
chr11	69330947	69332415	1469	*	4.008049935	4.167941712	3.828203029	0.07639521	0.283152511	0.742317942
chr13	57959082	57959820	739	*	4.008126578	4.564613	3.090330169	1.309645712	5.46E-07	2.78E-05
chr12	39087316	39088619	1304	*	4.008132609	4.518386721	3.211519105	0.979155135	0.000466658	0.0106939
chr14	62462894	62464469	1576	*	4.008162074	4.100639356	3.909348486	0.037536414	0.558864493	0.890902037
chr4	131795042	131796435	1394	*	4.008187047	3.852155863	4.148977936	-0.080167264	0.254688232	0.71841222
chr12	39139425	39140707	1283	*	4.008192691	4.637391401	2.866712628	1.539620146	1.07E-06	5.07E-05
chr9	35006618	35008124	1507	*	4.008209014	3.766023656	4.215522603	-0.125038877	0.131484048	0.568808247
chr13	54862213	54863366	1154	*	4.008250338	3.860314658	4.142417428	-0.077595665	0.268354365	0.730053281
chr5	28136374	28137471	1098	*	4.008251153	4.146540109	3.855287505	0.077500158	0.268402354	0.730119773
chrX	153832063	153833927	1865	*	4.008261605	3.711749489	4.254099814	-0.176493274	0.069518046	0.426603401
chr8	70776422	70777373	952	*	4.00827593	3.977379389	4.038524645	-0.013758836	0.826331533	0.967439301
chr1	35936469	35937016	548	*	4.0083053	4.25419973	3.711711304	0.163212389	0.08267553	0.464253267
chr17	86960148	86961570	1423	*	4.00834682	4.155103023	3.84495371	0.077178039	0.273447761	0.734859894
chr4	12654902	12655478	577	*	4.008356307	4.091806937	3.919780627	0.038120514	0.557839201	0.890520983
chr9	61843474	61844698	1225	*	4.008373822	4.074302827	3.93928708	0.032059341	0.611411413	0.908359065
chr8	14613437	14613955	519	*	4.008377595	3.747952722	4.22890317	-0.137089371	0.108373536	0.524623808
chr15	78464637	78466272	1636	*	4.008396738	4.125827943	3.88055318	0.045878763	0.48602541	0.862014704
chr9	26666326	26667181	856	*	4.008399777	4.484054407	3.293981807	0.908967382	0.000433546	0.010063946
chr11	115580590	115582053	1464	*	4.008416517	3.870149577	4.134583271	-0.062690217	0.351566347	0.790451846
chr7	74070883	74071992	1110	*	4.008438026	3.794378359	4.194801801	-0.099207302	0.187560112	0.647987406
chr18	36961442	36962909	1468	*	4.008477151	4.015678884	4.001239289	-0.000234912	0.996962609	0.999477062
chr4	117550127	117550916	790	*	4.008504791	4.094616951	3.916924631	0.039603133	0.542156472	0.885193033
chr2	152029016	152030353	1338	*	4.008522695	3.863819351	4.1400261	-0.069982363	0.31119094	0.763308895
chr3	130929225	130930453	1229	*	4.008563606	3.819384629	4.175786982	-0.098504947	0.189614797	0.650428335
chr6	115363235	115364144	910	*	4.008569067	4.549732249	3.132512615	0.639762247	0.006431626	0.090349204
chr5	131995849	131996204	356	*	4.008623197	2.930477999	4.618720957	-1.03111856	0.001234599	0.024188142
chr4	141641623	141642911	1289	*	4.00862625	3.844155229	4.156251265	-0.068935953	0.331212729	0.777417395
chr11	5201504	5202823	1320	*	4.008650343	3.72981819	4.242221889	-0.187486077	0.052691924	0.36900819
chr2	61592944	61594170	1227	*	4.008660605	4.046054008	3.970272148	0.020997698	0.735839628	0.945766058
chr12	102181674	102182445	772	*	4.00868076	4.12814361	3.878425345	0.054670591	0.408831539	0.824494707
chr12	112706734	112708008	1275	*	4.008685317	4.156139645	3.844426177	0.061768459	0.373635765	0.803928374
chr18	37321826	37322892	1067	*	4.008696372	3.957235453	4.058384727	-0.018282856	0.77143424	0.954223792
chr8	18745844	18747292	1449	*	4.008709523	4.092654315	3.919576897	0.041046164	0.529077788	0.880071744
chr11	50850895	50852003	1109	*	4.008820456	3.82311677	4.173323412	-0.102584805	0.173272607	0.630151553
chr7	5097154	5098237	1084	*	4.008849694	4.074153169	3.940449538	0.028658884	0.649471316	0.921240045
chr3	55116991	55117749	759	*	4.008892323	4.062660704	3.953042191	0.02053983	0.74075319	0.947155251
chr17	31418424	31419471	1048	*	4.008897077	3.708933537	4.257100439	-0.242983175	0.027141936	0.249216649
chr11	101169932	101170973	1042	*	4.008925887	3.827183404	4.17031376	-0.075851218	0.296509958	0.752062073
chr16	50201715	50202929	1215	*	4.008929481	3.752521916	4.226569739	-0.139125452	0.102105855	0.510515239
chr2	156453650	156454534	885	*	4.008942328	3.794747567	4.195408448	-0.124432587	0.123113303	0.553725212
chr14	87122542	87123927	1386	*	4.008972708	4.004070568	4.013858248	-0.003790204	0.950740886	0.992249817
chr8	119755472	119756573	1102	*	4.008975548	4.031913063	3.985667448	0.009292159	0.881235142	0.979596392
chr14	119869145	119870927	1783	*	4.009000298	4.083818909	3.930088321	0.038628088	0.544550479	0.885770712
chr13	97419840	97420621	782	*	4.009014387	4.008959506	4.009069267	0.000761978	0.990330364	0.99831599
chr13	99319747	99320945	1199	*	4.009034339	3.934163432	4.080210653	-0.02719301	0.669240469	0.926942747
chr1	6733018	6733723	706	*	4.009035019	4.738319917	2.461874356	2.044105014	4.13E-09	3.32E-07
chr5	137746368	137747808	1441	*	4.009078724	4.108825999	3.901919325	0.044238734	0.498453804	0.867075075
chr8	91685556	91686618	1063	*	4.009132854	3.811866402	4.18264205	-0.119889369	0.133088868	0.571571632
chr15	56692497	56693719	1223	*	4.009150082	3.959907834	4.056766913	-0.017887448	0.774023481	0.955048917
chr4	59437938	59439256	1319	*	4.009162931	3.89180302	4.11768992	-0.050055145	0.456777464	0.849064934
chrX	136929669	136931019	1351	*	4.009205195	3.944823668	4.070835958	-0.024223922	0.705937701	0.937673525
chr5	113735458	113736319	862	*	4.009246119	3.906549451	4.105115724	-0.043279715	0.507768202	0.871252091
chr4	131919874	131921065	1192	*	4.009347974	3.715054624	4.253660687	-0.126015174	0.143862983	0.587460639
chr9	107388067	107388993	927	*	4.009397088	3.713394194	4.254885535	-0.161859389	0.079892976	0.456458314
chr1	10231704	10233415	1712	*	4.009436036	3.770359954	4.214468454	-0.105976244	0.181120351	0.639825102
chr15	86110137	86111196	1060	*	4.00943809	3.745966957	4.232142378	-0.169535492	0.068410874	0.423698878
chr10	128747929	128749353	1425	*	4.009496956	4.001079599	4.017865488	-0.007934189	0.897662771	0.98325365
chr5	96412859	96414676	1818	*	4.009505267	3.795382348	4.195916963	-0.09018632	0.224312392	0.688461083
chr6	113604463	113605520	1058	*	4.009513162	3.826893889	4.171591859	-0.077615315	0.275817064	0.736740549
chr15	101472367	101473751	1385	*	4.009524828	3.93242387	4.082713529	-0.029118542	0.647942927	0.92077022
chr4	107306580	107307317	738	*	4.009531311	3.747873519	4.230939633	-0.14817558	0.088464068	0.478182081
chr4	63978875	63979408	534	*	4.009544338	4.041218975	3.977158639	0.013164298	0.835698583	0.96958929
chr6	83115441	83116675	1235	*	4.009647215	3.920740282	4.0933918	-0.035186425	0.589450295	0.901544439
chr10	105556139	105557436	1298	*	4.009674691	4.492902937	3.277826127	0.998793383	0.0001064	0.002994859
chrX	55450060	55452109	2050	*	4.00970644	4.032093062	3.986966957	0.004822144	0.937756926	0.990601235
chr13	64311999	64312870	872	*	4.009750319	3.951949109	4.065324671	-0.027399718	0.661822448	0.924928735
chr2	156503530	156505068	1539	*	4.009753052	4.036992718	3.981989157	0.016468747	0.790809679	0.959805413
chr1	73116294	73117330	1037	*	4.009784788	3.727317925	4.245899011	-0.159271586	0.077919398	0.450651598
chr8	9258618	9258940	323	*	4.009791684	3.836215097	4.164709406	-0.066370914	0.354314642	0.792307474
chr14	121064871	121066223	1353	*	4.009866302	3.970368773	4.048311236	-0.018817574	0.761380393	0.951822546
chr5	97306462	97307367	906	*	4.009944865	4.592828127	3.016164661	1.417377509	1.83E-06	8.22E-05
chr10	121582744	121584320	1577	*	4.009961797	4.050076172	3.968700056	0.018083941	0.770264057	0.9539572
chr7	38227159	38228321	1163	*	4.010018088	3.865997801	4.140957209	-0.071033758	0.303940627	0.757757665
chr3	85702303	85703447	1145	*	4.010037862	4.017455138	4.002582254	0.001607131	0.9791775	0.996538339
chr8	117701777	117703146	1370	*	4.010046176	3.910648881	4.103034488	-0.040450193	0.527365924	0.879372458
chr15	85599069	85600348	1280	*	4.010051897	3.898765793	4.113365001	-0.055001254	0.406725867	0.823595971
chr11	32894644	32895605	962	*	4.010127335	3.878137889	4.131046999	-0.051682213	0.446924526	0.844113743
chr6	89294256	89295398	1143	*	4.010130301	3.975379	4.044064173	-0.020936	0.73711035	0.946144626
chr8	120667765	120669232	1468	*	4.010139183	3.906228495	4.107065871	-0.040999849	0.526422781	0.879012561
chr6	100436817	100437537	721	*	4.010163906	4.036851149	3.982973679	0.011006741	0.858980467	0.974866644
chr9	106260734	106262520	1787	*	4.010165575	3.744929622	4.234128476	-0.158047679	0.07893358	0.453596132
chr15	86224324	86225580	1257	*	4.010178945	4.088670463	3.927170052	0.036938605	0.563307153	0.892578292
chr14	28925030	28926659	1630	*	4.010212708	4.042370701	3.977321533	0.019948539	0.747636588	0.948791256
chr4	141274578	141275766	1189	*	4.010229018	3.70875959	4.259461335	-0.176662878	0.068828093	0.42476572
chr18	60911673	60912605	933	*	4.010280577	4.089746709	3.926180848	0.029632954	0.645270942	0.919867732
chr2	158613736	158614938	1203	*	4.010306357	3.836301022	4.165565429	-0.05920968	0.40002944	0.819822783
chr4	47823157	47824288	1132	*	4.010314403	4.033963011	3.986271679	0.005440259	0.930526703	0.989225461
chr2	132815555	132816648	1094	*	4.010320489	4.032121753	3.988184714	0.013836812	0.822559641	0.966686688
chr9	29800846	29801143	298	*	4.010371514	3.969061343	4.050531663	-0.008975234	0.896364206	0.982931702
chr9	37135851	37137627	1777	*	4.010411246	3.697419898	4.267456917	-0.194051002	0.052563304	0.368456477
chr9	102091089	102092065	977	*	4.010473593	3.338638209	4.467061493	-0.917331603	0.000106823	0.003004377
chr16	11805278	11806497	1220	*	4.010568787	4.233412841	3.746901859	0.144230877	0.096373393	0.497071565
chr4	88721117	88722534	1418	*	4.010610935	4.013453522	4.007762735	-0.001260071	0.983725616	0.997272606
