gene_name	chr	in_a_compartment	mch_sig
Unc5a	chr13	TRUE	TRUE
Rin2	chr2	FALSE	TRUE
Tbca	chr13	TRUE	TRUE
Capzb	chr4	TRUE	TRUE
Lrrc4	chr6	TRUE	TRUE
Tle1	chr4	TRUE	TRUE
Rbfox2	chr15	TRUE	TRUE
Ccdc60	chr5	FALSE	TRUE
Cep112	chr11	FALSE	TRUE
Igsf3	chr3	TRUE	TRUE
Ccdc88a	chr11	FALSE	TRUE
Zhx3	chr2	TRUE	TRUE
Lrrc8d	chr5	TRUE	TRUE
Erp44	chr4	TRUE	TRUE
Nos2	chr11	FALSE	TRUE
Rsf1	chr7	TRUE	TRUE
Cwc27	chr13	TRUE	TRUE
R3hdm2	chr10	TRUE	TRUE
Cers6	chr2	TRUE	TRUE
Pacs2	chr12	TRUE	TRUE
Ppp4r4	chr12	TRUE	TRUE
Arhgef10l	chr4	TRUE	TRUE
Mpp7	chr18	FALSE	TRUE
Cdh10	chr15	FALSE	TRUE
Olfr591	chr7	FALSE	TRUE
Actr3b	chr5	TRUE	TRUE
Dock9	chr14	TRUE	TRUE
Frmd6	chr12	TRUE	TRUE
Cmss1	chr16	FALSE	TRUE
Vps41	chr13	TRUE	TRUE
Adgrl2	chr3	FALSE	TRUE
Pls1	chr9	TRUE	TRUE
Zeb2	chr2	FALSE	TRUE
B3galt5	chr16	TRUE	TRUE
Atxn10	chr15	TRUE	TRUE
Fbxl7	chr15	FALSE	TRUE
Chd6	chr2	TRUE	TRUE
Bicdl1	chr5	TRUE	TRUE
Cdcp3	chr7	FALSE	TRUE
Eya1	chr1	FALSE	TRUE
Ntn4	chr10	TRUE	TRUE
Bnc2	chr4	FALSE	TRUE
Edn2	chr4	TRUE	TRUE
Dusp22	chr13	TRUE	TRUE
Itpr3	chr17	TRUE	TRUE
Slc49a4	chr16	TRUE	TRUE
Lhfp	chr3	TRUE	TRUE
Galnt16	chr12	TRUE	TRUE
Dnajc12	chr10	TRUE	TRUE
Pan3	chr5	TRUE	TRUE
Stk24	chr14	TRUE	TRUE
Gatad2a	chr8	TRUE	TRUE
Mcc	chr18	TRUE	TRUE
Esr1	chr10	FALSE	TRUE
Sfmbt1	chr14	TRUE	TRUE
Ptprs	chr17	TRUE	TRUE
Nphp4	chr4	TRUE	TRUE
Syt7	chr19	TRUE	TRUE
Ppp3ca	chr3	TRUE	TRUE
Kcnip4	chr5	TRUE	TRUE
Ano3	chr2	TRUE	TRUE
Cd47	chr16	TRUE	TRUE
Elovl6	chr3	TRUE	TRUE
Brinp2	chr1	TRUE	TRUE
Islr2	chr9	TRUE	TRUE
Ccdc33	chr9	TRUE	TRUE
Vrk1	chr12	TRUE	TRUE
Crim1	chr17	TRUE	TRUE
Shb	chr4	TRUE	TRUE
Mrc2	chr11	TRUE	TRUE
Klhl32	chr4	TRUE	TRUE
Ralgps2	chr1	TRUE	TRUE
Dtd1	chr2	TRUE	TRUE
Rph3a	chr5	TRUE	TRUE
Marchf10	chr11	FALSE	TRUE
Fgf5	chr5	TRUE	TRUE
Dok7	chr5	TRUE	TRUE
Rell1	chr5	TRUE	TRUE
D7Ertd443e	chr7	FALSE	TRUE
Zhx2	chr15	TRUE	TRUE
Hcn4	chr9	TRUE	TRUE
Csnk1g1	chr9	TRUE	TRUE
Spata13	chr14	TRUE	TRUE
Slit2	chr5	FALSE	TRUE
Ulk4	chr9	TRUE	TRUE
Ank2	chr3	TRUE	TRUE
Jakmip2	chr18	TRUE	TRUE
Acaca	chr11	TRUE	TRUE
Hs3st5	chr10	FALSE	TRUE
R3hdm1	chr1	TRUE	TRUE
Clasp1	chr1	TRUE	TRUE
Nckap5	chr1	FALSE	TRUE
Rai1	chr11	TRUE	TRUE
Pcsk2	chr2	TRUE	TRUE
Aldh1l1	chr6	TRUE	TRUE
9130401M01Rik	chr15	TRUE	TRUE
Cnot2	chr10	TRUE	TRUE
4930447A16Rik	chr15	TRUE	TRUE
Mast2	chr4	TRUE	TRUE
Pds5a	chr5	TRUE	TRUE
Nars2	chr7	TRUE	TRUE
Smpd3	chr8	TRUE	TRUE
Dnah8	chr17	FALSE	TRUE
Ndufs4	chr13	TRUE	TRUE
Kdm4c	chr4	TRUE	TRUE
Pitpnm2	chr5	TRUE	TRUE
Dlg2	chr7	FALSE	TRUE
Filip1l	chr16	FALSE	TRUE
Eva1c	chr16	TRUE	TRUE
Casz1	chr4	TRUE	TRUE
Cbl	chr9	TRUE	TRUE
Ano6	chr15	FALSE	TRUE
Spire1	chr18	TRUE	TRUE
Ankef1	chr2	TRUE	TRUE
Pak7	chr2	TRUE	TRUE
Fam81b	chr13	TRUE	TRUE
Vwc2l	chr1	FALSE	TRUE
Tbc1d14	chr5	TRUE	TRUE
Ubac2	chr14	TRUE	TRUE
Sardh	chr2	TRUE	TRUE
Chn1	chr2	FALSE	TRUE
Ppp2r5e	chr12	TRUE	TRUE
Cst8	chr2	FALSE	TRUE
Kansl1	chr11	TRUE	TRUE
Hlcs	chr16	TRUE	TRUE
Caln1	chr5	TRUE	TRUE
Arhgap12	chr18	TRUE	TRUE
Zfp280d	chr9	TRUE	TRUE
Stk32c	chr7	TRUE	TRUE
Elavl2	chr4	TRUE	TRUE
Pde3b	chr7	TRUE	TRUE
1110051M20Rik	chr2	TRUE	TRUE
Chrdl2	chr7	TRUE	TRUE
Phactr1	chr13	TRUE	TRUE
Gng12	chr6	FALSE	TRUE
Egfr	chr11	FALSE	TRUE
8030462N17Rik	chr18	TRUE	TRUE
Fyn	chr10	TRUE	TRUE
Clasp2	chr9	TRUE	TRUE
Rfx3	chr19	TRUE	TRUE
Nrg4	chr9	TRUE	TRUE
Rbfox3	chr11	TRUE	TRUE
Lgr4	chr2	TRUE	TRUE
Cdh2	chr18	TRUE	TRUE
Upf2	chr2	TRUE	TRUE
Slc1a1	chr19	FALSE	TRUE
Dhx32	chr7	TRUE	TRUE
Fbxl17	chr17	TRUE	TRUE
Tunar	chr12	TRUE	TRUE
Slc44a1	chr4	TRUE	TRUE
Epha4	chr1	FALSE	TRUE
Dscam	chr16	FALSE	TRUE
Tmem108	chr9	TRUE	TRUE
Invs	chr4	TRUE	TRUE
Ttc3	chr16	TRUE	TRUE
Mta3	chr17	TRUE	TRUE
Megf10	chr18	FALSE	TRUE
Lpgat1	chr1	TRUE	TRUE
Septin9	chr11	TRUE	TRUE
Ablim1	chr19	TRUE	TRUE
Luzp1	chr4	TRUE	TRUE
Tlk2	chr11	TRUE	TRUE
Edar	chr10	TRUE	TRUE
Wnt4	chr4	TRUE	TRUE
Lrrc20	chr10	TRUE	TRUE
Lurap1l	chr4	FALSE	TRUE
Gm17545	chr9	TRUE	TRUE
Clpb	chr7	TRUE	TRUE
St6gal1	chr16	FALSE	TRUE
Ebag9	chr15	TRUE	TRUE
CK137956	chr4	TRUE	TRUE
2610001J05Rik	chr6	TRUE	TRUE
Stxbp4	chr11	FALSE	TRUE
Rasal2	chr1	TRUE	TRUE
Oprl1	chr2	TRUE	TRUE
Myo18a	chr11	TRUE	TRUE
Fgd5	chr6	TRUE	TRUE
P4ha2	chr11	TRUE	TRUE
Lrrfip1	chr1	FALSE	TRUE
Itga6	chr2	FALSE	TRUE
Ccdc13	chr9	TRUE	TRUE
Map4	chr9	TRUE	TRUE
Adcy7	chr8	TRUE	TRUE
Lrch1	chr14	TRUE	TRUE
Podn	chr4	TRUE	TRUE
Adamts12	chr15	FALSE	TRUE
Rgs9	chr11	FALSE	TRUE
Plcl1	chr1	FALSE	TRUE
Gpr68	chr12	TRUE	TRUE
Mtfr1	chr3	TRUE	TRUE
Daam1	chr12	TRUE	TRUE
Arhgef17	chr7	TRUE	TRUE
Shank1	chr7	TRUE	TRUE
Fam155a	chr8	TRUE	TRUE
Calcoco1	chr15	TRUE	TRUE
Otud7a	chr7	TRUE	TRUE
Sirpa	chr2	TRUE	TRUE
Upp1	chr11	FALSE	TRUE
Itgb1bp1	chr12	TRUE	TRUE
Ttll5	chr12	TRUE	TRUE
Egfem1	chr3	FALSE	TRUE
Kcnj3	chr2	TRUE	TRUE
Nwd2	chr5	FALSE	TRUE
Ube2o	chr11	TRUE	TRUE
Myo1e	chr9	FALSE	TRUE
Ttc25	chr11	TRUE	TRUE
Rps6kc1	chr1	TRUE	TRUE
Klf7	chr1	TRUE	TRUE
Dennd4a	chr9	TRUE	TRUE
Zfp532	chr18	TRUE	TRUE
Slc9a2	chr1	FALSE	TRUE
Poln	chr5	TRUE	TRUE
Ppargc1b	chr18	TRUE	TRUE
Add2	chr6	TRUE	TRUE
Dusp16	chr6	TRUE	TRUE
Vash2	chr1	TRUE	TRUE
Deptor	chr15	TRUE	TRUE
Slc22a14	chr9	FALSE	TRUE
Dnajb6	chr5	TRUE	TRUE
Tbc1d2	chr4	TRUE	TRUE
Ssbp2	chr13	TRUE	TRUE
Rnf130	chr11	TRUE	TRUE
Kcnab2	chr4	TRUE	TRUE
Antxr2	chr5	FALSE	TRUE
Scai	chr2	TRUE	TRUE
Susd4	chr1	TRUE	TRUE
Tmem144	chr3	TRUE	TRUE
Aak1	chr6	TRUE	TRUE
Il17rd	chr14	TRUE	TRUE
Arid1b	chr17	TRUE	TRUE
Sema4d	chr13	TRUE	TRUE
Lrrc1	chr9	FALSE	TRUE
Meis1	chr11	TRUE	TRUE
Setbp1	chr18	TRUE	TRUE
Fmnl2	chr2	TRUE	TRUE
Rnf220	chr4	FALSE	TRUE
Phlpp1	chr1	TRUE	TRUE
Robo1	chr16	FALSE	TRUE
Mnat1	chr12	TRUE	TRUE
Camk2b	chr11	TRUE	TRUE
Kirrel3	chr9	TRUE	TRUE
Ate1	chr7	TRUE	TRUE
Spsb1	chr4	TRUE	TRUE
Qsox1	chr1	TRUE	TRUE
Ptprf	chr4	TRUE	TRUE
Zfp609	chr9	TRUE	TRUE
Fut8	chr12	TRUE	TRUE
Chd7	chr4	TRUE	TRUE
Metap1d	chr2	TRUE	TRUE
Fez2	chr17	TRUE	TRUE
Myrfl	chr10	TRUE	TRUE
Gtf2ird1	chr5	TRUE	TRUE
Smg6	chr11	TRUE	TRUE
Cradd	chr10	TRUE	TRUE
Pik3c2b	chr1	TRUE	TRUE
Pik3ca	chr3	TRUE	TRUE
Arhgef18	chr8	TRUE	TRUE
Bhmt	chr13	TRUE	TRUE
Ptpn4	chr1	TRUE	TRUE
Amph	chr13	TRUE	TRUE
Tcerg1l	chr7	FALSE	TRUE
Map7	chr10	TRUE	TRUE
Pkia	chr3	TRUE	TRUE
Kidins220	chr12	TRUE	TRUE
Stxbp5	chr10	TRUE	TRUE
Zfp148	chr16	TRUE	TRUE
Smarcd3	chr5	TRUE	TRUE
Cyth4	chr15	TRUE	TRUE
Sh3gl2	chr4	FALSE	TRUE
Yipf7	chr5	TRUE	TRUE
Scarb2	chr5	TRUE	TRUE
Ubr4	chr4	TRUE	TRUE
Vasn	chr16	TRUE	TRUE
Sorcs2	chr5	FALSE	TRUE
Tmcc3	chr10	TRUE	TRUE
Lonrf2	chr1	TRUE	TRUE
Ccnk	chr12	TRUE	TRUE
Gabrg1	chr5	FALSE	TRUE
Skida1	chr2	TRUE	TRUE
Pawr	chr10	FALSE	TRUE
Osbpl9	chr4	TRUE	TRUE
Spata5	chr3	TRUE	TRUE
Atp11a	chr8	TRUE	TRUE
Crppa	chr12	FALSE	TRUE
Zfhx4	chr3	FALSE	TRUE
Bicd1	chr6	TRUE	TRUE
Ccdc138	chr10	TRUE	TRUE
Fam120a	chr13	TRUE	TRUE
Scg2	chr1	TRUE	TRUE
Scube1	chr15	TRUE	TRUE
Fam222a	chr5	TRUE	TRUE
Afg1l	chr10	TRUE	TRUE
Iqcj	chr3	FALSE	TRUE
Rerg	chr6	FALSE	TRUE
Phtf1	chr3	TRUE	TRUE
Ttll7	chr3	TRUE	TRUE
Gm49337	chr4	TRUE	TRUE
Adamts17	chr7	FALSE	TRUE
Nt5c2	chr19	TRUE	TRUE
Upp2	chr2	TRUE	TRUE
Disp3	chr4	TRUE	TRUE
Cfap74	chr4	TRUE	TRUE
Chil5	chr3	TRUE	TRUE
Jhy	chr9	TRUE	TRUE
Syne2	chr12	TRUE	TRUE
Chn2	chr6	TRUE	TRUE
Thsd7b	chr1	FALSE	TRUE
Dhtkd1	chr2	TRUE	TRUE
Kcnb1	chr2	TRUE	TRUE
Ptk2b	chr14	TRUE	TRUE
Gpm6a	chr8	TRUE	TRUE
Pde3a	chr6	TRUE	TRUE
Helz	chr11	TRUE	TRUE
Cdc42se2	chr11	TRUE	TRUE
Gnao1	chr8	TRUE	TRUE
Fam172a	chr13	FALSE	TRUE
Homer2	chr7	TRUE	TRUE
Adam23	chr1	TRUE	TRUE
Rab3b	chr4	TRUE	TRUE
Kif26b	chr1	TRUE	TRUE
Sptbn1	chr11	TRUE	TRUE
Insc	chr7	FALSE	TRUE
Pcnx	chr12	TRUE	TRUE
Hecw1	chr13	FALSE	TRUE
Smarca4	chr9	TRUE	TRUE
Blm	chr7	TRUE	TRUE
Nav2	chr7	TRUE	TRUE
Rgs12	chr5	TRUE	TRUE
Pclo	chr5	TRUE	TRUE
Nr4a2	chr2	TRUE	TRUE
Cdh12	chr15	FALSE	TRUE
Sap30	chr8	FALSE	TRUE
Prl	chr13	FALSE	TRUE
Gsk3b	chr16	TRUE	TRUE
Gnptab	chr10	TRUE	TRUE
Macroh2a1	chr13	TRUE	TRUE
Rnf43	chr11	TRUE	TRUE
Ralgapa1	chr12	TRUE	TRUE
Camk2a	chr18	TRUE	TRUE
Dcp1b	chr6	TRUE	TRUE
Macrod2	chr2	TRUE	TRUE
C1qtnf1	chr11	TRUE	TRUE
Ola1	chr2	TRUE	TRUE
Slc4a10	chr2	TRUE	TRUE
Bfsp2	chr9	TRUE	TRUE
Dnm2	chr9	TRUE	TRUE
Rybp	chr6	TRUE	TRUE
Cdh13	chr8	TRUE	TRUE
Ptpru	chr4	TRUE	TRUE
Rnf111	chr9	TRUE	TRUE
Usp29	chr7	TRUE	TRUE
Grip2	chr6	TRUE	TRUE
Ccser1	chr6	TRUE	TRUE
Igf2bp3	chr6	TRUE	TRUE
Antxr1	chr6	FALSE	TRUE
Cadm1	chr9	TRUE	TRUE
Gm29427	chr1	FALSE	TRUE
Akap12	chr10	TRUE	TRUE
Arpp21	chr9	TRUE	TRUE
Dcstamp	chr15	TRUE	TRUE
Pcbd2	chr13	TRUE	TRUE
Slc1a3	chr15	TRUE	TRUE
Nme7	chr1	TRUE	TRUE
Ncoa6	chr2	TRUE	TRUE
Ddx10	chr9	FALSE	TRUE
Evi5	chr5	TRUE	TRUE
Fntb	chr12	TRUE	TRUE
Phldb1	chr9	TRUE	TRUE
Ovol2	chr2	TRUE	TRUE
AW554918	chr18	TRUE	TRUE
Esyt2	chr12	TRUE	TRUE
Nxpe4	chr9	FALSE	TRUE
Enkur	chr2	TRUE	TRUE
Loxhd1	chr18	FALSE	TRUE
Itga5	chr15	TRUE	TRUE
Tet2	chr3	TRUE	TRUE
Tnrc6a	chr7	TRUE	TRUE
Kcnh1	chr1	TRUE	TRUE
Gzmn	chr14	FALSE	TRUE
Mmd2	chr5	TRUE	TRUE
Atp9a	chr2	TRUE	TRUE
Insr	chr8	TRUE	TRUE
Lcorl	chr5	FALSE	TRUE
Cd200r3	chr16	FALSE	TRUE
Ttc23	chr7	FALSE	TRUE
Pcnx2	chr8	TRUE	TRUE
Icos	chr1	FALSE	TRUE
Carmil1	chr13	TRUE	TRUE
Lmntd1	chr6	TRUE	TRUE
Lpin1	chr12	TRUE	TRUE
Mdm4	chr1	TRUE	TRUE
Slc7a14	chr3	TRUE	TRUE
Gm20671	chr5	TRUE	TRUE
Dtnb	chr12	TRUE	TRUE
Nin	chr12	TRUE	TRUE
Pax8	chr2	FALSE	TRUE
Rgs17	chr10	TRUE	TRUE
Usp18	chr6	TRUE	TRUE
Camkmt	chr17	FALSE	TRUE
Ccdc88c	chr12	TRUE	TRUE
Prkg1	chr19	FALSE	TRUE
Lhx3	chr2	TRUE	TRUE
Spats2	chr15	TRUE	TRUE
Nphp1	chr2	TRUE	TRUE
Actn1	chr12	TRUE	TRUE
Myh13	chr11	FALSE	TRUE
Wdfy3	chr5	TRUE	TRUE
Tsc22d1	chr14	TRUE	TRUE
App	chr16	TRUE	TRUE
Il20rb	chr9	TRUE	TRUE
Fry	chr5	TRUE	TRUE
Wwc2	chr8	FALSE	TRUE
Bmp6	chr13	FALSE	TRUE
Fam169a	chr13	TRUE	TRUE
Src	chr2	TRUE	TRUE
Map3k4	chr17	TRUE	TRUE
Nup188	chr2	TRUE	TRUE
Glg1	chr8	TRUE	TRUE
Large1	chr8	FALSE	TRUE
Plbd2	chr5	FALSE	TRUE
Bmpr1b	chr3	FALSE	TRUE
Tango6	chr8	TRUE	TRUE
Sptbn4	chr7	TRUE	TRUE
Fbxo10	chr4	TRUE	TRUE
Glp1r	chr17	FALSE	TRUE
Pde8a	chr7	FALSE	TRUE
Col4a3bp	chr13	TRUE	TRUE
Pou2f1	chr1	TRUE	TRUE
Ppm1e	chr11	TRUE	TRUE
Gab2	chr7	FALSE	TRUE
Shroom3	chr5	FALSE	TRUE
Sdc3	chr4	TRUE	TRUE
Cacna1a	chr8	TRUE	TRUE
Sel1l3	chr5	TRUE	TRUE
Alpl	chr4	TRUE	TRUE
Schip1	chr3	FALSE	TRUE
Bnip5	chr17	TRUE	TRUE
Adgrb2	chr4	TRUE	TRUE
Ppp2r5c	chr12	TRUE	TRUE
Eif2ak4	chr2	TRUE	TRUE
Bnc1	chr7	TRUE	TRUE
Kif3b	chr2	TRUE	TRUE
Arhgap44	chr11	TRUE	TRUE
Rb1	chr14	TRUE	TRUE
Kyat3	chr3	TRUE	TRUE
Gm43064	chr3	TRUE	TRUE
Kcnk13	chr12	TRUE	TRUE
Tbc1d19	chr5	FALSE	TRUE
Kdm4b	chr17	TRUE	TRUE
Ube2w	chr1	TRUE	TRUE
Mcph1	chr8	TRUE	TRUE
Dtx1	chr5	TRUE	TRUE
Stk4	chr2	TRUE	TRUE
Scp2	chr4	TRUE	TRUE
Lrch3	chr16	TRUE	TRUE
Cox10	chr11	FALSE	TRUE
Rap1a	chr3	TRUE	TRUE
Iqgap1	chr7	TRUE	TRUE
Oxsr1	chr9	FALSE	TRUE
Ppa2	chr3	TRUE	TRUE
Atxn2	chr5	TRUE	TRUE
Gsap	chr5	FALSE	TRUE
Paqr5	chr9	TRUE	TRUE
Cachd1	chr4	FALSE	TRUE
Ppp1r13b	chr12	TRUE	TRUE
Fam49b	chr15	TRUE	TRUE
F13a1	chr13	FALSE	TRUE
Plxna2	chr1	TRUE	TRUE
Jak1	chr4	TRUE	TRUE
Prmt3	chr7	FALSE	TRUE
Slc39a10	chr1	FALSE	TRUE
Mrps9	chr1	TRUE	TRUE
Nrxn2	chr19	TRUE	TRUE
Clmn	chr12	TRUE	TRUE
Ankrd44	chr1	TRUE	TRUE
Trdn	chr10	FALSE	TRUE
Auh	chr13	TRUE	TRUE
Mical2	chr7	TRUE	TRUE
Wnk2	chr13	TRUE	TRUE
Gsn	chr2	TRUE	TRUE
Iffo2	chr4	TRUE	TRUE
Dcaf6	chr1	TRUE	TRUE
Srbd1	chr17	FALSE	TRUE
Ikzf2	chr1	FALSE	TRUE
Klf12	chr14	FALSE	TRUE
Brip1	chr11	FALSE	TRUE
Ccdc146	chr5	FALSE	TRUE
Vdr	chr15	TRUE	TRUE
Btbd7	chr12	TRUE	TRUE
Rsph14	chr10	TRUE	TRUE
Sptlc2	chr12	TRUE	TRUE
Mdga2	chr12	FALSE	TRUE
Adarb1	chr10	TRUE	TRUE
Fbxw4	chr19	TRUE	TRUE
Klf3	chr5	FALSE	TRUE
Trub1	chr19	TRUE	TRUE
Dgkg	chr16	TRUE	TRUE
Lin7a	chr10	TRUE	TRUE
Ism1	chr2	FALSE	TRUE
Zfyve9	chr4	TRUE	TRUE
Aftph	chr11	TRUE	TRUE
Tet3	chr6	TRUE	TRUE
Kiz	chr2	TRUE	TRUE
Pias1	chr9	TRUE	TRUE
Gm20518	chr16	TRUE	TRUE
Paqr8	chr1	TRUE	TRUE
Ccdc34	chr2	TRUE	TRUE
Gm28047	chr15	TRUE	TRUE
Eri3	chr4	TRUE	TRUE
Brd4	chr17	TRUE	TRUE
Tmem61	chr4	TRUE	TRUE
Adgrv1	chr13	FALSE	TRUE
Skint6	chr4	FALSE	TRUE
Myo1b	chr1	FALSE	TRUE
Scarb1	chr5	TRUE	TRUE
Dcbld1	chr10	FALSE	TRUE
Sh3tc2	chr18	TRUE	TRUE
Mctp2	chr7	FALSE	TRUE
Lmtk2	chr5	TRUE	TRUE
Irx5	chr8	TRUE	TRUE
Nbas	chr12	FALSE	TRUE
Exoc2	chr13	TRUE	TRUE
a	chr2	TRUE	TRUE
Msh3	chr13	TRUE	TRUE
Fam129b	chr2	TRUE	TRUE
Cers4	chr8	TRUE	TRUE
Papola	chr12	TRUE	TRUE
Smurf1	chr5	TRUE	TRUE
Phf14	chr6	TRUE	TRUE
Lgr6	chr1	TRUE	TRUE
Ap2b1	chr11	TRUE	TRUE
Cfap77	chr2	TRUE	TRUE
Tbcd	chr11	TRUE	TRUE
Scmh1	chr4	TRUE	TRUE
Umodl1	chr17	FALSE	TRUE
4930523C07Rik	chr1	TRUE	TRUE
Ly6g6d	chr17	TRUE	TRUE
Ccn4	chr15	TRUE	TRUE
Apba1	chr19	TRUE	TRUE
Mapt	chr11	TRUE	TRUE
Pepd	chr7	FALSE	TRUE
Prep	chr10	TRUE	TRUE
Il4ra	chr7	TRUE	TRUE
Marf1	chr16	TRUE	TRUE
Sema4b	chr7	TRUE	TRUE
Cfap221	chr1	TRUE	TRUE
Man1c1	chr4	TRUE	TRUE
Aox1	chr1	TRUE	TRUE
Arvcf	chr16	TRUE	TRUE
Vps8	chr16	TRUE	TRUE
Pde1a	chr2	FALSE	TRUE
Phyhipl	chr10	TRUE	TRUE
Angel1	chr12	TRUE	TRUE
Chdh	chr14	TRUE	TRUE
Hectd4	chr5	TRUE	TRUE
Esrrb	chr12	TRUE	TRUE
Myzap	chr9	FALSE	TRUE
Pkn2	chr3	TRUE	TRUE
Fer1l5	chr1	TRUE	TRUE
Prr5	chr15	TRUE	TRUE
Vit	chr17	TRUE	TRUE
Fam78b	chr1	TRUE	TRUE
Ap1g1	chr8	TRUE	TRUE
Atp2b4	chr1	TRUE	TRUE
Acvr2a	chr2	TRUE	TRUE
Wdr70	chr15	FALSE	TRUE
Slc2a13	chr15	TRUE	TRUE
Ergic1	chr17	TRUE	TRUE
Tnfrsf19	chr14	TRUE	TRUE
Gm11639	chr11	FALSE	TRUE
Emsy	chr7	TRUE	TRUE
Xpr1	chr1	TRUE	TRUE
Hhat	chr1	TRUE	TRUE
Unc5c	chr3	TRUE	TRUE
Lmbr1	chr5	TRUE	TRUE
Ppcdc	chr9	TRUE	TRUE
3110009E18Rik	chr1	TRUE	TRUE
Scn3a	chr2	FALSE	TRUE
Morc2b	chr17	TRUE	TRUE
Galnt3	chr2	FALSE	TRUE
Me1	chr9	FALSE	TRUE
Smarca2	chr19	TRUE	TRUE
Iqsec3	chr6	FALSE	TRUE
Bcat1	chr6	TRUE	TRUE
Arl4a	chr12	TRUE	TRUE
Lcor	chr19	TRUE	TRUE
Srrm4	chr5	TRUE	TRUE
Arfgef2	chr2	TRUE	TRUE
7530416G11Rik	chr15	TRUE	TRUE
Dop1b	chr16	TRUE	TRUE
Grm1	chr10	TRUE	TRUE
Emid1	chr11	TRUE	TRUE
Zfp943	chr17	FALSE	TRUE
Lrrfip2	chr9	TRUE	TRUE
Nup98	chr7	TRUE	TRUE
Dach1	chr14	FALSE	TRUE
Epb41l3	chr17	TRUE	TRUE
Nckap1	chr2	TRUE	TRUE
Atf7	chr15	TRUE	TRUE
Pcdh15	chr10	FALSE	TRUE
Sgsm3	chr15	TRUE	TRUE
Atp9b	chr18	TRUE	TRUE
Dnmbp	chr19	TRUE	TRUE
Sox6	chr7	FALSE	TRUE
Spopl	chr2	FALSE	TRUE
Gm42416	chr18	FALSE	TRUE
Ppfibp2	chr7	FALSE	TRUE
Psmd14	chr2	TRUE	TRUE
Stim2	chr5	TRUE	TRUE
Txndc16	chr14	FALSE	TRUE
Rnf213	chr11	TRUE	TRUE
Dpt	chr1	TRUE	TRUE
Retreg1	chr15	TRUE	TRUE
Cstf3	chr2	TRUE	TRUE
Pik3cb	chr9	TRUE	TRUE
Rgs20	chr1	TRUE	TRUE
Bckdhb	chr9	TRUE	TRUE
Eipr1	chr12	TRUE	TRUE
Nhej1	chr1	TRUE	TRUE
Eprs	chr1	TRUE	TRUE
Gan	chr8	TRUE	TRUE
Tmco4	chr4	TRUE	TRUE
Nsd3	chr8	TRUE	TRUE
Ralyl	chr3	TRUE	TRUE
Rps6kb1	chr11	TRUE	TRUE
Axdnd1	chr1	FALSE	TRUE
Pde7b	chr10	FALSE	TRUE
Slc23a2	chr2	TRUE	TRUE
Fcho2	chr13	TRUE	TRUE
Vangl1	chr3	TRUE	TRUE
Pld1	chr3	FALSE	TRUE
Cobll1	chr2	FALSE	TRUE
Tmem163	chr1	TRUE	TRUE
Cpeb1	chr7	TRUE	TRUE
Txnl4b	chr8	FALSE	TRUE
Ret	chr6	TRUE	TRUE
Nrf1	chr6	TRUE	TRUE
Mettl21e	chr1	FALSE	TRUE
Mipol1	chr12	FALSE	TRUE
Lmo1	chr7	TRUE	TRUE
Elf2	chr3	TRUE	TRUE
Cacnb2	chr2	FALSE	TRUE
Ttc29	chr8	FALSE	TRUE
Aktip	chr8	TRUE	TRUE
Fgf12	chr16	TRUE	TRUE
Pomt2	chr12	TRUE	TRUE
Sik2	chr9	TRUE	TRUE
Exph5	chr9	TRUE	TRUE
Egflam	chr15	FALSE	TRUE
Trim36	chr18	FALSE	TRUE
Agrp	chr8	TRUE	TRUE
Cenpj	chr14	TRUE	TRUE
Ikbkb	chr8	TRUE	TRUE
Btbd8	chr5	TRUE	TRUE
Rngtt	chr4	TRUE	TRUE
Scin	chr12	TRUE	TRUE
Bmerb1	chr16	TRUE	TRUE
Sorl1	chr9	TRUE	TRUE
Ninj2	chr6	TRUE	TRUE
Tenm3	chr8	FALSE	TRUE
Usp7	chr16	TRUE	TRUE
Fbxw11	chr11	TRUE	TRUE
Diaph3	chr14	FALSE	TRUE
Colgalt2	chr1	TRUE	TRUE
Ccar2	chr14	TRUE	TRUE
Gm37013	chr18	FALSE	TRUE
Fars2	chr13	TRUE	TRUE
Sntg1	chr1	FALSE	TRUE
Taf3	chr2	FALSE	TRUE
Abcc8	chr7	TRUE	TRUE
Grid2ip	chr5	TRUE	TRUE
Itsn2	chr12	TRUE	TRUE
Pms1	chr1	TRUE	TRUE
Tenm4	chr7	TRUE	TRUE
Bicra	chr7	TRUE	TRUE
Myh10	chr11	TRUE	TRUE
Setd2	chr9	TRUE	TRUE
Kcnma1	chr14	FALSE	TRUE
Atad2b	chr12	TRUE	TRUE
Fam222b	chr11	TRUE	TRUE
E130308A19Rik	chr4	TRUE	TRUE
Lnpk	chr2	TRUE	TRUE
Gm37388	chr18	FALSE	TRUE
Olfml2b	chr1	TRUE	TRUE
Rgma	chr7	TRUE	TRUE
Vstm2l	chr2	TRUE	TRUE
Adck1	chr12	FALSE	TRUE
Serpina1b	chr12	FALSE	TRUE
Vps13a	chr19	TRUE	TRUE
Th	chr7	FALSE	TRUE
Arid2	chr15	TRUE	TRUE
Mlip	chr9	FALSE	TRUE
Rhbdl3	chr11	TRUE	TRUE
Stxbp5l	chr16	TRUE	TRUE
Abca13	chr11	FALSE	TRUE
Nbeal1	chr1	TRUE	TRUE
Cdc26	chr4	TRUE	TRUE
Arhgef37	chr18	TRUE	TRUE
