gene_name	chr	h3k27me3_overlap	mch_sig
Unc5a	chr13	FALSE	TRUE
Rin2	chr2	TRUE	TRUE
Tbca	chr13	FALSE	TRUE
Capzb	chr4	FALSE	TRUE
Lrrc4	chr6	FALSE	TRUE
Tle1	chr4	TRUE	TRUE
Rbfox2	chr15	FALSE	TRUE
Ccdc60	chr5	TRUE	TRUE
Cep112	chr11	FALSE	TRUE
Igsf3	chr3	TRUE	TRUE
Ccdc88a	chr11	TRUE	TRUE
Zhx3	chr2	FALSE	TRUE
Lrrc8d	chr5	FALSE	TRUE
Erp44	chr4	FALSE	TRUE
Nos2	chr11	TRUE	TRUE
Rsf1	chr7	FALSE	TRUE
Cwc27	chr13	FALSE	TRUE
R3hdm2	chr10	FALSE	TRUE
Cers6	chr2	FALSE	TRUE
Pacs2	chr12	FALSE	TRUE
Ppp4r4	chr12	FALSE	TRUE
Arhgef10l	chr4	FALSE	TRUE
Mpp7	chr18	FALSE	TRUE
Cdh10	chr15	FALSE	TRUE
Olfr591	chr7	FALSE	TRUE
Actr3b	chr5	FALSE	TRUE
Dock9	chr14	FALSE	TRUE
Frmd6	chr12	FALSE	TRUE
Cmss1	chr16	TRUE	TRUE
Vps41	chr13	FALSE	TRUE
Adgrl2	chr3	TRUE	TRUE
Pls1	chr9	FALSE	TRUE
Zeb2	chr2	TRUE	TRUE
B3galt5	chr16	TRUE	TRUE
Atxn10	chr15	FALSE	TRUE
Fbxl7	chr15	TRUE	TRUE
Chd6	chr2	FALSE	TRUE
Bicdl1	chr5	FALSE	TRUE
Cdcp3	chr7	FALSE	TRUE
Eya1	chr1	TRUE	TRUE
Ntn4	chr10	FALSE	TRUE
Bnc2	chr4	TRUE	TRUE
Edn2	chr4	TRUE	TRUE
Dusp22	chr13	TRUE	TRUE
Itpr3	chr17	FALSE	TRUE
Slc49a4	chr16	FALSE	TRUE
Lhfp	chr3	FALSE	TRUE
Galnt16	chr12	FALSE	TRUE
Dnajc12	chr10	FALSE	TRUE
Pan3	chr5	FALSE	TRUE
Stk24	chr14	FALSE	TRUE
Gatad2a	chr8	FALSE	TRUE
Mcc	chr18	TRUE	TRUE
Esr1	chr10	TRUE	TRUE
Sfmbt1	chr14	FALSE	TRUE
Ptprs	chr17	FALSE	TRUE
Nphp4	chr4	FALSE	TRUE
Syt7	chr19	FALSE	TRUE
Ppp3ca	chr3	FALSE	TRUE
Kcnip4	chr5	FALSE	TRUE
Ano3	chr2	FALSE	TRUE
Cd47	chr16	FALSE	TRUE
Elovl6	chr3	FALSE	TRUE
Brinp2	chr1	FALSE	TRUE
Islr2	chr9	TRUE	TRUE
Ccdc33	chr9	TRUE	TRUE
Vrk1	chr12	TRUE	TRUE
Crim1	chr17	TRUE	TRUE
Shb	chr4	TRUE	TRUE
Mrc2	chr11	TRUE	TRUE
Klhl32	chr4	FALSE	TRUE
Ralgps2	chr1	FALSE	TRUE
Dtd1	chr2	FALSE	TRUE
Rph3a	chr5	FALSE	TRUE
Marchf10	chr11	TRUE	TRUE
Fgf5	chr5	TRUE	TRUE
Dok7	chr5	FALSE	TRUE
Rell1	chr5	FALSE	TRUE
D7Ertd443e	chr7	TRUE	TRUE
Zhx2	chr15	FALSE	TRUE
Hcn4	chr9	TRUE	TRUE
Csnk1g1	chr9	FALSE	TRUE
Spata13	chr14	TRUE	TRUE
Slit2	chr5	TRUE	TRUE
Ulk4	chr9	TRUE	TRUE
Ank2	chr3	FALSE	TRUE
Jakmip2	chr18	FALSE	TRUE
Acaca	chr11	FALSE	TRUE
Hs3st5	chr10	FALSE	TRUE
R3hdm1	chr1	FALSE	TRUE
Clasp1	chr1	FALSE	TRUE
Nckap5	chr1	TRUE	TRUE
Rai1	chr11	FALSE	TRUE
Pcsk2	chr2	FALSE	TRUE
Aldh1l1	chr6	TRUE	TRUE
9130401M01Rik	chr15	FALSE	TRUE
Cnot2	chr10	FALSE	TRUE
4930447A16Rik	chr15	FALSE	TRUE
Mast2	chr4	FALSE	TRUE
Pds5a	chr5	FALSE	TRUE
Nars2	chr7	FALSE	TRUE
Smpd3	chr8	FALSE	TRUE
Dnah8	chr17	FALSE	TRUE
Ndufs4	chr13	FALSE	TRUE
Kdm4c	chr4	FALSE	TRUE
Pitpnm2	chr5	FALSE	TRUE
Dlg2	chr7	TRUE	TRUE
Filip1l	chr16	TRUE	TRUE
Eva1c	chr16	TRUE	TRUE
Casz1	chr4	TRUE	TRUE
Cbl	chr9	FALSE	TRUE
Ano6	chr15	FALSE	TRUE
Spire1	chr18	FALSE	TRUE
Ankef1	chr2	FALSE	TRUE
Pak7	chr2	FALSE	TRUE
Fam81b	chr13	FALSE	TRUE
Vwc2l	chr1	TRUE	TRUE
Tbc1d14	chr5	FALSE	TRUE
Ubac2	chr14	FALSE	TRUE
Sardh	chr2	FALSE	TRUE
Chn1	chr2	TRUE	TRUE
Ppp2r5e	chr12	FALSE	TRUE
Cst8	chr2	FALSE	TRUE
Kansl1	chr11	FALSE	TRUE
Hlcs	chr16	FALSE	TRUE
Caln1	chr5	FALSE	TRUE
Arhgap12	chr18	FALSE	TRUE
Zfp280d	chr9	FALSE	TRUE
Stk32c	chr7	FALSE	TRUE
Elavl2	chr4	TRUE	TRUE
Pde3b	chr7	FALSE	TRUE
1110051M20Rik	chr2	FALSE	TRUE
Chrdl2	chr7	TRUE	TRUE
Phactr1	chr13	FALSE	TRUE
Gng12	chr6	TRUE	TRUE
Egfr	chr11	TRUE	TRUE
8030462N17Rik	chr18	FALSE	TRUE
Fyn	chr10	FALSE	TRUE
Clasp2	chr9	FALSE	TRUE
Rfx3	chr19	FALSE	TRUE
Nrg4	chr9	FALSE	TRUE
Rbfox3	chr11	FALSE	TRUE
Lgr4	chr2	FALSE	TRUE
Cdh2	chr18	FALSE	TRUE
Upf2	chr2	FALSE	TRUE
Slc1a1	chr19	FALSE	TRUE
Dhx32	chr7	FALSE	TRUE
Fbxl17	chr17	FALSE	TRUE
Tunar	chr12	FALSE	TRUE
Slc44a1	chr4	FALSE	TRUE
Epha4	chr1	TRUE	TRUE
Dscam	chr16	TRUE	TRUE
Tmem108	chr9	FALSE	TRUE
Invs	chr4	FALSE	TRUE
Ttc3	chr16	FALSE	TRUE
Mta3	chr17	FALSE	TRUE
Megf10	chr18	TRUE	TRUE
Lpgat1	chr1	FALSE	TRUE
Septin9	chr11	TRUE	TRUE
Ablim1	chr19	FALSE	TRUE
Luzp1	chr4	FALSE	TRUE
Tlk2	chr11	FALSE	TRUE
Edar	chr10	TRUE	TRUE
Wnt4	chr4	TRUE	TRUE
Lrrc20	chr10	FALSE	TRUE
Lurap1l	chr4	FALSE	TRUE
Gm17545	chr9	FALSE	TRUE
Clpb	chr7	FALSE	TRUE
St6gal1	chr16	TRUE	TRUE
Ebag9	chr15	FALSE	TRUE
CK137956	chr4	TRUE	TRUE
2610001J05Rik	chr6	FALSE	TRUE
Stxbp4	chr11	FALSE	TRUE
Rasal2	chr1	FALSE	TRUE
Oprl1	chr2	FALSE	TRUE
Myo18a	chr11	FALSE	TRUE
Fgd5	chr6	TRUE	TRUE
P4ha2	chr11	FALSE	TRUE
Lrrfip1	chr1	TRUE	TRUE
Itga6	chr2	TRUE	TRUE
Ccdc13	chr9	TRUE	TRUE
Map4	chr9	FALSE	TRUE
Adcy7	chr8	TRUE	TRUE
Lrch1	chr14	FALSE	TRUE
Podn	chr4	TRUE	TRUE
Adamts12	chr15	TRUE	TRUE
Rgs9	chr11	FALSE	TRUE
Plcl1	chr1	TRUE	TRUE
Gpr68	chr12	FALSE	TRUE
Mtfr1	chr3	FALSE	TRUE
Daam1	chr12	FALSE	TRUE
Arhgef17	chr7	TRUE	TRUE
Shank1	chr7	FALSE	TRUE
Fam155a	chr8	TRUE	TRUE
Calcoco1	chr15	FALSE	TRUE
Otud7a	chr7	FALSE	TRUE
Sirpa	chr2	FALSE	TRUE
Upp1	chr11	TRUE	TRUE
Itgb1bp1	chr12	FALSE	TRUE
Ttll5	chr12	FALSE	TRUE
Egfem1	chr3	TRUE	TRUE
Kcnj3	chr2	FALSE	TRUE
Nwd2	chr5	TRUE	TRUE
Ube2o	chr11	FALSE	TRUE
Myo1e	chr9	TRUE	TRUE
Ttc25	chr11	TRUE	TRUE
Rps6kc1	chr1	TRUE	TRUE
Klf7	chr1	FALSE	TRUE
Dennd4a	chr9	FALSE	TRUE
Zfp532	chr18	FALSE	TRUE
Slc9a2	chr1	TRUE	TRUE
Poln	chr5	FALSE	TRUE
Ppargc1b	chr18	FALSE	TRUE
Add2	chr6	FALSE	TRUE
Dusp16	chr6	FALSE	TRUE
Vash2	chr1	TRUE	TRUE
Deptor	chr15	FALSE	TRUE
Slc22a14	chr9	TRUE	TRUE
Dnajb6	chr5	FALSE	TRUE
Tbc1d2	chr4	FALSE	TRUE
Ssbp2	chr13	FALSE	TRUE
Rnf130	chr11	FALSE	TRUE
Kcnab2	chr4	FALSE	TRUE
Antxr2	chr5	TRUE	TRUE
Scai	chr2	FALSE	TRUE
Susd4	chr1	TRUE	TRUE
Tmem144	chr3	FALSE	TRUE
Aak1	chr6	FALSE	TRUE
Il17rd	chr14	TRUE	TRUE
Arid1b	chr17	FALSE	TRUE
Sema4d	chr13	FALSE	TRUE
Lrrc1	chr9	FALSE	TRUE
Meis1	chr11	FALSE	TRUE
Setbp1	chr18	FALSE	TRUE
Fmnl2	chr2	FALSE	TRUE
Rnf220	chr4	TRUE	TRUE
Phlpp1	chr1	FALSE	TRUE
Robo1	chr16	TRUE	TRUE
Mnat1	chr12	FALSE	TRUE
Camk2b	chr11	FALSE	TRUE
Kirrel3	chr9	FALSE	TRUE
Ate1	chr7	FALSE	TRUE
Spsb1	chr4	TRUE	TRUE
Qsox1	chr1	TRUE	TRUE
Ptprf	chr4	FALSE	TRUE
Zfp609	chr9	FALSE	TRUE
Fut8	chr12	FALSE	TRUE
Chd7	chr4	FALSE	TRUE
Metap1d	chr2	TRUE	TRUE
Fez2	chr17	FALSE	TRUE
Myrfl	chr10	FALSE	TRUE
Gtf2ird1	chr5	FALSE	TRUE
Smg6	chr11	FALSE	TRUE
Cradd	chr10	TRUE	TRUE
Pik3c2b	chr1	FALSE	TRUE
Pik3ca	chr3	FALSE	TRUE
Arhgef18	chr8	FALSE	TRUE
Bhmt	chr13	FALSE	TRUE
Ptpn4	chr1	FALSE	TRUE
Amph	chr13	FALSE	TRUE
Tcerg1l	chr7	FALSE	TRUE
Map7	chr10	FALSE	TRUE
Pkia	chr3	FALSE	TRUE
Kidins220	chr12	FALSE	TRUE
Stxbp5	chr10	FALSE	TRUE
Zfp148	chr16	FALSE	TRUE
Smarcd3	chr5	FALSE	TRUE
Cyth4	chr15	TRUE	TRUE
Sh3gl2	chr4	FALSE	TRUE
Yipf7	chr5	FALSE	TRUE
Scarb2	chr5	FALSE	TRUE
Ubr4	chr4	FALSE	TRUE
Vasn	chr16	FALSE	TRUE
Sorcs2	chr5	TRUE	TRUE
Tmcc3	chr10	TRUE	TRUE
Lonrf2	chr1	FALSE	TRUE
Ccnk	chr12	FALSE	TRUE
Gabrg1	chr5	TRUE	TRUE
Skida1	chr2	FALSE	TRUE
Pawr	chr10	TRUE	TRUE
Osbpl9	chr4	FALSE	TRUE
Spata5	chr3	FALSE	TRUE
Atp11a	chr8	FALSE	TRUE
Crppa	chr12	FALSE	TRUE
Zfhx4	chr3	TRUE	TRUE
Bicd1	chr6	FALSE	TRUE
Ccdc138	chr10	FALSE	TRUE
Fam120a	chr13	FALSE	TRUE
Scg2	chr1	FALSE	TRUE
Scube1	chr15	TRUE	TRUE
Fam222a	chr5	FALSE	TRUE
Afg1l	chr10	FALSE	TRUE
Iqcj	chr3	TRUE	TRUE
Rerg	chr6	TRUE	TRUE
Phtf1	chr3	FALSE	TRUE
Ttll7	chr3	FALSE	TRUE
Gm49337	chr4	FALSE	TRUE
Adamts17	chr7	TRUE	TRUE
Nt5c2	chr19	FALSE	TRUE
Upp2	chr2	FALSE	TRUE
Disp3	chr4	TRUE	TRUE
Cfap74	chr4	FALSE	TRUE
Chil5	chr3	FALSE	TRUE
Jhy	chr9	TRUE	TRUE
Syne2	chr12	FALSE	TRUE
Chn2	chr6	FALSE	TRUE
Thsd7b	chr1	TRUE	TRUE
Dhtkd1	chr2	FALSE	TRUE
Kcnb1	chr2	TRUE	TRUE
Ptk2b	chr14	TRUE	TRUE
Gpm6a	chr8	FALSE	TRUE
Pde3a	chr6	FALSE	TRUE
Helz	chr11	FALSE	TRUE
Cdc42se2	chr11	FALSE	TRUE
Gnao1	chr8	FALSE	TRUE
Fam172a	chr13	FALSE	TRUE
Homer2	chr7	FALSE	TRUE
Adam23	chr1	FALSE	TRUE
Rab3b	chr4	TRUE	TRUE
Kif26b	chr1	FALSE	TRUE
Sptbn1	chr11	FALSE	TRUE
Insc	chr7	TRUE	TRUE
Pcnx	chr12	FALSE	TRUE
Hecw1	chr13	FALSE	TRUE
Smarca4	chr9	FALSE	TRUE
Blm	chr7	FALSE	TRUE
Nav2	chr7	FALSE	TRUE
Rgs12	chr5	TRUE	TRUE
Pclo	chr5	FALSE	TRUE
Nr4a2	chr2	TRUE	TRUE
Cdh12	chr15	TRUE	TRUE
Sap30	chr8	FALSE	TRUE
Prl	chr13	FALSE	TRUE
Gsk3b	chr16	FALSE	TRUE
Gnptab	chr10	FALSE	TRUE
Macroh2a1	chr13	FALSE	TRUE
Rnf43	chr11	FALSE	TRUE
Ralgapa1	chr12	FALSE	TRUE
Camk2a	chr18	TRUE	TRUE
Dcp1b	chr6	FALSE	TRUE
Macrod2	chr2	FALSE	TRUE
C1qtnf1	chr11	FALSE	TRUE
Ola1	chr2	FALSE	TRUE
Slc4a10	chr2	FALSE	TRUE
Bfsp2	chr9	TRUE	TRUE
Dnm2	chr9	FALSE	TRUE
Rybp	chr6	FALSE	TRUE
Cdh13	chr8	TRUE	TRUE
Ptpru	chr4	FALSE	TRUE
Rnf111	chr9	FALSE	TRUE
Usp29	chr7	FALSE	TRUE
Grip2	chr6	TRUE	TRUE
Ccser1	chr6	FALSE	TRUE
Igf2bp3	chr6	TRUE	TRUE
Antxr1	chr6	TRUE	TRUE
Cadm1	chr9	FALSE	TRUE
Gm29427	chr1	FALSE	TRUE
Akap12	chr10	FALSE	TRUE
Arpp21	chr9	FALSE	TRUE
Dcstamp	chr15	FALSE	TRUE
Pcbd2	chr13	FALSE	TRUE
Slc1a3	chr15	TRUE	TRUE
Nme7	chr1	FALSE	TRUE
Ncoa6	chr2	FALSE	TRUE
Ddx10	chr9	FALSE	TRUE
Evi5	chr5	FALSE	TRUE
Fntb	chr12	FALSE	TRUE
Phldb1	chr9	FALSE	TRUE
Ovol2	chr2	TRUE	TRUE
AW554918	chr18	FALSE	TRUE
Esyt2	chr12	FALSE	TRUE
Nxpe4	chr9	TRUE	TRUE
Enkur	chr2	FALSE	TRUE
Loxhd1	chr18	TRUE	TRUE
Itga5	chr15	TRUE	TRUE
Tet2	chr3	FALSE	TRUE
Tnrc6a	chr7	FALSE	TRUE
Kcnh1	chr1	FALSE	TRUE
Gzmn	chr14	FALSE	TRUE
Mmd2	chr5	FALSE	TRUE
Atp9a	chr2	FALSE	TRUE
Insr	chr8	FALSE	TRUE
Lcorl	chr5	FALSE	TRUE
Cd200r3	chr16	FALSE	TRUE
Ttc23	chr7	TRUE	TRUE
Pcnx2	chr8	FALSE	TRUE
Icos	chr1	FALSE	TRUE
Carmil1	chr13	FALSE	TRUE
Lmntd1	chr6	TRUE	TRUE
Lpin1	chr12	FALSE	TRUE
Mdm4	chr1	FALSE	TRUE
Slc7a14	chr3	FALSE	TRUE
Gm20671	chr5	FALSE	TRUE
Dtnb	chr12	FALSE	TRUE
Nin	chr12	TRUE	TRUE
Pax8	chr2	TRUE	TRUE
Rgs17	chr10	FALSE	TRUE
Usp18	chr6	TRUE	TRUE
Camkmt	chr17	TRUE	TRUE
Ccdc88c	chr12	TRUE	TRUE
Prkg1	chr19	TRUE	TRUE
Lhx3	chr2	TRUE	TRUE
Spats2	chr15	FALSE	TRUE
Nphp1	chr2	FALSE	TRUE
Actn1	chr12	FALSE	TRUE
Myh13	chr11	FALSE	TRUE
Wdfy3	chr5	FALSE	TRUE
Tsc22d1	chr14	FALSE	TRUE
App	chr16	FALSE	TRUE
Il20rb	chr9	FALSE	TRUE
Fry	chr5	FALSE	TRUE
Wwc2	chr8	TRUE	TRUE
Bmp6	chr13	TRUE	TRUE
Fam169a	chr13	TRUE	TRUE
Src	chr2	FALSE	TRUE
Map3k4	chr17	FALSE	TRUE
Nup188	chr2	FALSE	TRUE
Glg1	chr8	FALSE	TRUE
Large1	chr8	FALSE	TRUE
Plbd2	chr5	FALSE	TRUE
Bmpr1b	chr3	TRUE	TRUE
Tango6	chr8	FALSE	TRUE
Sptbn4	chr7	FALSE	TRUE
Fbxo10	chr4	FALSE	TRUE
Glp1r	chr17	TRUE	TRUE
Pde8a	chr7	TRUE	TRUE
Col4a3bp	chr13	FALSE	TRUE
Pou2f1	chr1	FALSE	TRUE
Ppm1e	chr11	TRUE	TRUE
Gab2	chr7	FALSE	TRUE
Shroom3	chr5	TRUE	TRUE
Sdc3	chr4	FALSE	TRUE
Cacna1a	chr8	FALSE	TRUE
Sel1l3	chr5	FALSE	TRUE
Alpl	chr4	TRUE	TRUE
Schip1	chr3	TRUE	TRUE
Bnip5	chr17	TRUE	TRUE
Adgrb2	chr4	FALSE	TRUE
Ppp2r5c	chr12	FALSE	TRUE
Eif2ak4	chr2	FALSE	TRUE
Bnc1	chr7	TRUE	TRUE
Kif3b	chr2	FALSE	TRUE
Arhgap44	chr11	FALSE	TRUE
Rb1	chr14	FALSE	TRUE
Kyat3	chr3	FALSE	TRUE
Gm43064	chr3	FALSE	TRUE
Kcnk13	chr12	TRUE	TRUE
Tbc1d19	chr5	FALSE	TRUE
Kdm4b	chr17	FALSE	TRUE
Ube2w	chr1	FALSE	TRUE
Mcph1	chr8	TRUE	TRUE
Dtx1	chr5	FALSE	TRUE
Stk4	chr2	FALSE	TRUE
Scp2	chr4	FALSE	TRUE
Lrch3	chr16	FALSE	TRUE
Cox10	chr11	FALSE	TRUE
Rap1a	chr3	FALSE	TRUE
Iqgap1	chr7	FALSE	TRUE
Oxsr1	chr9	FALSE	TRUE
Ppa2	chr3	FALSE	TRUE
Atxn2	chr5	FALSE	TRUE
Gsap	chr5	TRUE	TRUE
Paqr5	chr9	TRUE	TRUE
Cachd1	chr4	TRUE	TRUE
Ppp1r13b	chr12	FALSE	TRUE
Fam49b	chr15	FALSE	TRUE
F13a1	chr13	FALSE	TRUE
Plxna2	chr1	FALSE	TRUE
Jak1	chr4	FALSE	TRUE
Prmt3	chr7	FALSE	TRUE
Slc39a10	chr1	FALSE	TRUE
Mrps9	chr1	FALSE	TRUE
Nrxn2	chr19	FALSE	TRUE
Clmn	chr12	TRUE	TRUE
Ankrd44	chr1	FALSE	TRUE
Trdn	chr10	FALSE	TRUE
Auh	chr13	FALSE	TRUE
Mical2	chr7	FALSE	TRUE
Wnk2	chr13	FALSE	TRUE
Gsn	chr2	TRUE	TRUE
Iffo2	chr4	FALSE	TRUE
Dcaf6	chr1	FALSE	TRUE
Srbd1	chr17	FALSE	TRUE
Ikzf2	chr1	FALSE	TRUE
Klf12	chr14	FALSE	TRUE
Brip1	chr11	FALSE	TRUE
Ccdc146	chr5	TRUE	TRUE
Vdr	chr15	TRUE	TRUE
Btbd7	chr12	FALSE	TRUE
Rsph14	chr10	FALSE	TRUE
Sptlc2	chr12	FALSE	TRUE
Mdga2	chr12	TRUE	TRUE
Adarb1	chr10	FALSE	TRUE
Fbxw4	chr19	FALSE	TRUE
Klf3	chr5	FALSE	TRUE
Trub1	chr19	FALSE	TRUE
Dgkg	chr16	FALSE	TRUE
Lin7a	chr10	FALSE	TRUE
Ism1	chr2	FALSE	TRUE
Zfyve9	chr4	FALSE	TRUE
Aftph	chr11	FALSE	TRUE
Tet3	chr6	FALSE	TRUE
Kiz	chr2	FALSE	TRUE
Pias1	chr9	FALSE	TRUE
Gm20518	chr16	FALSE	TRUE
Paqr8	chr1	FALSE	TRUE
Ccdc34	chr2	FALSE	TRUE
Gm28047	chr15	FALSE	TRUE
Eri3	chr4	FALSE	TRUE
Brd4	chr17	FALSE	TRUE
Tmem61	chr4	FALSE	TRUE
Adgrv1	chr13	FALSE	TRUE
Skint6	chr4	FALSE	TRUE
Myo1b	chr1	TRUE	TRUE
Scarb1	chr5	TRUE	TRUE
Dcbld1	chr10	FALSE	TRUE
Sh3tc2	chr18	FALSE	TRUE
Mctp2	chr7	TRUE	TRUE
Lmtk2	chr5	FALSE	TRUE
Irx5	chr8	TRUE	TRUE
Nbas	chr12	FALSE	TRUE
Exoc2	chr13	FALSE	TRUE
a	chr2	TRUE	TRUE
Msh3	chr13	FALSE	TRUE
Fam129b	chr2	FALSE	TRUE
Cers4	chr8	FALSE	TRUE
Papola	chr12	FALSE	TRUE
Smurf1	chr5	FALSE	TRUE
Phf14	chr6	FALSE	TRUE
Lgr6	chr1	TRUE	TRUE
Ap2b1	chr11	FALSE	TRUE
Cfap77	chr2	TRUE	TRUE
Tbcd	chr11	FALSE	TRUE
Scmh1	chr4	FALSE	TRUE
Umodl1	chr17	TRUE	TRUE
4930523C07Rik	chr1	TRUE	TRUE
Ly6g6d	chr17	FALSE	TRUE
Ccn4	chr15	TRUE	TRUE
Apba1	chr19	FALSE	TRUE
Mapt	chr11	FALSE	TRUE
Pepd	chr7	FALSE	TRUE
Prep	chr10	FALSE	TRUE
Il4ra	chr7	TRUE	TRUE
Marf1	chr16	FALSE	TRUE
Sema4b	chr7	FALSE	TRUE
Cfap221	chr1	FALSE	TRUE
Man1c1	chr4	FALSE	TRUE
Aox1	chr1	FALSE	TRUE
Arvcf	chr16	FALSE	TRUE
Vps8	chr16	FALSE	TRUE
Pde1a	chr2	TRUE	TRUE
Phyhipl	chr10	TRUE	TRUE
Angel1	chr12	FALSE	TRUE
Chdh	chr14	TRUE	TRUE
Hectd4	chr5	FALSE	TRUE
Esrrb	chr12	TRUE	TRUE
Myzap	chr9	TRUE	TRUE
Pkn2	chr3	FALSE	TRUE
Fer1l5	chr1	FALSE	TRUE
Prr5	chr15	TRUE	TRUE
Vit	chr17	TRUE	TRUE
Fam78b	chr1	FALSE	TRUE
Ap1g1	chr8	FALSE	TRUE
Atp2b4	chr1	FALSE	TRUE
Acvr2a	chr2	FALSE	TRUE
Wdr70	chr15	FALSE	TRUE
Slc2a13	chr15	FALSE	TRUE
Ergic1	chr17	FALSE	TRUE
Tnfrsf19	chr14	TRUE	TRUE
Gm11639	chr11	FALSE	TRUE
Emsy	chr7	FALSE	TRUE
Xpr1	chr1	FALSE	TRUE
Hhat	chr1	FALSE	TRUE
Unc5c	chr3	FALSE	TRUE
Lmbr1	chr5	FALSE	TRUE
Ppcdc	chr9	FALSE	TRUE
3110009E18Rik	chr1	FALSE	TRUE
Scn3a	chr2	TRUE	TRUE
Morc2b	chr17	FALSE	TRUE
Galnt3	chr2	TRUE	TRUE
Me1	chr9	FALSE	TRUE
Smarca2	chr19	FALSE	TRUE
Iqsec3	chr6	TRUE	TRUE
Bcat1	chr6	TRUE	TRUE
Arl4a	chr12	TRUE	TRUE
Lcor	chr19	FALSE	TRUE
Srrm4	chr5	FALSE	TRUE
Arfgef2	chr2	FALSE	TRUE
7530416G11Rik	chr15	TRUE	TRUE
Dop1b	chr16	FALSE	TRUE
Grm1	chr10	FALSE	TRUE
Emid1	chr11	TRUE	TRUE
Zfp943	chr17	FALSE	TRUE
Lrrfip2	chr9	FALSE	TRUE
Nup98	chr7	FALSE	TRUE
Dach1	chr14	TRUE	TRUE
Epb41l3	chr17	FALSE	TRUE
Nckap1	chr2	FALSE	TRUE
Atf7	chr15	FALSE	TRUE
Pcdh15	chr10	TRUE	TRUE
Sgsm3	chr15	FALSE	TRUE
Atp9b	chr18	FALSE	TRUE
Dnmbp	chr19	FALSE	TRUE
Sox6	chr7	TRUE	TRUE
Spopl	chr2	FALSE	TRUE
Gm42416	chr18	TRUE	TRUE
Ppfibp2	chr7	TRUE	TRUE
Psmd14	chr2	FALSE	TRUE
Stim2	chr5	FALSE	TRUE
Txndc16	chr14	FALSE	TRUE
Rnf213	chr11	FALSE	TRUE
Dpt	chr1	FALSE	TRUE
Retreg1	chr15	FALSE	TRUE
Cstf3	chr2	FALSE	TRUE
Pik3cb	chr9	FALSE	TRUE
Rgs20	chr1	FALSE	TRUE
Bckdhb	chr9	FALSE	TRUE
Eipr1	chr12	FALSE	TRUE
Nhej1	chr1	FALSE	TRUE
Eprs	chr1	FALSE	TRUE
Gan	chr8	FALSE	TRUE
Tmco4	chr4	TRUE	TRUE
Nsd3	chr8	FALSE	TRUE
Ralyl	chr3	FALSE	TRUE
Rps6kb1	chr11	FALSE	TRUE
Axdnd1	chr1	FALSE	TRUE
Pde7b	chr10	TRUE	TRUE
Slc23a2	chr2	FALSE	TRUE
Fcho2	chr13	FALSE	TRUE
Vangl1	chr3	TRUE	TRUE
Pld1	chr3	TRUE	TRUE
Cobll1	chr2	TRUE	TRUE
Tmem163	chr1	FALSE	TRUE
Cpeb1	chr7	FALSE	TRUE
Txnl4b	chr8	FALSE	TRUE
Ret	chr6	TRUE	TRUE
Nrf1	chr6	FALSE	TRUE
Mettl21e	chr1	FALSE	TRUE
Mipol1	chr12	FALSE	TRUE
Lmo1	chr7	FALSE	TRUE
Elf2	chr3	FALSE	TRUE
Cacnb2	chr2	TRUE	TRUE
Ttc29	chr8	TRUE	TRUE
Aktip	chr8	TRUE	TRUE
Fgf12	chr16	TRUE	TRUE
Pomt2	chr12	FALSE	TRUE
Sik2	chr9	FALSE	TRUE
Exph5	chr9	FALSE	TRUE
Egflam	chr15	TRUE	TRUE
Trim36	chr18	TRUE	TRUE
Agrp	chr8	FALSE	TRUE
Cenpj	chr14	FALSE	TRUE
Ikbkb	chr8	FALSE	TRUE
Btbd8	chr5	FALSE	TRUE
Rngtt	chr4	FALSE	TRUE
Scin	chr12	TRUE	TRUE
Bmerb1	chr16	FALSE	TRUE
Sorl1	chr9	FALSE	TRUE
Ninj2	chr6	TRUE	TRUE
Tenm3	chr8	TRUE	TRUE
Usp7	chr16	FALSE	TRUE
Fbxw11	chr11	FALSE	TRUE
Diaph3	chr14	TRUE	TRUE
Colgalt2	chr1	TRUE	TRUE
Ccar2	chr14	FALSE	TRUE
Gm37013	chr18	TRUE	TRUE
Fars2	chr13	TRUE	TRUE
Sntg1	chr1	TRUE	TRUE
Taf3	chr2	FALSE	TRUE
Abcc8	chr7	FALSE	TRUE
Grid2ip	chr5	TRUE	TRUE
Itsn2	chr12	FALSE	TRUE
Pms1	chr1	FALSE	TRUE
Tenm4	chr7	TRUE	TRUE
Bicra	chr7	FALSE	TRUE
Myh10	chr11	FALSE	TRUE
Setd2	chr9	FALSE	TRUE
Kcnma1	chr14	TRUE	TRUE
Atad2b	chr12	FALSE	TRUE
Fam222b	chr11	FALSE	TRUE
E130308A19Rik	chr4	FALSE	TRUE
Lnpk	chr2	FALSE	TRUE
Gm37388	chr18	TRUE	TRUE
Olfml2b	chr1	FALSE	TRUE
Rgma	chr7	TRUE	TRUE
Vstm2l	chr2	TRUE	TRUE
Adck1	chr12	FALSE	TRUE
Serpina1b	chr12	FALSE	TRUE
Vps13a	chr19	FALSE	TRUE
Th	chr7	TRUE	TRUE
Arid2	chr15	FALSE	TRUE
Mlip	chr9	FALSE	TRUE
Rhbdl3	chr11	TRUE	TRUE
Stxbp5l	chr16	FALSE	TRUE
Abca13	chr11	TRUE	TRUE
Nbeal1	chr1	FALSE	TRUE
Cdc26	chr4	FALSE	TRUE
Arhgef37	chr18	FALSE	TRUE
