gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class	in_mecp2_no_mch	k119ub_signal_gain	k119ub_peak_gain
Tmprss11g	ENSMUSG00000079451.9	chr5	86485875	86518600	32725	0.0290264923058617	0.0421584164361129	0.0131319241302512	0.457347062092577	2.30502206608859e-06	TRUE	1.0083434922858	0.0168492697045952	0.0168492697045952	1	1	TRUE	TRUE	Gained	MeCP2_and_mCH	1.182708399	3.59e-27	3.59e-27	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.374683	3.155018	1.081512	quantifiable	FALSE	TRUE	TRUE
Lrrk1	ENSMUSG00000015133.17	chr7	66226911	66388350	161439	0.0233529952566139	0.0218609875991269	-0.00149200765748694	-0.270261503612852	2.34170277126667e-06	TRUE	-0.876816345366476	0.0302295568535135	0.0302295568535135	35	1	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.137765899	0.217413547	0.029227218	2	1	TRUE	0.0138435506459058	0.951741574272962	0.000444940708773397	3	1	TRUE	0.395566034508744	0.0591656068624501	0.0591656068624501	1	0	FALSE	0.3193454434722	0.15568813395658	0.15568813395658	13	0	FALSE	1.388145	1.311078	-0.070839	quantifiable	FALSE	FALSE	FALSE
Kif18a	ENSMUSG00000027115.14	chr2	109280737	109341747	61010	0.0189068762685273	0.0278953120079335	0.00898843573940617	0.428763579730392	2.70111838150199e-06	TRUE	1.33735344149711	0.00797353209816948	0.000470742269138006	4	2	TRUE	TRUE	Gained	MeCP2_and_mCH	1.683597783	2.12e-39	2.12e-39	3	3	TRUE	NA	NA	NA	NA	NA	NA	-0.900654501860723	2.50690481986309e-06	2.50690481986309e-06	1	1	TRUE	-0.0266320853005566	0.892059670005175	0.779938741372253	2	0	FALSE	1.018482	2.394594	1.077868	quantifiable	FALSE	TRUE	TRUE
Krt24	ENSMUSG00000020913.3	chr11	99279958	99285262	5304	0.0219793078982653	0.0492634177334543	0.0272841098351889	1.09828731839592	3.48083502414103e-06	TRUE	2.44695091763455	2.10885580970986e-10	2.10885580970986e-10	6	3	TRUE	TRUE	Gained	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.49853978080295	6.00132551805948e-19	4.70659918741221e-42	3	3	TRUE	-0.687610516962261	6.49717036570161e-05	1.08065701320798e-08	4	4	TRUE	1.730395	4.15197	1.16442	quantifiable	FALSE	TRUE	NA
Dbn1	ENSMUSG00000034675.17	chr13	55473428	55488111	14683	0.0422420406606494	0.0289364778689165	-0.0133055627917329	-0.677504148582056	4.51788067003618e-06	TRUE	-0.826876589374677	0.0344857115452271	0.00261604861468808	6	4	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.442399086	7.83e-07	7.83e-07	3	3	TRUE	-1.87146566451974	1.11250718097126e-20	1.11250718097126e-20	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.475664881284718	0.0610579011434227	0.00418531205432709	3	1	TRUE	4.752846	3.765178	-0.31941	quantifiable	FALSE	FALSE	FALSE
Kcna2	ENSMUSG00000040724.5	chr3	107101145	107115005	13860	0.0629809721938819	0.0446164649213281	-0.0183645072725538	-0.547666986521674	7.86090819034013e-06	TRUE	-0.834540827161781	0.0276142635293013	2.95965045668248e-06	20	3	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.140761008	0.104544406	2.88e-05	11	5	TRUE	-0.699016700262591	0.00173336428798784	0.00173336428798784	2	1	TRUE	0.09324196956601	0.539264278239988	0.179652105258377	2	0	FALSE	0.239083895851975	0.164683021438226	0.123714358185233	9	0	FALSE	7.65403	7.59052	-0.011683	quantifiable	FALSE	FALSE	FALSE
Ptgis	ENSMUSG00000017969.13	chr2	167191804	167240604	48800	0.0448921646572067	0.037349959157532	-0.00754220549967474	-0.309080869389351	9.52771347494656e-06	TRUE	-1.0631712759234	0.00373935213253004	0.00373935213253004	21	2	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.439944157	0.000464486	0.000339892	7	3	TRUE	-0.290358070767003	0.0918877867689112	2.55630839323681e-07	2	1	TRUE	NA	NA	NA	NA	NA	NA	0.693414027772082	0.0156218326575843	1.05356282688868e-06	5	4	TRUE	2.779152	2.624121	-0.076565	quantifiable	FALSE	FALSE	FALSE
Ntn4	ENSMUSG00000020019.4	chr10	93640680	93747207	106527	0.0186251511636075	0.0253804743912967	0.00675532322768921	0.308702001931041	1.55737140668507e-05	TRUE	2.28268211350279	2.79116222854677e-08	2.79116222854677e-08	10	4	TRUE	TRUE	Gained	MeCP2_and_mCH	0.615760778	8.43e-10	8.43e-10	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.49883289869822	0.00250049141591349	3.92634272421598e-11	3	3	TRUE	-0.198069536379779	0.250040061553598	0.00435660950980848	4	1	TRUE	1.175668	1.650585	0.422471	quantifiable	FALSE	TRUE	TRUE
Islr2	ENSMUSG00000051243.14	chr9	58196296	58204319	8023	0.0479973457401698	0.0266732577351673	-0.0213240880050025	-0.892900673008587	1.91246527289141e-05	TRUE	-1.38743304369295	0.000259238164308722	5.41856313570982e-05	7	2	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.301428457	0.004145604	0.004145604	1	1	TRUE	0.0650356945182165	0.791248693507403	0.791248693507403	1	0	FALSE	0.374648176772681	0.0949959340417602	0.0949959340417602	1	0	FALSE	0.241165677469795	0.162816859410932	7.64183849271138e-05	4	2	TRUE	9.937515	8.735137	-0.181756	quantifiable	FALSE	FALSE	FALSE
Fam81b	ENSMUSG00000109228.2	chr13	76201707	76305072	103365	0.0194092716643716	0.0262266080471415	0.00681733638276992	0.318376510313283	2.59007332513605e-05	TRUE	2.07485095206973	7.95490509831512e-08	1.17299364845565e-23	6	5	TRUE	TRUE	Gained	MeCP2_and_mCH	1.247655778	5.59e-15	8.76e-78	3	3	TRUE	NA	NA	NA	NA	NA	NA	-0.371962796587735	0.0426774562294344	2.55814492973214e-37	3	3	TRUE	0.0321818293889273	0.875416910191874	0.000170326797388495	3	1	TRUE	0.706677	1.901955	1.195046	quantifiable	FALSE	TRUE	TRUE
Bhmt	ENSMUSG00000074768.6	chr13	93616674	93637961	21287	0.0353001831217214	0.0482589297181685	0.0129587465964471	0.413073832293198	5.84392519111261e-05	TRUE	0.919305371721883	0.0258245817594812	0.00126795432785526	9	2	TRUE	TRUE	Gained	MeCP2_and_mCH	0.915647991	1.27e-23	1.27e-23	7	7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1516131597495	1.04444371561128e-07	1.04444371561128e-07	5	2	TRUE	3.02133	5.840844	0.902883	quantifiable	FALSE	TRUE	TRUE
Scg2	ENSMUSG00000050711.7	chr1	79434668	79440120	5452	0.0232514312099169	0.044789743976461	0.0215383127665441	0.976987004052524	7.01069595167413e-05	TRUE	1.89482830755742	0.00085175488258441	0.00085175488258441	8	1	TRUE	TRUE	Gained	MeCP2_and_mCH	0.753300516	3.94e-13	3.94e-13	5	5	TRUE	1.13402961158799	4.21722615217927e-05	4.21722615217927e-05	1	1	TRUE	-0.925630542209818	1.2092236807651e-05	1.2092236807651e-05	2	2	TRUE	-0.148663550670956	0.413956565689957	0.182964497972046	4	0	FALSE	2.880688	5.019543	0.756807	quantifiable	FALSE	TRUE	TRUE
Gpm6a	ENSMUSG00000031517.8	chr8	54954842	55060871	106029	0.0152546892631077	0.0140655861354385	-0.00118910312766917	-0.365273894612195	7.64595402450308e-05	TRUE	2.0441378167407	3.05636441859786e-05	3.05636441859786e-05	8	1	TRUE	TRUE	Gained	MeCP2_and_mCH	0.821309468	2.66e-07	2.66e-07	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.045101557185742	0.81924128512482	4.75480113987625e-08	19	5	TRUE	0.158811065479594	0.384966170304797	0.00269692723122373	8	2	TRUE	0.704044	0.982279	0.379652	quantifiable	FALSE	TRUE	TRUE
Grip2	ENSMUSG00000030098.15	chr6	91761508	91827250	65742	0.0549857666147472	0.0499903124659225	-0.00499545414882469	-0.203049248015685	9.0286226167898e-05	TRUE	1.30799617623429	0.00013234992600738	0.00013234992600738	16	2	TRUE	TRUE	Gained	MeCP2_and_mCH	-0.250108189	0.008239492	0.001582248	11	5	TRUE	-0.616825708241812	0.000721243797405299	1.3694315233558e-11	13	13	TRUE	0.867854254939427	0.00026631464496418	0.00026631464496418	1	1	TRUE	0.845150676006341	0.00257983905616808	7.63275541814734e-10	9	7	TRUE	5.358008	5.191616	-0.043689	quantifiable	FALSE	FALSE	FALSE
Glra2	ENSMUSG00000018589.8	chrX	165129016	165327393	198377	0.0163326863417028	0.0213715943626419	0.00503890802093915	0.263166489181768	0.000176193808331011	TRUE	0.793319190765029	0.047627210414406	0.047627210414406	10	1	TRUE	TRUE	Gained	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52087493412643	0.0858961528775354	0.0858961528775354	2	0	FALSE	0.492205	0.706858	0.379945	quantifiable	FALSE	TRUE	NA
Emid1	ENSMUSG00000034164.17	chr11	5106264	5152257	45993	0.0406301899465736	0.0353719223209269	-0.00525826762564672	-0.274095460549073	0.000256407710151884	TRUE	-0.652986889737061	0.0436350881743523	0.0436350881743523	15	1	TRUE	TRUE	Lost	MeCP2_and_mCH	0.142060537	0.210909015	0.006168236	8	2	TRUE	0.0751348156891622	0.772842135069674	0.772842135069674	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.12332557093155	0.506000902645586	0.0356679913467528	10	1	TRUE	2.230454	2.23307	0.001539	quantifiable	FALSE	TRUE	FALSE
Sox6	ENSMUSG00000051910.13	chr7	115470871	116038796	567925	0.0205957702754464	0.0246120229069153	0.00401625263146888	0.144178574667334	0.000270939840527728	TRUE	0.935469224572017	0.0224539373567525	1.61730687755914e-08	92	10	TRUE	TRUE	Gained	MeCP2_and_mCH	-0.438933368	6.56e-06	9.91e-14	8	7	TRUE	-0.722246438322578	2.91792356841328e-05	2.91792356841328e-05	9	2	TRUE	NA	NA	NA	NA	NA	NA	0.185688541192897	0.365040531585546	2.60053813931466e-07	12	4	TRUE	0.991999	1.239859	0.268392	quantifiable	FALSE	TRUE	FALSE
Myo16	ENSMUSG00000039057.11	chr8	10153910	10634742	480832	0.0224507543822936	0.0225049997701406	5.42453878470128e-05	-0.127233276925262	0.000363130616158213	TRUE	-1.73133938648183	0.000147888722651593	0.000147888722651593	69	2	TRUE	TRUE	Lost	MeCP2_and_mCH	0.59809151	5.86e-06	5.86e-06	16	7	TRUE	-0.0773205950450313	0.727645515434733	1.1096904588523e-09	15	7	TRUE	0.344109858124503	0.0575017280675769	0.0415589464575208	2	1	TRUE	0.622166742180199	0.0277853262833463	9.93133234666875e-06	13	5	TRUE	1.40378	1.650332	0.203911	quantifiable	FALSE	TRUE	TRUE
Thbs2	ENSMUSG00000023885.9	chr17	14665499	14694235	28736	0.0310766259827311	0.0404273137855814	0.00935068780285027	0.316744254212707	0.000372907723435776	TRUE	1.13295664576307	0.00497174780061479	0.00497174780061479	30	2	TRUE	TRUE	Gained	MeCP2_and_mCH	0.772689156	4.7e-15	5.18e-18	10	8	TRUE	0.00546607410827339	0.982151716955905	0.982151716955905	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.00974448280035081	0.970043039166823	3.69542161546023e-26	11	5	TRUE	2.123909	3.601088	0.70501	quantifiable	FALSE	TRUE	TRUE
Mvk	ENSMUSG00000041939.14	chr5	114444268	114460591	16323	0.0371388219500008	0.0297834492702367	-0.00735537267976411	-0.408963712125755	0.000669812244611795	TRUE	-0.961930916561106	0.00361674398352848	0.00361674398352848	14	1	TRUE	TRUE	Lost	MeCP2_and_mCH	0.013710545	0.962320355	0.008345278	3	1	TRUE	0.129207157007649	0.589644088434229	0.589644088434229	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.091086468922961	0.598372223933441	0.00301726330353964	5	1	TRUE	3.479995	3.431176	-0.019161	quantifiable	FALSE	FALSE	FALSE
A330070K13Rik	ENSMUSG00000052014.6	chr5	130378777	130384631	5854	0.0212113684034543	0.0376175073641034	0.016406138960649	0.838401805537838	0.000760711819650474	TRUE	3.69512811105518	4.27997166975257e-07	4.27997166975257e-07	2	1	TRUE	TRUE	Gained	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.989173015253784	5.65369161400746e-06	1.39251751475724e-16	2	2	TRUE	NA	NA	NA	NA	NA	NA	0.893497	1.589709	0.700541	quantifiable	FALSE	TRUE	NA
Serpinb2	ENSMUSG00000062345.10	chr1	107511422	107535478	24056	0.0158881084964494	0.0235044308440164	0.00761632234756701	0.451897692781516	0.00098683684999135	TRUE	1.49444698636067	0.00426105665002225	0.00426105665002225	5	1	TRUE	TRUE	Gained	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0770522536916054	0.72017725922416	0.556472877846199	2	0	FALSE	1.090522	2.172461	0.868236	quantifiable	FALSE	TRUE	NA
Ranbp9	ENSMUSG00000038546.9	chr13	43402674	43481282	78608	0.0144867000652447	0.0144350394695502	-5.16605956944229e-05	-0.300960694394587	0.00116636193503715	TRUE	1.39650048034901	0.00530019459251929	0.00214798732734595	4	2	TRUE	TRUE	Gained	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.123792830418597	0.459176883005252	0.459176883005252	1	0	FALSE	0.0616709596847802	0.732776819418106	9.63038889949677e-08	5	1	TRUE	0.490723	0.413004	-0.167015	quantifiable	FALSE	FALSE	NA
Dcc	ENSMUSG00000060534.16	chr18	71253633	72351069	1097436	0.0224488843665911	0.0230293250040459	0.00058044063745474	-0.0859524999136249	0.00128819570107094	TRUE	-1.00701316299083	0.0232015933827015	0.0232015933827015	62	2	TRUE	TRUE	Lost	MeCP2_and_mCH	0.028731514	0.789707325	0.000950301	8	3	TRUE	-0.218004175877645	0.292102520630481	1.4159843289605e-08	19	10	TRUE	-0.86064164785751	0.000411034307203073	0.000411034307203073	1	1	TRUE	0.328838381994592	0.160411156572286	6.83020038454267e-06	10	2	TRUE	1.071149	1.013361	-0.066048	quantifiable	FALSE	FALSE	FALSE
Slc6a12	ENSMUSG00000030109.15	chr6	121343075	121365775	22700	0.0260800812200368	0.0200942250589341	-0.00598585616110273	-0.459720700212683	0.00134385354586335	TRUE	-0.891245549321554	0.0131730707134223	0.0131730707134223	23	1	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.820955789	5.62e-10	6.69e-16	10	10	TRUE	-0.704114613171111	0.000597972159547727	2.46229246644897e-25	16	14	TRUE	NA	NA	NA	NA	NA	NA	0.178038735757106	0.410145644219727	1.41263832253871e-05	5	1	TRUE	3.695322	2.512959	-0.518629	quantifiable	FALSE	FALSE	FALSE
Nek10	ENSMUSG00000042567.20	chr14	14803414	15012059	208645	0.0228193967794083	0.0270599874244025	0.0042405906449942	0.148266844545537	0.00170032885878605	TRUE	0.851873599275156	0.0336422431081227	3.58826553355964e-06	31	2	TRUE	TRUE	Gained	MeCP2_and_mCH	0.163052305	0.301763218	5.88e-40	15	12	TRUE	NA	NA	NA	NA	NA	NA	-0.775006380514954	0.000168221235066483	2.67010036861083e-10	4	4	TRUE	-0.148085444260571	0.459719545614634	0.0465888722198002	13	1	TRUE	1.487523	2.583879	0.715441	quantifiable	FALSE	TRUE	FALSE
Spam1	ENSMUSG00000029682.5	chr6	24791187	24801048	9861	0.01446924414572	0.0251433150672065	0.0106740709214865	0.681803595842749	0.00175808170994462	TRUE	1.39099024907165	0.0031127257370048	0.0031127257370048	2	1	TRUE	TRUE	Gained	MeCP2_and_mCH	1.544514811	1.36e-20	1.36e-20	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.450226567644279	0.0527802796317524	0.0527802796317524	1	0	FALSE	0.75814	1.753222	1.012264	quantifiable	FALSE	TRUE	TRUE
Tbc1d31	ENSMUSG00000022364.14	chr15	57912198	57970067	57869	0.0180501309618194	0.0227691585429072	0.00471902758108785	0.240915643951447	0.0025336400013859	TRUE	0.934276763243905	0.0132380431016751	0.0132380431016751	10	1	TRUE	TRUE	Gained	MeCP2_and_mCH	0.775221535	6.61e-08	6.61e-08	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.640046637217505	0.00300491206531711	0.00300491206531711	1	1	TRUE	0.163599790548951	0.453856609352902	0.308063895154481	4	0	FALSE	1.136163	1.783105	0.562625	quantifiable	FALSE	TRUE	TRUE
Tex26	ENSMUSG00000029660.10	chr5	149439659	149470979	31320	0.0415994239329184	0.0370511558036461	-0.0045482681292723	-0.262128259967483	0.00312746097295685	TRUE	-0.755357435679229	0.0335872075867045	0.0335872075867045	11	1	TRUE	TRUE	Lost	MeCP2_and_mCH	0.134214908	0.253964239	0.175197482	4	0	FALSE	0.454723633483615	0.0253653683644832	0.0253653683644832	1	1	TRUE	-0.207029110880234	0.202628709653648	0.202628709653648	1	0	FALSE	0.459498562944677	0.0316972145753461	0.0316972145753461	5	1	TRUE	2.012323	2.311408	0.181376	quantifiable	FALSE	TRUE	FALSE
Vwa8	ENSMUSG00000058997.8	chr14	78849051	79202310	353259	0.0202202718090519	0.0239578311092243	0.0037375593001724	0.120927931505657	0.00312800238123937	TRUE	1.9930740168863	5.84182824010456e-08	5.84182824010456e-08	37	5	TRUE	TRUE	Gained	MeCP2_and_mCH	0.652189625	2.58e-06	4.08e-23	4	4	TRUE	NA	NA	NA	NA	NA	NA	-0.0688611177160563	0.685588921967001	6.98644658825118e-10	5	4	TRUE	0.222991304012001	0.199309723681589	1.24959439366779e-06	14	5	TRUE	1.119446	1.449836	0.318019	quantifiable	FALSE	TRUE	TRUE
Tgif1	ENSMUSG00000047407.17	chr17	70844204	70853546	9342	0.0457216635659751	0.0331058685885638	-0.0126157949774113	-0.518198317360404	0.00405424241659018	TRUE	-1.36647507942267	0.000572082500229788	0.000572082500229788	6	3	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.377146321	0.001267966	0.001267966	2	2	TRUE	-0.1620922079537	0.367716640960574	0.0756471542055552	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.285343589241314	0.130492384067804	0.130492384067804	1	0	FALSE	12.353522	11.234606	-0.134458	quantifiable	FALSE	FALSE	FALSE
Asap1	ENSMUSG00000022377.16	chr15	64086856	64382919	296063	0.0358634180192288	0.0354543771574948	-0.00040904086173401	-0.0960343728120504	0.00488236754916927	TRUE	0.77446637655658	0.02003975456976	6.97044351677966e-16	98	7	TRUE	TRUE	Gained	MeCP2_and_mCH	0.442325728	2.43e-05	5.71e-36	42	17	TRUE	-0.297139258487009	0.16351792754971	0.000580388927444529	49	5	TRUE	0.235679282549425	0.179229371560855	2.90407614233724e-11	4	2	TRUE	0.541686341448809	0.0306934236651734	2.21115008457486e-05	28	7	TRUE	2.550715	3.318586	0.352888	quantifiable	FALSE	TRUE	TRUE
Phldb2	ENSMUSG00000033149.17	chr16	45746242	45953598	207356	0.0179686931491002	0.0219908285452847	0.00402213539618445	0.154915846771188	0.00660772587860222	TRUE	1.89459152210193	8.1072415719158e-06	5.62147513385671e-08	24	2	TRUE	TRUE	Gained	MeCP2_and_mCH	1.433794895	2.22e-21	9.69e-65	8	8	TRUE	-0.414631218765681	0.045262929120864	0.045262929120864	1	1	TRUE	-1.98626766493799	1.05249900228539e-19	1.05249900228539e-19	3	3	TRUE	-1.19980994378831	0.000100178967617505	0.000100178967617505	8	2	TRUE	1.23718	1.943909	0.570384	quantifiable	FALSE	TRUE	TRUE
Tpbg	ENSMUSG00000035274.13	chr9	85842379	85847040	4661	0.0544472366459434	0.0405762736448134	-0.01387096300113	-0.575739609792244	0.0110136430240357	TRUE	-1.03533860552565	0.0134387073137382	0.0134387073137382	6	1	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.129671544	0.178114942	0.000844437	3	1	TRUE	0.894536760336794	1.61070837056595e-08	1.61070837056595e-08	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.252675356318935	0.193539206047174	6.53472864546492e-05	5	1	TRUE	6.416951	7.108908	0.143073	quantifiable	FALSE	TRUE	FALSE
Pkdcc	ENSMUSG00000024247.14	chr17	83215291	83225070	9779	0.0527464744630572	0.0432726674915781	-0.00947380697147903	-0.323157196492501	0.0127344725462164	TRUE	-0.723747018219128	0.0235637165018492	0.0235637165018492	27	1	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.258593287	0.080771396	1.04e-11	13	7	TRUE	-1.4996851377732	1.11296791764891e-16	1.11296791764891e-16	14	11	TRUE	NA	NA	NA	NA	NA	NA	0.650036635378414	0.00702105082495726	6.70254603861738e-07	8	7	TRUE	6.181148	4.964893	-0.304004	quantifiable	FALSE	FALSE	FALSE
Cep170	ENSMUSG00000057335.11	chr1	176733652	176814067	80415	0.0155132906238742	0.0152249165195319	-0.000288374104342303	-0.245566278721241	0.0129454522235227	TRUE	1.48623998291849	0.000757414980109394	0.000757414980109394	7	1	TRUE	TRUE	Gained	MeCP2_and_mCH	0.819663144	1.25e-13	4.9e-15	3	3	TRUE	NA	NA	NA	NA	NA	NA	-0.271781871005603	0.0839489605422739	1.09009581212168e-05	2	1	TRUE	0.0998912154202376	0.598785195765379	0.00912657992936928	7	1	TRUE	0.703218	0.847864	0.209935	quantifiable	FALSE	TRUE	TRUE
Lypd6b	ENSMUSG00000026765.12	chr2	49787687	49948849	161162	0.0234160602027944	0.0232604803545811	-0.000155579848213322	-0.119243353127027	0.0138765995688272	TRUE	-0.803596045084441	0.0346168993584156	0.0346168993584156	30	1	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.167157792	0.098501921	0.00199509	4	2	TRUE	-1.10676011961891	9.97321200779165e-09	9.97321200779165e-09	4	1	TRUE	0.78340917687475	0.00142166407529896	6.39254215059972e-06	2	2	TRUE	1.02092609922952	7.62587312538367e-08	7.62587312538367e-08	8	2	TRUE	1.670044	1.752176	0.061361	quantifiable	FALSE	TRUE	FALSE
Hic1	ENSMUSG00000043099.4	chr11	75164564	75169519	4955	0.0345195063736659	0.0274129318866396	-0.00710657448702627	-0.671521259934716	0.0142338885597221	TRUE	-0.692058993742347	0.0440248098460377	0.0440248098460377	2	1	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.283430141	0.000784873	0.000784873	1	1	TRUE	0.541795901782658	0.0298485074976462	0.0298485074976462	1	1	TRUE	-0.270586955455028	0.122362782162324	0.122362782162324	1	0	FALSE	-0.254871248202966	0.126836288767003	0.126836288767003	3	0	FALSE	4.704322	4.05117	-0.205283	quantifiable	FALSE	FALSE	FALSE
Kera	ENSMUSG00000019932.8	chr10	97606878	97613692	6814	0.0261597204431228	0.0401534950760666	0.0139937746329438	0.458738833784037	0.0146103336398831	TRUE	2.66010984495664	1.76132417372413e-08	1.76132417372413e-08	3	1	TRUE	TRUE	Gained	MeCP2_and_mCH	1.229958404	1.12e-38	1.12e-38	2	2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.434544	6.133901	1.259103	quantifiable	FALSE	TRUE	TRUE
4933428G20Rik	ENSMUSG00000047988.1	chr11	97490782	97500340	9558	0.0238158982201277	0.019615616060564	-0.00420028215956369	-0.498675129632168	0.0148932497736943	TRUE	-0.937780276706176	0.0128977463054289	0.0128977463054289	3	1	TRUE	TRUE	Lost	MeCP2_and_mCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829839568450369	0.000234891473490617	0.000234891473490617	2	1	TRUE	0.766639147457023	0.0096691901721016	0.00382834267237468	4	2	TRUE	1.010135	0.748342	-0.345153	quantifiable	FALSE	FALSE	NA
Atp2b3	ENSMUSG00000031376.15	chrX	73503085	73571005	67920	0.0156771475544413	0.0147189069785709	-0.000958240575870396	-0.346468037540317	0.016173296704365	TRUE	1.32088848827234	0.00222548979112675	0.00222548979112675	9	1	TRUE	TRUE	Gained	MeCP2_and_mCH	-0.402845783	0.015886347	0.015886347	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0605869740968504	0.725771111523862	2.09347687365164e-05	11	3	TRUE	0.0194434401287401	0.924519141756329	0.278147843076743	8	0	FALSE	0.954092	0.715345	-0.3279	quantifiable	FALSE	FALSE	FALSE
Fbln5	ENSMUSG00000021186.9	chr12	101746564	101819055	72491	0.0296169275465531	0.0282877988937015	-0.0013291286528516	-0.151255018374849	0.0181441042384632	TRUE	-0.93250105956428	0.0119964188031985	0.0119964188031985	11	1	TRUE	TRUE	Lost	MeCP2_and_mCH	0.055196513	0.586951945	0.208407079	3	0	FALSE	0.435241496402907	0.0161896786853967	0.0161896786853967	1	1	TRUE	-0.635424692464079	0.00739810823126497	0.00739810823126497	1	1	TRUE	-0.782054732002809	1.74611368100361e-05	1.74611368100361e-05	2	2	TRUE	2.039754	2.273712	0.142115	quantifiable	FALSE	TRUE	FALSE
Micu3	ENSMUSG00000039478.15	chr8	40307457	40386308	78851	0.0145710767819612	0.0147708165427944	0.000199739760833172	-0.24195724542617	0.0196769358430547	TRUE	3.31112958006904	1.88407080705142e-13	1.88407080705142e-13	1	1	TRUE	TRUE	Gained	MeCP2_and_mCH	1.523332874	1.24e-43	1.24e-43	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.214649209699473	0.240688239437539	6.98099649854654e-25	5	2	TRUE	-0.275414926392656	0.103904341934944	0.0287481016754833	3	1	TRUE	0.606749	0.67858	0.120164	quantifiable	FALSE	TRUE	TRUE
Cntn6	ENSMUSG00000030092.14	chr6	104492789	104863406	370617	0.0199177927120028	0.0232227176685298	0.00330492495652705	0.0979589264444567	0.0207446689911466	TRUE	2.46853362235511	1.88438635926685e-08	2.44649791520398e-10	37	17	TRUE	TRUE	Gained	MeCP2_and_mCH	1.192731383	1.4e-24	2.54e-40	23	23	TRUE	NA	NA	NA	NA	NA	NA	-0.434557537595602	0.0917891359470231	2.86662987283647e-12	6	4	TRUE	0.0931382028798877	0.631860352429455	2.59553784451021e-07	9	3	TRUE	0.933936	1.390799	0.481129	quantifiable	FALSE	TRUE	TRUE
Gpr22	ENSMUSG00000044067.7	chr12	31706866	31713947	7081	0.0143084675966964	0.0239514937448707	0.00964302614817423	0.635394809531097	0.0227616385691319	TRUE	3.34536229924069	4.90152842449104e-12	4.90152842449104e-12	7	2	TRUE	TRUE	Gained	MeCP2_and_mCH	1.059827786	4.3e-21	4.3e-21	3	3	TRUE	NA	NA	NA	NA	NA	NA	-0.251275440726879	0.16454729180746	5.67245710767889e-15	3	2	TRUE	-0.107991529607986	0.539402579058214	0.00339014842280418	4	1	TRUE	1.791288	3.688389	0.958371	quantifiable	FALSE	TRUE	TRUE
