gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class
Cacna1e	ENSMUSG00000004110.17	chr1	154390730	154884501	493771	0.0217562279369622	0.0174191552417872	-0.00433707269517495	-0.481785657953047	1.8571864142068e-12	TRUE	-0.0982866846894982	0.618548149243805	0.00282660226664795	61	3	TRUE	FALSE	Unchanged	mCH_only	-0.517641239	2.4e-08	2.4e-08	19	10	TRUE	NA	NA	NA	NA	NA	NA	2.24973744262164	1.97946049928908e-23	1.97946049928908e-23	32	21	TRUE	0.42599942806042	0.0462090490254297	1.43660718739987e-12	40	12	TRUE	1.523193	1.30409	-0.193756	quantifiable
Msi2	ENSMUSG00000069769.13	chr11	88339381	88718513	379132	0.0281092225068599	0.0227518497791065	-0.00535737272775339	-0.430203848826453	1.91451799992478e-12	TRUE	-0.0524376979162692	0.797611305519997	0.078542871520661	50	0	FALSE	FALSE	Unchanged	mCH_only	-0.498494383	9.52e-05	9.52e-05	8	5	TRUE	NA	NA	NA	NA	NA	NA	0.282236754296666	0.032123128984924	1.74697299214252e-07	13	6	TRUE	-0.0648735327026965	0.768983102824384	0.00255994927294829	34	5	TRUE	1.403349	1.191489	-0.201723	quantifiable
Hgd	ENSMUSG00000022821.13	chr16	37580152	37632020	51868	0.0314170631567474	0.0529528451251978	0.0215357819684505	0.695099479654119	2.01438202285783e-12	TRUE	1.08783678295554	0.0173936715127865	1.48066937397647e-13	12	6	TRUE	TRUE	Gained	MeCP2_and_mCH	1.260382808	6.32e-31	4.47e-45	4	4	TRUE	NA	NA	NA	NA	NA	NA	-2.07400549760277	3.98670901863551e-47	6.02861514628987e-60	4	4	TRUE	-0.61290664138579	0.00116752740551029	1.34549943888495e-09	6	4	TRUE	1.635099	4.234805	1.263758	quantifiable
Dlgap4	ENSMUSG00000061689.15	chr2	156613704	156764363	150659	0.0340773268315774	0.0250534659348682	-0.00902386089670924	-0.549088417206923	2.01438202285783e-12	TRUE	-0.131464190938455	0.563931899647755	1.70089969793223e-07	45	5	TRUE	FALSE	Unchanged	mCH_only	-0.428915209	0.001619312	2.55e-10	14	12	TRUE	NA	NA	NA	NA	NA	NA	-0.0967147746665288	0.532111013546206	4.70219092894213e-13	9	7	TRUE	-0.0176809148817697	0.930268634690827	2.15600771560726e-05	28	6	TRUE	2.081974	1.612599	-0.328942	quantifiable
Phex	ENSMUSG00000057457.11	chrX	157162074	157415312	253238	0.0227423150592983	0.0366935718293751	0.0139512567700768	0.605138207555447	2.01438202285783e-12	TRUE	-0.166174317607024	1	4.21967424261752e-05	24	5	TRUE	FALSE	Unchanged	mCH_only	0.85244903	1.65e-11	1.65e-11	2	2	TRUE	NA	NA	NA	NA	NA	NA	-1.71455886561869	5.66215074066208e-16	5.66215074066208e-16	6	5	TRUE	0.270064822375759	0.143781289044268	0.000433309176951624	10	3	TRUE	0.569676	1.234055	0.88055	quantifiable
Prkar2b	ENSMUSG00000002997.15	chr12	31958475	32061296	102821	0.058499211218819	0.0433968523815333	-0.0151023588372857	-0.490222258941973	2.1471991540591e-12	TRUE	-0.13676838132313	0.534385511927125	0.0650165457236465	17	0	FALSE	FALSE	Unchanged	mCH_only	0.094918697	0.419090116	0.207680341	4	0	FALSE	0.0356390041380627	0.888058388521075	0.000123206617329579	7	1	TRUE	NA	NA	NA	NA	NA	NA	0.228423366258556	0.160635260531785	0.103685385660222	2	0	FALSE	3.677769	3.940483	0.094097	quantifiable
Afap1	ENSMUSG00000029094.12	chr5	35893318	36003923	110605	0.0537059860698742	0.039881008654309	-0.0138249774155652	-0.499158204152525	2.26736698560746e-12	TRUE	-0.0109961336233641	0.95491525250014	0.000328252659109165	61	5	TRUE	FALSE	Unchanged	mCH_only	-0.072864781	0.570738457	8.32e-15	26	17	TRUE	-0.833211111982531	0.000258355306692432	1.1699126606422e-16	22	22	TRUE	0.621342364741333	0.000278811777944784	0.000278811777944784	2	1	TRUE	0.329156530639852	0.0500124426196472	0.00291376263123152	16	2	TRUE	3.146022	2.88507	-0.11641	quantifiable
Ephb2	ENSMUSG00000028664.14	chr4	136647538	136835988	188450	0.0331453278729559	0.0250282675592608	-0.00811706031369505	-0.501841789897803	2.26819338703091e-12	TRUE	-0.0459943253552304	0.809939483211176	0.00562488784534349	60	3	TRUE	FALSE	Unchanged	mCH_only	-0.321506114	0.000719337	1.19e-12	9	8	TRUE	NA	NA	NA	NA	NA	NA	0.127793968249141	0.360699692523525	1.37137979396277e-12	7	2	TRUE	0.099604409289797	0.596434861213471	5.25777174120259e-05	31	8	TRUE	1.954129	1.459658	-0.372223	quantifiable
Zbtb20	ENSMUSG00000022708.16	chr16	42875880	43642602	766722	0.0273724342712657	0.0359248640383483	0.0085524297670826	0.319456862975036	3.23721304105379e-12	TRUE	0.196332930415423	0.384212376609605	5.31676634357066e-16	51	20	TRUE	FALSE	Unchanged	mCH_only	0.884948957	0.00072491	4.14e-63	27	25	TRUE	5.76623171763214	8.88531882050823e-18	8.88531882050823e-18	1	1	TRUE	-1.47073304617531	7.60372626121283e-16	9.12414890748143e-25	12	12	TRUE	-1.24535509921501	8.55204323125012e-06	9.09279294780522e-11	30	11	TRUE	1.269208	2.595851	0.918916	quantifiable
Lrrc4c	ENSMUSG00000050587.14	chr2	96318168	97631666	1313498	0.0247428877870891	0.0315560677809279	0.00681317999383875	0.264245512037436	4.42062916043828e-12	TRUE	-0.0250731981450642	0.904633052630423	5.61795019988111e-10	97	22	TRUE	FALSE	Unchanged	mCH_only	0.605762103	6.83e-09	6.29e-39	18	18	TRUE	-0.343477484434973	0.161771747018061	0.161771747018061	1	0	FALSE	-0.612208008178754	0.000940830851748394	9.80710507902123e-18	11	9	TRUE	0.159428750825655	0.322533553347651	1.36294535910604e-05	33	5	TRUE	0.963129	1.579229	0.604672	quantifiable
Megf11	ENSMUSG00000036466.17	chr9	64385625	64709205	323580	0.0282092533625712	0.0229046814111553	-0.00530457195141587	-0.434428454322499	4.56367812450137e-12	TRUE	-0.0132317720530677	0.962807261416536	0.074548554090548	73	0	FALSE	FALSE	Unchanged	mCH_only	-0.451421312	8.61e-05	8.61e-05	7	3	TRUE	NA	NA	NA	NA	NA	NA	0.978189990007056	4.06139238774126e-05	1.43825909289766e-10	31	17	TRUE	0.35399537047076	0.110506369807554	0.00755947348915334	44	4	TRUE	1.331788	1.112155	-0.220133	quantifiable
Hdac9	ENSMUSG00000004698.11	chr12	34047579	34917095	869516	0.0216280641556609	0.019520462265661	-0.00210760188999986	-0.326505326896997	4.97307977098156e-12	TRUE	-0.0426035962139937	0.863112695252097	4.44380417704746e-05	58	5	TRUE	FALSE	Unchanged	mCH_only	-0.336494898	0.002624328	2.9e-11	14	8	TRUE	-0.221071459194473	0.331994297267354	5.04864322148995e-10	10	1	TRUE	-0.526467213398885	0.0574003486391216	0.0574003486391216	2	0	FALSE	0.0276731870569972	0.889956292299377	0.0540014173328994	8	0	FALSE	1.169251	0.95842	-0.23741	quantifiable
Cmip	ENSMUSG00000034390.16	chr8	117257063	117459430	202367	0.0415558685451009	0.0319125880689327	-0.00964328047616819	-0.478447147339527	5.03410376314445e-12	TRUE	-0.82258997187172	0.0235067463817461	1.04251896866429e-06	63	11	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.378176052	0.001066548	1.73e-08	21	15	TRUE	-1.02040519935982	1.67691638737475e-06	5.02994325841431e-08	6	6	TRUE	0.494185234413241	0.0106578626470079	0.0106578626470079	1	1	TRUE	0.142153084868365	0.400371027175839	0.0229360590345643	14	1	TRUE	3.343916	2.78447	-0.246335	quantifiable
Ccdc192	ENSMUSG00000058925.11	chr18	57533779	57731065	197286	0.0311064153838948	0.0437083920338592	0.0126019766499644	0.424150311519031	7.0060800467962e-12	TRUE	1.73413223813634	2.06372487287673e-05	2.06372487287673e-05	6	3	TRUE	TRUE	Gained	MeCP2_and_mCH	0.861810419	5.56e-20	5.56e-20	4	4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0409377824000692	0.846858367714488	0.846858367714488	1	0	FALSE	1.743127	3.660984	0.983183	quantifiable
Epha3	ENSMUSG00000052504.7	chr16	63543533	63864175	320642	0.0317222961265713	0.0429121385410209	0.0111898424144496	0.361934777032521	7.0060800467962e-12	TRUE	-0.0459861426238603	0.832417951671698	5.17843238447832e-10	65	13	TRUE	FALSE	Unchanged	mCH_only	0.643198141	9.85e-08	3.04e-43	20	17	TRUE	2.42343071630689	2.09563153403805e-30	6.10790841851948e-39	9	9	TRUE	-0.97153525357061	1.85101864448772e-06	1.70848350860425e-18	5	5	TRUE	-0.284052177119034	0.0963548223757864	0.000557260887481586	14	5	TRUE	1.552987	2.960361	0.842922	quantifiable
Snca	ENSMUSG00000025889.13	chr6	60731574	60829855	98281	0.0286772556764082	0.0443873691124029	0.0157101134359947	0.586118798230916	7.0060800467962e-12	TRUE	2.2326097199753	1.15962971694167e-09	1.15962971694167e-09	14	5	TRUE	TRUE	Gained	MeCP2_and_mCH	0.605637599	1.45e-10	4.74e-17	10	7	TRUE	NA	NA	NA	NA	NA	NA	-1.00301273502346	6.29706881588024e-08	1.30063671360118e-11	4	4	TRUE	-0.262838917410768	0.122981944860039	1.35528559756937e-08	8	2	TRUE	1.95323	2.67547	0.413917	quantifiable
Cacna2d2	ENSMUSG00000010066.15	chr9	107399611	107529343	129732	0.0389354122533475	0.028363708738843	-0.0105717035145044	-0.548418662574978	7.36919823913913e-12	TRUE	0.0157353366855668	0.950377597705233	9.6409579267907e-05	39	6	TRUE	FALSE	Unchanged	mCH_only	-0.86560166	3.46e-10	3.46e-10	18	14	TRUE	-0.279977854694214	0.179167539315961	0.179167539315961	1	0	FALSE	1.00475028243415	1.50735771050504e-12	1.50735771050504e-12	6	5	TRUE	0.218279401559972	0.182875972056168	4.8215759065577e-08	20	8	TRUE	2.854539	2.353265	-0.256748	quantifiable
Pappa2	ENSMUSG00000073530.11	chr1	158711726	158980490	268764	0.0234655891091608	0.0336042365534687	0.0101386474443078	0.43796141023974	1.14335562030728e-11	TRUE	0.00139624862623622	0.996326222096794	3.15798475263911e-06	29	9	TRUE	FALSE	Unchanged	mCH_only	0.419889222	6.65e-06	2.41e-24	15	14	TRUE	-0.0897064641713346	0.703737505057197	0.703737505057197	3	0	FALSE	-1.45781059374548	3.48547470297543e-11	3.48547470297543e-11	2	1	TRUE	0.205108146449236	0.285890907180123	4.35832739775762e-07	7	1	TRUE	1.639421	3.096842	0.834876	quantifiable
Arhgef38	ENSMUSG00000040969.14	chr3	133112277	133234949	122672	0.0211501155107351	0.0348993279880038	0.0137492124772687	0.629380649037586	1.2591207886485e-11	TRUE	-0.0285416212682852	0.908953652917168	1.18204946811702e-12	12	6	TRUE	FALSE	Unchanged	mCH_only	0.736248308	1.74e-07	2.61e-24	5	5	TRUE	0.226133243114175	0.319617000886484	0.319617000886484	1	0	FALSE	-0.719990197928042	0.000814918128515567	0.000814918128515567	1	1	TRUE	-0.170964594723443	0.473127774735533	0.152834997870735	5	0	FALSE	1.244774	2.291692	0.777884	quantifiable
Nos1	ENSMUSG00000029361.18	chr5	117781031	117958840	177809	0.0340419655744181	0.0265955811895094	-0.00744638438490868	-0.460095249479455	1.44746199427635e-11	TRUE	-0.262125519126684	0.309051132861419	8.04943626674471e-08	72	4	TRUE	FALSE	Unchanged	mCH_only	-0.339973454	0.09884443	1.89e-06	5	4	TRUE	NA	NA	NA	NA	NA	NA	0.80106827793802	1.03239708381344e-07	1.03239708381344e-07	4	4	TRUE	0.578798147299029	0.000456492874001462	4.43861368600507e-12	22	8	TRUE	1.625899	1.222914	-0.355286	quantifiable
Lamb3	ENSMUSG00000026639.18	chr1	193207698	193343878	136180	0.0342611996310923	0.0486914686220025	0.0144302689909102	0.439948159320804	1.69868733830918e-11	TRUE	0.973031128506871	0.0124350868072545	8.13072310268626e-17	18	11	TRUE	TRUE	Gained	MeCP2_and_mCH	1.440516722	6.08e-19	1.14e-38	7	7	TRUE	NA	NA	NA	NA	NA	NA	-1.65461690939926	2.31010061280625e-20	2.31010061280625e-20	5	5	TRUE	-0.37436494826098	0.0637488892522565	0.0637488892522565	7	0	FALSE	2.143475	4.10954	0.873238	quantifiable
Fam107b	ENSMUSG00000026655.15	chr2	3570487	3782142	211655	0.0313781900184578	0.042701313837628	0.0113231238191702	0.383100721599497	1.72457688349489e-11	TRUE	0.00254474632289625	1	2.04892742375639e-07	53	16	TRUE	FALSE	Unchanged	mCH_only	0.645425543	9.76e-09	1.12e-29	18	17	TRUE	0.367109088661516	0.0623898321530925	0.0623898321530925	1	0	FALSE	-0.94575506633713	2.1400937905974e-06	1.08070437662365e-39	6	5	TRUE	-0.0203334115442629	0.928409879175955	3.66985391676948e-06	23	6	TRUE	1.711292	3.415034	0.91232	quantifiable
Nln	ENSMUSG00000021710.11	chr13	104023056	104109614	86558	0.0575609184952809	0.0434593102356271	-0.0141016082596538	-0.462840357126964	1.72457688349489e-11	TRUE	-0.0251526549403877	0.899819988303034	0.00623961445629601	22	2	TRUE	FALSE	Unchanged	mCH_only	0.1617804	0.136719696	1.84e-06	14	1	TRUE	0.0300974753936608	0.896832779209559	0.21100292288132	12	0	FALSE	0.607493651269798	0.00169767047912602	0.00169767047912602	1	1	TRUE	0.330147442105106	0.105008833164899	0.105008833164899	8	0	FALSE	4.518958	5.363702	0.236641	quantifiable
Zic4	ENSMUSG00000036972.14	chr9	91362412	91389348	26936	0.0216585116640554	0.04761580255408	0.0259572908900246	1.07055550092011	1.8061831816614e-11	TRUE	-0.0316418680046067	0.875521771826861	2.42425367950227e-12	49	24	TRUE	FALSE	Unchanged	mCH_only	1.011699404	3.01e-18	2.02e-29	20	18	TRUE	2.31321721431482	1.13351645304931e-17	2.12694690344926e-40	7	7	TRUE	-1.10266132529974	5.63354955124263e-09	2.97689645309695e-34	12	11	TRUE	-0.00366663621345625	0.98939702673325	1.136434835999e-17	23	9	TRUE	2.739956	5.290806	0.896634	quantifiable
Pag1	ENSMUSG00000027508.15	chr3	9687478	9833679	146201	0.0423113946884508	0.0326126229847831	-0.00969877170366765	-0.44643184564619	1.84260509379302e-11	TRUE	-0.36957561882047	0.189019952881271	0.000105478749201711	50	6	TRUE	FALSE	Unchanged	mCH_only	-0.378890466	0.00021553	0.000124539	16	4	TRUE	-0.0407843673594299	0.859455863869714	0.288157260459043	3	0	FALSE	0.570870919519472	0.000417188244706943	0.000417188244706943	2	1	TRUE	0.2866744595063	0.109328426812071	0.0204950153301381	7	1	TRUE	2.55404	2.333794	-0.119336	quantifiable
Fstl4	ENSMUSG00000036264.9	chr11	52764633	53188538	423905	0.0372081711402457	0.0318697181418249	-0.00533845299842072	-0.307902921704225	1.97632496913304e-11	TRUE	-0.045882547127379	0.823113293494361	0.121403765954018	36	0	FALSE	FALSE	Unchanged	mCH_only	-0.299949879	0.006208914	0.006208914	4	1	TRUE	-0.202358881376188	0.316212438906642	0.246552428480388	2	0	FALSE	1.10101575940189	1.05136736706774e-08	1.05136736706774e-08	1	1	TRUE	0.917698317738961	1.55467588167241e-05	1.55467588167241e-05	12	6	TRUE	1.725246	1.560486	-0.127665	quantifiable
Opcml	ENSMUSG00000062257.13	chr9	27790774	28925410	1134636	0.0325910388398212	0.0398012483581322	0.00721020951831099	0.215772239315337	1.97632496913304e-11	TRUE	-0.372764309523688	0.193123812308412	1.01697952258581e-12	184	28	TRUE	FALSE	Unchanged	mCH_only	0.517652028	4.28e-07	6.49e-14	18	8	TRUE	-0.168629282452584	0.391580838858656	0.391580838858656	2	0	FALSE	-0.713376734280164	1.59503245415344e-07	2.8370797585059e-48	17	17	TRUE	0.769534042321663	0.0035381480171856	9.72102268131812e-10	45	16	TRUE	1.050834	1.401707	0.351679	quantifiable
Kcnq1	ENSMUSG00000009545.14	chr7	143106361	143427042	320681	0.0435621732210969	0.0367224007788732	-0.00683977244222367	-0.321025294687241	1.99114960892126e-11	TRUE	-0.0259399260502713	0.91212544082787	0.00100572153064931	30	5	TRUE	FALSE	Unchanged	mCH_only	-0.610217122	2.08e-07	1.4e-17	12	12	TRUE	-0.13212178801042	0.611052371112534	2.32049490605473e-06	11	10	TRUE	0.892363175322956	0.000333220484361334	0.000333220484361334	1	1	TRUE	0.314066508702752	0.0816123791159532	0.0600484015677176	7	0	FALSE	2.764896	2.061673	-0.387553	quantifiable
Heg1	ENSMUSG00000075254.12	chr16	33684369	33771576	87207	0.0253317607196292	0.0401595974667267	0.0148278367470974	0.589056922476944	2.07818578943075e-11	TRUE	-0.00468131691968868	0.986508422310029	1.06291413155996e-15	32	7	TRUE	FALSE	Unchanged	mCH_only	0.470958444	0.001879598	1.69e-20	8	8	TRUE	NA	NA	NA	NA	NA	NA	-1.4722801671329	1.63881016572643e-12	1.54785656663158e-39	6	6	TRUE	-0.814053723923416	0.000121727873808516	1.83034306359194e-13	14	8	TRUE	1.584221	3.040903	0.853811	quantifiable
Prkce	ENSMUSG00000045038.14	chr17	86167784	86657919	490135	0.0278684512770983	0.0241311054072469	-0.0037373458698514	-0.326694727729326	2.13735371614806e-11	TRUE	-0.027525639092873	0.911979018428151	2.70990483809987e-06	61	4	TRUE	FALSE	Unchanged	mCH_only	-0.087768477	0.470124643	2.9e-08	13	6	TRUE	NA	NA	NA	NA	NA	NA	0.248763329231708	0.130528191355229	8.15935645882749e-16	13	6	TRUE	0.347471573578905	0.0866958440460161	0.00208531445884511	32	6	TRUE	1.808204	1.754442	-0.038753	quantifiable
D430041D05Rik	ENSMUSG00000068373.15	chr2	104143072	104411013	267941	0.0221742610663647	0.018039137244261	-0.00413512382210377	-0.467291713167693	2.73092512792312e-11	TRUE	0.0156917373635601	0.943118626139918	0.171360722514806	39	0	FALSE	FALSE	Unchanged	mCH_only	-0.079814444	0.555762484	0.039275865	9	1	TRUE	NA	NA	NA	NA	NA	NA	1.37988446699152	2.5258990368832e-13	2.5258990368832e-13	34	18	TRUE	0.311466350802528	0.0733804905577456	5.11268361944336e-05	33	8	TRUE	1.454195	1.406849	-0.041381	quantifiable
Wdr25	ENSMUSG00000040877.16	chr12	108893630	109028452	134822	0.0528285624194687	0.0415321926728011	-0.0112963697466676	-0.397370484269199	2.90516087878087e-11	TRUE	-0.0575810920535538	0.750061881676267	5.73556357813507e-07	34	4	TRUE	FALSE	Unchanged	mCH_only	-0.488767271	1e-05	8.2e-08	14	13	TRUE	-0.40359457352787	0.0792837936561834	2.95298812125416e-07	17	6	TRUE	0.761333332373451	0.00236274680601114	0.00236274680601114	1	1	TRUE	0.0345716121381635	0.859555515450006	0.00308395004821578	9	2	TRUE	3.647241	3.020089	-0.255254	quantifiable
Ncald	ENSMUSG00000051359.15	chr15	37366174	37792570	426396	0.0290335467751639	0.0379618057496212	0.00892825897445735	0.313919146919715	3.0316837982042e-11	TRUE	0.536624205182416	0.139479154388632	6.30979942338168e-09	78	15	TRUE	FALSE	Unchanged	mCH_only	1.076367281	2.09e-10	1.8e-25	24	20	TRUE	NA	NA	NA	NA	NA	NA	-2.38266065222401	1.03405917160655e-41	1.03405917160655e-41	13	12	TRUE	0.109110208989104	0.590511447768786	0.000458585432752934	26	6	TRUE	1.547168	2.736237	0.742245	quantifiable
Igsf21	ENSMUSG00000040972.8	chr4	140026845	140246784	219939	0.0280300226428876	0.022757308400826	-0.00527271424206153	-0.440941583534908	3.2074036698191e-11	TRUE	-0.265583468473267	0.303045828941898	3.48117092814222e-08	32	2	TRUE	FALSE	Unchanged	mCH_only	-0.411764057	4.52e-05	2.54e-05	9	6	TRUE	0.478273380381007	0.0664193713551648	0.0664193713551648	1	0	FALSE	0.202131285190928	0.161023862973997	1.5103702733921e-18	10	5	TRUE	0.155779808297536	0.406126952139746	3.37296897049978e-05	15	5	TRUE	1.817807	1.406559	-0.325151	quantifiable
Med13l	ENSMUSG00000018076.12	chr5	118560678	118765438	204760	0.0248709567778398	0.0199833505084465	-0.00488760626939322	-0.452404242434461	4.89391412797368e-11	TRUE	-0.0234020051865231	0.915504491297724	0.0700020135945242	79	0	FALSE	FALSE	Unchanged	mCH_only	-0.355503385	0.03749998	9.24e-07	7	4	TRUE	-0.0214736458088093	0.938077138794514	0.938077138794514	1	0	FALSE	0.571372960219268	0.000845835850739777	2.78245446040001e-13	26	20	TRUE	0.156692114847768	0.42501079141475	0.000109887921994109	44	7	TRUE	1.329354	1.084326	-0.24832	quantifiable
Col27a1	ENSMUSG00000045672.15	chr4	63214003	63334991	120988	0.0730885097471241	0.0584858834312083	-0.0146026263159157	-0.367783099887131	5.16122544810277e-11	TRUE	-0.85081029404536	0.022180385915846	0.000363584646766538	35	8	TRUE	TRUE	Lost	MeCP2_and_mCH	-0.687177416	4.13e-05	6.79e-08	15	9	TRUE	-0.607782654470322	2.41304753176461e-05	3.91498006392399e-09	8	8	TRUE	0.63287764661935	0.0117072370454693	0.0117072370454693	2	1	TRUE	0.337763304749085	0.0763504687982941	1.3850211214957e-07	18	6	TRUE	8.598373	8.436935	-0.026655	quantifiable
Phactr3	ENSMUSG00000027525.18	chr2	178118974	178338492	219518	0.0211747334777668	0.0170980491877293	-0.00407668429003747	-0.486346736711712	5.19846710054579e-11	TRUE	-0.0462517936765767	0.814856021872561	0.0594995984963946	52	0	FALSE	FALSE	Unchanged	mCH_only	-0.148669836	0.235758073	1.91e-15	18	14	TRUE	NA	NA	NA	NA	NA	NA	0.28994250249613	0.0566208801961042	4.40012393959518e-09	36	20	TRUE	0.498271812563039	0.0104452956243112	1.0164172022839e-08	36	7	TRUE	2.03539	1.708978	-0.225514	quantifiable
Atxn1	ENSMUSG00000046876.16	chr13	45549754	45965008	415254	0.0248345281378881	0.0209680872076329	-0.00386644093025526	-0.367075181225843	5.48523493677191e-11	TRUE	-0.144509644689443	0.485474700301779	0.322737723256871	48	0	FALSE	FALSE	Unchanged	mCH_only	-0.032240164	0.841352895	0.009177249	6	3	TRUE	NA	NA	NA	NA	NA	NA	0.205492602221047	0.137556576028717	0.0100936862909243	3	1	TRUE	0.411997362345874	0.0238494719279967	0.000637345996910468	17	2	TRUE	1.235056	1.051415	-0.194605	quantifiable
Ttr	ENSMUSG00000061808.4	chr18	20665279	20674321	9042	0.0315572700514149	0.0739399024418459	0.0423826323904309	1.22206347051019	5.71481354596418e-11	TRUE	2.15264017199075	0.000390989948508937	0.000390989948508937	4	1	TRUE	TRUE	Gained	MeCP2_and_mCH	1.666535201	9.79e-21	1.28e-25	2	2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.632642513255404	0.0116605223436003	0.0033079607307715	2	2	TRUE	2.291446	6.621565	1.445722	quantifiable
Clnk	ENSMUSG00000039315.15	chr5	38706461	38876812	170351	0.0386509031823507	0.0516315803607346	0.0129806771783839	0.36780633028441	7.12035092928699e-11	TRUE	3.33322444509235	2.23874354430314e-17	7.40347322073292e-18	80	30	TRUE	TRUE	Gained	MeCP2_and_mCH	1.394823712	4.47e-31	2.83e-69	47	45	TRUE	NA	NA	NA	NA	NA	NA	-0.930965564478216	9.17112213139611e-06	5.54386684745085e-34	8	8	TRUE	-0.0436102279828265	0.813911429694134	9.72203115972328e-08	19	5	TRUE	2.243061	4.226697	0.852219	quantifiable
Sez6	ENSMUSG00000000632.13	chr11	77930799	77979048	48249	0.0460340296527307	0.0310173054818704	-0.0150167241708603	-0.671598694904073	7.72328285271399e-11	TRUE	-0.262909967787232	0.30206924132844	0.0218737468467287	13	2	TRUE	FALSE	Unchanged	mCH_only	-0.257075718	0.03386438	2.5e-13	10	9	TRUE	NA	NA	NA	NA	NA	NA	0.489551958145616	0.0068468885900173	4.39200126353952e-12	4	4	TRUE	0.463179316907313	0.018105211351614	0.00769603298541318	12	4	TRUE	3.494381	2.947936	-0.229563	quantifiable
Akap6	ENSMUSG00000061603.8	chr12	52699382	53155599	456217	0.0239041091464271	0.0199455556324634	-0.00395855351396368	-0.394572166946585	7.72328285271399e-11	TRUE	-0.0225131181163919	0.935832452468272	1.86263486947879e-06	34	5	TRUE	FALSE	Unchanged	mCH_only	0.941647973	1.68e-20	1.68e-20	13	7	TRUE	NA	NA	NA	NA	NA	NA	-0.113650915752952	0.459609112346126	0.00815529093496763	4	1	TRUE	0.403162370517259	0.0597842268559336	1.94279249437199e-07	17	5	TRUE	1.316916	1.347633	0.028545	quantifiable
Ksr2	ENSMUSG00000061578.8	chr5	117413999	117775003	361004	0.0208336232218661	0.0178913419025076	-0.00294228131935848	-0.385871678635701	8.78333974983736e-11	TRUE	-0.0190932560751811	0.935280855122443	0.0557183309449503	26	0	FALSE	FALSE	Unchanged	mCH_only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256011080538208	0.0745589428793318	6.33130416429236e-15	4	2	TRUE	0.0981344818170048	0.577006980306164	2.12032366307924e-08	22	5	TRUE	0.682579	0.506361	-0.313273	quantifiable
