gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	promoter_state	body_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Prkce	ENSMUSG00000045038.14	chr17	86167784	86657919	490135	0.0278684512770983	0.0241311054072469	-0.0037373458698514	-0.326694727729326	2.13735371614806e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.347471573578905	0.0866958440460161	32	0.248763329231708	0.130528191355229	13	NA	NA	NA	-0.087768477	0.470124643	13
D430041D05Rik	ENSMUSG00000068373.15	chr2	104143072	104411013	267941	0.0221742610663647	0.018039137244261	-0.00413512382210377	-0.467291713167693	2.73092512792312e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.311466350802528	0.0733804905577456	33	1.37988446699152	2.5258990368832e-13	34	NA	NA	NA	-0.079814444	0.555762484	9
Wdr25	ENSMUSG00000040877.16	chr12	108893630	109028452	134822	0.0528285624194687	0.0415321926728011	-0.0112963697466676	-0.397370484269199	2.90516087878087e-11	TRUE	Hypomethylated	Unmarked_Promoter	Polycomb	0.0345716121381635	0.859555515450006	9	0.761333332373451	0.00236274680601114	1	-0.40359457352787	0.0792837936561834	17	-0.488767271	1e-05	14
Tmem51	ENSMUSG00000040616.3	chr4	142030991	142084304	53313	0.028763225114143	0.0467705685682087	0.0180073434540657	0.632809859891717	2.93833135765939e-11	TRUE	Hypermethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ncald	ENSMUSG00000051359.15	chr15	37366174	37792570	426396	0.0290335467751639	0.0379618057496212	0.00892825897445735	0.313919146919715	3.0316837982042e-11	TRUE	Hypermethylated	Active_Promoter	Active	0.109110208989104	0.590511447768786	26	-2.38266065222401	1.03405917160655e-41	13	NA	NA	NA	1.076367281	2.09e-10	24
Igsf21	ENSMUSG00000040972.8	chr4	140026845	140246784	219939	0.0280300226428876	0.022757308400826	-0.00527271424206153	-0.440941583534908	3.2074036698191e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.155779808297536	0.406126952139746	15	0.202131285190928	0.161023862973997	10	0.478273380381007	0.0664193713551648	1	-0.411764057	4.52e-05	9
Med13l	ENSMUSG00000018076.12	chr5	118560678	118765438	204760	0.0248709567778398	0.0199833505084465	-0.00488760626939322	-0.452404242434461	4.89391412797368e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.156692114847768	0.42501079141475	44	0.571372960219268	0.000845835850739777	26	-0.0214736458088093	0.938077138794514	1	-0.355503385	0.03749998	7
Col27a1	ENSMUSG00000045672.15	chr4	63214003	63334991	120988	0.0730885097471241	0.0584858834312083	-0.0146026263159157	-0.367783099887131	5.16122544810277e-11	TRUE	Hypomethylated	Repressed_Promoter	Mixed	0.337763304749085	0.0763504687982941	18	0.63287764661935	0.0117072370454693	2	-0.607782654470322	2.41304753176461e-05	8	-0.687177416	4.13e-05	15
Phactr3	ENSMUSG00000027525.18	chr2	178118974	178338492	219518	0.0211747334777668	0.0170980491877293	-0.00407668429003747	-0.486346736711712	5.19846710054579e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.498271812563039	0.0104452956243112	36	0.28994250249613	0.0566208801961042	36	NA	NA	NA	-0.148669836	0.235758073	18
Atxn1	ENSMUSG00000046876.16	chr13	45549754	45965008	415254	0.0248345281378881	0.0209680872076329	-0.00386644093025526	-0.367075181225843	5.48523493677191e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.411997362345874	0.0238494719279967	17	0.205492602221047	0.137556576028717	3	NA	NA	NA	-0.032240164	0.841352895	6
Ttr	ENSMUSG00000061808.4	chr18	20665279	20674321	9042	0.0315572700514149	0.0739399024418459	0.0423826323904309	1.22206347051019	5.71481354596418e-11	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	-0.632642513255404	0.0116605223436003	2	NA	NA	NA	NA	NA	NA	1.666535201	9.79e-21	2
Olfr437	ENSMUSG00000071481.4	chr6	43163281	43169861	6580	0.03177677326712	0.0901804682837172	0.0584036950165971	1.47133006033204	5.84323640680014e-11	TRUE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clnk	ENSMUSG00000039315.15	chr5	38706461	38876812	170351	0.0386509031823507	0.0516315803607346	0.0129806771783839	0.36780633028441	7.12035092928699e-11	TRUE	Hypermethylated	Unmarked_Promoter	Active	-0.0436102279828265	0.813911429694134	19	-0.930965564478216	9.17112213139611e-06	8	NA	NA	NA	1.394823712	4.47e-31	47
Sez6	ENSMUSG00000000632.13	chr11	77930799	77979048	48249	0.0460340296527307	0.0310173054818704	-0.0150167241708603	-0.671598694904073	7.72328285271399e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.463179316907313	0.018105211351614	12	0.489551958145616	0.0068468885900173	4	NA	NA	NA	-0.257075718	0.03386438	10
Akap6	ENSMUSG00000061603.8	chr12	52699382	53155599	456217	0.0239041091464271	0.0199455556324634	-0.00395855351396368	-0.394572166946585	7.72328285271399e-11	TRUE	Hypomethylated	Active_Promoter	Active	0.403162370517259	0.0597842268559336	17	-0.113650915752952	0.459609112346126	4	NA	NA	NA	0.941647973	1.68e-20	13
Ksr2	ENSMUSG00000061578.8	chr5	117413999	117775003	361004	0.0208336232218661	0.0178913419025076	-0.00294228131935848	-0.385871678635701	8.78333974983736e-11	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.0981344818170048	0.577006980306164	22	0.256011080538208	0.0745589428793318	4	NA	NA	NA	NA	NA	NA
Cntnap2	ENSMUSG00000039419.17	chr6	45059356	47304213	2244857	0.0245563568961777	0.023064027763695	-0.0014923291324827	-0.216476531930265	9.04579205744142e-11	TRUE	Hypomethylated	Active_Promoter	Active	-0.0884959570649295	0.609306651280903	31	-0.142505377260419	0.41234478735852	3	2.40543554785053	2.20610027995269e-15	3	0.044932107	0.814118308	31
Bcas3	ENSMUSG00000059439.15	chr11	85353166	85826058	472892	0.0237015075182903	0.0205699358953166	-0.00313157162297365	-0.337573888479686	9.26771491091357e-11	TRUE	Hypomethylated	Unmarked_Promoter	Polycomb	0.082233837548181	0.646999609872381	10	0.0622462215279764	0.692306191745229	1	NA	NA	NA	-0.608955465	0.000420894	2
Nav3	ENSMUSG00000020181.18	chr10	109681258	110456204	774946	0.0288600040230461	0.0362705852698559	0.00741058124680988	0.24905724154525	9.62657259736146e-11	TRUE	Hypermethylated	Active_Promoter	Active	0.493996971978392	0.0145918521656956	31	0.143054783556333	0.450771461160574	14	2.28264890044699	9.44985686796864e-06	16	0.171232548	0.24395972	66
Lancl3	ENSMUSG00000047344.9	chrX	9199901	9268085	68184	0.0187640334979712	0.0337171390486463	0.0149531055506752	0.792748162392017	9.65486660602886e-11	TRUE	Hypermethylated	Unmarked_Promoter	Active	-0.343102152672938	0.0623981082779053	3	-2.06959386939738	6.4908383596209e-25	1	NA	NA	NA	NA	NA	NA
Tmem150c	ENSMUSG00000050640.16	chr5	100077871	100159808	81937	0.0465547835919615	0.0342292095546175	-0.012325574037344	-0.525944789892121	1.00855391507573e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.000633475552380735	0.997967401282506	4	0.124590209677587	0.418702663019927	1	NA	NA	NA	0.132907874	0.392577257	3
Ptprn2	ENSMUSG00000056553.14	chr12	116485719	117276849	791130	0.0318841003060273	0.0289274354170093	-0.00295666488901802	-0.241580805405677	1.02385249881409e-10	TRUE	Hypomethylated	Active_Promoter	Mixed	-0.0841536309591431	0.634391250892961	27	-0.378865566496331	0.0116856742899912	5	NA	NA	NA	0.764891579	3.79e-15	17
Dip2b	ENSMUSG00000023026.16	chr15	100038663	100219473	180810	0.0192857095810563	0.0155419427941276	-0.00374376678692869	-0.521427744569526	1.02709782304364e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.0871483161076582	0.624972385113579	29	-0.106934868705345	0.450518599703081	17	NA	NA	NA	0.087821687	0.609137541	2
Rab11fip4	ENSMUSG00000017639.13	chr11	79591211	79698023	106812	0.0296942040991464	0.0215732771083223	-0.00812092699082407	-0.563015319876131	1.02709782304364e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.192260310753721	0.278527900281014	10	0.769596176101276	1.10969878732107e-05	7	NA	NA	NA	-0.241714623	0.143198333	4
Vwf	ENSMUSG00000001930.17	chr6	125546773	125686679	139906	0.0398798057844709	0.0309527983182206	-0.00892700746625031	-0.45013445434062	1.03949122159379e-10	TRUE	Hypomethylated	Unmarked_Promoter	Polycomb	0.00143898125106594	0.995500923410166	11	NA	NA	NA	-0.122087824532504	0.600719784012636	11	-0.838424586	7.34e-08	18
Anks1b	ENSMUSG00000058589.14	chr10	89873508	90973300	1099792	0.0245201497328015	0.0221738456516385	-0.002346304081163	-0.282126794837158	1.05100140927847e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.611750667414067	0.00312313400890937	53	0.65650105450664	0.000100211305414286	27	NA	NA	NA	0.385280318	0.010361033	17
Slc35g2	ENSMUSG00000070287.3	chr9	100552187	100571090	18903	0.0208636600366489	0.0451179715693974	0.0242543115327485	1.03727423132021	1.22059200122962e-10	TRUE	Hypermethylated	Active_Promoter	Active	0.0239629911818137	0.90356094558712	3	-0.130038778861934	0.350759835354112	2	NA	NA	NA	0.663907928	1.8e-06	2
Angpt1	ENSMUSG00000022309.9	chr15	42424722	42676977	252255	0.0218219119596599	0.0183342476033505	-0.00348766435630942	-0.435952027160241	1.22148639367028e-10	TRUE	Hypomethylated	Active_Promoter	Active	-0.46559806349796	0.0343536745271604	9	-2.09412517493322	6.93209009384452e-27	4	4.44396786922438	1.48240743439986e-83	2	1.051998243	2.24e-33	14
Cacna1c	ENSMUSG00000051331.16	chr6	118587239	119196890	609651	0.0256293802085704	0.0230448363300503	-0.00258454387852015	-0.29936740665315	1.26751025799817e-10	TRUE	Hypomethylated	Unmarked_Promoter	Active	-0.0198872296554719	0.928785350358997	72	0.688510239640513	0.00017349817817045	52	NA	NA	NA	-0.593336931	0.00150246	38
Pcdh7	ENSMUSG00000029108.14	chr5	57717966	58133230	415264	0.0273545956027023	0.0354668422313903	0.00811224662868797	0.307140799143836	1.47724371906466e-10	TRUE	Hypermethylated	Bivalent_Promoter	Mixed	0.938739598061663	0.000134056963865469	4	NA	NA	NA	-0.464640275966091	0.0111390424848598	2	0.07167989	0.529783109	3
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	133330	0.0181546282014635	0.0285842997896515	0.010429671588188	0.539428094970772	1.49937306611987e-10	TRUE	Hypermethylated	Active_Promoter	Active	-0.296179605379757	0.0513443405925848	9	-0.552324823026418	9.04894395526053e-05	5	NA	NA	NA	1.033237987	9.19e-25	6
Acly	ENSMUSG00000020917.17	chr11	100476352	100528000	51648	0.0564019324990539	0.0406770951612538	-0.0157248373378001	-0.51171124840829	1.51706759454726e-10	TRUE	Hypomethylated	Active_Promoter	Polycomb	0.0195389381441366	0.923348992402954	4	0.0816157020502483	0.631835007023595	1	-0.394184102998288	0.0866108887968026	1	-0.371653128	0.001066735	4
Vti1a	ENSMUSG00000024983.10	chr19	55316294	55627309	311015	0.0253354569905321	0.0216356091519181	-0.00369984783861394	-0.369277479008551	1.51706759454726e-10	TRUE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.268534036877861	0.115474971248697	8	0.193927508280151	0.272624041361448	1	NA	NA	NA	-0.031574063	0.79931757	1
Gria1	ENSMUSG00000020524.16	chr11	57011386	57330244	318858	0.026429413464594	0.0346723082121839	0.00824289474758987	0.324714635108583	1.57176126026586e-10	TRUE	Hypermethylated	Repressed_Promoter	Polycomb	0.358303379011776	0.140603714059886	14	NA	NA	NA	-0.795497145913913	0.000982556245461899	19	0.247599547	0.101834568	3
Brpf3	ENSMUSG00000063952.16	chr17	28801089	28839949	38860	0.0412527405885516	0.0279916377279921	-0.0132611028605595	-0.673156287369389	1.71138564702962e-10	TRUE	Hypomethylated	Unmarked_Promoter	Active	0.0826049598279283	0.64708192052267	3	0.203054567696049	0.176741448440437	2	NA	NA	NA	-1.069340755	2.05e-16	3
Lrba	ENSMUSG00000028080.16	chr3	86224679	86782692	558013	0.0224129425680047	0.0199153932137488	-0.00249754935425591	-0.332206207092442	1.72909171341554e-10	TRUE	Hypomethylated	Unmarked_Promoter	Mixed	0.232611334332023	0.191367531740934	6	0.112523369690879	0.528566862388022	2	0.717146595314152	0.000220249405404676	1	0.000723692	0.994486922	3
Fam135b	ENSMUSG00000036800.8	chr15	71431608	71727838	296230	0.0209511614030852	0.0177252434985614	-0.00322591790452385	-0.410890980834954	1.76207472926801e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.139712275192556	0.395283794307152	17	0.371921882012806	0.0251400214853961	29	-0.535848972071057	0.00160466728379634	3	0.184861213	0.123109992	4
Ptk2	ENSMUSG00000022607.18	chr15	73205101	73423280	218179	0.0332045337740413	0.0267657416332716	-0.00643879214076969	-0.403147956466587	1.77075794338004e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.40288447373809	0.0828506607531724	9	0.117386637923052	0.455034513770004	2	-0.412078385427119	0.0506237316120148	1	0.385420285	0.000447967	7
Dgkb	ENSMUSG00000036095.11	chr12	37817725	38634239	816514	0.0226718134109192	0.0299770532359629	0.00730523982504371	0.300164522887288	1.77075794338004e-10	TRUE	Hypermethylated	Unmarked_Promoter	Active	0.0850749136831558	0.635189081445951	4	-0.184409683270213	0.34607221979724	1	0.236597142284614	0.34134851209999	1	0.532247437	4.76e-07	9
Exoc6b	ENSMUSG00000033769.16	chr6	84618486	85069513	451027	0.0210156725229773	0.0185266577431605	-0.00248901477981679	-0.353959826395699	1.91063061899464e-10	TRUE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.205913889224647	0.225606937809154	7	0.0275116255496068	0.880763464743223	1	NA	NA	NA	NA	NA	NA
Lingo1	ENSMUSG00000049556.5	chr9	56618474	56796468	177994	0.0465712057459119	0.0382247715005916	-0.00834643424532032	-0.36549324515559	1.94008773602449e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.188412472093886	0.261946761806191	35	0.465967534241199	0.0150152256080021	8	NA	NA	NA	-0.935463849	5.47e-10	32
Nfib	ENSMUSG00000008575.17	chr4	82290172	82705750	415578	0.0263174416326689	0.0356568168401482	0.00933937520747935	0.353069192521773	1.95509172614342e-10	TRUE	Hypermethylated	Bivalent_Promoter	Mixed	0.0280104433684997	0.894810945360718	35	-0.254149797879474	0.0839771802966318	17	1.90829510222777	9.16796715439215e-18	8	0.71582531	4.09e-19	20
Ssh2	ENSMUSG00000037926.15	chr11	77216286	77460220	243934	0.0192678203059525	0.0161145071886335	-0.00315331311731897	-0.470632563407263	2.00579637754244e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.417995508330622	0.0265299234624033	5	0.335370576419199	0.0270691969009659	1	NA	NA	NA	-0.369869305	0.031437728	1
Cnpy1	ENSMUSG00000044681.19	chr5	28200818	28245806	44988	0.022499740355993	0.0386879222324822	0.0161881818764892	0.702984768443071	2.25517458991985e-10	TRUE	Hypermethylated	Unmarked_Promoter	Active	-0.399763091364026	0.0170391989629791	7	-0.469137859122489	0.00413346277066208	7	NA	NA	NA	1.160048138	1.63e-18	7
Svep1	ENSMUSG00000028369.15	chr4	58042441	58206859	164418	0.025526908589508	0.036875876873005	0.011348968283497	0.441791913885516	2.3180106228653e-10	TRUE	Hypermethylated	Active_Promoter	Active	-0.00172746578082674	0.994224650154151	7	-1.08710951872117	1.14887648392544e-09	5	NA	NA	NA	0.702770307	4.14e-09	9
Elmo1	ENSMUSG00000041112.17	chr13	20090595	20608353	517758	0.021307219753488	0.0287344764977877	0.00742725674429977	0.332156964383251	2.40543545828953e-10	TRUE	Hypermethylated	Repressed_Promoter	Mixed	0.236188947748609	0.179940714766863	42	-1.18496928034678	3.16619433927368e-12	17	NA	NA	NA	0.200516235	0.082833206	38
Zbtb16	ENSMUSG00000066687.5	chr9	48654296	48836222	181926	0.0395493891649836	0.0323406342461344	-0.00720875491884927	-0.386551417445928	2.59072658347262e-10	TRUE	Hypomethylated	Bivalent_Promoter	Mixed	0.159632850025218	0.389855729112875	11	-0.242847068627066	0.111269138372535	1	-0.582005093689591	0.0044649923427444	1	-0.505783107	1.99e-08	6
Foxp1	ENSMUSG00000030067.17	chr6	98925337	99522721	597384	0.0300664778842696	0.0270300987816711	-0.00303637910259856	-0.254462904330492	2.66261239464607e-10	TRUE	Hypomethylated	Active_Promoter	Polycomb	0.159357209477146	0.361052117592446	26	-0.0296527366490394	0.866449452803201	6	-1.41644684715024	5.35205337621551e-09	4	-0.020168132	0.891404036	29
Plcb4	ENSMUSG00000039943.16	chr2	135659010	136014593	355583	0.0196895662266045	0.0170420295197904	-0.00264753670681409	-0.37560063912533	2.73690254335195e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.598038910539789	0.0174417883927066	51	0.890769759937927	2.41625986531877e-10	63	NA	NA	NA	0.015903146	0.924349417	6
Chia1	ENSMUSG00000062778.12	chr3	106113228	106132120	18892	0.0242202554199313	0.0492882910689931	0.0250680356490618	0.942221593693107	2.77939073175911e-10	TRUE	Hypermethylated	Unmarked_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ppp2r2b	ENSMUSG00000024500.20	chr18	42637431	43083127	445696	0.0417059648136274	0.0366743708698423	-0.00503159394378507	-0.255441649651347	2.83531763496941e-10	TRUE	Hypomethylated	Unmarked_Promoter	Mixed	0.48971231238423	0.00185691172215498	15	0.854808770430533	2.31020972347662e-07	2	0.133254605258632	0.541937675804669	6	-0.366255399	0.027080358	29
Fgf20	ENSMUSG00000031603.14	chr8	40279165	40308331	29166	0.0286050946043942	0.0509650130005373	0.022359918396143	0.777066951890941	3.11074569571144e-10	TRUE	Hypermethylated	Active_Promoter	Mixed	-0.0391139074819411	0.836932950794682	6	-0.0261611494785834	0.872998492917615	4	-0.00184107023565852	0.994108209367198	1	0.308260866	0.000384148	5
Grik2	ENSMUSG00000056073.16	chr10	49094832	49788766	693934	0.0179424716167339	0.0161581640041215	-0.00178430761261238	-0.362723217836687	3.18373555083638e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.280035126522833	0.158751880629221	32	0.974398462642822	1.24489857838437e-07	54	NA	NA	NA	-0.211580444	0.106553215	10
Gm973	ENSMUSG00000047361.16	chr1	59516263	59636417	120154	0.0359640250152312	0.0487278314406366	0.0127638064254054	0.392848851087985	3.20946031242631e-10	TRUE	Hypermethylated	Unmarked_Promoter	Active	0.114299795267269	0.590129642397776	15	-1.38980194905011	8.95019966253478e-19	2	NA	NA	NA	-0.089848389	0.639220635	12
Cux2	ENSMUSG00000042589.18	chr5	121856365	122050102	193737	0.0287470295688784	0.0228652535346242	-0.00588177603425414	-0.431643153078481	3.2680191401179e-10	TRUE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.047171674179148	0.813639529349735	18	0.0533659591578865	0.771009128845636	1	NA	NA	NA	-0.106592613	0.431909105	8
Kbtbd12	ENSMUSG00000033182.12	chr6	88545113	88637950	92837	0.0263935856668194	0.0391157431866671	0.0127221575198477	0.489521963164117	3.71400242814923e-10	TRUE	Hypermethylated	Unmarked_Promoter	Mixed	-0.683201152350993	0.000254422586723169	2	-1.75180179543345	1.69363075882264e-17	2	NA	NA	NA	1.112280502	3.73e-16	3
Shank2	ENSMUSG00000037541.22	chr7	144001927	144424494	422567	0.0352859979289133	0.0310395894890696	-0.00424640843984371	-0.266118953448009	3.7358053716122e-10	TRUE	Hypomethylated	Unmarked_Promoter	Polycomb	1.37582691711055	3.30845933019437e-14	29	2.10222087561821	1.75726954011384e-36	5	-1.45843649977458	7.703372465578e-06	9	-0.441533785	1.63e-05	21
Pde4b	ENSMUSG00000028525.16	chr4	102087542	102607259	519717	0.0223878029579437	0.0200999151532631	-0.00228788780468054	-0.314471653989661	3.90220640986504e-10	TRUE	Hypomethylated	Active_Promoter	Active	0.805814538582243	7.67685743315596e-05	46	1.07511832216279	6.80710914724319e-13	36	NA	NA	NA	0.017843322	0.915282735	9
Nfia	ENSMUSG00000028565.18	chr4	97772733	98118874	346141	0.0233954427574601	0.0318810151531497	0.00848557239568958	0.332836297573765	4.03300076225684e-10	TRUE	Hypermethylated	Unmarked_Promoter	Active	0.129089745878303	0.449843904643861	34	-0.617777736167622	0.00077253999073275	26	1.98059661325798	2.34282784701823e-11	3	1.037900399	4.49e-31	18
Galnt2l	ENSMUSG00000092329.1	chr8	119910840	124345722	4434882	0.0249295925226897	0.0241395104396238	-0.000790082083065861	-0.169850382826525	4.92675721554835e-10	TRUE	Hypomethylated	Active_Promoter	Mixed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grxcr1	ENSMUSG00000068082.12	chr5	68031834	68166398	134564	0.0321014751707772	0.0457440185306945	0.0136425433599173	0.44469000264128	5.00446831906107e-10	TRUE	Hypermethylated	Unmarked_Promoter	Active	-1.44868915689767	3.13448300868548e-22	17	-1.47646597736856	8.40729233407185e-13	8	2.35057927005568	8.88588334968785e-24	4	0.574927691	0.0005232	32
Myo3b	ENSMUSG00000042064.13	chr2	70039125	70429198	390073	0.0245705416111118	0.0318757990535998	0.00730525744248798	0.293973996747911	5.03953274948368e-10	TRUE	Hypermethylated	Unmarked_Promoter	Polycomb	0.379684866257603	0.155173934710059	8	NA	NA	NA	-0.437390054036812	0.0189326572207009	23	0.781297699	8.95e-06	5
