gene_name	gene_id	chr	start	end	gene_length	promoter_state	body_state	mark_category	mch_ctrl	mch_mut	mch_diff	mch_diff_pct	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_sig_gain	mecp2_sig_loss	mch_gain	mecp2_gain	quadrant
Phactr3	ENSMUSG00000027525.18	chr2	178118974	178338492	219518	Active_Promoter	Active	K27ac only	0.0211747334777668	0.0170980491877293	-0.00407668429003747	-0.407668429003747	-0.486346736711712	5.19846710054579e-11	TRUE	Hypomethylated	0.039438144	0.884545053	0.006506072	9	2	FALSE	FALSE	FALSE	TRUE	Q2
Atxn1	ENSMUSG00000046876.16	chr13	45549754	45965008	415254	Active_Promoter	Active	K27ac only	0.0248345281378881	0.0209680872076329	-0.00386644093025526	-0.386644093025526	-0.367075181225843	5.48523493677191e-11	TRUE	Hypomethylated	0.316786774	0.179480685	0.179480685	3	0	FALSE	FALSE	FALSE	TRUE	Q2
Ttr	ENSMUSG00000061808.4	chr18	20665279	20674321	9042	Unmarked_Promoter	Enhancer_Marked	Neither	0.0315572700514149	0.0739399024418459	0.0423826323904309	4.23826323904309	1.22206347051019	5.71481354596418e-11	TRUE	Hypermethylated	2.207875892	1.81e-14	1.81e-14	1	1	TRUE	FALSE	TRUE	TRUE	Q1
Clnk	ENSMUSG00000039315.15	chr5	38706461	38876812	170351	Unmarked_Promoter	Active	K27ac only	0.0386509031823507	0.0516315803607346	0.0129806771783839	1.29806771783839	0.36780633028441	7.12035092928699e-11	TRUE	Hypermethylated	3.090964333	8.06e-19	3.6e-21	43	31	TRUE	FALSE	TRUE	TRUE	Q1
Sez6	ENSMUSG00000000632.13	chr11	77930799	77979048	48249	Active_Promoter	Active	K27ac only	0.0460340296527307	0.0310173054818704	-0.0150167241708603	-1.50167241708603	-0.671598694904073	7.72328285271399e-11	TRUE	Hypomethylated	-0.138675606	0.510273473	0.009068333	7	2	FALSE	FALSE	FALSE	FALSE	Q3
Akap6	ENSMUSG00000061603.8	chr12	52699382	53155599	456217	Active_Promoter	Active	K27ac only	0.0239041091464271	0.0199455556324634	-0.00395855351396368	-0.395855351396368	-0.394572166946585	7.72328285271399e-11	TRUE	Hypomethylated	0.051857667	0.831579624	2.86e-07	10	6	FALSE	FALSE	FALSE	TRUE	Q2
Ksr2	ENSMUSG00000061578.8	chr5	117413999	117775003	361004	Unmarked_Promoter	Active	K27ac only	0.0208336232218661	0.0178913419025076	-0.00294228131935848	-0.294228131935848	-0.385871678635701	8.78333974983736e-11	TRUE	Hypomethylated	-0.004029732	0.991724806	0.639605749	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Cntnap2	ENSMUSG00000039419.17	chr6	45059356	47304213	2244857	Active_Promoter	Active	K27ac only	0.0245563568961777	0.023064027763695	-0.0014923291324827	-0.14923291324827	-0.216476531930265	9.04579205744142e-11	TRUE	Hypomethylated	0.018867124	0.951415639	3.35e-20	18	6	FALSE	FALSE	FALSE	TRUE	Q2
Bcas3	ENSMUSG00000059439.15	chr11	85353166	85826058	472892	Unmarked_Promoter	Polycomb	K27me3 only	0.0237015075182903	0.0205699358953166	-0.00313157162297365	-0.313157162297365	-0.337573888479686	9.26771491091357e-11	TRUE	Hypomethylated	-0.153382084	0.429407566	0.429407566	5	0	FALSE	FALSE	FALSE	FALSE	Q3
Nav3	ENSMUSG00000020181.18	chr10	109681258	110456204	774946	Active_Promoter	Active	K27ac only	0.0288600040230461	0.0362705852698559	0.00741058124680988	0.741058124680988	0.24905724154525	9.62657259736146e-11	TRUE	Hypermethylated	1.331800904	0.000767395	1.7e-11	47	36	TRUE	FALSE	TRUE	TRUE	Q1
Lancl3	ENSMUSG00000047344.9	chrX	9199901	9268085	68184	Unmarked_Promoter	Active	K27ac only	0.0187640334979712	0.0337171390486463	0.0149531055506752	1.49531055506752	0.792748162392017	9.65486660602886e-11	TRUE	Hypermethylated	-0.014177568	0.969746367	0.969746367	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tmem150c	ENSMUSG00000050640.16	chr5	100077871	100159808	81937	Active_Promoter	Active	K27ac only	0.0465547835919615	0.0342292095546175	-0.012325574037344	-1.2325574037344	-0.525944789892121	1.00855391507573e-10	TRUE	Hypomethylated	-0.040406902	0.877604387	0.011942822	6	2	FALSE	FALSE	FALSE	FALSE	Q3
Ptprn2	ENSMUSG00000056553.14	chr12	116485719	117276849	791130	Active_Promoter	Mixed	Bivalent	0.0318841003060273	0.0289274354170093	-0.00295666488901802	-0.295666488901802	-0.241580805405677	1.02385249881409e-10	TRUE	Hypomethylated	-0.088391158	0.682163959	0.001586701	16	3	FALSE	FALSE	FALSE	FALSE	Q3
Dip2b	ENSMUSG00000023026.16	chr15	100038663	100219473	180810	Active_Promoter	Active	K27ac only	0.0192857095810563	0.0155419427941276	-0.00374376678692869	-0.374376678692869	-0.521427744569526	1.02709782304364e-10	TRUE	Hypomethylated	-0.162190484	0.415605927	0.415605927	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Rab11fip4	ENSMUSG00000017639.13	chr11	79591211	79698023	106812	Active_Promoter	Active	K27ac only	0.0296942040991464	0.0215732771083223	-0.00812092699082407	-0.812092699082407	-0.563015319876131	1.02709782304364e-10	TRUE	Hypomethylated	-0.27042214	0.195234925	0.006050737	3	1	FALSE	FALSE	FALSE	FALSE	Q3
Vwf	ENSMUSG00000001930.17	chr6	125546773	125686679	139906	Unmarked_Promoter	Polycomb	K27me3 only	0.0398798057844709	0.0309527983182206	-0.00892700746625031	-0.892700746625031	-0.45013445434062	1.03949122159379e-10	TRUE	Hypomethylated	-0.05530708	0.826337893	1.91e-05	12	4	FALSE	FALSE	FALSE	FALSE	Q3
Anks1b	ENSMUSG00000058589.14	chr10	89873508	90973300	1099792	Active_Promoter	Active	K27ac only	0.0245201497328015	0.0221738456516385	-0.002346304081163	-0.2346304081163	-0.282126794837158	1.05100140927847e-10	TRUE	Hypomethylated	-0.044561197	0.861267622	1.51e-06	25	8	FALSE	FALSE	FALSE	FALSE	Q3
Slc35g2	ENSMUSG00000070287.3	chr9	100552187	100571090	18903	Active_Promoter	Active	K27ac only	0.0208636600366489	0.0451179715693974	0.0242543115327485	2.42543115327485	1.03727423132021	1.22059200122962e-10	TRUE	Hypermethylated	0.122303746	0.532460107	2.1e-08	2	1	FALSE	FALSE	TRUE	TRUE	Q1
Angpt1	ENSMUSG00000022309.9	chr15	42424722	42676977	252255	Active_Promoter	Active	K27ac only	0.0218219119596599	0.0183342476033505	-0.00348766435630942	-0.348766435630942	-0.435952027160241	1.22148639367028e-10	TRUE	Hypomethylated	-0.023085206	0.939130281	6.52e-25	8	7	FALSE	FALSE	FALSE	FALSE	Q3
Cacna1c	ENSMUSG00000051331.16	chr6	118587239	119196890	609651	Unmarked_Promoter	Active	K27ac only	0.0256293802085704	0.0230448363300503	-0.00258454387852015	-0.258454387852015	-0.29936740665315	1.26751025799817e-10	TRUE	Hypomethylated	-0.20574817	0.343257903	0.001051979	15	1	FALSE	FALSE	FALSE	FALSE	Q3
Pcdh7	ENSMUSG00000029108.14	chr5	57717966	58133230	415264	Bivalent_Promoter	Mixed	Bivalent	0.0273545956027023	0.0354668422313903	0.00811224662868797	0.811224662868797	0.307140799143836	1.47724371906466e-10	TRUE	Hypermethylated	0.016845625	0.959040456	3.46e-06	9	7	FALSE	FALSE	TRUE	TRUE	Q1
Jph1	ENSMUSG00000042686.5	chr1	16964559	17097889	133330	Active_Promoter	Active	K27ac only	0.0181546282014635	0.0285842997896515	0.010429671588188	1.0429671588188	0.539428094970772	1.49937306611987e-10	TRUE	Hypermethylated	-0.048381335	0.852602438	0.001677388	4	1	FALSE	FALSE	TRUE	FALSE	Q4
Acly	ENSMUSG00000020917.17	chr11	100476352	100528000	51648	Active_Promoter	Polycomb	K27me3 only	0.0564019324990539	0.0406770951612538	-0.0157248373378001	-1.57248373378001	-0.51171124840829	1.51706759454726e-10	TRUE	Hypomethylated	-0.093113708	0.651568431	0.063724441	6	0	FALSE	FALSE	FALSE	FALSE	Q3
Vti1a	ENSMUSG00000024983.10	chr19	55316294	55627309	311015	Active_Promoter	Enhancer_Marked	Neither	0.0253354569905321	0.0216356091519181	-0.00369984783861394	-0.369984783861394	-0.369277479008551	1.51706759454726e-10	TRUE	Hypomethylated	-0.412458224	0.09878858	3.04e-05	7	2	FALSE	FALSE	FALSE	FALSE	Q3
Gria1	ENSMUSG00000020524.16	chr11	57011386	57330244	318858	Repressed_Promoter	Polycomb	K27me3 only	0.026429413464594	0.0346723082121839	0.00824289474758987	0.824289474758987	0.324714635108583	1.57176126026586e-10	TRUE	Hypermethylated	0.743453756	0.003042929	5.13e-09	15	6	TRUE	FALSE	TRUE	TRUE	Q1
Brpf3	ENSMUSG00000063952.16	chr17	28801089	28839949	38860	Unmarked_Promoter	Active	K27ac only	0.0412527405885516	0.0279916377279921	-0.0132611028605595	-1.32611028605595	-0.673156287369389	1.71138564702962e-10	TRUE	Hypomethylated	0.022529274	0.941520672	1.29e-05	9	4	FALSE	FALSE	FALSE	TRUE	Q2
Lrba	ENSMUSG00000028080.16	chr3	86224679	86782692	558013	Unmarked_Promoter	Mixed	Bivalent	0.0224129425680047	0.0199153932137488	-0.00249754935425591	-0.249754935425591	-0.332206207092442	1.72909171341554e-10	TRUE	Hypomethylated	-0.177626178	0.434215377	0.434215377	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Fam135b	ENSMUSG00000036800.8	chr15	71431608	71727838	296230	Active_Promoter	Active	K27ac only	0.0209511614030852	0.0177252434985614	-0.00322591790452385	-0.322591790452385	-0.410890980834954	1.76207472926801e-10	TRUE	Hypomethylated	-0.060317938	0.796868821	5.09e-05	4	1	FALSE	FALSE	FALSE	FALSE	Q3
Ptk2	ENSMUSG00000022607.18	chr15	73205101	73423280	218179	Active_Promoter	Active	K27ac only	0.0332045337740413	0.0267657416332716	-0.00643879214076969	-0.643879214076969	-0.403147956466587	1.77075794338004e-10	TRUE	Hypomethylated	-0.143746134	0.503911099	5.28e-05	9	5	FALSE	FALSE	FALSE	FALSE	Q3
Dgkb	ENSMUSG00000036095.11	chr12	37817725	38634239	816514	Unmarked_Promoter	Active	K27ac only	0.0226718134109192	0.0299770532359629	0.00730523982504371	0.730523982504371	0.300164522887288	1.77075794338004e-10	TRUE	Hypermethylated	0.057366983	0.816204423	6.23e-15	4	2	FALSE	FALSE	TRUE	TRUE	Q1
Lingo1	ENSMUSG00000049556.5	chr9	56618474	56796468	177994	Active_Promoter	Active	K27ac only	0.0465712057459119	0.0382247715005916	-0.00834643424532032	-0.834643424532032	-0.36549324515559	1.94008773602449e-10	TRUE	Hypomethylated	-0.55000172	0.025156767	0.005605643	25	3	FALSE	TRUE	FALSE	FALSE	Q3
Nfib	ENSMUSG00000008575.17	chr4	82290172	82705750	415578	Bivalent_Promoter	Mixed	Bivalent	0.0263174416326689	0.0356568168401482	0.00933937520747935	0.933937520747935	0.353069192521773	1.95509172614342e-10	TRUE	Hypermethylated	-0.357504752	0.155007882	7.77e-07	14	8	FALSE	FALSE	TRUE	FALSE	Q4
Ssh2	ENSMUSG00000037926.15	chr11	77216286	77460220	243934	Active_Promoter	Active	K27ac only	0.0192678203059525	0.0161145071886335	-0.00315331311731897	-0.315331311731897	-0.470632563407263	2.00579637754244e-10	TRUE	Hypomethylated	-0.054950146	0.823764205	0.823764205	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Cnpy1	ENSMUSG00000044681.19	chr5	28200818	28245806	44988	Unmarked_Promoter	Active	K27ac only	0.022499740355993	0.0386879222324822	0.0161881818764892	1.61881818764892	0.702984768443071	2.25517458991985e-10	TRUE	Hypermethylated	1.87155563	2.5e-11	2.5e-11	4	1	TRUE	FALSE	TRUE	TRUE	Q1
Svep1	ENSMUSG00000028369.15	chr4	58042441	58206859	164418	Active_Promoter	Active	K27ac only	0.025526908589508	0.036875876873005	0.011348968283497	1.1348968283497	0.441791913885516	2.3180106228653e-10	TRUE	Hypermethylated	0.402502576	0.052591503	3.77e-16	12	9	FALSE	FALSE	TRUE	TRUE	Q1
Elmo1	ENSMUSG00000041112.17	chr13	20090595	20608353	517758	Repressed_Promoter	Mixed	Bivalent	0.021307219753488	0.0287344764977877	0.00742725674429977	0.742725674429977	0.332156964383251	2.40543545828953e-10	TRUE	Hypermethylated	-0.015000708	0.964581278	1.89e-24	26	18	FALSE	FALSE	TRUE	FALSE	Q4
Zbtb16	ENSMUSG00000066687.5	chr9	48654296	48836222	181926	Bivalent_Promoter	Mixed	Bivalent	0.0395493891649836	0.0323406342461344	-0.00720875491884927	-0.720875491884927	-0.386551417445928	2.59072658347262e-10	TRUE	Hypomethylated	-0.158374058	0.414745295	8.7e-05	13	2	FALSE	FALSE	FALSE	FALSE	Q3
Foxp1	ENSMUSG00000030067.17	chr6	98925337	99522721	597384	Active_Promoter	Polycomb	K27me3 only	0.0300664778842696	0.0270300987816711	-0.00303637910259856	-0.303637910259856	-0.254462904330492	2.66261239464607e-10	TRUE	Hypomethylated	-0.060374004	0.810402521	0.001582572	30	3	FALSE	FALSE	FALSE	FALSE	Q3
Plcb4	ENSMUSG00000039943.16	chr2	135659010	136014593	355583	Active_Promoter	Active	K27ac only	0.0196895662266045	0.0170420295197904	-0.00264753670681409	-0.264753670681409	-0.37560063912533	2.73690254335195e-10	TRUE	Hypomethylated	2.355404927	7.98e-11	7.98e-11	2	2	TRUE	FALSE	FALSE	TRUE	Q2
Ppp2r2b	ENSMUSG00000024500.20	chr18	42637431	43083127	445696	Unmarked_Promoter	Mixed	Bivalent	0.0417059648136274	0.0366743708698423	-0.00503159394378507	-0.503159394378507	-0.255441649651347	2.83531763496941e-10	TRUE	Hypomethylated	-0.000140784	0.999649116	0.003913525	25	2	FALSE	FALSE	FALSE	FALSE	Q3
Fgf20	ENSMUSG00000031603.14	chr8	40279165	40308331	29166	Active_Promoter	Mixed	Bivalent	0.0286050946043942	0.0509650130005373	0.022359918396143	2.2359918396143	0.777066951890941	3.11074569571144e-10	TRUE	Hypermethylated	0.102714456	0.639125652	0.639125652	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Grik2	ENSMUSG00000056073.16	chr10	49094832	49788766	693934	Active_Promoter	Active	K27ac only	0.0179424716167339	0.0161581640041215	-0.00178430761261238	-0.178430761261238	-0.362723217836687	3.18373555083638e-10	TRUE	Hypomethylated	1.379632892	1.11e-06	3.84e-22	5	5	TRUE	FALSE	FALSE	TRUE	Q2
Gm973	ENSMUSG00000047361.16	chr1	59516263	59636417	120154	Unmarked_Promoter	Active	K27ac only	0.0359640250152312	0.0487278314406366	0.0127638064254054	1.27638064254054	0.392848851087985	3.20946031242631e-10	TRUE	Hypermethylated	-0.018257962	0.953398683	4.45e-16	13	5	FALSE	FALSE	TRUE	FALSE	Q4
Cux2	ENSMUSG00000042589.18	chr5	121856365	122050102	193737	Unmarked_Promoter	Enhancer_Marked	Neither	0.0287470295688784	0.0228652535346242	-0.00588177603425414	-0.588177603425414	-0.431643153078481	3.2680191401179e-10	TRUE	Hypomethylated	0.009093269	0.980604757	3.21e-05	11	4	FALSE	FALSE	FALSE	TRUE	Q2
Kbtbd12	ENSMUSG00000033182.12	chr6	88545113	88637950	92837	Unmarked_Promoter	Mixed	Bivalent	0.0263935856668194	0.0391157431866671	0.0127221575198477	1.27221575198477	0.489521963164117	3.71400242814923e-10	TRUE	Hypermethylated	1.592212304	2.53e-08	2.53e-08	2	2	TRUE	FALSE	TRUE	TRUE	Q1
Shank2	ENSMUSG00000037541.22	chr7	144001927	144424494	422567	Unmarked_Promoter	Polycomb	K27me3 only	0.0352859979289133	0.0310395894890696	-0.00424640843984371	-0.424640843984371	-0.266118953448009	3.7358053716122e-10	TRUE	Hypomethylated	0.131482142	0.570520959	0.000175918	29	7	FALSE	FALSE	FALSE	TRUE	Q2
Pde4b	ENSMUSG00000028525.16	chr4	102087542	102607259	519717	Active_Promoter	Active	K27ac only	0.0223878029579437	0.0200999151532631	-0.00228788780468054	-0.228788780468054	-0.314471653989661	3.90220640986504e-10	TRUE	Hypomethylated	-0.021376925	0.944759302	3.7e-05	4	2	FALSE	FALSE	FALSE	FALSE	Q3
Nfia	ENSMUSG00000028565.18	chr4	97772733	98118874	346141	Unmarked_Promoter	Active	K27ac only	0.0233954427574601	0.0318810151531497	0.00848557239568958	0.848557239568958	0.332836297573765	4.03300076225684e-10	TRUE	Hypermethylated	0.179343726	0.415180127	6.5e-11	12	9	FALSE	FALSE	TRUE	TRUE	Q1
Grxcr1	ENSMUSG00000068082.12	chr5	68031834	68166398	134564	Unmarked_Promoter	Active	K27ac only	0.0321014751707772	0.0457440185306945	0.0136425433599173	1.36425433599173	0.44469000264128	5.00446831906107e-10	TRUE	Hypermethylated	-0.401701945	0.116790505	3.02e-25	18	15	FALSE	FALSE	TRUE	FALSE	Q4
Myo3b	ENSMUSG00000042064.13	chr2	70039125	70429198	390073	Unmarked_Promoter	Polycomb	K27me3 only	0.0245705416111118	0.0318757990535998	0.00730525744248798	0.730525744248798	0.293973996747911	5.03953274948368e-10	TRUE	Hypermethylated	0.596026239	0.022895238	1.98e-05	4	2	TRUE	FALSE	TRUE	TRUE	Q1
Prune2	ENSMUSG00000039126.10	chr19	16956117	17223932	267815	Repressed_Promoter	Mixed	Bivalent	0.0197834057622813	0.0273463919355633	0.007562986173282	0.7562986173282	0.367995412682681	5.192532628895e-10	TRUE	Hypermethylated	-0.093867759	0.652965546	8.98e-24	8	5	FALSE	FALSE	TRUE	FALSE	Q4
Pde10a	ENSMUSG00000023868.17	chr17	8525371	8986648	461277	Active_Promoter	Active	K27ac only	0.0226481881673888	0.0200021585361296	-0.00264602963125929	-0.264602963125929	-0.312289633168515	5.38509776212041e-10	TRUE	Hypomethylated	0.029405972	0.918075738	0.002103322	8	1	FALSE	FALSE	FALSE	TRUE	Q2
Mad1l1	ENSMUSG00000029554.15	chr5	140008688	140321552	312864	Unmarked_Promoter	Enhancer_Marked	Neither	0.0355670835429646	0.0308951611870064	-0.00467192235595824	-0.467192235595824	-0.296114497124924	5.70156998415527e-10	TRUE	Hypomethylated	-0.063247014	0.784758879	0.088285842	27	0	FALSE	FALSE	FALSE	FALSE	Q3
Ptchd4	ENSMUSG00000042256.5	chr17	42315946	42505077	189131	Active_Promoter	Active	K27ac only	0.0287531205437746	0.0390681607525105	0.010315040208736	1.0315040208736	0.378139257899943	5.70156998415527e-10	TRUE	Hypermethylated	1.084077094	3.05e-06	7.61e-14	7	7	TRUE	FALSE	TRUE	TRUE	Q1
Klhl29	ENSMUSG00000020627.10	chr12	5077471	5375682	298211	Active_Promoter	Active	K27ac only	0.0335203886411504	0.0289419688101305	-0.00457841983101994	-0.457841983101994	-0.302475044505966	6.26544416202404e-10	TRUE	Hypomethylated	-0.097964558	0.661493901	0.011994917	20	1	FALSE	FALSE	FALSE	FALSE	Q3
Ralgps1	ENSMUSG00000038831.16	chr2	33133416	33371486	238070	Unmarked_Promoter	Active	K27ac only	0.0258186747361088	0.0220811684000315	-0.00373750633607736	-0.373750633607736	-0.355979048947268	6.58763352301267e-10	TRUE	Hypomethylated	-0.042291428	0.871661961	0.349238419	4	0	FALSE	FALSE	FALSE	FALSE	Q3
Pex14	ENSMUSG00000028975.16	chr4	148960534	149099876	139342	Unmarked_Promoter	Enhancer_Marked	Neither	0.0299984962842972	0.0244165386900068	-0.00558195759429044	-0.558195759429044	-0.416452947976027	6.58763352301267e-10	TRUE	Hypomethylated	-0.405099648	0.091799755	0.091799755	4	0	FALSE	FALSE	FALSE	FALSE	Q3
Ift57	ENSMUSG00000032965.11	chr16	49699232	49765126	65894	Active_Promoter	Active	K27ac only	0.0258154531740648	0.0400013567280723	0.0141859035540074	1.41859035540074	0.546474293171703	7.22154833120972e-10	TRUE	Hypermethylated	0.112764298	0.577711507	6.72e-11	4	2	FALSE	FALSE	TRUE	TRUE	Q1
Snph	ENSMUSG00000027457.15	chr2	151590548	151632593	42045	Active_Promoter	Mixed	Bivalent	0.0620333485630599	0.0456820827418252	-0.0163512658212347	-1.63512658212347	-0.495987845937193	7.35263562664815e-10	TRUE	Hypomethylated	-0.067130688	0.768094553	7.52e-05	7	5	FALSE	FALSE	FALSE	FALSE	Q3
Elp4	ENSMUSG00000027167.11	chr2	105701026	105904564	203538	Active_Promoter	Active	K27ac only	0.0236399552904004	0.0330167751323736	0.00937681984197319	0.937681984197319	0.371313203624693	7.70430958154427e-10	TRUE	Hypermethylated	1.598505291	2.28e-05	1.16e-11	5	5	TRUE	FALSE	TRUE	TRUE	Q1
Dagla	ENSMUSG00000035735.10	chr19	10245264	10304877	59613	Unmarked_Promoter	Polycomb	K27me3 only	0.0424808500702686	0.0304338200169934	-0.0120470300532752	-1.20470300532752	-0.54048987452467	8.09139378987435e-10	TRUE	Hypomethylated	0.031549857	0.911517867	4.23e-07	13	2	FALSE	FALSE	FALSE	TRUE	Q2
Nkain3	ENSMUSG00000055761.14	chr4	20118873	20778866	659993	Repressed_Promoter	Polycomb	K27me3 only	0.0153659398654961	0.0217329264413736	0.00636698657587755	0.636698657587755	0.353168298996899	8.2025648719632e-10	TRUE	Hypermethylated	0.124860795	0.537289822	1.13e-15	3	2	FALSE	FALSE	TRUE	TRUE	Q1
Kctd8	ENSMUSG00000037653.7	chr5	69109284	69341679	232395	Active_Promoter	Active	K27ac only	0.0216410428709274	0.0303228454958256	0.00868180262489815	0.868180262489815	0.374568196650114	8.2025648719632e-10	TRUE	Hypermethylated	-0.024683097	0.933036498	1.15e-11	3	2	FALSE	FALSE	TRUE	FALSE	Q4
Gtf3c1	ENSMUSG00000032777.9	chr7	125640953	125707780	66827	Unmarked_Promoter	Enhancer_Marked	Neither	0.024396031317162	0.0163109483687367	-0.0080850829484253	-0.80850829484253	-0.748304288861741	8.2025648719632e-10	TRUE	Hypomethylated	-0.081048146	0.707414606	0.04495512	6	1	FALSE	FALSE	FALSE	FALSE	Q3
Slc5a10	ENSMUSG00000042371.12	chr11	61672780	61720826	48046	Unmarked_Promoter	Polycomb	K27me3 only	0.0498058797227631	0.0368402670809517	-0.0129656126418114	-1.29656126418114	-0.533401097352212	8.2025648719632e-10	TRUE	Hypomethylated	-0.002920635	0.994092053	0.355455813	3	0	FALSE	FALSE	FALSE	FALSE	Q3
Ebf2	ENSMUSG00000022053.13	chr14	67233291	67430918	197627	Repressed_Promoter	Polycomb	K27me3 only	0.0300912914570086	0.0251679826225306	-0.00492330883447798	-0.492330883447798	-0.378688868504365	8.35245763386638e-10	TRUE	Hypomethylated	-0.451989793	0.096486775	0.000381493	7	4	FALSE	FALSE	FALSE	FALSE	Q3
Sybu	ENSMUSG00000022340.15	chr15	44671855	44788063	116208	Active_Promoter	Active	K27ac only	0.024419741601114	0.0359965626123402	0.0115768210112262	1.15768210112262	0.467462448113411	8.40867100135738e-10	TRUE	Hypermethylated	1.156926437	5.01e-05	5.01e-05	2	2	TRUE	FALSE	TRUE	TRUE	Q1
Mamdc2	ENSMUSG00000033207.7	chr19	23302608	23448442	145834	Active_Promoter	Active	K27ac only	0.0263719373695134	0.0363279794374398	0.00995604206792635	0.995604206792635	0.38471404391457	9.27394793263025e-10	TRUE	Hypermethylated	0.190460589	0.377600617	2.61e-23	6	4	FALSE	FALSE	TRUE	TRUE	Q1
Sdk1	ENSMUSG00000039683.16	chr5	141241489	142215586	974097	Repressed_Promoter	Polycomb	K27me3 only	0.0391162097526782	0.0360635485007245	-0.00305266125195373	-0.305266125195373	-0.184403185691225	1.01080701457051e-09	TRUE	Hypomethylated	-0.551299101	0.064822915	0.004122668	42	4	FALSE	FALSE	FALSE	FALSE	Q3
Prkca	ENSMUSG00000050965.14	chr11	107933386	108343928	410542	Active_Promoter	Polycomb	K27me3 only	0.0321672063033292	0.0280521506868261	-0.00411505561650307	-0.411505561650307	-0.275470529410872	1.04206533546276e-09	TRUE	Hypomethylated	-0.134137549	0.520266935	0.00021448	7	2	FALSE	FALSE	FALSE	FALSE	Q3
Mark1	ENSMUSG00000026620.11	chr1	184896788	184999570	102782	Active_Promoter	Mixed	Bivalent	0.034955892677058	0.027728750619331	-0.00722714205772702	-0.722714205772702	-0.452356400075257	1.08224925905765e-09	TRUE	Hypomethylated	0.135044581	0.523310488	0.523310488	1	0	FALSE	FALSE	FALSE	TRUE	Q2
Galnt7	ENSMUSG00000031608.13	chr8	57523827	57653032	129205	Active_Promoter	Active	K27ac only	0.0177070551788316	0.0269977464965421	0.00929069131771049	0.929069131771049	0.497410617866958	1.17627193892799e-09	TRUE	Hypermethylated	1.329508134	2.74e-06	1.87e-07	6	3	TRUE	FALSE	TRUE	TRUE	Q1
Celf4	ENSMUSG00000024268.16	chr18	25477631	25754157	276526	Active_Promoter	Active	K27ac only	0.0275039872775941	0.0235654896336501	-0.00393849764394399	-0.393849764394399	-0.347936515756423	1.62875513658436e-09	TRUE	Hypomethylated	0.322721573	0.100406487	1.26e-06	55	5	FALSE	FALSE	FALSE	TRUE	Q2
