gene_name	chr	is_synapse_and_mecp2_up	atac_remodeled
Zhx3	chr2	FALSE	FALSE
Lrrc8d	chr5	FALSE	FALSE
Erp44	chr4	FALSE	FALSE
Nos2	chr11	FALSE	TRUE
Rsf1	chr7	FALSE	FALSE
Cwc27	chr13	FALSE	FALSE
R3hdm2	chr10	FALSE	TRUE
Cers6	chr2	FALSE	FALSE
Pacs2	chr12	FALSE	TRUE
Ppp4r4	chr12	FALSE	FALSE
Arhgef10l	chr4	FALSE	TRUE
Mpp7	chr18	FALSE	FALSE
Cdh10	chr15	FALSE	FALSE
Actr3b	chr5	FALSE	FALSE
Dock9	chr14	FALSE	FALSE
Frmd6	chr12	FALSE	FALSE
Cmss1	chr16	FALSE	FALSE
Vps41	chr13	FALSE	FALSE
Adgrl2	chr3	FALSE	TRUE
Pls1	chr9	FALSE	FALSE
Zeb2	chr2	FALSE	FALSE
B3galt5	chr16	FALSE	TRUE
Atxn10	chr15	FALSE	FALSE
Fbxl7	chr15	FALSE	FALSE
Chd6	chr2	FALSE	FALSE
Bicdl1	chr5	FALSE	FALSE
Cdcp3	chr7	FALSE	TRUE
Eya1	chr1	FALSE	TRUE
Ntn4	chr10	TRUE	FALSE
Bnc2	chr4	FALSE	FALSE
Edn2	chr4	FALSE	FALSE
Dusp22	chr13	FALSE	FALSE
Itpr3	chr17	FALSE	FALSE
Slc49a4	chr16	FALSE	FALSE
Galnt16	chr12	FALSE	TRUE
Dnajc12	chr10	FALSE	FALSE
Pan3	chr5	FALSE	FALSE
Stk24	chr14	FALSE	FALSE
Gatad2a	chr8	FALSE	FALSE
Mcc	chr18	FALSE	TRUE
Esr1	chr10	FALSE	TRUE
Sfmbt1	chr14	FALSE	FALSE
Ptprs	chr17	FALSE	TRUE
Nphp4	chr4	FALSE	FALSE
Syt7	chr19	FALSE	TRUE
Ppp3ca	chr3	FALSE	FALSE
Kcnip4	chr5	FALSE	TRUE
Ano3	chr2	FALSE	FALSE
Cd47	chr16	FALSE	FALSE
Elovl6	chr3	FALSE	FALSE
Brinp2	chr1	FALSE	FALSE
Islr2	chr9	FALSE	FALSE
Ccdc33	chr9	FALSE	FALSE
Nrg2	chr18	FALSE	FALSE
Vrk1	chr12	FALSE	FALSE
Crim1	chr17	FALSE	FALSE
Shb	chr4	FALSE	TRUE
Mrc2	chr11	FALSE	FALSE
Klhl32	chr4	FALSE	FALSE
Ralgps2	chr1	FALSE	FALSE
Dtd1	chr2	FALSE	FALSE
Rph3a	chr5	FALSE	FALSE
Marchf10	chr11	FALSE	FALSE
Fgf5	chr5	FALSE	TRUE
Dok7	chr5	FALSE	FALSE
Rell1	chr5	FALSE	FALSE
D7Ertd443e	chr7	FALSE	TRUE
Zhx2	chr15	FALSE	FALSE
Hcn4	chr9	FALSE	TRUE
Csnk1g1	chr9	FALSE	TRUE
Spata13	chr14	FALSE	FALSE
Slit2	chr5	FALSE	FALSE
Ulk4	chr9	FALSE	FALSE
Ank2	chr3	FALSE	TRUE
Jakmip2	chr18	FALSE	FALSE
Acaca	chr11	FALSE	FALSE
Hs3st5	chr10	FALSE	FALSE
R3hdm1	chr1	FALSE	TRUE
Clasp1	chr1	FALSE	FALSE
Nckap5	chr1	FALSE	FALSE
Rai1	chr11	FALSE	TRUE
Pcsk2	chr2	FALSE	FALSE
Aldh1l1	chr6	FALSE	FALSE
9130401M01Rik	chr15	FALSE	FALSE
Cnot2	chr10	FALSE	FALSE
4930447A16Rik	chr15	FALSE	TRUE
Mast2	chr4	FALSE	FALSE
Pds5a	chr5	FALSE	FALSE
Nars2	chr7	FALSE	FALSE
Smpd3	chr8	FALSE	FALSE
Dnah8	chr17	FALSE	FALSE
Ndufs4	chr13	FALSE	FALSE
Kdm4c	chr4	FALSE	FALSE
Pitpnm2	chr5	FALSE	TRUE
Dlg2	chr7	FALSE	FALSE
Filip1l	chr16	FALSE	FALSE
Eva1c	chr16	FALSE	FALSE
Casz1	chr4	FALSE	TRUE
Ano6	chr15	FALSE	FALSE
Spire1	chr18	FALSE	FALSE
Ankef1	chr2	FALSE	TRUE
Fam81b	chr13	FALSE	FALSE
Vwc2l	chr1	FALSE	TRUE
Tbc1d14	chr5	FALSE	FALSE
Ubac2	chr14	FALSE	FALSE
Sardh	chr2	FALSE	TRUE
Chn1	chr2	FALSE	TRUE
Ppp2r5e	chr12	FALSE	FALSE
Cst8	chr2	FALSE	TRUE
Kansl1	chr11	FALSE	FALSE
Hlcs	chr16	FALSE	FALSE
Caln1	chr5	FALSE	TRUE
Arhgap12	chr18	FALSE	FALSE
Zfp280d	chr9	FALSE	FALSE
Stk32c	chr7	FALSE	FALSE
Elavl2	chr4	FALSE	FALSE
Pde3b	chr7	FALSE	FALSE
Chrdl2	chr7	FALSE	TRUE
Phactr1	chr13	FALSE	FALSE
Gng12	chr6	FALSE	FALSE
Egfr	chr11	FALSE	FALSE
Fyn	chr10	FALSE	FALSE
Clasp2	chr9	FALSE	FALSE
Rfx3	chr19	FALSE	FALSE
Nrg4	chr9	FALSE	FALSE
Rbfox3	chr11	FALSE	FALSE
Lgr4	chr2	FALSE	FALSE
Cdh2	chr18	FALSE	FALSE
Upf2	chr2	FALSE	FALSE
Slc1a1	chr19	FALSE	TRUE
Dhx32	chr7	FALSE	FALSE
Fbxl17	chr17	FALSE	FALSE
Tunar	chr12	FALSE	TRUE
Slc44a1	chr4	FALSE	FALSE
Epha4	chr1	FALSE	FALSE
Dscam	chr16	FALSE	FALSE
Tmem108	chr9	FALSE	FALSE
Pola1	chrX	FALSE	FALSE
Invs	chr4	FALSE	FALSE
Ttc3	chr16	FALSE	FALSE
Mta3	chr17	FALSE	FALSE
Megf10	chr18	FALSE	FALSE
Lpgat1	chr1	FALSE	FALSE
Septin9	chr11	FALSE	FALSE
Ablim1	chr19	FALSE	TRUE
Luzp1	chr4	FALSE	FALSE
Tlk2	chr11	FALSE	FALSE
Edar	chr10	FALSE	FALSE
Wnt4	chr4	FALSE	FALSE
Lrrc20	chr10	FALSE	FALSE
Lurap1l	chr4	FALSE	TRUE
Clpb	chr7	FALSE	FALSE
St6gal1	chr16	FALSE	TRUE
Ebag9	chr15	FALSE	FALSE
CK137956	chr4	FALSE	TRUE
Stxbp4	chr11	FALSE	FALSE
Hdac8	chrX	FALSE	FALSE
Rasal2	chr1	FALSE	FALSE
Oprl1	chr2	FALSE	FALSE
Myo18a	chr11	FALSE	FALSE
Fgd5	chr6	FALSE	TRUE
P4ha2	chr11	FALSE	FALSE
Lrrfip1	chr1	FALSE	TRUE
Coro2b	chr9	FALSE	TRUE
Itga6	chr2	FALSE	FALSE
Ccdc13	chr9	FALSE	TRUE
Map4	chr9	FALSE	FALSE
Adcy7	chr8	FALSE	TRUE
Lrch1	chr14	FALSE	FALSE
Podn	chr4	FALSE	TRUE
Adamts12	chr15	FALSE	FALSE
Rgs9	chr11	FALSE	FALSE
Plcl1	chr1	FALSE	FALSE
Gpr68	chr12	FALSE	FALSE
Mtfr1	chr3	FALSE	FALSE
Daam1	chr12	FALSE	FALSE
Arhgef17	chr7	FALSE	TRUE
Shank1	chr7	FALSE	FALSE
Calcoco1	chr15	FALSE	FALSE
Otud7a	chr7	FALSE	FALSE
Sirpa	chr2	FALSE	FALSE
Upp1	chr11	FALSE	TRUE
Itgb1bp1	chr12	FALSE	FALSE
Ttll5	chr12	FALSE	FALSE
Kcnj3	chr2	FALSE	TRUE
Nwd2	chr5	FALSE	FALSE
Ube2o	chr11	FALSE	FALSE
Myo1e	chr9	FALSE	FALSE
Rps6kc1	chr1	FALSE	TRUE
Klf7	chr1	FALSE	FALSE
Dennd4a	chr9	FALSE	FALSE
Zfp532	chr18	FALSE	FALSE
Slc9a2	chr1	FALSE	TRUE
Poln	chr5	FALSE	FALSE
Ppargc1b	chr18	FALSE	FALSE
Add2	chr6	FALSE	FALSE
Dusp16	chr6	FALSE	FALSE
Vash2	chr1	FALSE	TRUE
Deptor	chr15	FALSE	FALSE
Slc22a14	chr9	FALSE	TRUE
Dnajb6	chr5	FALSE	FALSE
Tbc1d2	chr4	FALSE	FALSE
Ssbp2	chr13	FALSE	FALSE
Rnf130	chr11	FALSE	FALSE
Kcnab2	chr4	FALSE	FALSE
Antxr2	chr5	FALSE	FALSE
Scai	chr2	FALSE	FALSE
Susd4	chr1	FALSE	TRUE
Tmem144	chr3	FALSE	FALSE
Aak1	chr6	FALSE	FALSE
Il17rd	chr14	FALSE	FALSE
Arid1b	chr17	FALSE	FALSE
Sema4d	chr13	FALSE	FALSE
Lrrc1	chr9	FALSE	FALSE
Meis1	chr11	FALSE	FALSE
Setbp1	chr18	FALSE	TRUE
Fmnl2	chr2	FALSE	FALSE
Rnf220	chr4	FALSE	FALSE
Phlpp1	chr1	FALSE	FALSE
Robo1	chr16	FALSE	TRUE
Mnat1	chr12	FALSE	FALSE
Camk2b	chr11	FALSE	TRUE
Kirrel3	chr9	FALSE	FALSE
Ate1	chr7	FALSE	FALSE
Spsb1	chr4	FALSE	FALSE
Qsox1	chr1	FALSE	FALSE
Ptprf	chr4	FALSE	FALSE
Zfp609	chr9	FALSE	FALSE
Fut8	chr12	FALSE	FALSE
Chd7	chr4	FALSE	FALSE
Metap1d	chr2	FALSE	FALSE
Fez2	chr17	FALSE	FALSE
Myrfl	chr10	FALSE	FALSE
Gtf2ird1	chr5	FALSE	FALSE
Smg6	chr11	FALSE	TRUE
Cradd	chr10	FALSE	FALSE
Pik3c2b	chr1	FALSE	FALSE
Pik3ca	chr3	FALSE	FALSE
Arhgef18	chr8	FALSE	FALSE
Bhmt	chr13	FALSE	TRUE
Ptpn4	chr1	FALSE	FALSE
Amph	chr13	FALSE	FALSE
Tcerg1l	chr7	FALSE	FALSE
Map7	chr10	FALSE	FALSE
Pkia	chr3	FALSE	FALSE
Kidins220	chr12	FALSE	FALSE
Stxbp5	chr10	FALSE	FALSE
Zfp148	chr16	FALSE	FALSE
Smarcd3	chr5	FALSE	FALSE
Cyth4	chr15	FALSE	FALSE
Sh3gl2	chr4	FALSE	FALSE
Yipf7	chr5	FALSE	FALSE
Scarb2	chr5	FALSE	FALSE
Ubr4	chr4	FALSE	FALSE
Vasn	chr16	FALSE	FALSE
Sorcs2	chr5	FALSE	TRUE
Tmcc3	chr10	FALSE	TRUE
Lonrf2	chr1	FALSE	FALSE
Ccnk	chr12	FALSE	FALSE
Cnksr2	chrX	FALSE	FALSE
Gabrg1	chr5	FALSE	TRUE
Pawr	chr10	FALSE	TRUE
Osbpl9	chr4	FALSE	TRUE
Atp11a	chr8	FALSE	FALSE
Crppa	chr12	FALSE	FALSE
Zfhx4	chr3	FALSE	FALSE
Bicd1	chr6	FALSE	FALSE
Ccdc138	chr10	FALSE	TRUE
Fam120a	chr13	FALSE	FALSE
Scg2	chr1	FALSE	FALSE
Scube1	chr15	FALSE	TRUE
Fam222a	chr5	FALSE	FALSE
Afg1l	chr10	FALSE	FALSE
Rerg	chr6	FALSE	TRUE
Phtf1	chr3	FALSE	FALSE
Ttll7	chr3	FALSE	FALSE
Adamts17	chr7	FALSE	TRUE
Nt5c2	chr19	FALSE	FALSE
Upp2	chr2	FALSE	FALSE
Disp3	chr4	FALSE	FALSE
Cfap74	chr4	FALSE	FALSE
Chil5	chr3	FALSE	TRUE
Jhy	chr9	FALSE	FALSE
Zic3	chrX	FALSE	TRUE
Syne2	chr12	FALSE	FALSE
Chn2	chr6	FALSE	FALSE
Thsd7b	chr1	FALSE	TRUE
Dhtkd1	chr2	FALSE	FALSE
Kcnb1	chr2	FALSE	TRUE
Ptk2b	chr14	FALSE	FALSE
Gpm6a	chr8	FALSE	FALSE
Pde3a	chr6	FALSE	FALSE
Helz	chr11	FALSE	TRUE
Cdc42se2	chr11	FALSE	FALSE
Gnao1	chr8	FALSE	FALSE
Fam172a	chr13	FALSE	FALSE
Homer2	chr7	FALSE	TRUE
Adam23	chr1	FALSE	FALSE
Rab3b	chr4	FALSE	FALSE
Kif26b	chr1	FALSE	FALSE
Sptbn1	chr11	FALSE	FALSE
Insc	chr7	FALSE	FALSE
Pcnx	chr12	FALSE	FALSE
Hecw1	chr13	FALSE	TRUE
Smarca4	chr9	FALSE	FALSE
Blm	chr7	FALSE	FALSE
Ophn1	chrX	FALSE	FALSE
Nav2	chr7	FALSE	TRUE
Rgs12	chr5	FALSE	FALSE
Pclo	chr5	FALSE	FALSE
Nr4a2	chr2	FALSE	FALSE
Cdh12	chr15	FALSE	TRUE
Sap30	chr8	FALSE	FALSE
Prl	chr13	FALSE	TRUE
Gsk3b	chr16	FALSE	FALSE
Gnptab	chr10	FALSE	FALSE
Macroh2a1	chr13	FALSE	FALSE
Rnf43	chr11	FALSE	FALSE
Ralgapa1	chr12	FALSE	FALSE
Camk2a	chr18	FALSE	TRUE
Dcp1b	chr6	FALSE	FALSE
Macrod2	chr2	FALSE	FALSE
C1qtnf1	chr11	FALSE	FALSE
Ola1	chr2	FALSE	FALSE
Slc4a10	chr2	FALSE	FALSE
Bfsp2	chr9	FALSE	FALSE
Dnm2	chr9	FALSE	FALSE
Rybp	chr6	FALSE	FALSE
Cdh13	chr8	FALSE	FALSE
Ptpru	chr4	FALSE	FALSE
Rnf111	chr9	FALSE	FALSE
Usp29	chr7	FALSE	FALSE
Grip2	chr6	TRUE	TRUE
Ccser1	chr6	FALSE	FALSE
Igf2bp3	chr6	FALSE	FALSE
Antxr1	chr6	FALSE	FALSE
Cadm1	chr9	FALSE	FALSE
Ilrun	chr17	FALSE	FALSE
Akap12	chr10	FALSE	FALSE
Arpp21	chr9	FALSE	FALSE
Dcstamp	chr15	FALSE	FALSE
Pcbd2	chr13	FALSE	FALSE
Slc1a3	chr15	FALSE	FALSE
Nme7	chr1	FALSE	FALSE
Ncoa6	chr2	FALSE	FALSE
Ddx10	chr9	FALSE	FALSE
Evi5	chr5	FALSE	FALSE
Fntb	chr12	FALSE	FALSE
Phldb1	chr9	FALSE	TRUE
Ovol2	chr2	FALSE	FALSE
AW554918	chr18	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Nxpe4	chr9	FALSE	FALSE
Enkur	chr2	FALSE	FALSE
Loxhd1	chr18	FALSE	FALSE
Itga5	chr15	FALSE	FALSE
Tet2	chr3	FALSE	FALSE
Tnrc6a	chr7	FALSE	FALSE
Kcnh1	chr1	FALSE	FALSE
Gzmn	chr14	FALSE	TRUE
Mmd2	chr5	FALSE	FALSE
Atp9a	chr2	FALSE	FALSE
Insr	chr8	FALSE	FALSE
Lcorl	chr5	FALSE	FALSE
Cd200r3	chr16	FALSE	FALSE
Ttc23	chr7	FALSE	FALSE
Pcnx2	chr8	FALSE	FALSE
Icos	chr1	FALSE	TRUE
Carmil1	chr13	FALSE	TRUE
Lmntd1	chr6	FALSE	FALSE
Lpin1	chr12	FALSE	TRUE
Mdm4	chr1	FALSE	FALSE
Slc7a14	chr3	FALSE	FALSE
Dtnb	chr12	FALSE	FALSE
Nin	chr12	FALSE	TRUE
Pax8	chr2	FALSE	TRUE
Rgs17	chr10	FALSE	TRUE
Usp18	chr6	FALSE	FALSE
Camkmt	chr17	FALSE	FALSE
Ccdc88c	chr12	FALSE	TRUE
Prkg1	chr19	FALSE	TRUE
Lhx3	chr2	FALSE	TRUE
Spats2	chr15	FALSE	FALSE
Nphp1	chr2	FALSE	FALSE
Actn1	chr12	FALSE	TRUE
Myh13	chr11	FALSE	FALSE
Wdfy3	chr5	FALSE	FALSE
Tsc22d1	chr14	FALSE	FALSE
App	chr16	FALSE	FALSE
Il20rb	chr9	FALSE	TRUE
Fry	chr5	FALSE	FALSE
Wwc2	chr8	FALSE	TRUE
Bmp6	chr13	FALSE	FALSE
Fam169a	chr13	FALSE	TRUE
Src	chr2	FALSE	TRUE
Map3k4	chr17	FALSE	TRUE
Nup188	chr2	FALSE	TRUE
Glg1	chr8	FALSE	FALSE
Large1	chr8	FALSE	FALSE
Plbd2	chr5	FALSE	FALSE
Bmpr1b	chr3	FALSE	FALSE
Tango6	chr8	FALSE	FALSE
Sptbn4	chr7	FALSE	FALSE
Fbxo10	chr4	FALSE	FALSE
Glp1r	chr17	FALSE	FALSE
Pde8a	chr7	FALSE	FALSE
Pou2f1	chr1	FALSE	FALSE
Ppm1e	chr11	FALSE	TRUE
Gab2	chr7	FALSE	FALSE
Shroom3	chr5	FALSE	TRUE
Sdc3	chr4	FALSE	TRUE
Cacna1a	chr8	FALSE	FALSE
Sel1l3	chr5	FALSE	FALSE
Alpl	chr4	FALSE	FALSE
Schip1	chr3	FALSE	FALSE
Bnip5	chr17	FALSE	FALSE
Adgrb2	chr4	FALSE	FALSE
Ppp2r5c	chr12	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Kif3b	chr2	FALSE	FALSE
Arhgap44	chr11	FALSE	TRUE
Rb1	chr14	FALSE	FALSE
Kyat3	chr3	FALSE	FALSE
Eda	chrX	FALSE	TRUE
Kcnk13	chr12	FALSE	TRUE
Tbc1d19	chr5	FALSE	FALSE
Baiap2	chr11	FALSE	TRUE
Kdm4b	chr17	FALSE	FALSE
Ube2w	chr1	FALSE	FALSE
Mcph1	chr8	FALSE	FALSE
Dtx1	chr5	FALSE	FALSE
Stk4	chr2	FALSE	FALSE
Scp2	chr4	FALSE	FALSE
Lrch3	chr16	FALSE	FALSE
Cox10	chr11	FALSE	FALSE
Rap1a	chr3	FALSE	FALSE
Iqgap1	chr7	FALSE	FALSE
Oxsr1	chr9	FALSE	FALSE
Ppa2	chr3	FALSE	FALSE
Atxn2	chr5	FALSE	FALSE
Gsap	chr5	FALSE	TRUE
Paqr5	chr9	FALSE	FALSE
Cachd1	chr4	FALSE	FALSE
Ppp1r13b	chr12	FALSE	FALSE
F13a1	chr13	FALSE	FALSE
Plxna2	chr1	FALSE	FALSE
Jak1	chr4	FALSE	FALSE
Prmt3	chr7	FALSE	FALSE
Slc39a10	chr1	FALSE	FALSE
Mrps9	chr1	FALSE	FALSE
Nrxn2	chr19	FALSE	FALSE
Clmn	chr12	FALSE	FALSE
Ankrd44	chr1	FALSE	FALSE
Auh	chr13	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Wnk2	chr13	FALSE	FALSE
Gsn	chr2	FALSE	FALSE
Iffo2	chr4	FALSE	FALSE
Srbd1	chr17	FALSE	FALSE
Ikzf2	chr1	FALSE	FALSE
Klf12	chr14	FALSE	FALSE
Brip1	chr11	FALSE	FALSE
Btbd7	chr12	FALSE	FALSE
Rsph14	chr10	FALSE	FALSE
Sptlc2	chr12	FALSE	FALSE
Mdga2	chr12	FALSE	TRUE
Adarb1	chr10	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Klf3	chr5	FALSE	TRUE
Trub1	chr19	FALSE	FALSE
Dgkg	chr16	FALSE	TRUE
Lin7a	chr10	FALSE	FALSE
Ism1	chr2	FALSE	FALSE
Zfyve9	chr4	FALSE	FALSE
Glra2	chrX	TRUE	FALSE
Aftph	chr11	FALSE	FALSE
Tet3	chr6	FALSE	FALSE
Kiz	chr2	FALSE	FALSE
Pias1	chr9	FALSE	FALSE
Paqr8	chr1	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Brd4	chr17	FALSE	FALSE
Tmem61	chr4	FALSE	FALSE
Adgrv1	chr13	FALSE	TRUE
Myo1b	chr1	FALSE	TRUE
Scarb1	chr5	FALSE	TRUE
Dcbld1	chr10	FALSE	FALSE
Sh3tc2	chr18	FALSE	FALSE
Mctp2	chr7	TRUE	FALSE
Lmtk2	chr5	FALSE	FALSE
Irx5	chr8	FALSE	FALSE
Nbas	chr12	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
a	chr2	FALSE	FALSE
Msh3	chr13	FALSE	FALSE
Cers4	chr8	FALSE	TRUE
Papola	chr12	FALSE	FALSE
Smurf1	chr5	FALSE	FALSE
Phf14	chr6	FALSE	FALSE
Lgr6	chr1	FALSE	FALSE
Ap2b1	chr11	FALSE	FALSE
Cfap77	chr2	FALSE	FALSE
Tbcd	chr11	FALSE	FALSE
Scmh1	chr4	FALSE	FALSE
Umodl1	chr17	FALSE	FALSE
4930523C07Rik	chr1	FALSE	TRUE
Ly6g6d	chr17	FALSE	TRUE
Ccn4	chr15	FALSE	FALSE
Apba1	chr19	FALSE	FALSE
Mapt	chr11	FALSE	FALSE
Pepd	chr7	FALSE	FALSE
Prep	chr10	FALSE	FALSE
Il4ra	chr7	FALSE	TRUE
Marf1	chr16	FALSE	FALSE
Sema4b	chr7	FALSE	FALSE
Cfap221	chr1	FALSE	FALSE
Man1c1	chr4	FALSE	FALSE
Aox1	chr1	FALSE	FALSE
Arvcf	chr16	FALSE	FALSE
Vps8	chr16	FALSE	FALSE
Pde1a	chr2	FALSE	TRUE
Phyhipl	chr10	FALSE	FALSE
Angel1	chr12	FALSE	FALSE
Chdh	chr14	FALSE	FALSE
Hectd4	chr5	FALSE	FALSE
Esrrb	chr12	FALSE	TRUE
Myzap	chr9	FALSE	TRUE
Pkn2	chr3	FALSE	FALSE
Prr5	chr15	FALSE	FALSE
Vit	chr17	FALSE	FALSE
Fam78b	chr1	FALSE	FALSE
Ap1g1	chr8	FALSE	FALSE
Atp2b4	chr1	FALSE	TRUE
Acvr2a	chr2	FALSE	FALSE
Wdr70	chr15	FALSE	FALSE
Slc2a13	chr15	FALSE	FALSE
Ergic1	chr17	FALSE	FALSE
Tnfrsf19	chr14	FALSE	TRUE
Emsy	chr7	FALSE	FALSE
Xpr1	chr1	FALSE	FALSE
Hhat	chr1	FALSE	FALSE
Unc5c	chr3	FALSE	FALSE
Lmbr1	chr5	FALSE	TRUE
Ppcdc	chr9	FALSE	FALSE
3110009E18Rik	chr1	FALSE	FALSE
Galnt3	chr2	FALSE	FALSE
Me1	chr9	FALSE	FALSE
Smarca2	chr19	FALSE	TRUE
Iqsec3	chr6	FALSE	TRUE
Bcat1	chr6	FALSE	TRUE
Arl4a	chr12	FALSE	FALSE
Lcor	chr19	FALSE	FALSE
Srrm4	chr5	FALSE	FALSE
Nhs	chrX	FALSE	TRUE
Arfgef2	chr2	FALSE	FALSE
7530416G11Rik	chr15	FALSE	FALSE
Dop1b	chr16	FALSE	FALSE
Slitrk2	chrX	TRUE	FALSE
Grm1	chr10	FALSE	FALSE
Emid1	chr11	FALSE	FALSE
Zfp943	chr17	FALSE	FALSE
Lrrfip2	chr9	FALSE	FALSE
Dach1	chr14	FALSE	FALSE
Epb41l3	chr17	FALSE	TRUE
Nckap1	chr2	FALSE	FALSE
Atf7	chr15	FALSE	FALSE
Pcdh15	chr10	FALSE	TRUE
Sgsm3	chr15	FALSE	FALSE
Atp9b	chr18	FALSE	FALSE
Dnmbp	chr19	FALSE	TRUE
Sox6	chr7	FALSE	FALSE
Spopl	chr2	FALSE	FALSE
Frmd8	chr19	FALSE	FALSE
Ppfibp2	chr7	FALSE	FALSE
Psmd14	chr2	FALSE	FALSE
Atp7a	chrX	FALSE	FALSE
Stim2	chr5	FALSE	FALSE
Txndc16	chr14	FALSE	FALSE
Rnf213	chr11	FALSE	FALSE
Dpt	chr1	FALSE	FALSE
Retreg1	chr15	FALSE	FALSE
Cstf3	chr2	FALSE	FALSE
Pik3cb	chr9	FALSE	FALSE
Rgs20	chr1	FALSE	FALSE
Bckdhb	chr9	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Nhej1	chr1	FALSE	FALSE
Gan	chr8	FALSE	FALSE
Tmco4	chr4	FALSE	TRUE
Nsd3	chr8	FALSE	FALSE
Ralyl	chr3	FALSE	TRUE
Axdnd1	chr1	FALSE	FALSE
Pde7b	chr10	FALSE	TRUE
Slc23a2	chr2	FALSE	FALSE
Fcho2	chr13	FALSE	FALSE
Vangl1	chr3	FALSE	FALSE
Pld1	chr3	FALSE	FALSE
Cobll1	chr2	FALSE	TRUE
Tmem163	chr1	FALSE	FALSE
Cpeb1	chr7	FALSE	TRUE
Txnl4b	chr8	FALSE	FALSE
Ret	chr6	FALSE	TRUE
Nrf1	chr6	FALSE	FALSE
Mettl21e	chr1	FALSE	FALSE
Lmo1	chr7	FALSE	FALSE
Elf2	chr3	FALSE	FALSE
Cacnb2	chr2	FALSE	FALSE
Ttc29	chr8	FALSE	TRUE
Aktip	chr8	FALSE	FALSE
Fgf12	chr16	FALSE	TRUE
Sik2	chr9	FALSE	FALSE
Exph5	chr9	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Trim36	chr18	FALSE	TRUE
Agrp	chr8	FALSE	TRUE
Cenpj	chr14	FALSE	FALSE
Ikbkb	chr8	FALSE	FALSE
Btbd8	chr5	FALSE	FALSE
Rngtt	chr4	FALSE	FALSE
Scin	chr12	FALSE	FALSE
Bmerb1	chr16	FALSE	TRUE
Sorl1	chr9	FALSE	TRUE
Ninj2	chr6	FALSE	TRUE
Tenm3	chr8	FALSE	TRUE
Usp7	chr16	FALSE	FALSE
Fbxw11	chr11	FALSE	FALSE
Diaph3	chr14	FALSE	TRUE
Colgalt2	chr1	FALSE	TRUE
Ccar2	chr14	FALSE	FALSE
Kdm6a	chrX	FALSE	FALSE
Fars2	chr13	FALSE	FALSE
Sntg1	chr1	FALSE	TRUE
Taf3	chr2	FALSE	FALSE
Abcc8	chr7	FALSE	FALSE
Grid2ip	chr5	FALSE	FALSE
Itsn2	chr12	FALSE	FALSE
Pms1	chr1	FALSE	FALSE
Tenm4	chr7	FALSE	TRUE
Bicra	chr7	FALSE	FALSE
Myh10	chr11	FALSE	FALSE
Setd2	chr9	FALSE	FALSE
Kcnma1	chr14	FALSE	FALSE
Atad2b	chr12	FALSE	FALSE
Fam222b	chr11	FALSE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
Lnpk	chr2	FALSE	FALSE
Olfml2b	chr1	FALSE	FALSE
Rgma	chr7	FALSE	FALSE
Vstm2l	chr2	FALSE	TRUE
Adck1	chr12	FALSE	FALSE
Vps13a	chr19	FALSE	FALSE
Th	chr7	FALSE	FALSE
Arid2	chr15	FALSE	FALSE
Mlip	chr9	FALSE	FALSE
Rhbdl3	chr11	FALSE	FALSE
Stxbp5l	chr16	FALSE	FALSE
Abca13	chr11	FALSE	FALSE
Nbeal1	chr1	FALSE	FALSE
Cdc26	chr4	FALSE	FALSE
Tab3	chrX	FALSE	FALSE
Arhgef37	chr18	FALSE	FALSE
Exoc3l	chr8	FALSE	TRUE
Btaf1	chr19	FALSE	FALSE
Senp7	chr16	FALSE	FALSE
Tmtc1	chr6	FALSE	TRUE
Ano5	chr7	FALSE	FALSE
Raph1	chr1	FALSE	FALSE
Pla2g5	chr4	FALSE	FALSE
Sema3f	chr9	FALSE	FALSE
Slco2a1	chr9	FALSE	FALSE
Trim9	chr12	FALSE	FALSE
Medag	chr5	FALSE	FALSE
Dock10	chr1	FALSE	FALSE
Kank1	chr19	FALSE	TRUE
Map6	chr7	FALSE	FALSE
Myo16	chr8	FALSE	TRUE
Zfp385c	chr11	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Ern1	chr11	FALSE	FALSE
Map2k4	chr11	FALSE	FALSE
Kcnh8	chr17	FALSE	TRUE
Notch1	chr2	FALSE	FALSE
Mbtps2	chrX	FALSE	FALSE
Greb1l	chr18	FALSE	TRUE
Fbxw7	chr3	FALSE	FALSE
Thbs2	chr17	TRUE	FALSE
Pbdc1	chrX	FALSE	FALSE
Clgn	chr8	FALSE	FALSE
Pank1	chr19	FALSE	FALSE
Arfgap1	chr2	FALSE	FALSE
Mlph	chr1	FALSE	FALSE
Trp53bp1	chr2	FALSE	FALSE
Prdm11	chr2	FALSE	FALSE
Spin1	chr13	FALSE	FALSE
Smurf2	chr11	FALSE	FALSE
Setd3	chr12	FALSE	FALSE
2900026A02Rik	chr5	FALSE	FALSE
Atf3	chr1	FALSE	FALSE
