gene_name	chr	is_synapse_and_mecp2_up	k27me3_remodeled
Col24a1	chr3	FALSE	FALSE
Tfap2d	chr1	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Kcnk18	chr19	FALSE	FALSE
Tyw5	chr1	FALSE	FALSE
Rimbp2	chr5	FALSE	FALSE
Rnf207	chr4	FALSE	FALSE
Hpgd	chr8	FALSE	TRUE
Gstt2	chr10	FALSE	TRUE
Ucma	chr2	FALSE	FALSE
Mocs1	chr17	FALSE	TRUE
Cybrd1	chr2	FALSE	FALSE
Rtl1	chr12	FALSE	FALSE
Dusp6	chr10	FALSE	TRUE
Cdcp1	chr9	FALSE	FALSE
Tal2	chr4	FALSE	FALSE
Acvrl1	chr15	FALSE	FALSE
Nol4	chr18	FALSE	TRUE
Gria3	chrX	FALSE	FALSE
Gpr132	chr12	FALSE	FALSE
Btg4	chr9	FALSE	TRUE
Gabre	chrX	FALSE	TRUE
Fam149a	chr8	FALSE	TRUE
Prima1	chr12	FALSE	TRUE
Dnajc5b	chr3	FALSE	TRUE
Lad1	chr1	FALSE	TRUE
Gpr26	chr7	FALSE	FALSE
Noxa1	chr2	FALSE	FALSE
Fas	chr19	FALSE	FALSE
Dkk1	chr19	FALSE	FALSE
Notch2	chr3	FALSE	TRUE
Shh	chr5	FALSE	TRUE
Agr3	chr12	FALSE	TRUE
Mdh1b	chr1	FALSE	FALSE
Prtn3	chr10	FALSE	FALSE
Mtnr1b	chr9	FALSE	TRUE
Rai14	chr15	FALSE	TRUE
Cpxm1	chr2	FALSE	FALSE
Tmem171	chr13	FALSE	FALSE
Acaa1b	chr9	FALSE	FALSE
Ptger4	chr15	FALSE	FALSE
Stra6l	chr4	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Mtarc2	chr1	FALSE	TRUE
Il21r	chr7	FALSE	TRUE
Dmrta1	chr4	FALSE	FALSE
S1pr3	chr13	FALSE	FALSE
Vrtn	chr12	FALSE	FALSE
Stk33	chr7	FALSE	FALSE
Foxc2	chr8	FALSE	FALSE
Nms	chr1	FALSE	FALSE
Krtap5-1	chr7	FALSE	FALSE
Nkx3-1	chr14	FALSE	TRUE
Selenov	chr7	FALSE	TRUE
Calcb	chr7	FALSE	FALSE
Esrp2	chr8	FALSE	FALSE
Krt20	chr11	FALSE	FALSE
Fgf15	chr7	FALSE	FALSE
2410137M14Rik	chr17	FALSE	FALSE
4933402J07Rik	chr8	FALSE	TRUE
Prr15l	chr11	FALSE	FALSE
Zfp950	chr19	FALSE	TRUE
Ythdf3	chr3	FALSE	TRUE
Nrbf2	chr10	FALSE	FALSE
Tti1	chr2	FALSE	FALSE
Sh3bgr	chr16	FALSE	TRUE
Gpr139	chr7	FALSE	TRUE
Ptprt	chr2	FALSE	TRUE
Cstf2t	chr19	FALSE	TRUE
Art3	chr5	FALSE	TRUE
Thbs1	chr2	FALSE	FALSE
Stk26	chrX	FALSE	TRUE
Klhl30	chr1	FALSE	FALSE
1700129C05Rik	chr14	FALSE	TRUE
Mkx	chr18	FALSE	TRUE
Scgn	chr13	FALSE	FALSE
Rtf2	chr2	FALSE	FALSE
Pcsk1	chr13	FALSE	FALSE
Lama2	chr10	TRUE	FALSE
Rpap3	chr15	FALSE	TRUE
Npy	chr6	FALSE	FALSE
Arhgef10	chr8	FALSE	TRUE
Gfra2	chr14	FALSE	TRUE
Fam91a1	chr15	FALSE	TRUE
Onecut3	chr10	FALSE	FALSE
Ezh1	chr11	FALSE	TRUE
Nova1	chr12	FALSE	TRUE
Wls	chr3	FALSE	TRUE
Optc	chr1	FALSE	TRUE
Prkag3	chr1	FALSE	FALSE
Stc2	chr11	FALSE	TRUE
1600014C10Rik	chr7	FALSE	FALSE
Trim42	chr9	FALSE	FALSE
Themis2	chr4	FALSE	FALSE
Lgals9	chr11	FALSE	FALSE
Ccdc194	chr8	FALSE	FALSE
Spag16	chr1	FALSE	FALSE
Mt2	chr8	FALSE	TRUE
Sox11	chr12	FALSE	FALSE
Sh3rf1	chr8	FALSE	TRUE
Pole4	chr6	FALSE	FALSE
Slc38a3	chr9	FALSE	FALSE
Cldn9	chr17	FALSE	FALSE
Sema6b	chr17	FALSE	TRUE
Ch25h	chr19	FALSE	FALSE
Fxr1	chr3	FALSE	FALSE
Spo11	chr2	FALSE	FALSE
Tfap2a	chr13	FALSE	FALSE
Otx1	chr11	FALSE	FALSE
Fzd10	chr5	FALSE	FALSE
Npbwr1	chr1	FALSE	TRUE
Neil2	chr14	FALSE	TRUE
Ccdc162	chr10	FALSE	TRUE
Sst	chr16	FALSE	FALSE
Gp1bb	chr16	FALSE	FALSE
Ddc	chr11	FALSE	TRUE
Pnoc	chr14	FALSE	FALSE
Cntnap5b	chr1	FALSE	TRUE
Als2cl	chr9	FALSE	FALSE
Tbx1	chr16	FALSE	FALSE
Arhgap32	chr9	TRUE	FALSE
Tmprss2	chr16	FALSE	FALSE
Aldh8a1	chr10	FALSE	FALSE
Tead2	chr7	FALSE	FALSE
Cd37	chr7	FALSE	FALSE
Mybpc1	chr10	FALSE	FALSE
Dph5	chr3	FALSE	FALSE
Setd4	chr16	FALSE	FALSE
Adamts1	chr16	FALSE	TRUE
Sema5a	chr15	FALSE	TRUE
Adap2	chr11	FALSE	FALSE
Prph	chr15	FALSE	FALSE
T2	chr17	FALSE	TRUE
Pkp2	chr16	FALSE	FALSE
Pah	chr10	FALSE	TRUE
Mc2r	chr18	FALSE	TRUE
Veph1	chr3	FALSE	FALSE
Tbx20	chr9	FALSE	FALSE
Myf5	chr10	FALSE	FALSE
Rbmxl2	chr7	FALSE	FALSE
Tifab	chr13	FALSE	FALSE
Ccr4	chr9	FALSE	FALSE
1700025C18Rik	chr2	FALSE	TRUE
Mitf	chr6	FALSE	TRUE
Eif1a	chr18	FALSE	FALSE
Tigit	chr16	FALSE	FALSE
Kif7	chr7	FALSE	FALSE
Fzd2	chr11	FALSE	FALSE
C1d	chr11	FALSE	FALSE
Pdk4	chr6	FALSE	TRUE
Cartpt	chr13	FALSE	FALSE
Kbtbd13	chr9	FALSE	FALSE
Fxyd5	chr7	FALSE	TRUE
Fscb	chr12	FALSE	FALSE
Zmat4	chr8	FALSE	FALSE
Vill	chr9	FALSE	FALSE
Cdx1	chr18	FALSE	FALSE
Tmem26	chr10	FALSE	FALSE
Rpp21	chr17	FALSE	FALSE
Gas1	chr13	FALSE	FALSE
Kcna3	chr3	FALSE	FALSE
Rprml	chr11	FALSE	TRUE
Ppm1a	chr12	FALSE	TRUE
Carhsp1	chr16	FALSE	FALSE
Wnk4	chr11	FALSE	FALSE
Nrarp	chr2	FALSE	FALSE
Ankrd1	chr19	FALSE	FALSE
Cd55	chr1	FALSE	TRUE
Lyzl1	chr18	FALSE	FALSE
Tbx2	chr11	FALSE	FALSE
Rp1l1	chr14	FALSE	FALSE
Msr1	chr8	FALSE	TRUE
Slc12a7	chr13	FALSE	TRUE
Fli1	chr9	FALSE	FALSE
Prdm14	chr1	FALSE	FALSE
Fbxo32	chr15	FALSE	FALSE
Gjc2	chr11	FALSE	FALSE
Bicc1	chr10	FALSE	TRUE
Sqor	chr2	FALSE	TRUE
Pou4f3	chr18	FALSE	FALSE
Irf4	chr13	FALSE	FALSE
Wnt6	chr1	FALSE	FALSE
Azi2	chr9	FALSE	FALSE
Cpz	chr5	FALSE	FALSE
Shfl	chr9	FALSE	FALSE
Lhx9	chr1	FALSE	FALSE
Psmb7	chr2	FALSE	FALSE
Cytl1	chr5	FALSE	TRUE
Kcnk4	chr19	FALSE	FALSE
Etv4	chr11	FALSE	FALSE
Mgp	chr6	FALSE	FALSE
Metap1	chr3	FALSE	TRUE
Tha1	chr11	FALSE	TRUE
Klk4	chr7	FALSE	FALSE
Ddx47	chr6	FALSE	TRUE
Ndfip1	chr18	FALSE	FALSE
Susd5	chr9	FALSE	FALSE
Znrf2	chr6	FALSE	TRUE
Klhl1	chr14	FALSE	FALSE
Cdh23	chr10	FALSE	TRUE
Myf6	chr10	FALSE	FALSE
Vstm2a	chr11	FALSE	FALSE
Hnrnpa3	chr2	FALSE	FALSE
Tspan12	chr6	FALSE	FALSE
Vamp5	chr6	FALSE	FALSE
Tfap2b	chr1	FALSE	FALSE
Tdrd7	chr4	FALSE	TRUE
Cyp27b1	chr10	FALSE	FALSE
Dact2	chr17	FALSE	TRUE
Krt84	chr15	FALSE	TRUE
Hoxc13	chr15	FALSE	FALSE
Cdkn1c	chr7	FALSE	FALSE
Alkal2	chr12	FALSE	FALSE
Ctnna2	chr6	TRUE	TRUE
F3	chr3	FALSE	FALSE
Atp2a3	chr11	FALSE	FALSE
Gng4	chr13	FALSE	TRUE
Pla2g7	chr17	FALSE	FALSE
4930407I10Rik	chr15	FALSE	FALSE
Thbd	chr2	FALSE	FALSE
Mycl	chr4	FALSE	TRUE
Pim1	chr17	FALSE	TRUE
Npy1r	chr8	FALSE	FALSE
Ccer1	chr10	FALSE	TRUE
Adrb3	chr8	FALSE	FALSE
Sstr1	chr12	FALSE	FALSE
Pdia6	chr12	FALSE	FALSE
Art5	chr7	FALSE	FALSE
Foxf1	chr8	FALSE	FALSE
Nol3	chr8	FALSE	TRUE
Slc45a1	chr4	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Grhl2	chr15	FALSE	FALSE
Fgg	chr3	FALSE	FALSE
Klrg2	chr6	FALSE	TRUE
AI593442	chr9	FALSE	TRUE
Six5	chr7	FALSE	FALSE
Got2	chr8	FALSE	FALSE
Phox2b	chr5	FALSE	FALSE
Erbb3	chr10	FALSE	FALSE
Sytl4	chrX	FALSE	FALSE
Evpl	chr11	FALSE	FALSE
Igfbp3	chr11	FALSE	FALSE
Pum3	chr19	FALSE	FALSE
2610042L04Rik	chr14	FALSE	TRUE
Smug1	chr15	FALSE	FALSE
Kcne3	chr7	FALSE	FALSE
Chst1	chr2	FALSE	TRUE
Uaca	chr9	FALSE	FALSE
Pik3ap1	chr19	FALSE	FALSE
Akp3	chr1	FALSE	FALSE
Adm2	chr15	FALSE	TRUE
Nfic	chr10	FALSE	FALSE
Adgrf5	chr17	FALSE	FALSE
Fst	chr13	FALSE	FALSE
Ccdc8	chr7	FALSE	TRUE
Ferd3l	chr12	FALSE	FALSE
Ms4a2	chr19	FALSE	FALSE
Nfil3	chr13	FALSE	FALSE
Tmem9	chr1	FALSE	FALSE
Gckr	chr5	FALSE	FALSE
Thsd7a	chr6	FALSE	FALSE
Nr2e1	chr10	FALSE	FALSE
Ptf1a	chr2	FALSE	FALSE
Mcidas	chr13	FALSE	FALSE
Shq1	chr6	FALSE	FALSE
Irx4	chr13	FALSE	FALSE
Nkx6-2	chr7	FALSE	FALSE
Hao2	chr3	FALSE	TRUE
Foxq1	chr13	FALSE	TRUE
Sec61b	chr4	FALSE	TRUE
Pkp1	chr1	FALSE	FALSE
Bsx	chr9	FALSE	FALSE
Ntf3	chr6	FALSE	TRUE
Nrp1	chr8	FALSE	TRUE
Prrx1	chr1	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Fitm2	chr2	FALSE	FALSE
Tagln2	chr1	FALSE	FALSE
Lrrtm1	chr6	FALSE	FALSE
Pla2g4a	chr1	FALSE	TRUE
Ecel1	chr1	FALSE	FALSE
Fam124b	chr1	FALSE	TRUE
Sp7	chr15	FALSE	FALSE
Nodal	chr10	FALSE	FALSE
Tmx1	chr12	FALSE	TRUE
Gorasp2	chr2	FALSE	TRUE
Tac2	chr10	FALSE	FALSE
Slc7a2	chr8	FALSE	FALSE
Gjb3	chr4	FALSE	FALSE
Aqp3	chr4	FALSE	FALSE
Ephb4	chr5	FALSE	FALSE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
Tex50	chr1	FALSE	FALSE
2410004P03Rik	chr12	FALSE	FALSE
Otud6b	chr4	FALSE	FALSE
Grin2d	chr7	FALSE	FALSE
Fut4	chr9	FALSE	FALSE
Mylip	chr13	FALSE	FALSE
Id1	chr2	FALSE	TRUE
Arsi	chr18	FALSE	FALSE
Trh	chr6	FALSE	FALSE
Gdf7	chr12	FALSE	FALSE
Tgfb1	chr7	FALSE	FALSE
Tnfsf10	chr3	FALSE	FALSE
Igf2bp1	chr11	FALSE	FALSE
Fam114a2	chr11	FALSE	TRUE
BC051665	chr13	FALSE	FALSE
Gldn	chr9	FALSE	FALSE
Il33	chr19	FALSE	TRUE
Fzd1	chr5	FALSE	TRUE
Sox1	chr8	FALSE	FALSE
Nxnl2	chr13	FALSE	TRUE
Lbx2	chr6	FALSE	FALSE
H3c4	chr13	FALSE	FALSE
Ggct	chr6	FALSE	FALSE
Hsf2bp	chr17	FALSE	FALSE
Gm15217	chr14	FALSE	FALSE
Pgrmc2	chr3	FALSE	FALSE
Daam2	chr17	FALSE	TRUE
Cep41	chr6	FALSE	FALSE
Fbxo3	chr2	FALSE	FALSE
Lfng	chr5	FALSE	FALSE
Oprd1	chr4	FALSE	FALSE
Clrn3	chr7	FALSE	FALSE
Neil3	chr8	FALSE	TRUE
Zyg11a	chr4	FALSE	FALSE
Hoxd3	chr2	FALSE	FALSE
Krt7	chr15	FALSE	FALSE
Eva1b	chr4	FALSE	FALSE
Socs3	chr11	FALSE	FALSE
Cd72	chr4	FALSE	FALSE
Tpm2	chr4	FALSE	FALSE
Gm597	chr1	FALSE	TRUE
Cga	chr4	FALSE	FALSE
Cgas	chr9	FALSE	FALSE
Dap	chr15	FALSE	FALSE
Mmp2	chr8	FALSE	FALSE
Hand1	chr11	FALSE	FALSE
Robo3	chr9	FALSE	FALSE
Tomm7	chr5	FALSE	FALSE
Sall1	chr8	FALSE	FALSE
Ube2v1	chr2	FALSE	FALSE
Rpl29	chr9	FALSE	TRUE
Fgl2	chr5	FALSE	FALSE
Tnni3	chr7	FALSE	FALSE
Sfn	chr4	FALSE	FALSE
C1ql3	chr2	FALSE	FALSE
Shisa2	chr14	FALSE	TRUE
Sox14	chr9	FALSE	FALSE
Ubl4b	chr3	FALSE	FALSE
Tmem98	chr11	FALSE	FALSE
Gpr39	chr1	FALSE	FALSE
Bag3	chr7	FALSE	TRUE
Fkbp11	chr15	FALSE	FALSE
Krt77	chr15	FALSE	FALSE
Plek2	chr12	FALSE	FALSE
Ankrd31	chr13	FALSE	FALSE
Fmo1	chr1	FALSE	FALSE
Itpripl1	chr2	FALSE	FALSE
Ociad2	chr5	FALSE	FALSE
Tac1	chr6	FALSE	FALSE
Prdm12	chr2	FALSE	FALSE
Satb1	chr17	FALSE	TRUE
Ucp2	chr7	FALSE	FALSE
Prss36	chr7	FALSE	FALSE
Srsf6	chr2	FALSE	FALSE
Mdk	chr2	FALSE	TRUE
Adamts6	chr13	FALSE	TRUE
Pxdc1	chr13	FALSE	FALSE
Slc16a12	chr19	FALSE	FALSE
Znhit6	chr3	FALSE	FALSE
Cd19	chr7	FALSE	FALSE
Baiap2l2	chr15	FALSE	FALSE
Sephs1	chr2	FALSE	FALSE
Bace2	chr16	FALSE	FALSE
Hs3st2	chr7	FALSE	FALSE
Msx3	chr7	FALSE	FALSE
S100a10	chr3	FALSE	TRUE
Epb41l4a	chr18	FALSE	TRUE
Hey2	chr10	FALSE	FALSE
Adm	chr7	FALSE	TRUE
Ggt1	chr10	FALSE	FALSE
Sp5	chr2	FALSE	FALSE
Car12	chr9	FALSE	TRUE
Hs3st3b1	chr11	FALSE	FALSE
Fabp4	chr3	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Hps1	chr19	FALSE	TRUE
Crip2	chr12	FALSE	FALSE
Katnbl1	chr2	FALSE	FALSE
Mak	chr13	FALSE	TRUE
S100a6	chr3	FALSE	FALSE
Rfng	chr11	FALSE	FALSE
Grm7	chr6	FALSE	TRUE
Drd4	chr7	FALSE	FALSE
Igbp1b	chr6	FALSE	FALSE
Tspan2	chr3	FALSE	TRUE
Batf3	chr1	FALSE	TRUE
Cxcr4	chr1	FALSE	FALSE
Ltbp4	chr7	FALSE	FALSE
Lhx5	chr5	FALSE	FALSE
4921504E06Rik	chr2	FALSE	FALSE
Ybx3	chr6	FALSE	FALSE
Scara3	chr14	FALSE	TRUE
Fzd9	chr5	FALSE	FALSE
Allc	chr12	FALSE	TRUE
Fabp7	chr10	FALSE	TRUE
Nkx6-1	chr5	FALSE	FALSE
Sox3	chrX	FALSE	FALSE
Pitx1	chr13	FALSE	FALSE
Smoc1	chr12	FALSE	FALSE
Dctd	chr8	FALSE	FALSE
Efna5	chr17	FALSE	FALSE
Smoc2	chr17	FALSE	FALSE
Zfp488	chr14	FALSE	FALSE
Mal2	chr15	FALSE	FALSE
Gm12830	chr4	FALSE	FALSE
Rmi1	chr13	FALSE	FALSE
Tmem100	chr11	FALSE	FALSE
1700122O11Rik	chr17	FALSE	FALSE
Kcnk16	chr14	FALSE	TRUE
Parp11	chr6	FALSE	FALSE
Evx2	chr2	FALSE	FALSE
Tmem255a	chrX	FALSE	TRUE
Arrdc3	chr13	FALSE	FALSE
AI429214	chr8	FALSE	TRUE
Hck	chr2	FALSE	FALSE
Zfp36l1	chr12	FALSE	FALSE
Tmem17	chr11	FALSE	FALSE
Shc1	chr3	FALSE	TRUE
Id4	chr13	FALSE	TRUE
H3c2	chr13	FALSE	TRUE
Fgf16	chrX	FALSE	FALSE
Gdpd2	chrX	FALSE	FALSE
Aplnr	chr2	FALSE	TRUE
Akap3	chr6	FALSE	FALSE
Tmem30c	chr16	FALSE	FALSE
Sgcz	chr8	FALSE	TRUE
Dusp10	chr1	FALSE	FALSE
Cd93	chr2	FALSE	FALSE
Dmrtb1	chr4	FALSE	FALSE
Mcm10	chr2	FALSE	FALSE
Tspan14	chr14	FALSE	TRUE
Prss2	chr6	FALSE	FALSE
Minar1	chr9	FALSE	TRUE
Llph	chr10	FALSE	FALSE
Smyd2	chr1	FALSE	TRUE
Ccdc32	chr2	FALSE	FALSE
Krt81	chr15	FALSE	FALSE
Apobr	chr7	FALSE	FALSE
Tmem63a	chr1	FALSE	FALSE
Perp	chr10	FALSE	TRUE
BC107364	chr3	FALSE	FALSE
Plpp4	chr7	FALSE	FALSE
Ttc34	chr4	FALSE	FALSE
Myrf	chr19	FALSE	TRUE
Lin28a	chr4	FALSE	TRUE
Foxa1	chr12	FALSE	FALSE
Pla2g2c	chr4	FALSE	TRUE
Cav1	chr6	FALSE	FALSE
AF067061	chr13	FALSE	TRUE
Lefty2	chr1	FALSE	FALSE
Fgf9	chr14	FALSE	TRUE
Rragc	chr4	FALSE	FALSE
Mad2l2	chr4	FALSE	FALSE
Cldn7	chr11	FALSE	FALSE
Mroh6	chr15	FALSE	TRUE
Clptm1l	chr13	FALSE	FALSE
Gjb5	chr4	FALSE	FALSE
H2bc9	chr13	FALSE	TRUE
Sowahd	chrX	FALSE	FALSE
Marveld3	chr8	FALSE	FALSE
Phlda2	chr7	FALSE	FALSE
St3gal6	chr16	FALSE	FALSE
Nppc	chr1	FALSE	TRUE
Gm17455	chr10	FALSE	TRUE
Nectin2	chr7	FALSE	FALSE
Dgkz	chr2	FALSE	TRUE
Nes	chr3	FALSE	FALSE
Tlr2	chr3	FALSE	FALSE
Fam83d	chr2	FALSE	FALSE
Gpx5	chr13	FALSE	FALSE
Msx1	chr5	FALSE	FALSE
Aph1b	chr9	FALSE	TRUE
B4galnt2	chr11	FALSE	FALSE
Mt1	chr8	FALSE	TRUE
Ucp1	chr8	FALSE	FALSE
Ddn	chr15	FALSE	FALSE
Rnf144b	chr13	FALSE	FALSE
Cpxm2	chr7	FALSE	FALSE
Itgb6	chr2	FALSE	TRUE
Htr2a	chr14	FALSE	FALSE
Epsti1	chr14	FALSE	FALSE
Otol1	chr3	FALSE	TRUE
Tmem238l	chr11	FALSE	TRUE
Ppa1	chr10	FALSE	FALSE
Cavin4	chr4	FALSE	TRUE
Rbpjl	chr2	FALSE	FALSE
Ing2	chr8	FALSE	TRUE
Galr1	chr18	FALSE	TRUE
Lgr5	chr10	FALSE	FALSE
Nbl1	chr4	FALSE	FALSE
Dynlt3	chrX	FALSE	FALSE
Olig1	chr16	FALSE	FALSE
Gca	chr2	FALSE	TRUE
Enc1	chr13	FALSE	FALSE
Gdf6	chr4	FALSE	FALSE
Ush2a	chr1	FALSE	TRUE
Gprc5d	chr6	FALSE	FALSE
Ttc8	chr12	TRUE	TRUE
Ppm1j	chr3	FALSE	TRUE
Pcdh18	chr3	FALSE	FALSE
Rhob	chr12	FALSE	TRUE
Erich2	chr2	FALSE	TRUE
Tox3	chr8	FALSE	TRUE
Enpp4	chr17	FALSE	FALSE
Tnc	chr4	FALSE	FALSE
Klhl40	chr9	FALSE	TRUE
Tead3	chr17	FALSE	FALSE
Akain1	chr17	FALSE	FALSE
Nom1	chr5	FALSE	FALSE
Lhcgr	chr17	FALSE	FALSE
Ky	chr9	FALSE	TRUE
Tsen15	chr1	FALSE	FALSE
Nptx2	chr5	FALSE	FALSE
Tlx1	chr19	FALSE	FALSE
Notum	chr11	FALSE	FALSE
Fam83b	chr9	FALSE	FALSE
Mcpt8	chr14	FALSE	FALSE
Tex35	chr1	FALSE	FALSE
Wnt5a	chr14	FALSE	FALSE
Unc5d	chr8	FALSE	TRUE
Vstm5	chr9	FALSE	FALSE
Scnn1b	chr7	FALSE	FALSE
Krt73	chr15	FALSE	FALSE
Sfrp2	chr3	FALSE	FALSE
Id3	chr4	FALSE	FALSE
Psmd7	chr8	FALSE	FALSE
4930579F01Rik	chr3	FALSE	FALSE
Rfk	chr19	FALSE	TRUE
Ffar3	chr7	FALSE	FALSE
Gja10	chr4	FALSE	FALSE
Tmc3	chr7	FALSE	TRUE
Slc10a6	chr5	FALSE	FALSE
Tyw3	chr3	FALSE	FALSE
Ripply3	chr16	FALSE	FALSE
Nxph2	chr2	FALSE	TRUE
Rbsn	chr6	FALSE	TRUE
Shisal2a	chr4	FALSE	FALSE
Fam161a	chr11	FALSE	FALSE
Nkx1-2	chr7	FALSE	FALSE
Hhex	chr19	FALSE	FALSE
Bsnd	chr4	FALSE	FALSE
Cbln4	chr2	FALSE	FALSE
Insl6	chr19	FALSE	TRUE
Gjb6	chr14	FALSE	TRUE
Cd1d1	chr3	FALSE	TRUE
Synpo2l	chr14	FALSE	FALSE
Ttf2	chr3	FALSE	FALSE
Mef2c	chr13	FALSE	TRUE
Zfp366	chr13	FALSE	FALSE
Fhl2	chr1	FALSE	TRUE
Hrh2	chr13	FALSE	FALSE
Dlx2	chr2	FALSE	FALSE
Galnt12	chr4	FALSE	FALSE
Ccnl1	chr3	FALSE	TRUE
Rad23b	chr4	FALSE	FALSE
Plrg1	chr3	FALSE	FALSE
Ptx3	chr3	FALSE	FALSE
Lsm3	chr6	FALSE	TRUE
Gli1	chr10	FALSE	FALSE
Thap1	chr8	FALSE	TRUE
Ppp1r3b	chr8	FALSE	FALSE
Htr1b	chr9	FALSE	TRUE
Chst2	chr9	FALSE	TRUE
Ino80c	chr18	FALSE	FALSE
Krt82	chr15	FALSE	FALSE
Rasal3	chr17	FALSE	FALSE
Gm13288	chr4	FALSE	FALSE
Cpa5	chr6	FALSE	FALSE
9930012K11Rik	chr14	FALSE	TRUE
Cnn2	chr10	FALSE	FALSE
Psat1	chr19	FALSE	FALSE
R3hcc1l	chr19	FALSE	FALSE
Cage1	chr13	FALSE	FALSE
Aebp1	chr11	FALSE	FALSE
Gpnmb	chr6	FALSE	FALSE
Rps29	chr12	FALSE	TRUE
Utp25	chr1	FALSE	FALSE
Acp7	chr7	FALSE	FALSE
Foxf2	chr13	FALSE	TRUE
Trim15	chr17	FALSE	FALSE
Aqp4	chr18	FALSE	FALSE
Tmem39a	chr16	FALSE	FALSE
Rnf224	chr2	FALSE	TRUE
Hsfy2	chr1	FALSE	FALSE
Slc6a7	chr18	FALSE	FALSE
Ptcd2	chr13	FALSE	FALSE
Psmc1	chr12	FALSE	FALSE
Sipa1l3	chr7	FALSE	FALSE
Wdr35	chr12	FALSE	TRUE
Glrp1	chr1	FALSE	TRUE
Adrb1	chr19	FALSE	FALSE
Foxb2	chr19	FALSE	FALSE
Aqp5	chr15	FALSE	TRUE
Gatd3a	chr10	FALSE	TRUE
Itprip	chr19	FALSE	FALSE
Lcn4	chr2	FALSE	FALSE
Slc5a8	chr10	FALSE	FALSE
Dio3	chr12	FALSE	FALSE
Ppp1r3g	chr13	FALSE	FALSE
Gpc3	chrX	FALSE	TRUE
Mterf1b	chr5	FALSE	TRUE
Olig2	chr16	FALSE	FALSE
Pcdh17	chr14	FALSE	FALSE
Gstk1	chr6	FALSE	TRUE
Plekho1	chr3	FALSE	TRUE
Wnt2	chr6	FALSE	FALSE
Myh2	chr11	FALSE	FALSE
Ism2	chr12	FALSE	FALSE
Marco	chr1	FALSE	TRUE
Nkx1-1	chr5	FALSE	FALSE
Cebpd	chr16	FALSE	TRUE
Tcaim	chr9	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Capn8	chr1	FALSE	TRUE
Hes2	chr4	FALSE	FALSE
Nuf2	chr1	FALSE	FALSE
Tox2	chr2	FALSE	FALSE
Nup62cl	chrX	FALSE	FALSE
Dlk1	chr12	FALSE	FALSE
Mcm3	chr1	FALSE	TRUE
Marcks	chr10	FALSE	TRUE
Frem2	chr3	FALSE	FALSE
Dmpk	chr7	FALSE	FALSE
Mmp25	chr17	FALSE	FALSE
Lmo4	chr3	FALSE	FALSE
Bves	chr10	FALSE	FALSE
Rab17	chr1	FALSE	FALSE
Usp25	chr16	FALSE	TRUE
Bach2	chr4	FALSE	FALSE
Mtfr2	chr10	FALSE	TRUE
Foxd1	chr13	FALSE	FALSE
4933405O20Rik	chr7	FALSE	FALSE
Hcar1	chr5	FALSE	FALSE
Zfp648	chr1	FALSE	TRUE
Tacc3	chr5	FALSE	FALSE
D1Pas1	chr1	FALSE	FALSE
Dusp26	chr8	FALSE	FALSE
Zfp281	chr1	FALSE	FALSE
Fank1	chr7	FALSE	FALSE
Rpl11	chr4	FALSE	FALSE
C1ql1	chr11	FALSE	FALSE
Cdca7l	chr12	FALSE	FALSE
Mrpl3	chr9	FALSE	FALSE
Ermard	chr17	FALSE	TRUE
Itga2	chr13	FALSE	FALSE
Prlh	chr1	FALSE	FALSE
Aldoart1	chr4	FALSE	TRUE
Cdca7	chr2	FALSE	FALSE
Slc16a8	chr15	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Foxn4	chr5	FALSE	FALSE
Ccn3	chr15	FALSE	FALSE
Cetn3	chr13	FALSE	FALSE
Necab2	chr8	FALSE	FALSE
Lrrc10	chr10	FALSE	FALSE
Xlr	chrX	FALSE	FALSE
A2m	chr6	FALSE	TRUE
N4bp3	chr11	FALSE	TRUE
Ankrd60	chr2	FALSE	FALSE
Nrg3	chr14	FALSE	FALSE
Lmx1a	chr1	FALSE	FALSE
Sipa1l2	chr8	FALSE	FALSE
Nr0b1	chrX	FALSE	FALSE
Myc	chr15	FALSE	TRUE
Fcamr	chr1	FALSE	FALSE
Plekhh2	chr17	FALSE	TRUE
Cd207	chr6	FALSE	FALSE
Shisa7	chr7	FALSE	FALSE
Upk3a	chr15	FALSE	FALSE
Rcn1	chr2	FALSE	FALSE
Pamr1	chr2	FALSE	FALSE
Fcho1	chr8	FALSE	FALSE
Ier5l	chr2	FALSE	FALSE
Bcl2l11	chr2	FALSE	FALSE
Ndufa4	chr6	FALSE	TRUE
Cyp24a1	chr2	FALSE	FALSE
Rgcc	chr14	FALSE	TRUE
Rpl31	chr1	FALSE	TRUE
AF067063	chr13	FALSE	TRUE
Abca12	chr1	FALSE	FALSE
Hmg20b	chr10	FALSE	TRUE
Drd5	chr5	FALSE	FALSE
4930474N05Rik	chr14	FALSE	TRUE
Dmrta2	chr4	FALSE	FALSE
Mid1	chrX	FALSE	TRUE
Tdrd1	chr19	FALSE	TRUE
