gene_name	chr	is_neuronal	atac_predicted
Aloxe3	chr11	TRUE	FALSE
Alpi	chr1	FALSE	FALSE
Alpk1	chr3	FALSE	TRUE
Alpk2	chr18	FALSE	FALSE
Alpk3	chr7	FALSE	FALSE
Alpl	chr4	FALSE	FALSE
Alppl2	chr1	FALSE	FALSE
Als2	chr1	TRUE	FALSE
Als2cl	chr9	FALSE	FALSE
Alx3	chr3	FALSE	FALSE
Alx4	chr2	FALSE	FALSE
Alyref2	chr1	FALSE	FALSE
Amacr	chr15	FALSE	FALSE
Ambp	chr4	FALSE	FALSE
Ambra1	chr2	TRUE	FALSE
Amd2	chr10	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Amdhd2	chr17	FALSE	FALSE
Amer1	chrX	FALSE	FALSE
Amer2	chr14	FALSE	TRUE
Amer3	chr1	FALSE	TRUE
Amfr	chr8	TRUE	FALSE
Amh	chr10	FALSE	TRUE
Amhr2	chr15	FALSE	FALSE
Amigo1	chr3	TRUE	FALSE
Amigo2	chr15	TRUE	FALSE
Amigo3	chr9	TRUE	FALSE
Ammecr1	chrX	FALSE	FALSE
Ammecr1l	chr18	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Amn1	chr6	FALSE	FALSE
Amot	chrX	TRUE	FALSE
Amotl1	chr9	FALSE	FALSE
Amotl2	chr9	FALSE	FALSE
Ampd2	chr3	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Amph	chr13	TRUE	FALSE
Amt	chr9	FALSE	FALSE
Amz1	chr5	FALSE	FALSE
Amz2	chr11	FALSE	TRUE
Anapc1	chr2	FALSE	FALSE
Anapc10	chr8	FALSE	FALSE
Anapc13	chr9	FALSE	FALSE
Anapc15	chr7	FALSE	FALSE
Anapc16	chr10	FALSE	FALSE
Anapc2	chr2	TRUE	FALSE
Anapc4	chr5	FALSE	TRUE
Anapc5	chr5	FALSE	FALSE
Anapc7	chr5	TRUE	FALSE
Ang5	chr14	FALSE	FALSE
Angel1	chr12	FALSE	TRUE
Angel2	chr1	FALSE	FALSE
Angpt1	chr15	TRUE	TRUE
Angpt2	chr8	FALSE	FALSE
Angpt4	chr2	FALSE	FALSE
Angptl1	chr1	FALSE	FALSE
Angptl2	chr2	FALSE	FALSE
Angptl4	chr17	FALSE	FALSE
Angptl6	chr9	FALSE	TRUE
Angptl7	chr4	FALSE	FALSE
Ank	chr15	FALSE	FALSE
Ank1	chr8	FALSE	FALSE
Ank2	chr3	FALSE	FALSE
Ank3	chr10	TRUE	FALSE
Ankdd1a	chr9	FALSE	FALSE
Ankdd1b	chr13	FALSE	FALSE
Ankef1	chr2	FALSE	TRUE
Ankfn1	chr11	TRUE	FALSE
Ankfy1	chr11	FALSE	FALSE
Ankhd1	chr18	FALSE	FALSE
Ankib1	chr5	FALSE	FALSE
Ankk1	chr9	FALSE	TRUE
Ankle1	chr8	FALSE	FALSE
Ankmy1	chr1	FALSE	FALSE
Ankmy2	chr12	FALSE	FALSE
Ankrd1	chr19	TRUE	FALSE
Ankrd10	chr8	FALSE	FALSE
Ankrd11	chr8	TRUE	FALSE
Ankrd12	chr17	FALSE	FALSE
Ankrd13a	chr5	FALSE	FALSE
Ankrd13b	chr11	FALSE	TRUE
Ankrd13d	chr19	FALSE	FALSE
Ankrd16	chr2	FALSE	TRUE
Ankrd17	chr5	FALSE	FALSE
Ankrd2	chr19	FALSE	TRUE
Ankrd23	chr1	FALSE	TRUE
Ankrd26	chr6	FALSE	FALSE
Ankrd27	chr7	TRUE	FALSE
Ankrd28	chr14	FALSE	FALSE
Ankrd29	chr18	FALSE	FALSE
Ankrd33	chr15	FALSE	FALSE
Ankrd33b	chr15	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Ankrd34b	chr13	FALSE	FALSE
Ankrd35	chr3	FALSE	TRUE
Ankrd37	chr8	FALSE	FALSE
Ankrd39	chr1	FALSE	TRUE
Ankrd40	chr11	FALSE	FALSE
Ankrd42	chr7	FALSE	FALSE
Ankrd44	chr1	FALSE	FALSE
Ankrd45	chr1	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Ankrd50	chr3	FALSE	TRUE
Ankrd52	chr10	FALSE	FALSE
Ankrd54	chr15	FALSE	FALSE
Ankrd55	chr13	FALSE	FALSE
Ankrd6	chr4	FALSE	FALSE
Ankrd60	chr2	FALSE	FALSE
Ankrd61	chr5	FALSE	TRUE
Ankrd63	chr2	FALSE	FALSE
Ankrd66	chr17	FALSE	FALSE
Ankrd7	chr6	FALSE	FALSE
Ankrd9	chr12	FALSE	FALSE
Anks1	chr17	TRUE	FALSE
Anks1b	chr10	TRUE	FALSE
Anks3	chr16	FALSE	TRUE
Anks6	chr4	FALSE	FALSE
Ankub1	chr3	FALSE	FALSE
Anln	chr9	FALSE	TRUE
Ano1	chr7	TRUE	FALSE
Ano10	chr9	FALSE	TRUE
Ano2	chr6	FALSE	TRUE
Ano3	chr2	FALSE	TRUE
Ano4	chr10	FALSE	FALSE
Ano5	chr7	FALSE	TRUE
Ano6	chr15	TRUE	FALSE
Ano8	chr8	FALSE	FALSE
Anp32a	chr9	FALSE	FALSE
Anp32b	chr4	TRUE	TRUE
Anp32e	chr3	FALSE	FALSE
Antxr1	chr6	FALSE	FALSE
Antxr2	chr5	FALSE	FALSE
Anxa1	chr19	TRUE	FALSE
Anxa11	chr14	FALSE	FALSE
Anxa2	chr9	TRUE	FALSE
Anxa4	chr6	FALSE	FALSE
Anxa5	chr3	FALSE	TRUE
Anxa6	chr11	FALSE	FALSE
Anxa7	chr14	TRUE	FALSE
Anxa8	chr14	FALSE	FALSE
Aoah	chr13	FALSE	TRUE
Aoc1	chr6	FALSE	FALSE
Aoc2	chr11	FALSE	FALSE
Aoc3	chr11	FALSE	FALSE
Aopep	chr13	FALSE	FALSE
Aox1	chr1	FALSE	TRUE
Aox2	chr1	FALSE	FALSE
Aox3	chr1	FALSE	FALSE
Aox4	chr1	FALSE	TRUE
Ap1ar	chr3	FALSE	FALSE
Ap1b1	chr11	FALSE	FALSE
Ap1g1	chr8	FALSE	FALSE
Ap1g2	chr14	FALSE	FALSE
Ap1m1	chr8	FALSE	FALSE
Ap1m2	chr9	FALSE	FALSE
Ap1s1	chr5	FALSE	FALSE
Ap1s2	chrX	TRUE	FALSE
Ap1s3	chr1	FALSE	TRUE
Ap2a1	chr7	TRUE	TRUE
Ap2a2	chr7	TRUE	TRUE
Ap2b1	chr11	TRUE	FALSE
Ap2m1	chr16	TRUE	FALSE
Ap2s1	chr7	TRUE	FALSE
Ap3b1	chr13	TRUE	TRUE
Ap3b2	chr7	TRUE	FALSE
Ap3d1	chr10	TRUE	FALSE
Ap3m2	chr8	TRUE	FALSE
Ap3s1	chr18	TRUE	FALSE
Ap3s2	chr7	TRUE	FALSE
Ap4m1	chr5	FALSE	TRUE
Ap4s1	chr12	FALSE	FALSE
Ap5b1	chr19	FALSE	FALSE
Ap5s1	chr2	FALSE	FALSE
Ap5z1	chr5	TRUE	FALSE
Apaf1	chr10	TRUE	TRUE
Apba1	chr19	TRUE	FALSE
Apba2	chr7	TRUE	FALSE
Apba3	chr10	TRUE	FALSE
Apbb1	chr7	TRUE	FALSE
Apbb1ip	chr2	FALSE	FALSE
Apbb2	chr5	TRUE	FALSE
Apbb3	chr18	FALSE	FALSE
Apc	chr18	TRUE	FALSE
Apc2	chr10	TRUE	FALSE
Apcdd1	chr18	TRUE	TRUE
Apeh	chr9	FALSE	FALSE
Apex1	chr14	FALSE	TRUE
Aph1a	chr3	FALSE	FALSE
Aph1b	chr9	TRUE	TRUE
Aph1c	chr9	TRUE	TRUE
Api5	chr2	FALSE	FALSE
Apip	chr2	FALSE	FALSE
Aplf	chr6	FALSE	FALSE
Apln	chrX	FALSE	TRUE
Aplnr	chr2	FALSE	FALSE
Aplp1	chr7	TRUE	FALSE
Aplp2	chr9	TRUE	FALSE
Apmap	chr2	FALSE	FALSE
Apoa1	chr9	FALSE	FALSE
Apob	chr12	TRUE	FALSE
Apobec2	chr17	FALSE	FALSE
Apobec3	chr15	FALSE	TRUE
Apobec4	chr1	FALSE	FALSE
Apobr	chr7	FALSE	FALSE
Apoc1	chr7	FALSE	FALSE
Apoc3	chr9	FALSE	TRUE
Apod	chr16	TRUE	FALSE
Apoe	chr7	TRUE	FALSE
Apoh	chr11	FALSE	FALSE
Apol6	chr15	FALSE	TRUE
Apol8	chr15	FALSE	FALSE
Apold1	chr6	FALSE	FALSE
Apool	chrX	FALSE	FALSE
App	chr16	TRUE	FALSE
Appl1	chr14	TRUE	FALSE
Appl2	chr10	TRUE	FALSE
Aprt	chr8	FALSE	FALSE
Aptx	chr4	FALSE	FALSE
Aqp11	chr7	FALSE	FALSE
Aqp12	chr1	FALSE	TRUE
Aqp2	chr15	FALSE	FALSE
Aqp3	chr4	FALSE	TRUE
Aqp4	chr18	TRUE	FALSE
Aqp5	chr15	FALSE	TRUE
Aqp6	chr15	FALSE	FALSE
Aqp7	chr4	FALSE	FALSE
Aqp8	chr7	FALSE	TRUE
Aqp9	chr9	FALSE	TRUE
Aqr	chr2	FALSE	FALSE
Araf	chrX	FALSE	FALSE
Arap1	chr7	FALSE	FALSE
Arap2	chr5	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Arc	chr15	TRUE	FALSE
Arcn1	chr9	TRUE	FALSE
Areg	chr5	TRUE	FALSE
Arel1	chr12	FALSE	FALSE
Arf1	chr11	TRUE	FALSE
Arf2	chr11	FALSE	FALSE
Arf3	chr15	FALSE	FALSE
Arf4	chr14	TRUE	FALSE
Arf5	chr6	FALSE	FALSE
Arf6	chr12	TRUE	FALSE
Arfgap1	chr2	FALSE	TRUE
Arfgap2	chr2	FALSE	TRUE
Arfgap3	chr15	TRUE	FALSE
Arfgef1	chr1	TRUE	FALSE
Arfgef2	chr2	FALSE	FALSE
Arfip1	chr3	FALSE	TRUE
Arg1	chr10	FALSE	FALSE
Arg2	chr12	FALSE	FALSE
Arglu1	chr8	FALSE	FALSE
Arhgap1	chr2	FALSE	TRUE
Arhgap10	chr8	FALSE	FALSE
Arhgap11a	chr2	FALSE	FALSE
Arhgap12	chr18	FALSE	FALSE
Arhgap15	chr2	FALSE	FALSE
Arhgap17	chr7	FALSE	TRUE
Arhgap18	chr10	FALSE	FALSE
Arhgap19	chr19	FALSE	FALSE
Arhgap20	chr9	FALSE	FALSE
Arhgap21	chr2	FALSE	FALSE
Arhgap22	chr14	TRUE	FALSE
Arhgap23	chr11	FALSE	FALSE
Arhgap24	chr5	FALSE	FALSE
Arhgap25	chr6	FALSE	TRUE
Arhgap26	chr18	FALSE	TRUE
Arhgap27	chr11	FALSE	FALSE
Arhgap28	chr17	FALSE	FALSE
Arhgap29	chr3	FALSE	FALSE
Arhgap30	chr1	FALSE	TRUE
Arhgap31	chr16	FALSE	FALSE
Arhgap32	chr9	TRUE	FALSE
Arhgap33	chr7	TRUE	FALSE
Arhgap33os	chr7	FALSE	TRUE
Arhgap35	chr7	TRUE	TRUE
Arhgap39	chr15	TRUE	FALSE
Arhgap4	chrX	TRUE	FALSE
Arhgap40	chr2	FALSE	FALSE
Arhgap42	chr9	FALSE	FALSE
Arhgap44	chr11	TRUE	FALSE
Arhgap5	chr12	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Arhgap8	chr15	FALSE	FALSE
Arhgap9	chr10	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Arhgef10	chr8	TRUE	FALSE
Arhgef10l	chr4	FALSE	FALSE
Arhgef11	chr3	FALSE	FALSE
Arhgef12	chr9	FALSE	FALSE
Arhgef15	chr11	TRUE	TRUE
Arhgef16	chr4	FALSE	FALSE
Arhgef17	chr7	FALSE	FALSE
Arhgef18	chr8	FALSE	FALSE
Arhgef19	chr4	FALSE	FALSE
Arhgef2	chr3	TRUE	FALSE
Arhgef25	chr10	TRUE	FALSE
Arhgef26	chr3	FALSE	FALSE
Arhgef28	chr13	TRUE	FALSE
Arhgef3	chr14	FALSE	TRUE
Arhgef33	chr17	FALSE	FALSE
Arhgef37	chr18	FALSE	FALSE
Arhgef38	chr3	FALSE	TRUE
Arhgef39	chr4	FALSE	FALSE
Arhgef4	chr1	FALSE	FALSE
Arhgef40	chr14	FALSE	FALSE
Arhgef5	chr6	TRUE	TRUE
Arhgef6	chrX	FALSE	FALSE
Arhgef7	chr8	TRUE	FALSE
Arhgef9	chrX	TRUE	FALSE
Arid1a	chr4	TRUE	FALSE
Arid1b	chr17	TRUE	FALSE
Arid2	chr15	FALSE	TRUE
Arid3a	chr10	FALSE	FALSE
Arid3b	chr9	FALSE	FALSE
Arid4a	chr12	FALSE	FALSE
Arid5a	chr1	FALSE	FALSE
Arid5b	chr10	FALSE	FALSE
Arl10	chr13	FALSE	FALSE
Arl13b	chr16	TRUE	FALSE
Arl14	chr3	FALSE	FALSE
Arl14ep	chr2	FALSE	FALSE
Arl15	chr13	FALSE	FALSE
Arl2	chr19	FALSE	FALSE
Arl2bp	chr8	FALSE	FALSE
Arl3	chr19	TRUE	FALSE
Arl4a	chr12	FALSE	FALSE
Arl4c	chr1	FALSE	FALSE
Arl4d	chr11	FALSE	TRUE
Arl5a	chr2	FALSE	FALSE
Arl5b	chr2	FALSE	FALSE
Arl5c	chr11	FALSE	TRUE
Arl6	chr16	TRUE	FALSE
Arl6ip1	chr7	FALSE	FALSE
Arl6ip4	chr5	FALSE	FALSE
Arl6ip5	chr6	TRUE	FALSE
Arl6ip6	chr2	FALSE	FALSE
Arl8a	chr1	TRUE	FALSE
Arl8b	chr6	TRUE	FALSE
Armc1	chr3	FALSE	FALSE
Armc10	chr5	FALSE	FALSE
Armc12	chr17	FALSE	FALSE
Armc2	chr10	TRUE	FALSE
Armc3	chr2	FALSE	FALSE
Armc5	chr7	FALSE	TRUE
Armc6	chr8	FALSE	FALSE
Armc7	chr11	FALSE	FALSE
Armc8	chr9	FALSE	FALSE
Armc9	chr1	FALSE	FALSE
Armcx1	chrX	FALSE	FALSE
Armcx2	chrX	FALSE	FALSE
Armcx3	chrX	TRUE	FALSE
Armcx4	chrX	FALSE	FALSE
Armcx5	chrX	FALSE	FALSE
Armcx6	chrX	FALSE	TRUE
Armh1	chr4	FALSE	FALSE
Armh3	chr19	FALSE	FALSE
Armh4	chr14	FALSE	TRUE
Arnt2	chr7	TRUE	FALSE
Arpc1b	chr5	FALSE	FALSE
Arpc2	chr1	FALSE	FALSE
Arpc3	chr5	TRUE	FALSE
Arpc5	chr1	FALSE	TRUE
Arpc5l	chr2	FALSE	FALSE
Arpin	chr7	FALSE	FALSE
Arpp19	chr9	FALSE	TRUE
Arpp21	chr9	FALSE	FALSE
Arrb1	chr7	TRUE	TRUE
Arrb2	chr11	TRUE	TRUE
Arrdc1	chr2	FALSE	TRUE
Arrdc2	chr8	FALSE	TRUE
Arrdc3	chr13	FALSE	FALSE
Arrdc4	chr7	FALSE	FALSE
Arsa	chr15	FALSE	FALSE
Arsb	chr13	TRUE	FALSE
Arsg	chr11	TRUE	FALSE
Arsj	chr3	FALSE	FALSE
Art3	chr5	FALSE	FALSE
Art4	chr6	FALSE	FALSE
Art5	chr7	FALSE	FALSE
Artn	chr4	TRUE	FALSE
Arvcf	chr16	FALSE	FALSE
Arx	chrX	TRUE	FALSE
As3mt	chr19	FALSE	FALSE
Asah1	chr8	FALSE	FALSE
Asah2	chr19	FALSE	FALSE
Asap1	chr15	TRUE	FALSE
Asap2	chr12	FALSE	FALSE
Asap3	chr4	FALSE	FALSE
Asb1	chr1	FALSE	FALSE
Asb13	chr13	FALSE	FALSE
Asb15	chr6	FALSE	FALSE
Asb16	chr11	FALSE	FALSE
Asb17	chr3	FALSE	TRUE
Asb18	chr1	FALSE	FALSE
Asb2	chr12	TRUE	FALSE
Asb3	chr11	FALSE	FALSE
Asb4	chr6	FALSE	FALSE
Asb5	chr8	FALSE	TRUE
Asb6	chr2	FALSE	FALSE
Asb7	chr7	FALSE	FALSE
Asb8	chr15	FALSE	FALSE
Ascc1	chr10	FALSE	TRUE
Ascc2	chr11	FALSE	FALSE
Ascc3	chr10	FALSE	FALSE
Ascl1	chr10	TRUE	FALSE
Ascl3	chr7	FALSE	FALSE
Ascl4	chr10	FALSE	TRUE
Asf1a	chr10	FALSE	TRUE
Asf1b	chr8	FALSE	TRUE
Asgr1	chr11	FALSE	FALSE
Asgr2	chr11	FALSE	TRUE
Ash2l	chr8	FALSE	FALSE
Asic1	chr15	TRUE	FALSE
Asic2	chr11	TRUE	FALSE
Asic3	chr5	TRUE	FALSE
Asic4	chr1	FALSE	FALSE
Asic5	chr3	FALSE	FALSE
Asl	chr5	FALSE	TRUE
Asns	chr6	FALSE	FALSE
Aspdh	chr7	FALSE	FALSE
Aspg	chr12	FALSE	FALSE
Asph	chr4	FALSE	FALSE
Asphd1	chr7	FALSE	FALSE
Asphd2	chr5	FALSE	FALSE
Aspm	chr1	TRUE	FALSE
Asprv1	chr6	FALSE	TRUE
Aspscr1	chr11	FALSE	FALSE
Asrgl1	chr19	FALSE	FALSE
Ass1	chr2	FALSE	FALSE
Astl	chr2	FALSE	TRUE
Astn1	chr1	TRUE	FALSE
Astn2	chr4	TRUE	FALSE
Asxl1	chr2	FALSE	FALSE
Asxl3	chr18	FALSE	FALSE
Atad1	chr19	TRUE	FALSE
Atad2	chr15	FALSE	FALSE
Atad2b	chr12	FALSE	FALSE
Atad3a	chr4	FALSE	TRUE
Atad5	chr11	FALSE	FALSE
Atat1	chr17	TRUE	FALSE
Atcay	chr10	TRUE	FALSE
Ate1	chr7	FALSE	FALSE
Atf1	chr15	TRUE	FALSE
Atf2	chr2	TRUE	TRUE
Atf3	chr1	FALSE	FALSE
Atf6	chr1	TRUE	FALSE
Atf6b	chr17	FALSE	FALSE
Atf7	chr15	FALSE	FALSE
Atf7ip	chr6	FALSE	FALSE
Atf7ip2	chr16	FALSE	FALSE
Atg10	chr13	FALSE	FALSE
Atg101	chr15	FALSE	FALSE
Atg12	chr18	FALSE	FALSE
Atg13	chr2	FALSE	TRUE
Atg14	chr14	FALSE	TRUE
Atg16l1	chr1	TRUE	FALSE
Atg16l2	chr7	FALSE	FALSE
Atg2a	chr19	FALSE	FALSE
Atg3	chr16	FALSE	FALSE
Atg4b	chr1	FALSE	TRUE
Atg4c	chr4	FALSE	FALSE
Atg4d	chr9	FALSE	FALSE
Atg5	chr10	TRUE	FALSE
Atg7	chr6	TRUE	FALSE
Atg9a	chr1	FALSE	FALSE
Atg9b	chr5	FALSE	FALSE
Atic	chr1	TRUE	FALSE
Atl1	chr12	TRUE	FALSE
Atl2	chr17	FALSE	FALSE
Atl3	chr19	FALSE	TRUE
Atm	chr9	TRUE	TRUE
Atmin	chr8	FALSE	FALSE
Atn1	chr6	TRUE	FALSE
Atoh7	chr10	TRUE	TRUE
Atoh8	chr6	TRUE	FALSE
Atox1	chr11	FALSE	FALSE
Atp10a	chr7	FALSE	FALSE
Atp10b	chr11	FALSE	TRUE
Atp11a	chr8	FALSE	FALSE
Atp11b	chr3	FALSE	FALSE
Atp11c	chrX	FALSE	FALSE
Atp12a	chr14	FALSE	FALSE
Atp13a1	chr8	FALSE	FALSE
Atp13a2	chr4	FALSE	FALSE
Atp13a3	chr16	FALSE	FALSE
Atp13a4	chr16	FALSE	FALSE
Atp13a5	chr16	FALSE	TRUE
Atp1a1	chr3	FALSE	FALSE
Atp1a2	chr1	TRUE	FALSE
Atp1a3	chr7	TRUE	FALSE
Atp1a4	chr1	FALSE	TRUE
Atp1b1	chr1	FALSE	FALSE
Atp1b2	chr11	TRUE	FALSE
Atp1b3	chr9	FALSE	TRUE
Atp23	chr10	FALSE	TRUE
Atp2a2	chr5	TRUE	FALSE
Atp2a3	chr11	FALSE	FALSE
Atp2b1	chr10	FALSE	TRUE
Atp2b2	chr6	TRUE	TRUE
Atp2b3	chrX	FALSE	FALSE
Atp2b4	chr1	TRUE	TRUE
Atp2c1	chr9	FALSE	FALSE
Atp2c2	chr8	FALSE	FALSE
Atp5pb	chr3	FALSE	FALSE
Atp6ap1	chrX	TRUE	FALSE
Atp6ap1l	chr13	FALSE	TRUE
Atp6ap2	chrX	TRUE	FALSE
Atp6v0a1	chr11	TRUE	FALSE
Atp6v0a4	chr6	TRUE	TRUE
Atp6v0b	chr4	FALSE	FALSE
Atp6v0c	chr17	TRUE	FALSE
Atp6v0d1	chr8	TRUE	FALSE
Atp6v0d2	chr4	FALSE	FALSE
Atp6v0e	chr17	FALSE	FALSE
Atp6v1a	chr16	TRUE	FALSE
Atp6v1b1	chr6	TRUE	FALSE
Atp6v1b2	chr8	TRUE	FALSE
Atp6v1c1	chr15	TRUE	FALSE
Atp6v1e1	chr6	TRUE	FALSE
Atp6v1e2	chr17	FALSE	FALSE
Atp6v1f	chr6	TRUE	FALSE
Atp6v1g1	chr4	TRUE	FALSE
Atp6v1g2	chr17	TRUE	FALSE
Atp6v1h	chr1	TRUE	FALSE
Atp7a	chrX	TRUE	FALSE
Atp7b	chr8	FALSE	TRUE
Atp8a1	chr5	TRUE	TRUE
Atp8a2	chr14	TRUE	FALSE
Atp8b1	chr18	TRUE	FALSE
Atp8b2	chr3	FALSE	FALSE
Atp8b3	chr10	FALSE	TRUE
Atp8b4	chr2	FALSE	FALSE
Atp8b5	chr4	FALSE	FALSE
Atp9a	chr2	TRUE	FALSE
Atp9b	chr18	FALSE	FALSE
Atpaf1	chr4	FALSE	FALSE
Atpaf2	chr11	FALSE	FALSE
Atpsckmt	chr15	TRUE	TRUE
Atr	chr9	FALSE	TRUE
Atrn	chr2	TRUE	TRUE
Atrnl1	chr19	FALSE	FALSE
Atxn1	chr13	TRUE	FALSE
Atxn10	chr15	TRUE	FALSE
Atxn1l	chr8	TRUE	FALSE
Atxn2	chr5	TRUE	FALSE
Atxn2l	chr7	FALSE	FALSE
Atxn3	chr12	FALSE	FALSE
Atxn7	chr14	FALSE	FALSE
Atxn7l1	chr12	FALSE	TRUE
Atxn7l2	chr3	FALSE	FALSE
Atxn7l3	chr11	FALSE	FALSE
Atxn7l3b	chr10	FALSE	FALSE
AU015836	chrX	FALSE	FALSE
AU022252	chr4	FALSE	FALSE
AU040320	chr4	TRUE	FALSE
Auh	chr13	FALSE	FALSE
Aunip	chr4	FALSE	FALSE
Aup1	chr6	FALSE	FALSE
Aurka	chr2	TRUE	FALSE
Aurkaip1	chr4	FALSE	FALSE
Aurkb	chr11	FALSE	TRUE
Auts2	chr5	TRUE	FALSE
Aven	chr2	FALSE	TRUE
Avl9	chr6	FALSE	FALSE
Avp	chr2	TRUE	FALSE
Avpi1	chr19	FALSE	TRUE
Avpr1b	chr1	FALSE	FALSE
Avpr2	chrX	TRUE	TRUE
AW209491	chr13	FALSE	FALSE
AW554918	chr18	FALSE	FALSE
Axdnd1	chr1	FALSE	FALSE
Axin1	chr17	TRUE	TRUE
Axin2	chr11	FALSE	FALSE
Axl	chr7	TRUE	FALSE
Azi2	chr9	TRUE	FALSE
Azin1	chr15	FALSE	FALSE
Azin2	chr4	FALSE	FALSE
B230217C12Rik	chr11	FALSE	FALSE
B230219D22Rik	chr13	FALSE	FALSE
B2m	chr2	TRUE	FALSE
B3galnt1	chr3	FALSE	TRUE
B3galnt2	chr13	FALSE	TRUE
B3galt1	chr2	FALSE	FALSE
B3galt2	chr1	FALSE	FALSE
B3galt4	chr17	FALSE	FALSE
B3galt5	chr16	FALSE	FALSE
B3galt6	chr4	FALSE	FALSE
B3gat1	chr9	TRUE	FALSE
B3gat2	chr1	FALSE	FALSE
B3gat3	chr19	FALSE	FALSE
B3glct	chr5	TRUE	FALSE
B3gnt2	chr11	TRUE	FALSE
B3gnt4	chr5	FALSE	FALSE
B3gnt6	chr7	FALSE	FALSE
B3gnt7	chr1	FALSE	FALSE
B3gnt8	chr7	FALSE	TRUE
B3gnt9	chr8	FALSE	FALSE
B3gntl1	chr11	FALSE	FALSE
B4galnt1	chr10	TRUE	FALSE
B4galnt3	chr6	FALSE	FALSE
B4galnt4	chr7	FALSE	FALSE
B4galt1	chr4	FALSE	TRUE
B4galt3	chr1	FALSE	FALSE
B4galt4	chr16	FALSE	FALSE
B4galt5	chr2	TRUE	FALSE
B4galt6	chr18	TRUE	FALSE
B4galt7	chr13	FALSE	FALSE
B4gat1	chr19	TRUE	FALSE
B630019K06Rik	chrX	FALSE	FALSE
B9d1	chr11	FALSE	FALSE
B9d2	chr7	FALSE	TRUE
Baalc	chr15	FALSE	FALSE
Baat	chr4	FALSE	FALSE
Babam1	chr8	FALSE	TRUE
Babam2	chr5	FALSE	FALSE
Bace1	chr9	TRUE	TRUE
Bace2	chr16	FALSE	FALSE
Bach1	chr16	FALSE	FALSE
Bach2	chr4	FALSE	TRUE
Bad	chr19	FALSE	FALSE
Bag1	chr4	TRUE	FALSE
Bag2	chr1	FALSE	FALSE
Bag3	chr7	TRUE	TRUE
Bag4	chr8	FALSE	TRUE
Bag5	chr12	TRUE	FALSE
Bag6	chr17	TRUE	FALSE
Bahcc1	chr11	TRUE	FALSE
Bahd1	chr2	FALSE	FALSE
Baiap2	chr11	TRUE	TRUE
Baiap2l1	chr5	FALSE	TRUE
Baiap2l2	chr15	FALSE	FALSE
Bak1	chr17	FALSE	FALSE
Bambi	chr18	FALSE	FALSE
Banf1	chr19	FALSE	FALSE
Banf2	chr2	FALSE	TRUE
Bank1	chr3	FALSE	FALSE
Banp	chr8	FALSE	FALSE
Bard1	chr1	FALSE	FALSE
Barhl1	chr2	TRUE	FALSE
Barhl2	chr5	TRUE	TRUE
Barx1	chr13	FALSE	FALSE
Barx2	chr9	FALSE	FALSE
Basp1	chr15	FALSE	FALSE
Batf	chr12	TRUE	FALSE
Batf2	chr19	TRUE	TRUE
Batf3	chr1	TRUE	FALSE
Bax	chr7	TRUE	FALSE
Baz1a	chr12	FALSE	FALSE
Baz1b	chr5	FALSE	FALSE
Baz2a	chr10	FALSE	FALSE
Baz2b	chr2	FALSE	FALSE
BB014433	chr8	FALSE	FALSE
Bbc3	chr7	TRUE	FALSE
Bbip1	chr19	FALSE	FALSE
Bbox1	chr2	FALSE	FALSE
Bbs1	chr19	TRUE	FALSE
Bbs10	chr10	TRUE	FALSE
Bbs2	chr8	TRUE	FALSE
Bbs4	chr9	TRUE	TRUE
Bbs5	chr2	FALSE	FALSE
Bbs7	chr3	TRUE	FALSE
Bbs9	chr9	FALSE	TRUE
Bbx	chr16	FALSE	FALSE
BC004004	chr17	FALSE	FALSE
BC005537	chr13	FALSE	FALSE
BC005624	chr2	FALSE	TRUE
BC016579	chr16	FALSE	FALSE
BC024139	chr15	FALSE	TRUE
BC031181	chr18	FALSE	FALSE
BC034090	chr1	FALSE	TRUE
BC048507	chr13	FALSE	FALSE
BC061237	chr14	FALSE	TRUE
BC107364	chr3	FALSE	FALSE
Bcam	chr7	FALSE	TRUE
Bcan	chr3	TRUE	FALSE
Bcap29	chr12	FALSE	FALSE
Bcap31	chrX	FALSE	FALSE
Bcar1	chr8	FALSE	FALSE
Bcar3	chr3	FALSE	FALSE
Bcas1	chr2	TRUE	FALSE
Bcas2	chr3	FALSE	FALSE
Bcas3	chr11	FALSE	FALSE
Bcat1	chr6	FALSE	FALSE
Bcat2	chr7	FALSE	TRUE
Bcdin3d	chr15	FALSE	FALSE
Bche	chr3	TRUE	TRUE
Bckdha	chr7	FALSE	FALSE
Bckdhb	chr9	FALSE	FALSE
Bckdk	chr7	FALSE	FALSE
Bcl10	chr3	TRUE	FALSE
Bcl11a	chr11	TRUE	FALSE
Bcl11b	chr12	TRUE	FALSE
Bcl2	chr1	TRUE	FALSE
Bcl2a1a	chr9	FALSE	FALSE
Bcl2l1	chr2	TRUE	FALSE
Bcl2l10	chr9	FALSE	FALSE
