gene_name	chr	is_neuronal_and_mecp2_up	k119ub_remodeled
Rell1	chr5	FALSE	TRUE
D7Ertd443e	chr7	FALSE	FALSE
Zhx2	chr15	TRUE	TRUE
Hcn4	chr9	FALSE	TRUE
Spata13	chr14	FALSE	FALSE
Slit2	chr5	FALSE	FALSE
Ulk4	chr9	FALSE	FALSE
Ank2	chr3	FALSE	FALSE
Jakmip2	chr18	FALSE	TRUE
Hs3st5	chr10	FALSE	TRUE
Nckap5	chr1	FALSE	TRUE
Rai1	chr11	FALSE	FALSE
Aldh1l1	chr6	FALSE	FALSE
9130401M01Rik	chr15	FALSE	TRUE
Nars2	chr7	FALSE	FALSE
Smpd3	chr8	FALSE	FALSE
Dnah8	chr17	FALSE	FALSE
Ndufs4	chr13	FALSE	FALSE
Pitpnm2	chr5	FALSE	FALSE
Dlg2	chr7	FALSE	TRUE
Filip1l	chr16	FALSE	TRUE
Eva1c	chr16	FALSE	FALSE
Casz1	chr4	FALSE	TRUE
Ano6	chr15	FALSE	TRUE
Spire1	chr18	FALSE	TRUE
Ankef1	chr2	FALSE	TRUE
Fam81b	chr13	FALSE	TRUE
Vwc2l	chr1	FALSE	TRUE
Tbc1d14	chr5	FALSE	TRUE
Sardh	chr2	FALSE	TRUE
Chn1	chr2	FALSE	TRUE
Ppp2r5e	chr12	FALSE	TRUE
Hlcs	chr16	FALSE	FALSE
Caln1	chr5	FALSE	TRUE
Arhgap12	chr18	FALSE	TRUE
Stk32c	chr7	FALSE	FALSE
Elavl2	chr4	FALSE	FALSE
Chrdl2	chr7	FALSE	TRUE
Phactr1	chr13	FALSE	FALSE
Gng12	chr6	FALSE	TRUE
Egfr	chr11	FALSE	TRUE
Fyn	chr10	FALSE	TRUE
Rfx3	chr19	FALSE	TRUE
Nrg4	chr9	FALSE	TRUE
Rbfox3	chr11	FALSE	TRUE
Lgr4	chr2	FALSE	TRUE
Cdh2	chr18	FALSE	TRUE
Slc1a1	chr19	FALSE	TRUE
Dhx32	chr7	FALSE	FALSE
Fbxl17	chr17	FALSE	TRUE
Tunar	chr12	FALSE	FALSE
Slc44a1	chr4	FALSE	FALSE
Epha4	chr1	FALSE	TRUE
Dscam	chr16	FALSE	FALSE
Tmem108	chr9	FALSE	FALSE
Invs	chr4	FALSE	FALSE
Ttc3	chr16	FALSE	TRUE
Megf10	chr18	FALSE	TRUE
Lpgat1	chr1	FALSE	FALSE
Septin9	chr11	FALSE	TRUE
Ablim1	chr19	FALSE	TRUE
Edar	chr10	FALSE	FALSE
Wnt4	chr4	FALSE	TRUE
Lrrc20	chr10	FALSE	FALSE
Lurap1l	chr4	FALSE	FALSE
St6gal1	chr16	FALSE	FALSE
Ebag9	chr15	FALSE	TRUE
CK137956	chr4	FALSE	TRUE
Rasal2	chr1	FALSE	FALSE
Oprl1	chr2	FALSE	TRUE
Myo18a	chr11	FALSE	TRUE
Fgd5	chr6	FALSE	TRUE
P4ha2	chr11	FALSE	FALSE
Lrrfip1	chr1	FALSE	FALSE
Coro2b	chr9	FALSE	FALSE
Itga6	chr2	FALSE	FALSE
Ccdc13	chr9	FALSE	TRUE
Map4	chr9	FALSE	FALSE
Adcy7	chr8	FALSE	FALSE
Lrch1	chr14	FALSE	FALSE
Podn	chr4	FALSE	TRUE
Adamts12	chr15	FALSE	FALSE
Rgs9	chr11	FALSE	FALSE
Plcl1	chr1	FALSE	TRUE
Gpr68	chr12	FALSE	TRUE
Mtfr1	chr3	FALSE	TRUE
Daam1	chr12	FALSE	TRUE
Arhgef17	chr7	FALSE	TRUE
Shank1	chr7	FALSE	TRUE
Calcoco1	chr15	FALSE	FALSE
Otud7a	chr7	FALSE	FALSE
Sirpa	chr2	FALSE	TRUE
Upp1	chr11	FALSE	FALSE
Itgb1bp1	chr12	FALSE	TRUE
Ttll5	chr12	FALSE	FALSE
Kcnj3	chr2	FALSE	TRUE
Nwd2	chr5	FALSE	FALSE
Ube2o	chr11	FALSE	TRUE
Myo1e	chr9	FALSE	TRUE
Rps6kc1	chr1	FALSE	TRUE
Klf7	chr1	FALSE	TRUE
Zfp532	chr18	FALSE	FALSE
Slc9a2	chr1	FALSE	FALSE
Ppargc1b	chr18	FALSE	FALSE
Add2	chr6	FALSE	TRUE
Vash2	chr1	FALSE	TRUE
Deptor	chr15	FALSE	TRUE
Dnajb6	chr5	FALSE	FALSE
Tbc1d2	chr4	FALSE	TRUE
Ssbp2	chr13	FALSE	TRUE
Rnf130	chr11	FALSE	FALSE
Kcnab2	chr4	FALSE	FALSE
Antxr2	chr5	FALSE	FALSE
Scai	chr2	FALSE	TRUE
Susd4	chr1	FALSE	FALSE
Tmem144	chr3	FALSE	TRUE
Aak1	chr6	FALSE	FALSE
Il17rd	chr14	FALSE	FALSE
Arid1b	chr17	FALSE	TRUE
Sema4d	chr13	FALSE	FALSE
Lrrc1	chr9	FALSE	TRUE
Meis1	chr11	TRUE	TRUE
Setbp1	chr18	FALSE	TRUE
Fmnl2	chr2	FALSE	FALSE
Rnf220	chr4	FALSE	TRUE
Phlpp1	chr1	FALSE	TRUE
Robo1	chr16	FALSE	FALSE
Camk2b	chr11	FALSE	FALSE
Kirrel3	chr9	FALSE	FALSE
Ate1	chr7	FALSE	FALSE
Spsb1	chr4	FALSE	TRUE
Qsox1	chr1	FALSE	TRUE
Ptprf	chr4	FALSE	FALSE
Fut8	chr12	FALSE	TRUE
Chd7	chr4	TRUE	TRUE
Metap1d	chr2	FALSE	TRUE
Fez2	chr17	FALSE	TRUE
Myrfl	chr10	FALSE	TRUE
Gtf2ird1	chr5	FALSE	FALSE
Smg6	chr11	FALSE	FALSE
Cradd	chr10	FALSE	TRUE
Pik3c2b	chr1	FALSE	FALSE
Bhmt	chr13	FALSE	TRUE
Ptpn4	chr1	FALSE	TRUE
Amph	chr13	FALSE	FALSE
Tcerg1l	chr7	FALSE	TRUE
Map7	chr10	FALSE	TRUE
Pkia	chr3	FALSE	TRUE
Stxbp5	chr10	FALSE	TRUE
Smarcd3	chr5	FALSE	FALSE
Cyth4	chr15	FALSE	TRUE
Sh3gl2	chr4	FALSE	TRUE
Yipf7	chr5	FALSE	TRUE
Scarb2	chr5	FALSE	FALSE
Ubr4	chr4	FALSE	TRUE
Sorcs2	chr5	FALSE	FALSE
Tmcc3	chr10	FALSE	FALSE
Lonrf2	chr1	FALSE	TRUE
Ccnk	chr12	FALSE	TRUE
Gabrg1	chr5	FALSE	TRUE
Pawr	chr10	FALSE	FALSE
Osbpl9	chr4	FALSE	TRUE
Atp11a	chr8	FALSE	TRUE
Crppa	chr12	FALSE	TRUE
Zfhx4	chr3	FALSE	FALSE
Bicd1	chr6	FALSE	TRUE
Fam120a	chr13	FALSE	FALSE
Scg2	chr1	FALSE	TRUE
Scube1	chr15	FALSE	FALSE
Fam222a	chr5	FALSE	FALSE
Rerg	chr6	FALSE	FALSE
Phtf1	chr3	FALSE	FALSE
Ttll7	chr3	FALSE	TRUE
Adamts17	chr7	FALSE	TRUE
Nt5c2	chr19	FALSE	FALSE
Upp2	chr2	FALSE	TRUE
Disp3	chr4	FALSE	TRUE
Cfap74	chr4	FALSE	TRUE
Chil5	chr3	FALSE	TRUE
Zic3	chrX	FALSE	TRUE
Syne2	chr12	FALSE	TRUE
Chn2	chr6	FALSE	TRUE
Thsd7b	chr1	FALSE	TRUE
Kcnb1	chr2	FALSE	TRUE
Ptk2b	chr14	FALSE	TRUE
Gpm6a	chr8	FALSE	TRUE
Pde3a	chr6	FALSE	TRUE
Helz	chr11	FALSE	FALSE
Cdc42se2	chr11	FALSE	FALSE
Gnao1	chr8	FALSE	TRUE
Fam172a	chr13	FALSE	TRUE
Homer2	chr7	FALSE	FALSE
Adam23	chr1	FALSE	TRUE
Rab3b	chr4	FALSE	FALSE
Kif26b	chr1	FALSE	FALSE
Sptbn1	chr11	FALSE	TRUE
Pcnx	chr12	FALSE	TRUE
Hecw1	chr13	FALSE	TRUE
Smarca4	chr9	FALSE	TRUE
Ophn1	chrX	FALSE	FALSE
Nav2	chr7	FALSE	FALSE
Rgs12	chr5	FALSE	FALSE
Pclo	chr5	FALSE	TRUE
Nr4a2	chr2	FALSE	TRUE
Cdh12	chr15	FALSE	TRUE
Sap30	chr8	FALSE	TRUE
Gsk3b	chr16	FALSE	FALSE
Gnptab	chr10	FALSE	TRUE
Macroh2a1	chr13	FALSE	TRUE
Ralgapa1	chr12	FALSE	FALSE
Camk2a	chr18	FALSE	TRUE
Dcp1b	chr6	FALSE	TRUE
Macrod2	chr2	FALSE	TRUE
C1qtnf1	chr11	FALSE	TRUE
Ola1	chr2	FALSE	TRUE
Slc4a10	chr2	FALSE	TRUE
Dnm2	chr9	FALSE	TRUE
Rybp	chr6	FALSE	FALSE
Cdh13	chr8	FALSE	FALSE
Ptpru	chr4	FALSE	TRUE
Grip2	chr6	TRUE	TRUE
Ccser1	chr6	FALSE	TRUE
Igf2bp3	chr6	FALSE	TRUE
Cadm1	chr9	FALSE	FALSE
Akap12	chr10	FALSE	FALSE
Arpp21	chr9	FALSE	TRUE
Dcstamp	chr15	FALSE	TRUE
Slc1a3	chr15	FALSE	FALSE
Nme7	chr1	FALSE	TRUE
Fntb	chr12	FALSE	TRUE
Phldb1	chr9	FALSE	TRUE
Ovol2	chr2	FALSE	TRUE
AW554918	chr18	FALSE	TRUE
Esyt2	chr12	FALSE	TRUE
Nxpe4	chr9	FALSE	FALSE
Enkur	chr2	FALSE	TRUE
Loxhd1	chr18	FALSE	FALSE
Itga5	chr15	FALSE	FALSE
Tet2	chr3	FALSE	TRUE
Tnrc6a	chr7	FALSE	FALSE
Kcnh1	chr1	FALSE	FALSE
Gzmn	chr14	FALSE	TRUE
Insr	chr8	FALSE	TRUE
Lcorl	chr5	FALSE	TRUE
Cd200r3	chr16	FALSE	TRUE
Icos	chr1	FALSE	TRUE
Carmil1	chr13	FALSE	FALSE
Lmntd1	chr6	FALSE	TRUE
Lpin1	chr12	FALSE	FALSE
Mdm4	chr1	FALSE	FALSE
Slc7a14	chr3	FALSE	TRUE
Dtnb	chr12	FALSE	TRUE
Nin	chr12	FALSE	FALSE
Pax8	chr2	FALSE	TRUE
Rgs17	chr10	FALSE	TRUE
Usp18	chr6	FALSE	FALSE
Camkmt	chr17	FALSE	FALSE
Ccdc88c	chr12	FALSE	FALSE
Prkg1	chr19	FALSE	TRUE
Lhx3	chr2	FALSE	FALSE
Nphp1	chr2	TRUE	TRUE
Actn1	chr12	FALSE	FALSE
Myh13	chr11	FALSE	FALSE
Tsc22d1	chr14	FALSE	FALSE
App	chr16	FALSE	TRUE
Il20rb	chr9	FALSE	TRUE
Fry	chr5	FALSE	TRUE
Wwc2	chr8	FALSE	FALSE
Bmp6	chr13	FALSE	TRUE
Fam169a	chr13	FALSE	FALSE
Src	chr2	FALSE	TRUE
Map3k4	chr17	FALSE	TRUE
Large1	chr8	FALSE	TRUE
Plbd2	chr5	FALSE	FALSE
Bmpr1b	chr3	FALSE	TRUE
Fbxo10	chr4	FALSE	FALSE
Glp1r	chr17	FALSE	TRUE
Pde8a	chr7	FALSE	TRUE
Pou2f1	chr1	FALSE	TRUE
Ppm1e	chr11	FALSE	TRUE
Gab2	chr7	FALSE	FALSE
Shroom3	chr5	FALSE	FALSE
Sdc3	chr4	FALSE	TRUE
Cacna1a	chr8	FALSE	TRUE
Sel1l3	chr5	FALSE	FALSE
Alpl	chr4	FALSE	TRUE
Schip1	chr3	FALSE	TRUE
Adgrb2	chr4	FALSE	TRUE
Ppp2r5c	chr12	FALSE	TRUE
Eif2ak4	chr2	FALSE	FALSE
Bnc1	chr7	FALSE	TRUE
Kif3b	chr2	FALSE	TRUE
Arhgap44	chr11	FALSE	FALSE
Kyat3	chr3	FALSE	TRUE
Eda	chrX	FALSE	FALSE
Kcnk13	chr12	FALSE	TRUE
Tbc1d19	chr5	FALSE	FALSE
Baiap2	chr11	FALSE	FALSE
Kdm4b	chr17	FALSE	FALSE
Ube2w	chr1	FALSE	TRUE
Mcph1	chr8	FALSE	TRUE
Dtx1	chr5	FALSE	FALSE
Scp2	chr4	FALSE	FALSE
Iqgap1	chr7	FALSE	FALSE
Atxn2	chr5	FALSE	TRUE
Gsap	chr5	FALSE	FALSE
Paqr5	chr9	FALSE	TRUE
Cachd1	chr4	FALSE	FALSE
F13a1	chr13	FALSE	TRUE
Plxna2	chr1	FALSE	FALSE
Jak1	chr4	FALSE	FALSE
Slc39a10	chr1	FALSE	TRUE
Mrps9	chr1	FALSE	TRUE
Nrxn2	chr19	FALSE	FALSE
Clmn	chr12	FALSE	TRUE
Ankrd44	chr1	FALSE	TRUE
Auh	chr13	FALSE	FALSE
Mical2	chr7	FALSE	TRUE
Wnk2	chr13	FALSE	FALSE
Gsn	chr2	FALSE	TRUE
Iffo2	chr4	FALSE	FALSE
Ikzf2	chr1	FALSE	TRUE
Klf12	chr14	FALSE	FALSE
Ccdc146	chr5	FALSE	FALSE
Vdr	chr15	FALSE	FALSE
Btbd7	chr12	FALSE	TRUE
Rsph14	chr10	FALSE	TRUE
Sptlc2	chr12	FALSE	FALSE
Mdga2	chr12	FALSE	FALSE
Adarb1	chr10	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Klf3	chr5	FALSE	FALSE
Dgkg	chr16	FALSE	TRUE
Lin7a	chr10	FALSE	TRUE
Ism1	chr2	FALSE	FALSE
Aftph	chr11	FALSE	TRUE
Tet3	chr6	FALSE	FALSE
Kiz	chr2	FALSE	TRUE
Paqr8	chr1	FALSE	TRUE
Eri3	chr4	FALSE	FALSE
Tmem61	chr4	FALSE	TRUE
Adgrv1	chr13	FALSE	FALSE
Myo1b	chr1	FALSE	TRUE
Scarb1	chr5	FALSE	FALSE
Dcbld1	chr10	FALSE	FALSE
Sh3tc2	chr18	FALSE	FALSE
Mctp2	chr7	TRUE	FALSE
Irx5	chr8	FALSE	FALSE
Nbas	chr12	FALSE	FALSE
Exoc2	chr13	FALSE	TRUE
Msh3	chr13	FALSE	TRUE
Cers4	chr8	FALSE	TRUE
Papola	chr12	FALSE	FALSE
Smurf1	chr5	FALSE	FALSE
Phf14	chr6	FALSE	TRUE
Lgr6	chr1	FALSE	TRUE
Tbcd	chr11	FALSE	FALSE
Scmh1	chr4	FALSE	FALSE
Umodl1	chr17	FALSE	TRUE
4930523C07Rik	chr1	FALSE	TRUE
Ccn4	chr15	FALSE	FALSE
Apba1	chr19	FALSE	TRUE
Mapt	chr11	FALSE	TRUE
Pepd	chr7	FALSE	TRUE
Prep	chr10	FALSE	TRUE
Il4ra	chr7	FALSE	TRUE
Sema4b	chr7	FALSE	FALSE
Man1c1	chr4	FALSE	TRUE
Aox1	chr1	FALSE	TRUE
Arvcf	chr16	FALSE	TRUE
Vps8	chr16	FALSE	FALSE
Pde1a	chr2	FALSE	TRUE
Phyhipl	chr10	FALSE	TRUE
Angel1	chr12	FALSE	TRUE
Chdh	chr14	FALSE	TRUE
Esrrb	chr12	FALSE	TRUE
Myzap	chr9	FALSE	FALSE
Prr5	chr15	FALSE	TRUE
Vit	chr17	FALSE	TRUE
Fam78b	chr1	FALSE	TRUE
Atp2b4	chr1	FALSE	FALSE
Acvr2a	chr2	FALSE	TRUE
Wdr70	chr15	FALSE	FALSE
Slc2a13	chr15	FALSE	TRUE
Tnfrsf19	chr14	FALSE	TRUE
Emsy	chr7	FALSE	FALSE
Xpr1	chr1	FALSE	TRUE
Unc5c	chr3	FALSE	TRUE
Lmbr1	chr5	FALSE	TRUE
Scn3a	chr2	FALSE	FALSE
Galnt3	chr2	FALSE	FALSE
Me1	chr9	FALSE	FALSE
Smarca2	chr19	FALSE	TRUE
Iqsec3	chr6	FALSE	TRUE
Bcat1	chr6	FALSE	FALSE
Arl4a	chr12	FALSE	TRUE
Srrm4	chr5	FALSE	FALSE
Nhs	chrX	FALSE	FALSE
7530416G11Rik	chr15	FALSE	FALSE
Slitrk2	chrX	TRUE	TRUE
Grm1	chr10	FALSE	TRUE
Emid1	chr11	FALSE	FALSE
Dach1	chr14	FALSE	FALSE
Epb41l3	chr17	FALSE	TRUE
Nckap1	chr2	FALSE	TRUE
Atf7	chr15	FALSE	FALSE
Pcdh15	chr10	FALSE	FALSE
Sgsm3	chr15	FALSE	TRUE
Atp9b	chr18	FALSE	TRUE
Sox6	chr7	TRUE	TRUE
Ppfibp2	chr7	FALSE	FALSE
Stim2	chr5	FALSE	TRUE
Rnf213	chr11	FALSE	TRUE
Dpt	chr1	FALSE	TRUE
Retreg1	chr15	FALSE	FALSE
Pik3cb	chr9	FALSE	FALSE
Rgs20	chr1	FALSE	TRUE
Bckdhb	chr9	FALSE	TRUE
Eipr1	chr12	FALSE	FALSE
Tmco4	chr4	FALSE	TRUE
Ralyl	chr3	FALSE	TRUE
Pde7b	chr10	FALSE	TRUE
Fcho2	chr13	FALSE	TRUE
Vangl1	chr3	FALSE	FALSE
Pld1	chr3	FALSE	TRUE
Cobll1	chr2	FALSE	FALSE
Tmem163	chr1	FALSE	TRUE
Cpeb1	chr7	FALSE	TRUE
Ret	chr6	FALSE	FALSE
Mettl21e	chr1	FALSE	TRUE
Lmo1	chr7	FALSE	FALSE
Cacnb2	chr2	FALSE	FALSE
Ttc29	chr8	FALSE	TRUE
Aktip	chr8	FALSE	TRUE
Fgf12	chr16	FALSE	TRUE
Exph5	chr9	FALSE	TRUE
Egflam	chr15	FALSE	TRUE
Trim36	chr18	FALSE	FALSE
Cenpj	chr14	FALSE	TRUE
Rngtt	chr4	FALSE	TRUE
Scin	chr12	FALSE	FALSE
Sorl1	chr9	TRUE	TRUE
Ninj2	chr6	FALSE	TRUE
Tenm3	chr8	FALSE	FALSE
Usp7	chr16	FALSE	TRUE
Fbxw11	chr11	FALSE	TRUE
Diaph3	chr14	FALSE	TRUE
Colgalt2	chr1	FALSE	TRUE
Ccar2	chr14	FALSE	TRUE
Fars2	chr13	FALSE	FALSE
Sntg1	chr1	FALSE	TRUE
Taf3	chr2	FALSE	TRUE
Abcc8	chr7	FALSE	FALSE
Grid2ip	chr5	FALSE	FALSE
Pms1	chr1	FALSE	TRUE
Tenm4	chr7	FALSE	FALSE
Myh10	chr11	FALSE	FALSE
Kcnma1	chr14	FALSE	FALSE
Atad2b	chr12	FALSE	FALSE
E130308A19Rik	chr4	FALSE	TRUE
Lnpk	chr2	FALSE	TRUE
Olfml2b	chr1	FALSE	TRUE
Rgma	chr7	FALSE	TRUE
Vstm2l	chr2	FALSE	TRUE
Adck1	chr12	FALSE	TRUE
Vps13a	chr19	FALSE	TRUE
Th	chr7	FALSE	TRUE
Rhbdl3	chr11	FALSE	TRUE
Stxbp5l	chr16	FALSE	TRUE
Abca13	chr11	FALSE	TRUE
Cdc26	chr4	FALSE	TRUE
Exoc3l	chr8	FALSE	TRUE
Btaf1	chr19	FALSE	TRUE
Tmtc1	chr6	FALSE	TRUE
Ano5	chr7	FALSE	FALSE
Raph1	chr1	FALSE	TRUE
Pla2g5	chr4	FALSE	TRUE
Sema3f	chr9	FALSE	TRUE
Slco2a1	chr9	FALSE	FALSE
Trim9	chr12	FALSE	TRUE
Medag	chr5	FALSE	FALSE
Dock10	chr1	FALSE	TRUE
Kank1	chr19	FALSE	TRUE
Map6	chr7	FALSE	FALSE
Myo16	chr8	FALSE	TRUE
Zfp385c	chr11	FALSE	FALSE
Elovl7	chr13	FALSE	TRUE
Notch1	chr2	FALSE	FALSE
Greb1l	chr18	FALSE	TRUE
Fbxw7	chr3	FALSE	TRUE
Thbs2	chr17	TRUE	TRUE
Clgn	chr8	FALSE	TRUE
Pank1	chr19	FALSE	TRUE
Mlph	chr1	FALSE	FALSE
Prdm11	chr2	FALSE	FALSE
Setd3	chr12	FALSE	FALSE
2900026A02Rik	chr5	FALSE	TRUE
Atf3	chr1	FALSE	FALSE
Srgap1	chr10	FALSE	FALSE
Ripor1	chr8	FALSE	TRUE
Clic6	chr16	FALSE	FALSE
Fnip2	chr3	FALSE	TRUE
Map2k6	chr11	FALSE	FALSE
Cep83	chr10	FALSE	TRUE
Ptprc	chr1	FALSE	TRUE
Nfam1	chr15	FALSE	TRUE
Tlk1	chr2	FALSE	FALSE
Hmga2	chr10	FALSE	FALSE
Il1r1	chr1	FALSE	TRUE
BC004004	chr17	FALSE	FALSE
Ccdc167	chr17	FALSE	FALSE
Pyroxd2	chr19	FALSE	FALSE
Dock7	chr4	FALSE	TRUE
Dock4	chr12	FALSE	TRUE
Ostf1	chr19	FALSE	TRUE
6430548M08Rik	chr8	FALSE	FALSE
Trim24	chr6	FALSE	TRUE
Wbp1l	chr19	FALSE	FALSE
Ino80d	chr1	FALSE	FALSE
Arl15	chr13	FALSE	TRUE
Clip4	chr17	FALSE	FALSE
Slc29a3	chr10	FALSE	FALSE
Epb41l2	chr10	FALSE	FALSE
Kifc3	chr8	FALSE	TRUE
Spag6	chr2	FALSE	TRUE
Stox2	chr8	FALSE	TRUE
Fbxw8	chr5	FALSE	TRUE
Nedd9	chr13	FALSE	FALSE
Rbm19	chr5	FALSE	FALSE
Lifr	chr15	FALSE	FALSE
Csnka2ip	chr16	FALSE	TRUE
Tll2	chr19	FALSE	TRUE
Hhip	chr8	FALSE	FALSE
Lclat1	chr17	FALSE	FALSE
Lrp12	chr15	FALSE	TRUE
Dnah7a	chr1	FALSE	FALSE
Lrfn5	chr12	FALSE	FALSE
Lrrc55	chr2	FALSE	TRUE
Tmem245	chr4	FALSE	TRUE
Oxsm	chr14	FALSE	TRUE
Nudt14	chr12	FALSE	FALSE
Lmo3	chr6	FALSE	FALSE
Ehbp1	chr11	FALSE	TRUE
Atp2b1	chr10	FALSE	FALSE
Sphkap	chr1	FALSE	TRUE
Dpysl3	chr18	FALSE	FALSE
Adam28	chr14	FALSE	TRUE
D5Ertd579e	chr5	FALSE	TRUE
Pitpnm3	chr11	FALSE	TRUE
Fut10	chr8	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Dicer1	chr12	FALSE	TRUE
Tesk2	chr4	FALSE	TRUE
Cds1	chr5	FALSE	FALSE
Specc1l	chr10	FALSE	TRUE
Atxn7	chr14	FALSE	FALSE
Gja5	chr3	FALSE	FALSE
Tmem236	chr2	FALSE	TRUE
Pcx	chr19	FALSE	FALSE
Ehd4	chr2	FALSE	FALSE
Tnfsf11	chr14	FALSE	FALSE
Plekhg1	chr10	FALSE	FALSE
Spag9	chr11	FALSE	TRUE
Phf21b	chr15	FALSE	FALSE
Nalcn	chr14	TRUE	TRUE
Stra6	chr9	FALSE	TRUE
Grap	chr11	FALSE	TRUE
Ptpn1	chr2	FALSE	FALSE
Osbp2	chr11	FALSE	FALSE
Chst3	chr10	FALSE	FALSE
Uri1	chr7	FALSE	FALSE
Hydin	chr8	FALSE	TRUE
Cd6	chr19	FALSE	TRUE
Cldn14	chr16	FALSE	FALSE
Slc66a2	chr18	FALSE	TRUE
Pdgfra	chr5	FALSE	TRUE
L3mbtl3	chr10	FALSE	FALSE
Cit	chr5	FALSE	TRUE
Acvr1b	chr15	FALSE	FALSE
Pcyt1b	chrX	FALSE	FALSE
Arhgef26	chr3	FALSE	TRUE
Zfp236	chr18	FALSE	FALSE
Arhgef19	chr4	FALSE	TRUE
Mtap	chr4	FALSE	FALSE
Gnaz	chr10	FALSE	TRUE
Bdnf	chr2	FALSE	TRUE
Ext1	chr15	FALSE	FALSE
Manea	chr4	FALSE	TRUE
Smad1	chr8	FALSE	FALSE
Chd2	chr7	FALSE	FALSE
Mob2	chr7	FALSE	TRUE
Col11a2	chr17	FALSE	TRUE
Igsf10	chr3	TRUE	TRUE
Tshz3	chr7	FALSE	FALSE
Atp8b4	chr2	FALSE	FALSE
Zfp523	chr17	FALSE	FALSE
Dnajc6	chr4	FALSE	FALSE
Glra1	chr11	FALSE	TRUE
Eml5	chr12	FALSE	FALSE
Tnfaip8	chr18	FALSE	TRUE
Ap1s3	chr1	FALSE	TRUE
Acsl6	chr11	FALSE	TRUE
Rictor	chr15	FALSE	TRUE
Slc26a7	chr4	FALSE	FALSE
Mef2a	chr7	FALSE	TRUE
Mb21d2	chr16	FALSE	TRUE
Dennd3	chr15	FALSE	FALSE
Ano4	chr10	FALSE	TRUE
Ccdc6	chr10	FALSE	TRUE
Mgat4a	chr1	FALSE	FALSE
Cecr2	chr6	FALSE	FALSE
Mrps28	chr3	FALSE	FALSE
Pip4k2a	chr2	FALSE	FALSE
Rspo3	chr10	FALSE	FALSE
Wwc1	chr11	FALSE	TRUE
Garem1	chr18	FALSE	TRUE
A930004D18Rik	chr2	FALSE	TRUE
Ank	chr15	FALSE	FALSE
Arhgap31	chr16	FALSE	FALSE
Pde4a	chr9	FALSE	FALSE
Gna14	chr19	FALSE	FALSE
Zfp638	chr6	FALSE	TRUE
Hipk3	chr2	FALSE	FALSE
Ranbp17	chr11	FALSE	TRUE
Rfx2	chr17	FALSE	FALSE
Ddhd1	chr14	FALSE	FALSE
Kdm7a	chr6	FALSE	TRUE
Trps1	chr15	FALSE	TRUE
Fmnl3	chr15	FALSE	FALSE
Fkbp5	chr17	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Scnn1a	chr6	FALSE	FALSE
Rras2	chr7	FALSE	FALSE
Slc45a3	chr1	FALSE	TRUE
Nipbl	chr15	FALSE	TRUE
Apc	chr18	FALSE	TRUE
Ruvbl1	chr6	FALSE	TRUE
Zdhhc17	chr10	FALSE	TRUE
Cdh22	chr2	FALSE	FALSE
Phactr2	chr10	FALSE	FALSE
Snx2	chr18	FALSE	TRUE
Plxdc2	chr2	FALSE	TRUE
Mvk	chr5	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
Stpg2	chr3	FALSE	TRUE
Spink13	chr18	FALSE	TRUE
Ppp1r12b	chr1	FALSE	FALSE
Shtn1	chr19	FALSE	TRUE
Pou2f3	chr9	FALSE	TRUE
D630045J12Rik	chr6	FALSE	FALSE
Pard3b	chr1	FALSE	TRUE
Rhbdf2	chr11	FALSE	FALSE
Kcnq2	chr2	FALSE	TRUE
Them7	chr2	FALSE	FALSE
Tuft1	chr3	FALSE	FALSE
Nabp1	chr1	FALSE	TRUE
Rbms1	chr2	FALSE	TRUE
Fancc	chr13	FALSE	FALSE
Rims4	chr2	FALSE	FALSE
Map2	chr1	FALSE	TRUE
Atp6v0d1	chr8	FALSE	TRUE
Tfcp2l1	chr1	FALSE	FALSE
Dmbx1	chr4	FALSE	TRUE
Ctnnbip1	chr4	FALSE	FALSE
Dnah6	chr6	FALSE	TRUE
Syt14	chr1	FALSE	TRUE
Nckap5l	chr15	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	TRUE
Ror2	chr13	FALSE	TRUE
Rnmt	chr18	FALSE	TRUE
Hivep2	chr10	FALSE	TRUE
Galnt9	chr5	FALSE	FALSE
Cpm	chr10	FALSE	TRUE
Sh3bp5	chr14	FALSE	FALSE
Epc2	chr2	FALSE	TRUE
Tnni1	chr1	FALSE	TRUE
Elavl3	chr9	FALSE	FALSE
Poc1b	chr10	FALSE	FALSE
Pip5k1b	chr19	FALSE	TRUE
Col11a1	chr3	FALSE	TRUE
Cdan1	chr2	FALSE	FALSE
Foxp4	chr17	FALSE	TRUE
Creb5	chr6	FALSE	TRUE
Slc44a5	chr3	FALSE	TRUE
Mertk	chr2	FALSE	FALSE
Klhl2	chr8	FALSE	TRUE
Erbin	chr13	FALSE	FALSE
Intu	chr3	FALSE	TRUE
Lama1	chr17	FALSE	FALSE
Hdac4	chr1	FALSE	FALSE
Iqsec1	chr6	FALSE	FALSE
Esd	chr14	FALSE	TRUE
Adra1d	chr2	FALSE	TRUE
Dgcr2	chr16	FALSE	FALSE
Duoxa1	chr2	FALSE	FALSE
